osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,junction
645169008,residential,False,False,103.071,"LINESTRING (91.8645671 24.903662, 91.8645738 24.9036279, 91.8646154 24.9035975, 91.8647562 24.9035598, 91.8649507 24.9035087, 91.8653302 24.9034467, 91.8654817 24.9034284, 91.865524 24.9034238)",,,,
410344455,residential,False,True,58.696,"LINESTRING (91.8678571 24.9026694, 91.8678841 24.9021421)",,,,
410344455,residential,False,False,86.28099999999999,"LINESTRING (91.8678571 24.9026694, 91.8678555 24.9028032, 91.8678729 24.90292, 91.8678769 24.9030282, 91.8678729 24.9032545, 91.8677911 24.9033907, 91.8677616 24.9034126)",,,,
645510134,residential,False,True,292.929,"LINESTRING (91.8678571 24.9026694, 91.8674404 24.9027053, 91.8672399 24.9027545, 91.8668725 24.9028105, 91.8665895 24.9028482, 91.8665305 24.9028762, 91.8665264 24.9029041, 91.8665265 24.9029492, 91.8665185 24.9030526, 91.8665265 24.903263, 91.8665276 24.9033724, 91.865524 24.9034238)",,,,
708628365,residential,False,False,128.523,"LINESTRING (91.8709896 24.9031522, 91.8705457 24.9031949, 91.870067 24.9032885, 91.8697347 24.9033457)",,,,
537098460,residential,False,True,126.816,"LINESTRING (91.866627 24.9021364, 91.8670308 24.9021306, 91.867548 24.9021307, 91.8678841 24.9021421)",,East Dorgah Gate,,
1107198633,secondary,False,True,70.965,"LINESTRING (91.8680276 24.8993365, 91.8687312 24.899334)",,Chowhatta Road,,
133755844,secondary,True,False,158.749,"LINESTRING (91.8680276 24.8993365, 91.8678395 24.8993046, 91.8672768 24.8992963, 91.866815 24.8993054, 91.8664574 24.8992915)",,Chowhatta Road,,
61313870,secondary,True,False,59.368,"LINESTRING (91.8685676 24.8986005, 91.8684375 24.8980798)",Z2809,Hazrat Shah Jalal Road,,
1108459967,secondary_link,False,True,8.455,"LINESTRING (91.8685676 24.8986005, 91.8684877 24.8986235)",,,,
845550024,residential,False,True,52.27,"LINESTRING (91.8645513 24.9020246, 91.8650686 24.901996)",,Dorgah Mohollah Road,,
644780519,residential,False,False,188.91499999999996,"LINESTRING (91.8645513 24.9020246, 91.8644531 24.9017043, 91.8645103 24.9014117, 91.8645051 24.9010956, 91.8646248 24.9007723, 91.8646462 24.9003606)",,,,
1107198631,residential,False,True,131.54399999999998,"LINESTRING (91.8647669 24.8991864, 91.86476 24.8994133, 91.8647054 24.8998569, 91.864643 24.9001235, 91.8646462 24.9003606)",,,,
1107198632,secondary,True,False,89.31899999999999,"LINESTRING (91.8647669 24.8991864, 91.8653436 24.8992212, 91.865648 24.8992614)",,Chowhatta Road,,
354424188,residential,False,True,110.82,"LINESTRING (91.865648 24.8992614, 91.8656785 24.8997879, 91.8657568 24.9002519)",,Dorgah Moholla Road,,
1107198632,secondary,True,False,241.469,"LINESTRING (91.865648 24.8992614, 91.8657301 24.899274, 91.8662142 24.8993425, 91.8667058 24.8993708, 91.8673119 24.8993802, 91.8678295 24.8993826, 91.8680276 24.8993365)",,Chowhatta Road,,
410353760,residential,False,False,50.688,"LINESTRING (91.8697575 24.8969296, 91.8698926 24.8971357, 91.8700464 24.8973007)",,Aided School Road,,
"[410353760, 620411556]",residential,False,True,223.89999999999998,"LINESTRING (91.8697575 24.8969296, 91.8696566 24.8967757, 91.8695553 24.8964917, 91.8696164 24.8960641, 91.8695949 24.8960166, 91.86956 24.8959776, 91.8693428 24.8959303, 91.8689324 24.8958195, 91.8684982 24.8956977)",,Aided School Road,,
533838061,residential,False,True,157.375,"LINESTRING (91.8697575 24.8969296, 91.8702109 24.8968054, 91.8702775 24.8968206, 91.8703062 24.8969028, 91.8703599 24.8969206, 91.8704201 24.8969076, 91.8708 24.8967458, 91.8711613 24.8966273)",,,,
644290706,residential,False,False,7.585,"LINESTRING (91.8692148 24.9006997, 91.8692868 24.90068)",,,,
1108459969,secondary,True,False,149.925,"LINESTRING (91.8692148 24.9006997, 91.8692294 24.9007454, 91.8692457 24.9007962, 91.8693933 24.9012431, 91.869494 24.9016834, 91.8695709 24.9020076)",Z2809,Hazrat Shah Jalal Road,,
1108459966,secondary_link,False,True,8.29,"LINESTRING (91.8684375 24.8980798, 91.8683557 24.8980871)",,,,
61313870,secondary,True,False,164.94799999999998,"LINESTRING (91.8684375 24.8980798, 91.8683998 24.8978031, 91.868368 24.8974132, 91.8683579 24.8972899, 91.8683646 24.8969172, 91.8683917 24.8966009)",Z2809,Hazrat Shah Jalal Road,,
1108459966,secondary_link,False,False,8.29,"LINESTRING (91.8683557 24.8980871, 91.8684375 24.8980798)",,,,
1108459968,secondary,True,False,61.113,"LINESTRING (91.8683557 24.8980871, 91.8684877 24.8986235)",Z2809,Hazrat Shah Jalal Road,,
1108459967,secondary_link,False,False,8.455,"LINESTRING (91.8684877 24.8986235, 91.8685676 24.8986005)",,,,
1108459968,secondary,True,False,82.77199999999999,"LINESTRING (91.8684877 24.8986235, 91.8685341 24.8987902, 91.86863 24.8990589, 91.8686698 24.8991625, 91.8687312 24.899334)",Z2809,Hazrat Shah Jalal Road,,
620411556,residential,False,False,7.115,"LINESTRING (91.8684299 24.8956817, 91.8684982 24.8956977)",,,,
1108459968,secondary,True,False,102.633,"LINESTRING (91.8684299 24.8956817, 91.8683839 24.8959849, 91.8683121 24.8965984)",Z2809,Hazrat Shah Jalal Road,,
61313870,secondary,True,False,84.781,"LINESTRING (91.8688202 24.899327, 91.8687571 24.8991515, 91.8687277 24.8990663, 91.8686159 24.8987829, 91.8685676 24.8986005)",Z2809,Hazrat Shah Jalal Road,,
398431807,primary,False,False,149.312,"LINESTRING (91.8688202 24.899327, 91.869394 24.899271, 91.8697052 24.8992165, 91.8701917 24.8991066, 91.8702764 24.8991004)",R249,,,
"[1107198633, 398431807]","['primary', 'secondary']",False,"[False, True]",9.049,"LINESTRING (91.8688202 24.899327, 91.8687632 24.8993351, 91.8687312 24.899334)",R249,Chowhatta Road,,
1107198633,secondary,False,False,70.965,"LINESTRING (91.8687312 24.899334, 91.8680276 24.8993365)",,Chowhatta Road,,
"[1107198633, 398431807]","['secondary', 'primary']",False,"[False, True]",9.049,"LINESTRING (91.8687312 24.899334, 91.8687632 24.8993351, 91.8688202 24.899327)",R249,Chowhatta Road,,
1108459969,secondary,True,False,159.613,"LINESTRING (91.8687312 24.899334, 91.8689305 24.8998122, 91.8692148 24.9006997)",Z2809,Hazrat Shah Jalal Road,,
537098460,residential,False,True,5.546,"LINESTRING (91.8695709 24.9020076, 91.8696256 24.9020025)",,East Dorgah Gate,,
537098460,residential,False,False,122.756,"LINESTRING (91.8695709 24.9020076, 91.8692875 24.9020341, 91.8688323 24.9020802, 91.868361 24.9021277)",,East Dorgah Gate,,
1108459969,secondary,True,False,150.47,"LINESTRING (91.8695709 24.9020076, 91.8696311 24.9023556, 91.8696697 24.9027287, 91.8696652 24.9031232, 91.86968 24.9033545)",Z2809,Hazrat Shah Jalal Road,,
398431807,primary,False,True,10.201,"LINESTRING (91.8724937 24.8993142, 91.8723927 24.8993094)",R249,,,
1125768266,residential,False,False,33.59,"LINESTRING (91.8724937 24.8993142, 91.872473 24.8996157)",,,,
1164030215,residential,False,True,50.45,"LINESTRING (91.8697719 24.8976552, 91.8698685 24.8976224, 91.8698926 24.8975883, 91.8700464 24.8973007)",,,,
410353760,residential,False,False,165.669,"LINESTRING (91.8700464 24.8973007, 91.8701568 24.8974192, 91.8701823 24.8974617, 91.8703003 24.8978559, 91.8703218 24.8979003, 91.8703412 24.8979149, 91.8703593 24.897924, 91.870584 24.8979356, 91.8710173 24.8979273, 91.8711627 24.8979502, 91.8712247 24.897957)",,Aided School Road,,
410353760,residential,False,True,50.688,"LINESTRING (91.8700464 24.8973007, 91.8698926 24.8971357, 91.8697575 24.8969296)",,Aided School Road,,
1164030215,residential,False,False,50.449999999999996,"LINESTRING (91.8700464 24.8973007, 91.8698926 24.8975883, 91.8698685 24.8976224, 91.8697719 24.8976552)",,,,
1224667760,residential,False,True,50.829,"LINESTRING (91.8675028 24.8961237, 91.8675075 24.8965808)",,,,
1224667760,residential,False,False,50.829,"LINESTRING (91.8675075 24.8965808, 91.8675028 24.8961237)",,,,
1224667761,residential,False,False,16.79,"LINESTRING (91.8675075 24.8965808, 91.8676739 24.8965766)",,,,
1224667761,residential,False,True,39.453,"LINESTRING (91.8675075 24.8965808, 91.8671165 24.8965908)",,,,
1224667761,residential,False,False,39.453,"LINESTRING (91.8671165 24.8965908, 91.8675075 24.8965808)",,,,
