osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,width
426762834,,,Library Road,residential,30,,False,False,18.853,"LINESTRING (79.92694 6.8446765, 79.9267693 6.8446718)",
426762834,,,Library Road,residential,30,,False,True,18.853,"LINESTRING (79.9267693 6.8446718, 79.92694 6.8446765)",
426762834,,,Library Road,residential,30,,False,False,86.697,"LINESTRING (79.9267693 6.8446718, 79.9264945 6.8446643, 79.9259861 6.8447089)",
426762836,,,,living_street,,,False,False,48.159,"LINESTRING (79.9267693 6.8446718, 79.9267652 6.8445634, 79.9268058 6.8444383, 79.9268912 6.844402, 79.9269928 6.844406)",
426762836,,,,living_street,,,False,True,48.159,"LINESTRING (79.9269928 6.844406, 79.9268912 6.844402, 79.9268058 6.8444383, 79.9267652 6.8445634, 79.9267693 6.8446718)",
494228255,,,,residential,,,False,False,108.742,"LINESTRING (79.9254586 6.8503787, 79.9251314 6.8499768, 79.9248516 6.8496087)",
1016062409,,,,residential,,,False,False,44.594,"LINESTRING (79.9248516 6.8496087, 79.925177 6.8493711)",
1016062409,,,,residential,,,False,True,40.167,"LINESTRING (79.9248516 6.8496087, 79.9245653 6.8498316)",
494228255,,,,residential,,,False,True,108.742,"LINESTRING (79.9248516 6.8496087, 79.9251314 6.8499768, 79.9254586 6.8503787)",
494228256,,,,residential,,,False,False,101.454,"LINESTRING (79.9250777 6.850589, 79.9245653 6.8498316)",
494228256,,,,residential,,,False,True,101.454,"LINESTRING (79.9245653 6.8498316, 79.9250777 6.850589)",
1016062409,,,,residential,,,False,False,40.167,"LINESTRING (79.9245653 6.8498316, 79.9248516 6.8496087)",
1016062409,,,,residential,,,False,True,20.7,"LINESTRING (79.9245653 6.8498316, 79.9244223 6.849952)",
494228257,,,,residential,,,False,False,79.205,"LINESTRING (79.9248256 6.8505411, 79.9244223 6.849952)",
494228257,,,,residential,,,False,True,79.205,"LINESTRING (79.9244223 6.849952, 79.9248256 6.8505411)",
1016062409,,,,residential,,,False,False,20.7,"LINESTRING (79.9244223 6.849952, 79.9245653 6.8498316)",
1016062409,,,,residential,,,False,True,76.05,"LINESTRING (79.9244223 6.849952, 79.9241936 6.8501342, 79.9238902 6.8503863)",
494228261,,,,living_street,,,False,False,123.053,"LINESTRING (79.9270958 6.8494471, 79.9265018 6.8485107)",
494228261,,,,living_street,,,False,True,123.053,"LINESTRING (79.9265018 6.8485107, 79.9270958 6.8494471)",
