osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge
"[75481160, 75481162, 25245933, 25245974]",,"['Zamkowa', 'Dębowa']","['unclassified', 'residential']",False,False,453.77700000000004,,"LINESTRING (14.9662014 51.7926034, 14.9661977 51.7924405, 14.9661963 51.7918796, 14.9661879 51.7915979, 14.9661786 51.7914541, 14.9661824 51.7913539, 14.9661958 51.7913018, 14.9662035 51.791274, 14.9662159 51.7912519, 14.9662636 51.7912027, 14.9665136 51.7910165, 14.9666711 51.7908984, 14.9668308 51.7907816, 14.9670692 51.7906058, 14.9671862 51.7905172, 14.9673003 51.7904304, 14.9674114 51.7903375, 14.9675355 51.7902492, 14.9676681 51.7901598, 14.9677309 51.7901231, 14.967765 51.7901039, 14.9677888 51.7900885, 14.9678479 51.7900712, 14.9679078 51.7900644, 14.967992 51.7900556, 14.9680774 51.7900592, 14.9682237 51.7900802, 14.9683674 51.7901113, 14.968825 51.7902099, 14.9688525 51.7902013, 14.968907 51.7901267, 14.9691778 51.7898486, 14.9692714 51.7897524)",,yes
25295049,287,Wrocławska,secondary,False,True,65.553,40,"LINESTRING (14.970833 51.7844579, 14.9706669 51.784479, 14.9704862 51.7845104, 14.9701824 51.7845826, 14.969935 51.7846499)",,
1177911380,287,Wrocławska,secondary,False,False,66.376,40,"LINESTRING (14.970833 51.7844579, 14.9709043 51.7844478, 14.9710281 51.7844319, 14.9713165 51.7843993, 14.9716017 51.784363, 14.9716965 51.7843513, 14.9717784 51.7843389)",,
25329205,287,Sybiraków,secondary,False,False,0.619,,"LINESTRING (14.968167 51.7853848, 14.9681759 51.785384)",,
25329352,287,Wrocławska,secondary,True,False,29.244,50,"LINESTRING (14.968167 51.7853848, 14.9680769 51.7854062, 14.9679676 51.7854293, 14.9677611 51.7854619)",,
25329353,287,Sybiraków,secondary,True,False,61.870999999999995,50,"LINESTRING (14.9666939 51.7856502, 14.9670864 51.7855415, 14.9672224 51.7854968, 14.9673624 51.7854528, 14.9674315 51.7854294, 14.9674984 51.7854027)",,
61129820,287,Sybiraków,secondary,False,True,25.814999999999998,50,"LINESTRING (14.9666939 51.7856502, 14.9665854 51.7856715, 14.966339 51.7857256)",,
176140835,,Krakowskie Przedmieście,tertiary,True,False,80.15899999999999,,"LINESTRING (14.9740679 51.7926724, 14.9740939 51.7925928, 14.974111 51.792513, 14.9741184 51.7924372, 14.9741209 51.7923722, 14.9741216 51.7923087, 14.9741167 51.7922424, 14.9741094 51.7921713, 14.9741025 51.7921028, 14.9740737 51.7919554)",1,
25329175,,Wrocławska,tertiary,True,False,19.402,,"LINESTRING (14.9677611 51.7854619, 14.9676737 51.7854526, 14.9676348 51.7854448, 14.9676019 51.7854335, 14.9675386 51.7854141, 14.9674984 51.7854027)",,
"[25329352, 25329363]",287,"['Sybiraków', 'Wrocławska']",secondary,True,False,26.395,50,"LINESTRING (14.9677611 51.7854619, 14.9675805 51.7854997, 14.9673972 51.7855372)",,
"[25329363, 1226627046]",287,Sybiraków,secondary,True,False,50.031000000000006,50,"LINESTRING (14.9673972 51.7855372, 14.9672588 51.7855613, 14.9669559 51.7856179, 14.9666939 51.7856502)",,
25299252,287,Sybiraków,secondary,True,False,47.435,50,"LINESTRING (14.966339 51.7857256, 14.9662126 51.7857863, 14.9660778 51.7858392, 14.9659228 51.7858976, 14.9657622 51.7859586)",,
61129820,287,Sybiraków,secondary,False,False,25.814999999999998,50,"LINESTRING (14.966339 51.7857256, 14.9665854 51.7856715, 14.9666939 51.7856502)",,
25241472,,Krakowskie Przedmieście,tertiary,False,False,10.507,,"LINESTRING (14.9730247 51.7891978, 14.9730622 51.7892894)",2,
25241472,,Krakowskie Przedmieście,tertiary,False,True,91.538,,"LINESTRING (14.9730247 51.7891978, 14.9729511 51.7890155, 14.9728781 51.7888375, 14.9728088 51.78867, 14.9727375 51.788505, 14.9726835 51.7884023)",2,
65141514,,Adama Mickiewicza,residential,True,False,69.158,,"LINESTRING (14.9730247 51.7891978, 14.9725316 51.7892607, 14.9720408 51.789326)",,
"[25298000, 270762177, 25298001]",,Bohaterów,tertiary,False,True,239.12300000000002,40,"LINESTRING (14.9764007 51.784869, 14.9762305 51.7852745, 14.9760215 51.7856969, 14.9758534 51.7860137, 14.9757107 51.7862861, 14.9754253 51.7867772, 14.9753772 51.7868742, 14.9753539 51.7869186)",,
108437676,,Bohaterów,tertiary,False,False,32.356,,"LINESTRING (14.9764007 51.784869, 14.9764781 51.7846743, 14.9765141 51.7845866)",2,
25303593,,Dąbrowskiego,residential,False,True,90.35900000000001,,"LINESTRING (14.976316 51.7889322, 14.975977 51.7889293, 14.9757524 51.7889545, 14.9755215 51.788973, 14.975315 51.7889866, 14.9752967 51.7889878, 14.9750092 51.7889902)",,
265422505,,Mikołaja Reja,tertiary,True,False,3.395,,"LINESTRING (14.969831 51.7871874, 14.9698146 51.7871586)",,
515282350,,Emilii Plater,tertiary,False,True,175.384,,"LINESTRING (14.969831 51.7871874, 14.9699112 51.7871522, 14.9699748 51.7871243, 14.9702856 51.7869863, 14.970411 51.7869316, 14.9704541 51.7869164, 14.9706172 51.7868646, 14.9706884 51.786844, 14.9707635 51.7868279, 14.9708618 51.7868119, 14.970918 51.7868093, 14.9710307 51.7868072, 14.9711442 51.786812, 14.9712262 51.786816, 14.9713079 51.786826, 14.9714003 51.7868414, 14.9714989 51.7868627, 14.9716912 51.7869079, 14.9721497 51.7870157)",,
522301049,,Marii Konopnickiej,residential,False,False,53.538,,"LINESTRING (14.9717072 51.7862015, 14.9724855 51.7861967)",,
"[270364521, 265422505, 25297995, 65288460, 65288462, 25295311]",,Mikołaja Reja,tertiary,True,False,197.25400000000002,,"LINESTRING (14.9698146 51.7871586, 14.9697914 51.7871239, 14.9697683 51.7870886, 14.9697293 51.7870383, 14.9697151 51.7870199, 14.9696865 51.7869769, 14.9696735 51.7869588, 14.9696453 51.7869136, 14.9695504 51.7867788, 14.9694937 51.7866871, 14.9694874 51.7866773, 14.969461 51.7866435, 14.9694058 51.7865635, 14.9694 51.7865543, 14.9692951 51.7864401, 14.9691968 51.7863329, 14.9684507 51.7856414, 14.9684226 51.7856154)",,yes
"[25299226, 868414092, 868414093]",,Strażacka,residential,False,True,122.20399999999998,,"LINESTRING (14.9698146 51.7871586, 14.9696952 51.7871769, 14.9696373 51.7871858, 14.9695271 51.7872035, 14.9695072 51.7872058, 14.9693622 51.7872231, 14.9692431 51.7872392, 14.9691593 51.7872551, 14.9691097 51.7872667, 14.969066 51.7872805, 14.9689314 51.787333, 14.968661 51.7874527, 14.9682106 51.7875993)",,yes
