osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,junction,lanes,width,access
"[47033968, 245750160]",False,"['Hees', 'Vreyshorring']",secondary,True,222.935,"LINESTRING (5.3066311 51.2292153, 5.3065341 51.2292672, 5.3064302 51.2292863, 5.3063641 51.2292816, 5.3063383 51.2292798, 5.3062221 51.2292646, 5.3052757 51.2290547, 5.3051506 51.229026, 5.3038132 51.2286969, 5.3036389 51.2286678)",50,,,,,
126149502,False,Vreyshorring,living_street,False,115.643,"LINESTRING (5.3066311 51.2292153, 5.3069292 51.2294736, 5.3071868 51.2299347, 5.3072261 51.2301662)",20,,,,,
"[521184320, 198465128, 245750201, 245750202, 510355164]",False,Vreyshorring,secondary,False,77.726,"LINESTRING (5.3066311 51.2292153, 5.3066783 51.2291709, 5.3067005 51.2291134, 5.3067059 51.22898, 5.3066912 51.2288792, 5.3066706 51.2287385, 5.3066732 51.2286811, 5.3066987 51.2285288)",50,,,,,
112341218,True,Kerkstraat,living_street,False,186.78300000000002,"LINESTRING (5.3124499 51.2295185, 5.3118838 51.2297784, 5.3116944 51.2298653, 5.3116471 51.229887, 5.3109293 51.2302165, 5.3102864 51.2305116)",20,,,,,
126149487,True,Rodekruisstraat,residential,False,170.657,"LINESTRING (5.3124499 51.2295185, 5.3112833 51.2292188, 5.3112157 51.2292014, 5.3104784 51.2290121, 5.3101824 51.228936)",30,,,,,
112341218,True,Kerkstraat,living_street,False,55.254,"LINESTRING (5.3102864 51.2305116, 5.3099698 51.2306372, 5.3098892 51.2306516, 5.3097651 51.2306597, 5.3096445 51.2306574, 5.309555 51.2306565)",20,,,,,
126149472,True,Mudakkers,living_street,False,63.104,"LINESTRING (5.3102864 51.2305116, 5.310453 51.2306263, 5.3110888 51.2307341)",20,,,,,
628032890,False,Dorp,living_street,True,74.266,"LINESTRING (5.309555 51.2306565, 5.3084955 51.2305796)",20,,,,,
24870491,True,Einderpad,living_street,False,92.701,"LINESTRING (5.309555 51.2306565, 5.3095783 51.23059, 5.3098051 51.2300712, 5.3098557 51.2298457)",20,,,,,
"[126149469, 1015841613, 92932502]",False,"['Dorp', 'Lepelstraat']",living_street,False,133.424,"LINESTRING (5.309555 51.2306565, 5.3095699 51.2307042, 5.3096103 51.2307451, 5.3097667 51.2308334, 5.3097956 51.2308973, 5.3098288 51.231547, 5.3098629 51.231801)",20,,,,,destination
126149484,True,Rijksschoolstraat,residential,False,63.647000000000006,"LINESTRING (5.311579 51.2318793, 5.3115648 51.2319955, 5.3114447 51.2324451)",30,,,,,
112341161,True,,secondary,False,13.161000000000001,"LINESTRING (5.314823 51.2279127, 5.3147642 51.2279218, 5.3147038 51.2279183, 5.314672 51.227911, 5.3146429 51.2279001)",50,N746,roundabout,,,
"[341843696, 92966418]",False,Kapelstraat,secondary,False,112.62399999999998,"LINESTRING (5.3099636 51.2348436, 5.3096104 51.234709, 5.3090761 51.2345034, 5.3089056 51.2344422, 5.3087408 51.2343712, 5.3086098 51.2342935)",,,,,,
47153481,False,Hertog Janplein,residential,True,60.963,"LINESTRING (5.305142 51.2309671, 5.3051516 51.2310111, 5.3051573 51.2310296, 5.3053011 51.2314449, 5.3053235 51.2315033)",,,,,,
77102141,True,Kerkstraat,living_street,False,10.229,"LINESTRING (5.3138196 51.2284306, 5.3137015 51.2284853)",20,,,2,5.5,
47245843,False,Tuierstraat,residential,True,12.851,"LINESTRING (5.3014251 51.2339826, 5.3014125 51.2340979)",,,,,,
47154471,False,De Vryheyt,residential,False,80.43,"LINESTRING (5.3074892 51.2316982, 5.3073382 51.2317888, 5.3072494 51.2318444, 5.3071904 51.2319082, 5.3070523 51.2321822, 5.3070312 51.2322083, 5.3069935 51.2322226, 5.3068406 51.2322268)",,,,,,
628032890,False,Dorp,living_street,False,74.266,"LINESTRING (5.3084955 51.2305796, 5.309555 51.2306565)",20,,,,,
1117689925,False,Dorp,living_street,False,66.197,"LINESTRING (5.3084955 51.2305796, 5.3075508 51.2305128)",,,,,,permit
126149446,True,Dorp,living_street,False,56.73,"LINESTRING (5.3084955 51.2305796, 5.3084208 51.2305967, 5.3082981 51.2306315, 5.3079332 51.2306873, 5.3077368 51.2307382, 5.3077258 51.2307417)",20,,,,,
47034334,True,Dorp,living_street,False,55.968,"LINESTRING (5.3070677 51.230976, 5.3071907 51.2304786)",20,,,,,
"[634256857, 36988479]",False,Molsekiezel,living_street,True,118.55999999999999,"LINESTRING (5.3070677 51.230976, 5.3070333 51.2310435, 5.3069386 51.2311319, 5.3067426 51.2312498, 5.3066078 51.2312939, 5.3057694 51.2314509, 5.3056628 51.2314863)",20,,,,,no
47153483,False,Heerdgang,living_street,True,1.065,"LINESTRING (5.3072058 51.2304801, 5.3071907 51.2304786)",20,,,,,
598638351,False,Ploegdries,residential,True,68.519,"LINESTRING (5.3079662 51.2290703, 5.30832 51.2284953)",,,,,,
197590897,False,Rodekruisstraat,residential,False,9.069,"LINESTRING (5.30832 51.2284953, 5.3081937 51.2284754)",50,,,,,
598638351,False,Ploegdries,residential,False,68.519,"LINESTRING (5.30832 51.2284953, 5.3079662 51.2290703)",,,,,,
"[197590896, 197590897]",False,Rodekruisstraat,residential,True,138.69299999999998,"LINESTRING (5.30832 51.2284953, 5.3084848 51.2285233, 5.3097741 51.2288349, 5.3101824 51.228936)","['50', '30']",,,,,
197590897,False,Rodekruisstraat,residential,False,101.616,"LINESTRING (5.3081937 51.2284754, 5.3067785 51.2282524)",50,,,,,
197590897,False,Rodekruisstraat,residential,True,9.069,"LINESTRING (5.3081937 51.2284754, 5.30832 51.2284953)",50,,,,,
954588718,False,Ploegdries,residential,True,83.09200000000001,"LINESTRING (5.3081937 51.2284754, 5.3081232 51.2285718, 5.3078261 51.229043, 5.3079153 51.2291655)",,,,,,
24870491,True,Einderpad,living_street,False,72.65,"LINESTRING (5.3099102 51.2295603, 5.3099021 51.2295116, 5.3101221 51.2289976, 5.3101824 51.228936)",20,,,,,
954588717,False,Ploegdries,residential,True,146.836,"LINESTRING (5.3099102 51.2295603, 5.3097036 51.2295703, 5.3079153 51.2291655)",,,,,,
954588717,False,Ploegdries,residential,False,146.836,"LINESTRING (5.3079153 51.2291655, 5.3097036 51.2295703, 5.3099102 51.2295603)",,,,,,
954588718,False,Ploegdries,residential,False,83.09200000000001,"LINESTRING (5.3079153 51.2291655, 5.3078261 51.229043, 5.3081232 51.2285718, 5.3081937 51.2284754)",,,,,,
954588718,False,Ploegdries,residential,True,190.583,"LINESTRING (5.3079153 51.2291655, 5.3082177 51.2296938, 5.3093 51.2299835, 5.3093583 51.2299795, 5.3094042 51.2299728, 5.3094522 51.2299554, 5.3096057 51.2298307, 5.3098557 51.2298457)",,,,,,
24870491,True,Einderpad,living_street,False,31.961,"LINESTRING (5.3098557 51.2298457, 5.3099102 51.2295603)",20,,,,,
954588718,False,Ploegdries,residential,False,190.583,"LINESTRING (5.3098557 51.2298457, 5.3096057 51.2298307, 5.3094522 51.2299554, 5.3094042 51.2299728, 5.3093583 51.2299795, 5.3093 51.2299835, 5.3082177 51.2296938, 5.3079153 51.2291655)",,,,,,
1117689909,False,Heerdgang,living_street,True,58.651999999999994,"LINESTRING (5.3056042 51.2305774, 5.3061296 51.2306008, 5.306255 51.2305172, 5.3063167 51.2304438)",20,,,,,
47153483,False,Heerdgang,living_street,False,60.979,"LINESTRING (5.3063167 51.2304438, 5.3071907 51.2304786)",20,,,,,
47153483,False,Heerdgang,living_street,True,48.219,"LINESTRING (5.3063167 51.2304438, 5.3056261 51.2304116)",20,,,,,
1117689909,False,Heerdgang,living_street,False,58.652,"LINESTRING (5.3063167 51.2304438, 5.306255 51.2305172, 5.3061296 51.2306008, 5.3056042 51.2305774)",20,,,,,
126149445,True,Dorp,living_street,False,58.792,"LINESTRING (5.3077898 51.2303132, 5.3082987 51.2304412, 5.3084955 51.2305796)",20,,,,,
1117689926,False,Dorp,living_street,True,30.549999999999997,"LINESTRING (5.3077898 51.2303132, 5.3077007 51.2303329, 5.3076182 51.2303745, 5.3075653 51.2304215, 5.3075508 51.2305128)",,,,,,
126149446,True,Dorp,living_street,False,57.342999999999996,"LINESTRING (5.3077258 51.2307417, 5.3076025 51.2307816, 5.3072901 51.2309872, 5.3071738 51.2310008, 5.3070677 51.230976)",20,,,,,
1117689927,False,Dorp,living_street,True,30.844,"LINESTRING (5.3077258 51.2307417, 5.3075807 51.230665, 5.3075371 51.2306046, 5.3075508 51.2305128)",,,,,,
1117689925,False,Dorp,living_street,True,66.197,"LINESTRING (5.3075508 51.2305128, 5.3084955 51.2305796)",,,,,,permit
1117689926,False,Dorp,living_street,False,30.55,"LINESTRING (5.3075508 51.2305128, 5.3075653 51.2304215, 5.3076182 51.2303745, 5.3077007 51.2303329, 5.3077898 51.2303132)",,,,,,
1117689927,False,Dorp,living_street,False,30.844,"LINESTRING (5.3075508 51.2305128, 5.3075371 51.2306046, 5.3075807 51.230665, 5.3077258 51.2307417)",,,,,,
