osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,bridge,access,junction
510541601,False,Malá,residential,True,102.90100000000001,"LINESTRING (15.9339655 49.5622009, 15.933739 49.5620559, 15.9335845 49.5619776, 15.9334863 49.5619278, 15.9332859 49.5618524, 15.9329267 49.5617394, 15.9328654 49.5617087, 15.9328165 49.5616681)",,,,,,
56460016,True,,tertiary,False,24.734,"LINESTRING (15.9388524 49.5587106, 15.9388197 49.5587038, 15.9387891 49.5586938, 15.9387612 49.5586809, 15.9387366 49.5586654, 15.938716 49.5586476, 15.9386999 49.558628, 15.9386886 49.558607, 15.9386825 49.5585851, 15.9386815 49.5585629, 15.9386859 49.5585408)",,,,,,roundabout
"[22884842, 936660247]",False,Nádražní,residential,True,193.232,"LINESTRING (15.9388524 49.5587106, 15.9388611 49.5588227, 15.9388722 49.5589368, 15.9388832 49.559051, 15.9389138 49.5591857, 15.9391078 49.5600556, 15.9391222 49.5601202, 15.9391592 49.5602861, 15.9391702 49.5603539, 15.9391924 49.5604332)",,,,,,
"[510180057, 363084723, 510206379, 510179873]",False,"['nám. Republiky', 'Doležalovo nám.']",residential,"[False, True]",120.736,"LINESTRING (15.9408796 49.5616045, 15.9409256 49.5615347, 15.9410222 49.5614572, 15.9411363 49.5613784, 15.9407895 49.5610107, 15.9407032 49.5609041, 15.9406961 49.5608783, 15.9409898 49.5607596)",,,,,destination,
102871075,False,Veselská,residential,False,157.716,"LINESTRING (15.9367507 49.5612228, 15.9371289 49.5614159, 15.9377095 49.561803, 15.937985 49.5620561, 15.9381561 49.5622871)",,,,,,
102871075,False,Veselská,residential,True,86.237,"LINESTRING (15.9367507 49.5612228, 15.9361452 49.5608991, 15.9359401 49.5607894, 15.9358131 49.5607438)",,,,,,
35995492,True,Zahradní,residential,False,199.81400000000002,"LINESTRING (15.9381561 49.5622871, 15.9381151 49.5622988, 15.9377386 49.5624061, 15.9376727 49.5624106, 15.9376208 49.5623908, 15.9372532 49.5620126, 15.9372101 49.5619775, 15.9371645 49.5619341, 15.9369375 49.5617336, 15.9365924 49.5614518, 15.9365757 49.5613996, 15.9365877 49.561374, 15.9365974 49.5613533, 15.9367068 49.5612672, 15.9367507 49.5612228)",,,,,,
102871075,False,Veselská,residential,True,157.716,"LINESTRING (15.9381561 49.5622871, 15.937985 49.5620561, 15.9377095 49.561803, 15.9371289 49.5614159, 15.9367507 49.5612228)",,,,,,
325044173,False,Veselská,residential,True,50.417,"LINESTRING (15.9381561 49.5622871, 15.9382828 49.5624581, 15.9385029 49.5626798)",,,,,,
56460016,True,,tertiary,False,30.153000000000002,"LINESTRING (15.938901 49.5584258, 15.9389427 49.5584281, 15.938983 49.5584353, 15.9390204 49.5584473, 15.9390538 49.5584636, 15.9390819 49.5584837, 15.9391037 49.5585068, 15.9391184 49.5585322, 15.9391255 49.5585589, 15.9391249 49.558586, 15.9391164 49.5586126)",,,,,,roundabout
56460010,False,Smetanova,tertiary,False,82.236,"LINESTRING (15.9391164 49.5586126, 15.939277 49.5586327, 15.9399054 49.5587439, 15.9400285 49.5587625, 15.9402221 49.5587918)",,,,,,
56460016,True,,tertiary,False,24.105,"LINESTRING (15.9391164 49.5586126, 15.9390975 49.558641, 15.9390697 49.5586662, 15.9390343 49.558687, 15.9389929 49.5587024, 15.9389473 49.5587117, 15.9388998 49.5587144, 15.9388524 49.5587106)",,,,,,roundabout
56460016,True,,tertiary,False,21.688,"LINESTRING (15.9386859 49.5585408, 15.9386987 49.5585142, 15.9387191 49.5584897, 15.9387464 49.5584681, 15.9387795 49.5584504, 15.9388173 49.5584372, 15.9388583 49.5584289, 15.938901 49.5584258)",,,,,,roundabout
"[102871081, 102871076, 22894006]",False,Nábřežní,residential,True,233.04299999999998,"LINESTRING (15.937205 49.5634109, 15.9371627 49.5634601, 15.9371204 49.5635094, 15.9372509 49.5636473, 15.9375279 49.5639505, 15.9377589 49.5641238, 15.9378538 49.5642145, 15.9381877 49.5644933, 15.9382668 49.5645891, 15.9382852 49.5647053, 15.9382924 49.5648856, 15.9383405 49.5651205, 15.9383428 49.5651915, 15.9383206 49.5652531)",,,,,,
271675450,False,Veselská,residential,True,24.122,"LINESTRING (15.9385338 49.5627055, 15.9386208 49.5627656, 15.9386936 49.5628095, 15.9387698 49.5628591)",,,,,,
363084725,True,nám. Republiky,residential,False,60.502,"LINESTRING (15.9402683 49.5619771, 15.9408796 49.5616045)",,,,,,
112862774,False,nám. Republiky,residential,True,17.331000000000003,"LINESTRING (15.9402683 49.5619771, 15.9401696 49.5620247, 15.9400791 49.5620731)",,,,,,
25416618,False,Sadová,residential,False,89.39099999999999,"LINESTRING (15.9387875 49.5590622, 15.9385972 49.5590786, 15.9382238 49.5591113, 15.9376395 49.5591622, 15.9375592 49.5591692)",,,,,,
25815148,False,Sadová,residential,True,91.601,"LINESTRING (15.9389575 49.5590404, 15.940117 49.5589329, 15.9402147 49.5589239)",,,,,,
511051577,False,,residential,False,13.477,"LINESTRING (15.940331 49.56698, 15.9404219 49.5670859)",,,,,,
