osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,tunnel,bridge,junction
87008270,,,Strada Plăieșilor,residential,RO:urban,,False,False,93.621,"LINESTRING (25.5708676 45.5005186, 25.5708991 45.5006396, 25.5709147 45.5007186, 25.5709166 45.5007929, 25.5708965 45.5008643, 25.5708522 45.5009724, 25.5707798 45.501088, 25.5706941 45.5011905, 25.5705763 45.5012968)",,,
87008353,,,Strada Aurel Vlaicu,residential,RO:urban,,False,False,95.46100000000001,"LINESTRING (25.5708676 45.5005186, 25.571226 45.5004795, 25.5714302 45.5004761, 25.5716329 45.5004952, 25.5717693 45.5005314, 25.5719195 45.5005878, 25.5720377 45.5006365)",,,
87008353,,,Strada Aurel Vlaicu,residential,RO:urban,,False,True,56.926,"LINESTRING (25.5708676 45.5005186, 25.5707659 45.5005146, 25.5706417 45.5004842, 25.5704472 45.5004231, 25.5703026 45.5004017, 25.5701667 45.5003971)",,,
28194422,2,DC15,Bulevardul Libertății,tertiary,50,,False,True,6.49,"LINESTRING (25.5824973 45.5053221, 25.5824441 45.5052772)",,,
411236574,2,DN1,Bulevardul Mihail Săulescu,trunk,70,yes,False,False,11.023,"LINESTRING (25.5739448 45.5041332, 25.5739352 45.5040343)",,,
180758087,2,,Strada Căprioarei,residential,50,,False,True,116.832,"LINESTRING (25.5739448 45.5041332, 25.5738386 45.504102, 25.5737061 45.5040414, 25.5735937 45.503966, 25.5734652 45.5038568, 25.5732056 45.5036403, 25.5730476 45.5035391, 25.5728466 45.5034341)",,,
"[694464011, 411236574]",2,DN1,Bulevardul Mihail Săulescu,trunk,70,yes,False,True,118.834,"LINESTRING (25.5739448 45.5041332, 25.5739557 45.5042146, 25.5739925 45.5044156, 25.5740449 45.504647, 25.5741076 45.5048746, 25.5741194 45.5049175, 25.5741465 45.5050136, 25.5741953 45.5051868)",,,
31746796,2,DC15,Strada Tudor Vladimirescu,tertiary,50,,False,False,500.971,"LINESTRING (25.5812436 45.5014337, 25.5810555 45.5013564, 25.5809034 45.5013002, 25.5807465 45.5012547, 25.58043 45.5011785, 25.5801493 45.5011164, 25.5797228 45.5010261, 25.5796097 45.5010068, 25.5795244 45.5009923, 25.5792213 45.5009415, 25.5790447 45.500913, 25.5788993 45.5008919, 25.5787371 45.5008578, 25.5785528 45.5008092, 25.5783199 45.5007304, 25.5780214 45.5006327, 25.5777241 45.5005328, 25.57751 45.5004715, 25.5772928 45.5004001, 25.5771077 45.500323, 25.5769065 45.5002403, 25.5767778 45.5002008, 25.5766356 45.5001802, 25.5764854 45.5001651, 25.5762199 45.5001444, 25.5760294 45.5001294, 25.5758068 45.5001012, 25.5756244 45.5000768, 25.5751947 45.5000244)",,,
191144409,1,,Strada Turiștilor,residential,30,,False,False,63.949000000000005,"LINESTRING (25.5812436 45.5014337, 25.5811877 45.5014825, 25.5810646 45.5015595, 25.580981 45.5015798, 25.5806417 45.5015582, 25.5805671 45.5015645, 25.58052 45.5015927)",,,
191144409,1,,Strada Turiștilor,residential,30,,False,True,63.949,"LINESTRING (25.58052 45.5015927, 25.5805671 45.5015645, 25.5806417 45.5015582, 25.580981 45.5015798, 25.5810646 45.5015595, 25.5811877 45.5014825, 25.5812436 45.5014337)",,,
240752062,1,,Strada Turiștilor,residential,30,,False,False,60.9,"LINESTRING (25.58052 45.5015927, 25.5806588 45.5016899, 25.5807291 45.5017391, 25.5807353 45.5017892, 25.5807129 45.5018227, 25.580621 45.501915, 25.5805117 45.502033)",,,
240752062,1,,Strada Turiștilor,residential,30,,False,True,69.134,"LINESTRING (25.58052 45.5015927, 25.580454 45.5015654, 25.5803071 45.5015301, 25.5799207 45.5014462, 25.5796811 45.5013947)",,,
191144411,1,,Strada Turiștilor,residential,30,,False,True,11.298,"LINESTRING (25.5803915 45.5019762, 25.5805117 45.502033)",,,
191144411,1,,Strada Turiștilor,residential,30,,False,False,11.298,"LINESTRING (25.5805117 45.502033, 25.5803915 45.5019762)",,,
191144411,1,,Strada Turiștilor,residential,30,,False,True,101.204,"LINESTRING (25.5805117 45.502033, 25.5807522 45.5021468, 25.5808306 45.502212, 25.5808654 45.5022853, 25.5808574 45.5023699, 25.5808118 45.5024319, 25.5807394 45.502462, 25.580624 45.5024789, 25.5804899 45.5024808, 25.5802702 45.5024754)",,,
240752062,1,,Strada Turiștilor,residential,30,,False,True,60.9,"LINESTRING (25.5805117 45.502033, 25.580621 45.501915, 25.5807129 45.5018227, 25.5807353 45.5017892, 25.5807291 45.5017391, 25.5806588 45.5016899, 25.58052 45.5015927)",,,
31746378,2,,Strada Vasile Alecsandri,residential,50,,False,False,436.122,"LINESTRING (25.5802702 45.5024754, 25.5801911 45.5024326, 25.5786436 45.5015821, 25.5783287 45.5013835, 25.5780208 45.501125, 25.5778133 45.5010139, 25.5775583 45.5009074, 25.5771569 45.5008116, 25.5765254 45.5007152, 25.5760229 45.5006502, 25.5757076 45.5006201, 25.57554 45.5006133)",,,
31746378,2,,Strada Vasile Alecsandri,residential,50,,False,True,211.38699999999997,"LINESTRING (25.5802702 45.5024754, 25.5804456 45.5026361, 25.5805598 45.5027803, 25.5809409 45.5033903, 25.5810482 45.5036231, 25.5811227 45.5038532, 25.5811717 45.5040519, 25.5812057 45.504236)",,,
191144411,1,,Strada Turiștilor,residential,30,,False,False,101.204,"LINESTRING (25.5802702 45.5024754, 25.5804899 45.5024808, 25.580624 45.5024789, 25.5807394 45.502462, 25.5808118 45.5024319, 25.5808574 45.5023699, 25.5808654 45.5022853, 25.5808306 45.502212, 25.5807522 45.5021468, 25.5805117 45.502033)",,,
218555700,,,,living_street,,,False,False,50.873,"LINESTRING (25.5733229 45.502842, 25.5731673 45.5028562, 25.5726744 45.5028941)",,,
218555698,,,,living_street,,,False,False,61.681,"LINESTRING (25.5704797 45.4984646, 25.5704797 45.4985849, 25.5704797 45.4986714, 25.5705105 45.4987147, 25.5706125 45.4987532, 25.5706621 45.4988143, 25.5706835 45.4988782, 25.5707315 45.4989534)",,,
31747307,,,Strada Independenței,residential,RO:urban,,False,False,278.09799999999996,"LINESTRING (25.5707315 45.4989534, 25.5707598 45.4988962, 25.5707946 45.4988572, 25.5708504 45.4988233, 25.5708976 45.4988151, 25.5709759 45.4988232, 25.5710437 45.4988655, 25.5710898 45.4989276, 25.5711173 45.4990068, 25.5711252 45.4991002, 25.5711136 45.4992045, 25.5710806 45.4993172, 25.5710373 45.4994048, 25.5709512 45.4995413, 25.5708996 45.4996268, 25.570858 45.4997061, 25.5708249 45.4998023, 25.5708089 45.4998942, 25.5708148 45.4999608, 25.5708428 45.5000282, 25.57089 45.5000744, 25.5709655 45.5001037, 25.5710424 45.500107, 25.5711204 45.5000854, 25.5711716 45.5000424, 25.5712116 45.4999781, 25.5712387 45.4998835, 25.5712537 45.4998112, 25.571278 45.4997397, 25.571309 45.4996804, 25.5713538 45.4996286, 25.5714125 45.4995646, 25.5715605 45.4994201)",,,
31747307,,,Strada Independenței,residential,RO:urban,,False,True,166.989,"LINESTRING (25.5707315 45.4989534, 25.5706705 45.4991695, 25.57047 45.4998154, 25.5704129 45.4999634, 25.5703558 45.500084, 25.5702334 45.500277, 25.5701667 45.5003971)",,,
218555698,,,,living_street,,,False,True,61.681000000000004,"LINESTRING (25.5707315 45.4989534, 25.5706835 45.4988782, 25.5706621 45.4988143, 25.5706125 45.4987532, 25.5705105 45.4987147, 25.5704797 45.4986714, 25.5704797 45.4985849, 25.5704797 45.4984646)",,,
31723273,,,Strada Parcului,residential,RO:urban,,False,True,68.153,"LINESTRING (25.5726744 45.5028941, 25.5725201 45.5022908)",,,
31723273,,,Strada Parcului,residential,RO:urban,,False,False,61.540000000000006,"LINESTRING (25.5726744 45.5028941, 25.5727176 45.5030363, 25.5727982 45.5032634, 25.5728466 45.5034341)",,,
218555700,,,,living_street,,,False,True,50.873,"LINESTRING (25.5726744 45.5028941, 25.5731673 45.5028562, 25.5733229 45.502842)",,,
87008460,,,Strada Brândușelor,residential,50,,False,False,119.651,"LINESTRING (25.5703807 45.5047265, 25.5705121 45.5047565, 25.5706126 45.5047926, 25.570681 45.5048286, 25.5709204 45.5050043, 25.5711191 45.5051626, 25.5712157 45.5052412, 25.5712959 45.50531, 25.5713645 45.5053952, 25.5714262 45.5054808)",,,
87008460,,,Strada Brândușelor,residential,50,,False,True,22.831000000000003,"LINESTRING (25.5703807 45.5047265, 25.570311 45.5047152, 25.5702064 45.5047077, 25.5700902 45.5047108)",,,
864537795,,,,living_street,20,,False,True,39.042,"LINESTRING (25.5703807 45.5047265, 25.570407 45.5046234, 25.5704392 45.5045031, 25.5704814 45.5043827)",,,
240752062,1,,Strada Turiștilor,residential,30,,False,False,69.134,"LINESTRING (25.5796811 45.5013947, 25.5799207 45.5014462, 25.5803071 45.5015301, 25.580454 45.5015654, 25.58052 45.5015927)",,,
31747307,,,Strada Independenței,residential,RO:urban,,False,False,166.989,"LINESTRING (25.5701667 45.5003971, 25.5702334 45.500277, 25.5703558 45.500084, 25.5704129 45.4999634, 25.57047 45.4998154, 25.5706705 45.4991695, 25.5707315 45.4989534)",,,
87008353,,,Strada Aurel Vlaicu,residential,RO:urban,,False,False,56.925999999999995,"LINESTRING (25.5701667 45.5003971, 25.5703026 45.5004017, 25.5704472 45.5004231, 25.5706417 45.5004842, 25.5707659 45.5005146, 25.5708676 45.5005186)",,,
354385062,1,,Strada Cerna,living_street,30,,False,False,88.744,"LINESTRING (25.5821443 45.5037841, 25.5812057 45.504236)",,,
31746378,2,,Strada Vasile Alecsandri,residential,50,,False,True,436.122,"LINESTRING (25.57554 45.5006133, 25.5757076 45.5006201, 25.5760229 45.5006502, 25.5765254 45.5007152, 25.5771569 45.5008116, 25.5775583 45.5009074, 25.5778133 45.5010139, 25.5780208 45.501125, 25.5783287 45.5013835, 25.5786436 45.5015821, 25.5801911 45.5024326, 25.5802702 45.5024754)",,,
293391650,2,,Strada Liviu Rebreanu,residential,RO:urban,,False,False,18.472,"LINESTRING (25.57554 45.5006133, 25.5756192 45.5006641, 25.5757203 45.500721)",,,
293391650,2,,Strada Liviu Rebreanu,residential,RO:urban,,False,True,72.68299999999999,"LINESTRING (25.57554 45.5006133, 25.5754769 45.5005655, 25.5753739 45.5004594, 25.5752863 45.5003477, 25.5752273 45.5002348, 25.5752045 45.5001637, 25.5751951 45.5000976, 25.5751947 45.5000244)",,,
31723137,2,,Strada Muncii,residential,50,,False,True,242.929,"LINESTRING (25.5786462 45.5071717, 25.5790425 45.5069528, 25.5793483 45.5067836, 25.5798042 45.5065242, 25.5800939 45.5063775, 25.5806684 45.5061136, 25.5811579 45.5058808)",,,
395959666,2,DC15,Bulevardul Libertății,tertiary,50,,False,False,68.011,"LINESTRING (25.5786462 45.5071717, 25.5787491 45.5070256, 25.5788281 45.5068923, 25.5789747 45.5066058)",,,
709149847,,,,residential,30,,True,False,20.83,"LINESTRING (25.5801326 45.4999981, 25.5800992 45.500011, 25.5800617 45.5000162, 25.5800238 45.5000131, 25.579989 45.5000021, 25.5799606 45.4999841, 25.5799414 45.499961, 25.5799331 45.4999349)",,,roundabout
709149847,,,,residential,30,,True,False,20.022000000000002,"LINESTRING (25.5801056 45.4998494, 25.5801368 45.499863, 25.580161 45.4998823, 25.5801761 45.4999057, 25.5801808 45.4999312, 25.5801746 45.4999566, 25.580158 45.4999796, 25.5801326 45.4999981)",,,roundabout
709149847,,,,residential,30,,True,False,16.250999999999998,"LINESTRING (25.5799331 45.4999349, 25.5799375 45.4999058, 25.5799554 45.4998794, 25.5799847 45.4998587, 25.5800223 45.4998459, 25.5800637 45.4998426)",,,roundabout
709149847,,,,residential,30,,True,False,3.352,"LINESTRING (25.5800637 45.4998426, 25.5801056 45.4998494)",,,roundabout
"[31723340, 397201973]",,,Strada Clăbucet,residential,RO:urban,,False,True,235.928,"LINESTRING (25.5800637 45.4998426, 25.5800576 45.4997833, 25.5800348 45.4997115, 25.580001 45.4996394, 25.5799549 45.4995815, 25.5799001 45.499553, 25.5798063 45.4995276, 25.5796239 45.4995004, 25.5795114 45.4994719, 25.579447 45.4994214, 25.5794065 45.4993487, 25.5793916 45.4992585, 25.5794336 45.4991266, 25.5794917 45.4990511, 25.5795878 45.4989565, 25.5796468 45.498902, 25.5797595 45.4988407, 25.5799988 45.4987422, 25.5803089 45.4985488, 25.5803525 45.4984601, 25.5803693 45.4983884, 25.580344 45.49827)",,,
864537795,,,,living_street,20,,False,False,39.042,"LINESTRING (25.5704814 45.5043827, 25.5704392 45.5045031, 25.570407 45.5046234, 25.5703807 45.5047265)",,,
87008460,,,Strada Brândușelor,residential,50,,False,False,22.831,"LINESTRING (25.5700902 45.5047108, 25.5702064 45.5047077, 25.570311 45.5047152, 25.5703807 45.5047265)",,,
865098969,,,,living_street,20,,False,False,43.057,"LINESTRING (25.5705791 45.5042613, 25.5708017 45.5041237, 25.5709979 45.5040088)",,,
