osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,junction,bridge
39492609,Peterhofgasse,residential,,False,False,146.49,"LINESTRING (16.2309767 48.0044192, 16.2309951 48.0045482, 16.2311282 48.0054828, 16.2312176 48.0057245)",,,,,
30583598,Grillparzerstraße,residential,30,False,True,253.69299999999998,"LINESTRING (16.2345205 48.0110595, 16.2355258 48.0112352, 16.2364938 48.0115286, 16.2375486 48.0120468)",,,,,
443990164,Gutenbrunnerstraße,tertiary,30,False,True,12.504,"LINESTRING (16.230421 48.0067544, 16.2305847 48.0067289)",2,,,,
"[89399106, 5261963]",Gutenbrunnerstraße,tertiary,30,False,False,17.935000000000002,"LINESTRING (16.230421 48.0067544, 16.2303336 48.0067723, 16.230246 48.0067892, 16.2301898 48.0068001)",2,,,,
241915632,Bahngasse,residential,30,True,False,66.591,"LINESTRING (16.2391614 48.0046774, 16.2382901 48.0048145)",,,,,
508177673,Bahngasse,residential,30,False,True,58.173,"LINESTRING (16.2391614 48.0046774, 16.239923 48.0045589)",,,,,
9705702,Rollettgasse,residential,30,False,True,97.102,"LINESTRING (16.228973 48.0078632, 16.2289786 48.0078108, 16.2288961 48.0076561, 16.22893 48.0072682, 16.2289139 48.0070005)",,,,,
992047727,Josefsplatz,residential,30,True,False,31.698,"LINESTRING (16.2325224 48.0062251, 16.2325794 48.0063665, 16.232627 48.0065014)",1,,,,
1078249953,Josefsplatz,tertiary,50,True,False,9.465,"LINESTRING (16.2325224 48.0062251, 16.2324928 48.0062454, 16.2324549 48.0062581, 16.2324128 48.0062618)",1,,,roundabout,
5261939,Josefsplatz,tertiary,50,True,False,39.536,"LINESTRING (16.232986 48.0059756, 16.2327896 48.0060648, 16.232545 48.006174)",1,,,,
"[847574698, 992047730, 992047731]",Josefsplatz,tertiary,50,False,False,23.701999999999998,"LINESTRING (16.232986 48.0059756, 16.2330222 48.005959, 16.2331275 48.005909, 16.2332461 48.0058525)",3,,,,
992047732,Josefsplatz,tertiary,,True,False,41.257,"LINESTRING (16.2324629 48.0060968, 16.2327519 48.0060238, 16.2328376 48.0059998, 16.232986 48.0059756)",1,,,,
1078249955,Josefsplatz,tertiary,50,True,False,11.097,"LINESTRING (16.2324629 48.0060968, 16.232505 48.0061145, 16.2325339 48.0061416, 16.232545 48.006174)",1,,,roundabout,
