osmid,oneway,name,highway,reversed,length,ref,geometry,bridge,maxspeed,lanes,width
100135158,False,Carrer Emili Riu i Periquet,residential,True,215.869,,"LINESTRING (1.1288133 42.4080486, 1.1285716 42.4088508, 1.1285829 42.4089661, 1.1286904 42.40917, 1.128897 42.4094879, 1.1290856 42.4097597, 1.1292189 42.4098402)",,,,
25347799,False,Avinguda de la Verge de Montserrat,residential,False,69.368,,"LINESTRING (1.1306891 42.410414, 1.1306438 42.4103602, 1.1302432 42.4098841)",,,,
25347799,False,Avinguda de la Verge de Montserrat,residential,True,127.801,,"LINESTRING (1.1306891 42.410414, 1.1312572 42.4109784, 1.1314831 42.4112029, 1.1316176 42.4113365)",,,,
"[133644504, 479533383]",True,"['Passatge Santa Anna', 'Plaça de Santa Anna']",residential,False,59.022999999999996,,"LINESTRING (1.1306891 42.410414, 1.1301952 42.4105089, 1.1299952 42.4105526)",,,,
140227546,False,Camí de la Cabanera,unclassified,True,35.199,,"LINESTRING (1.1283104 42.4078821, 1.1281704 42.4081813)",,,,
227464213,False,Camí de la Cabanera,unclassified,False,22.181,,"LINESTRING (1.1283104 42.4078821, 1.1283807 42.4079644, 1.1284732 42.4080404)",,,,
25347799,False,Avinguda de la Verge de Montserrat,residential,True,46.954,,"LINESTRING (1.1299786 42.4095103, 1.1300282 42.4095807, 1.1300559 42.4096346, 1.1302432 42.4098841)",,,,
134199976,False,Carrer Agustí Muxí i Monroset,primary,False,9.698,N-260,"LINESTRING (1.1299786 42.4095103, 1.1299081 42.4095283, 1.1298666 42.409538)",,,,
"[134199976, 568316539, 135405485]",False,"['Carrer Agustí Muxí i Monroset', ""Carretera de la Seu d'Urgell""]",primary,True,57.660000000000004,N-260,"LINESTRING (1.1299786 42.4095103, 1.1300282 42.4094976, 1.130051 42.4094928, 1.1305808 42.4093588, 1.1306429 42.4093421)",yes,,,
25347803,False,Avinguda Pelai Fonsaré,residential,False,159.255,,"LINESTRING (1.1298666 42.409538, 1.1298385 42.4094774, 1.1295886 42.4088129, 1.1295278 42.4083802, 1.1295088 42.4081371)",,,,
134199976,False,Carrer Agustí Muxí i Monroset,primary,False,64.22,N-260,"LINESTRING (1.1298666 42.409538, 1.1298106 42.4095511, 1.1296549 42.4095875, 1.1294382 42.4096754, 1.1292189 42.4098402)",,,,
134199976,False,Carrer Agustí Muxí i Monroset,primary,True,9.698,N-260,"LINESTRING (1.1298666 42.409538, 1.1299081 42.4095283, 1.1299786 42.4095103)",,,,
"[765265674, 100135143]",False,Carrer de Joaquim Sostres,residential,False,280.28099999999995,,"LINESTRING (1.12792 42.4100791, 1.1278332 42.4101224, 1.1276984 42.4102006, 1.127557 42.4103113, 1.1273382 42.4104472, 1.1272441 42.4104063, 1.1270855 42.4103366, 1.1269612 42.4103271, 1.126897 42.4103588, 1.1268798 42.4104474, 1.1269098 42.4106214, 1.1269055 42.4108334, 1.1269484 42.4109663, 1.1269912 42.4110391, 1.1270812 42.4111024, 1.1272055 42.4111467, 1.1273298 42.4111562, 1.1275012 42.4111688, 1.1276641 42.4111783, 1.1278141 42.41121, 1.1279684 42.4112828, 1.1280841 42.4113524)",,,,
100135143,False,Carrer de Joaquim Sostres,residential,True,7.833,,"LINESTRING (1.12792 42.4100791, 1.1279565 42.4100494, 1.1279813 42.4100252)",,,,
133493765,False,Carrer del Raval,residential,False,46.027,,"LINESTRING (1.12792 42.4100791, 1.1278469 42.4100214, 1.1277693 42.4099495, 1.1276701 42.4098484, 1.1275674 42.4097578)",,,,
366103096,False,Carrer del Raval,residential,True,14.608,,"LINESTRING (1.1286954 42.4102773, 1.1285757 42.4103745)",,,,
727513508,False,Carretera de la Pobla de Segur,primary,False,3.932,N-260,"LINESTRING (1.1286954 42.4102773, 1.128733 42.4102992)",,50,,
727513508,False,Carretera de la Pobla de Segur,primary,True,48.637,N-260,"LINESTRING (1.1286954 42.4102773, 1.1283617 42.4100826, 1.1282306 42.4100061)",,50,,
568438199,True,Avinguda de la Verge de Montserrat,residential,False,3.013,,"LINESTRING (1.1319773 42.4119861, 1.1319817 42.4119592)",,,,
1087867724,False,Avinguda Comtes de Pallars,primary,True,5.662,C-13,"LINESTRING (1.1319652 42.4121807, 1.1319268 42.4121384)",,50,2,7
1087867723,False,Avinguda Comtes de Pallars,primary,False,20.651,C-13,"LINESTRING (1.1319652 42.4121807, 1.1320285 42.4122562, 1.1320657 42.4123138, 1.1320838 42.4123441)",,50,2,7
1087867725,False,Avinguda Comtes de Pallars,primary,False,2.953,C-13,"LINESTRING (1.1320838 42.4123441, 1.1320983 42.4123684)",,50,2,7
1087867723,False,Avinguda Comtes de Pallars,primary,True,20.651,C-13,"LINESTRING (1.1320838 42.4123441, 1.1320657 42.4123138, 1.1320285 42.4122562, 1.1319652 42.4121807)",,50,2,7
568438196,True,,primary_link,False,32.065,,"LINESTRING (1.1320404 42.412066, 1.1321135 42.4122762, 1.1320838 42.4123441)",,,,
568438197,True,,residential,False,14.589,,"LINESTRING (1.1320404 42.412066, 1.1320117 42.4121445, 1.1319652 42.4121807)",,,,
19848194,False,Avinguda Comtes de Pallars,primary,True,3.379,C-13,"LINESTRING (1.1318262 42.4120408, 1.1318001 42.4120173)",,50,2,7
1087867722,False,Avinguda Comtes de Pallars,primary,False,13.643,C-13,"LINESTRING (1.1318262 42.4120408, 1.1318623 42.4120732, 1.1319268 42.4121384)",,50,2,7
1087867726,True,,primary_link,False,14.563000000000002,,"LINESTRING (1.1318262 42.4120408, 1.1318943 42.4120385, 1.1319531 42.4120019, 1.1319773 42.4119861)",,,,
