osmid,oneway,highway,reversed,length,geometry,lanes,ref,maxspeed,name,junction,bridge
130174110,False,residential,True,84.81099999999999,"LINESTRING (18.0851485 42.9520675, 18.0854599 42.9519453, 18.085987 42.9517694, 18.0860866 42.9517362)",,,40,Svetosavska,,
130284924,False,residential,True,153.35199999999998,"LINESTRING (18.0851485 42.9520675, 18.0855306 42.9527312, 18.0855541 42.952767, 18.0855779 42.9527822, 18.0856006 42.9527897, 18.085648 42.9527942, 18.0857533 42.952801, 18.0858225 42.9528177, 18.085871 42.9528328, 18.0859164 42.9528592, 18.086189 42.9531235)",,,,,,
130174110,False,residential,False,33.761,"LINESTRING (18.088662 42.9506978, 18.0885045 42.9507585, 18.0882972 42.9508423)",,,40,Svetosavska,,
"[130174109, 130174110, 130172687]",False,residential,True,143.954,"LINESTRING (18.088662 42.9506978, 18.088975 42.9505348, 18.0894114 42.950319, 18.0898826 42.9500595, 18.0900473 42.9499814, 18.0901084 42.9499535)",,,40,Svetosavska,,yes
754111813,False,residential,False,163.947,"LINESTRING (18.088662 42.9506978, 18.088873 42.9509732, 18.0890325 42.9511634, 18.0892647 42.9513739, 18.0896882 42.9517316, 18.0897777 42.9518189, 18.0897966 42.9518643, 18.0897925 42.9518992)",,,,,,
130173109,False,residential,False,160.336,"LINESTRING (18.0895332 42.9521889, 18.0883225 42.9510514)",,,,,,
130174447,False,residential,False,43.503,"LINESTRING (18.0895332 42.9521889, 18.0895104 42.9522068, 18.0893909 42.9522709, 18.0892794 42.9522907, 18.0891719 42.9522909, 18.0890412 42.9522915)",,,,,,
754111813,False,residential,True,38.774,"LINESTRING (18.0895332 42.9521889, 18.0897427 42.9519879, 18.0897925 42.9518992)",,,,,,
754105685,False,residential,True,120.0,"LINESTRING (18.0873974 42.9506382, 18.0871989 42.9504919, 18.0870192 42.9503545, 18.0863835 42.9498548)",,,,,,
1210850945,False,primary,False,21.21,"LINESTRING (18.0909357 42.9520206, 18.0907797 42.9521734)",2,M-I 118,40,,,
754111812,False,residential,True,240.07099999999997,"LINESTRING (18.0909357 42.9520206, 18.0908247 42.9517434, 18.0908041 42.9516255, 18.0907758 42.9514712, 18.09071 42.9513179, 18.0906255 42.9511357, 18.0904872 42.9508039, 18.0903181 42.9504949, 18.0901084 42.9499535)",,,,,,
1210850945,False,primary,True,28.256,"LINESTRING (18.0909357 42.9520206, 18.0910368 42.9519201, 18.0911506 42.9518212)",2,M-I 118,40,,,
"[130174109, 130174110, 130172687]",False,residential,False,143.954,"LINESTRING (18.0901084 42.9499535, 18.0900473 42.9499814, 18.0898826 42.9500595, 18.0894114 42.950319, 18.088975 42.9505348, 18.088662 42.9506978)",,,40,Svetosavska,,yes
130172687,False,residential,True,148.155,"LINESTRING (18.0901084 42.9499535, 18.0904081 42.9498197, 18.0906886 42.9496639, 18.090844 42.9495748, 18.0909894 42.9494808, 18.0910564 42.9494467, 18.091182 42.9493559, 18.0913285 42.9492415, 18.0914781 42.9490918)",,,40,,,
754111812,False,residential,False,240.07100000000003,"LINESTRING (18.0901084 42.9499535, 18.0903181 42.9504949, 18.0904872 42.9508039, 18.0906255 42.9511357, 18.09071 42.9513179, 18.0907758 42.9514712, 18.0908041 42.9516255, 18.0908247 42.9517434, 18.0909357 42.9520206)",,,,,,
846510163,False,residential,False,46.599,"LINESTRING (18.0897925 42.9518992, 18.0902119 42.9521845)",,,,,,
754111813,False,residential,False,38.774,"LINESTRING (18.0897925 42.9518992, 18.0897427 42.9519879, 18.0895332 42.9521889)",,,,,,
754111813,False,residential,True,163.947,"LINESTRING (18.0897925 42.9518992, 18.0897966 42.9518643, 18.0897777 42.9518189, 18.0896882 42.9517316, 18.0892647 42.9513739, 18.0890325 42.9511634, 18.088873 42.9509732, 18.088662 42.9506978)",,,,,,
130176598,False,residential,False,50.575,"LINESTRING (18.0943143 42.9520061, 18.0947489 42.951681)",,,,,,
130176598,False,residential,True,52.841,"LINESTRING (18.0943143 42.9520061, 18.0942859 42.9520273, 18.0938365 42.9523278)",,,,,,
754111814,False,residential,True,148.594,"LINESTRING (18.0943143 42.9520061, 18.0937207 42.951556, 18.0932513 42.951179, 18.0930521 42.9510411)",,,,,,
130176415,False,residential,False,50.704,"LINESTRING (18.0930521 42.9510411, 18.0930981 42.9510082, 18.0932147 42.9509179, 18.0934039 42.950824, 18.0935121 42.9507374)",,,,,,
130176415,False,residential,True,53.358999999999995,"LINESTRING (18.0930521 42.9510411, 18.0929646 42.9511035, 18.0925692 42.9513656)",,,,,,
754111814,False,residential,False,148.594,"LINESTRING (18.0930521 42.9510411, 18.0932513 42.951179, 18.0937207 42.951556, 18.0943143 42.9520061)",,,,,,
130174447,False,residential,False,38.569,"LINESTRING (18.0890412 42.9522915, 18.0888483 42.9522925, 18.0885716 42.9523283)",,,,,,
130174447,False,residential,True,43.503,"LINESTRING (18.0890412 42.9522915, 18.0891719 42.9522909, 18.0892794 42.9522907, 18.0893909 42.9522709, 18.0895104 42.9522068, 18.0895332 42.9521889)",,,,,,
754646932,False,residential,True,142.754,"LINESTRING (18.0890412 42.9522915, 18.0889335 42.9522167, 18.0883855 42.9517279, 18.0879321 42.9512983)",,,,,,
824076999,False,residential,True,68.246,"LINESTRING (18.0891208 42.9527921, 18.0885716 42.9523283)",,,,,,
846510163,False,residential,True,46.599,"LINESTRING (18.0902119 42.9521845, 18.0897925 42.9518992)",,,,,,
846510164,False,residential,False,74.479,"LINESTRING (18.087547 42.9527048, 18.0869722 42.9521836)",,,,,,
846510164,False,residential,True,74.479,"LINESTRING (18.0869722 42.9521836, 18.087547 42.9527048)",,,,,,
130173106,False,residential,False,128.567,"LINESTRING (18.0869722 42.9521836, 18.0870004 42.9520929, 18.0870768 42.9519378, 18.087156 42.9518514, 18.0873115 42.9517366, 18.0875422 42.9515707, 18.0877541 42.9513999, 18.0879321 42.9512983)",,,,,,
130173106,False,residential,True,36.94,"LINESTRING (18.0869722 42.9521836, 18.0869468 42.9522656, 18.0867647 42.9524749)",,,,,,
846510165,False,residential,False,55.686,"LINESTRING (18.0841785 42.9541193, 18.084526 42.9545507)",,,,,,
130177463,False,residential,True,18.522000000000002,"LINESTRING (18.0841785 42.9541193, 18.0842095 42.9541038, 18.0843617 42.9540205)",,,,,,
846510165,False,residential,True,55.686,"LINESTRING (18.084526 42.9545507, 18.0841785 42.9541193)",,,,,,
130176598,False,residential,False,54.504,"LINESTRING (18.0954997 42.9511757, 18.0959901 42.9508419)",,,,,,
130176598,False,residential,True,33.888,"LINESTRING (18.0954997 42.9511757, 18.0954265 42.9512284, 18.0951861 42.9513759)",,,,,,
846510166,False,residential,False,234.668,"LINESTRING (18.0954997 42.9511757, 18.0943761 42.9501866, 18.0943558 42.9501063, 18.0943842 42.9500081, 18.0944533 42.9499158, 18.0945469 42.9498504, 18.0947745 42.9497879, 18.0948924 42.9497433, 18.0949371 42.9497075, 18.0949453 42.9496451, 18.0949449 42.9495893)",,,,,,
160537620,False,secondary,False,17.424,"LINESTRING (18.0949449 42.9495893, 18.0947515 42.9496565)",,R-431,,,,
846510166,False,residential,True,234.668,"LINESTRING (18.0949449 42.9495893, 18.0949453 42.9496451, 18.0949371 42.9497075, 18.0948924 42.9497433, 18.0947745 42.9497879, 18.0945469 42.9498504, 18.0944533 42.9499158, 18.0943842 42.9500081, 18.0943558 42.9501063, 18.0943761 42.9501866, 18.0954997 42.9511757)",,,,,,
130176657,False,residential,False,14.008,"LINESTRING (18.0856551 42.9559577, 18.0855539 42.9558558)",,,,,,
846510172,False,residential,False,169.005,"LINESTRING (18.0856551 42.9559577, 18.0867061 42.9554972, 18.086808 42.9554815, 18.0868858 42.9555011, 18.0873069 42.9558781)",,,,,,
846510172,False,residential,True,169.005,"LINESTRING (18.0873069 42.9558781, 18.0868858 42.9555011, 18.086808 42.9554815, 18.0867061 42.9554972, 18.0856551 42.9559577)",,,,,,
846688620,False,residential,False,96.41999999999999,"LINESTRING (18.084834 42.9504638, 18.0851051 42.9503465, 18.0853796 42.9503071, 18.085503 42.9502668, 18.0855721 42.9502492, 18.0856358 42.9502148, 18.0856934 42.950203, 18.085786 42.9502207, 18.0859029 42.950286)",,,,,,
130173542,False,residential,False,6.893,"LINESTRING (18.0859029 42.950286, 18.0859586 42.9502393)",,,,,,
130173542,False,residential,True,70.368,"LINESTRING (18.0859029 42.950286, 18.0853327 42.9507617)",,,,,,
846688620,False,residential,True,96.41999999999999,"LINESTRING (18.0859029 42.950286, 18.085786 42.9502207, 18.0856934 42.950203, 18.0856358 42.9502148, 18.0855721 42.9502492, 18.085503 42.9502668, 18.0853796 42.9503071, 18.0851051 42.9503465, 18.084834 42.9504638)",,,,,,
849291080,False,residential,False,86.384,"LINESTRING (18.0871739 42.9533828, 18.0866678 42.9528963, 18.0865055 42.9527812)",,,,,,
130173935,False,residential,False,45.98,"LINESTRING (18.0865055 42.9527812, 18.086417 42.952886, 18.0862856 42.9530185, 18.086189 42.9531235)",,,,,,
130173935,False,residential,True,32.644,"LINESTRING (18.0865055 42.9527812, 18.0865605 42.9527162, 18.0867319 42.952539)",,,,,,
849291080,False,residential,True,86.384,"LINESTRING (18.0865055 42.9527812, 18.0866678 42.9528963, 18.0871739 42.9533828)",,,,,,
867994370,False,residential,True,100.55199999999999,"LINESTRING (18.0874111 42.9474088, 18.0874041 42.9474345, 18.0873854 42.9475217, 18.0873901 42.9476208, 18.0874368 42.9476909, 18.0875909 42.9477644, 18.0878314 42.9478857, 18.0881524 42.9480066)",,,,,,
754108636,True,residential,False,21.096,"LINESTRING (18.0935702 42.9497753, 18.093512 42.9497594, 18.0933309 42.9497025)",,,,,,
