osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,maxspeed,bridge
"[609338328, 1162756862]",2,SS78,Via Guglielmo Marconi,primary,False,True,116.71999999999998,"LINESTRING (13.3554793 42.9803653, 13.3554605 42.9803064, 13.355444 42.9802545, 13.3554161 42.9801716, 13.3553986 42.9800797, 13.3553946 42.9799234, 13.3554155 42.9796997, 13.3554299 42.9795459, 13.3554295 42.9794407, 13.3553976 42.9793252)",,,
610319717,,,,residential,False,True,68.89699999999999,"LINESTRING (13.3508456 42.9781661, 13.3513217 42.9783849, 13.3513793 42.9783908, 13.3514383 42.9783849, 13.3515841 42.9783254)",,,
624413318,,,Via Ugo La Malfa,residential,False,True,60.659,"LINESTRING (13.3512897 42.975989, 13.3518806 42.9763217)",,,
624413322,,,Via Ugo La Malfa,residential,False,False,26.803,"LINESTRING (13.3512897 42.975989, 13.3510439 42.9758285)",,,
624413318,,,Via Ugo La Malfa,residential,False,False,28.585,"LINESTRING (13.3512897 42.975989, 13.3510864 42.9760484, 13.3509671 42.9760905)",,,
435148410,2,SS78,Via Cesare Battisti,primary,False,False,29.796,"LINESTRING (13.3509671 42.9760905, 13.3510439 42.9758285)",,,
435148410,2,SS78,Via Cesare Battisti,primary,False,True,10.575,"LINESTRING (13.3509671 42.9760905, 13.3509399 42.9761835)",,,
624413318,,,Via Ugo La Malfa,residential,False,True,28.585,"LINESTRING (13.3509671 42.9760905, 13.3510864 42.9760484, 13.3512897 42.975989)",,,
624413320,,,Via Ugo La Malfa,residential,False,True,99.08599999999998,"LINESTRING (13.3528183 42.9768902, 13.3525622 42.9767296, 13.3521638 42.9764968, 13.3518806 42.9763217)",,,
435148410,2,SS78,Via Cesare Battisti,primary,False,True,29.796,"LINESTRING (13.3510439 42.9758285, 13.3509671 42.9760905)",,,
624413322,,,Via Ugo La Malfa,residential,False,True,26.803,"LINESTRING (13.3510439 42.9758285, 13.3512897 42.975989)",,,
436861992,,,,residential,False,True,41.148,"LINESTRING (13.3540548 42.9782299, 13.3541876 42.9781818, 13.3543204 42.9780749, 13.3543593 42.9780398, 13.354436 42.9779947)",,,
1162756870,,SP239,Via XX Settembre,primary,False,False,130.41400000000002,"LINESTRING (13.3571114 42.9791804, 13.3570174 42.979252, 13.3566848 42.9795047, 13.3565464 42.9796099, 13.356361 42.9797396, 13.3562298 42.9798313, 13.3561285 42.979897, 13.3560654 42.9799205, 13.3560108 42.9799349, 13.3559754 42.9799387, 13.3559251 42.9799406)",,,
