osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,access,tunnel
559805500,residential,,False,True,26.514,"LINESTRING (9.3985414 44.2753864, 9.3982188 44.2753272)",,,,,
559715698,residential,,False,False,26.366999999999997,"LINESTRING (9.3985414 44.2753864, 9.3987819 44.2752831, 9.3988286 44.2752689)",Via Bologna,,,,
559805500,residential,,False,False,3.573,"LINESTRING (9.3981753 44.2753193, 9.3982188 44.2753272)",,,,,
559805501,residential,,False,True,32.945,"LINESTRING (9.3981753 44.2753193, 9.3982753 44.2750318)",,,,,
559805501,residential,,False,False,74.687,"LINESTRING (9.3981753 44.2753193, 9.3976657 44.2752367, 9.3977642 44.2749476)",,,,,
559805501,residential,,False,False,32.945,"LINESTRING (9.3982753 44.2750318, 9.3981753 44.2753193)",,,,,
559805502,residential,,False,True,41.755,"LINESTRING (9.3982753 44.2750318, 9.3977642 44.2749476)",,,,,
559805502,residential,,False,False,65.515,"LINESTRING (9.3982753 44.2750318, 9.3988834 44.275132, 9.3988286 44.2752689)",,,,,
559715698,residential,,False,False,28.204,"LINESTRING (9.3988286 44.2752689, 9.3991547 44.2751698)",Via Bologna,,,,
559715698,residential,,False,True,26.366999999999997,"LINESTRING (9.3988286 44.2752689, 9.3987819 44.2752831, 9.3985414 44.2753864)",Via Bologna,,,,
559805502,residential,,False,True,65.515,"LINESTRING (9.3988286 44.2752689, 9.3988834 44.275132, 9.3982753 44.2750318)",,,,,
559805502,residential,,False,False,41.755,"LINESTRING (9.3977642 44.2749476, 9.3982753 44.2750318)",,,,,
559805501,residential,,False,True,74.687,"LINESTRING (9.3977642 44.2749476, 9.3976657 44.2752367, 9.3981753 44.2753193)",,,,,
"[559700656, 188389117, 559805502]",residential,,False,"[False, True]",154.09499999999997,"LINESTRING (9.3977642 44.2749476, 9.397805 44.274825, 9.3977769 44.274821, 9.3973204 44.2747536, 9.3968605 44.2747113, 9.3965492 44.2746607, 9.3965419 44.2745173, 9.3965211 44.274417, 9.396462 44.2743263)","['Via Urso de Segestro', 'Via Bologna']",,,,
59283062,residential,,False,True,51.321,"LINESTRING (9.3926923 44.2696924, 9.3926674 44.2696778, 9.3924128 44.2695421, 9.3921865 44.2694066)",Piazza Giacomo Matteotti,,,,
757524631,tertiary,,True,False,130.877,"LINESTRING (9.3944868 44.2746762, 9.3944697 44.2745704, 9.3944477 44.273934, 9.3944477 44.2735001)",Viale Vittorio Veneto,,,,
1012864553,tertiary,,True,False,8.692,"LINESTRING (9.3944868 44.2746762, 9.3944987 44.2746659, 9.3945165 44.2746579, 9.3945391 44.2746542, 9.3945621 44.2746562, 9.3945828 44.2746636)",Viale Vittorio Veneto,,,,
1012864553,tertiary,,True,False,1.847,"LINESTRING (9.3945828 44.2746636, 9.3945987 44.2746757)",Viale Vittorio Veneto,,,,
1012864553,tertiary,,True,False,17.582,"LINESTRING (9.3945987 44.2746757, 9.3946079 44.274691, 9.3946092 44.2747075, 9.3946026 44.2747235, 9.3945888 44.2747368, 9.3945695 44.2747459, 9.3945491 44.2747497, 9.3945282 44.2747488, 9.3945087 44.2747432, 9.3944925 44.2747337, 9.3944813 44.274721)",Viale Vittorio Veneto,,,,
"[1012864556, 188389119]",unclassified,,True,False,100.295,"LINESTRING (9.3945987 44.2746757, 9.3946483 44.2746686, 9.3946624 44.2746666, 9.3949393 44.2744787, 9.3950224 44.2744757, 9.3952092 44.2745515, 9.3956575 44.2747335)",Piazza Italia,,,,
