osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,ref,bridge
369747446,False,North Main Street,primary,True,126.778,35 mph,"LINESTRING (-75.7890114 41.3272126, -75.7892315 41.3268127, -75.7892905 41.326702, -75.7893401 41.3265922, -75.7893804 41.3264794, -75.7894132 41.3263641, -75.789436 41.3262603, -75.7894582 41.326129)",2,,
369747448,False,North Main Street,primary,False,142.477,35 mph,"LINESTRING (-75.7890114 41.3272126, -75.7889285 41.3273633, -75.7887776 41.3276375, -75.7884937 41.3281221, -75.788334 41.3283885)",2,,
"[10655900, 481067982]",True,Kennedy Boulevard,primary,False,357.41200000000003,25 mph,"LINESTRING (-75.7890114 41.3272126, -75.7892302 41.3269926, -75.7892825 41.3269322, -75.7893348 41.3268567, -75.7894072 41.3267298, -75.789484 41.3265825, -75.7901367 41.3252088, -75.790242 41.3249994, -75.7903513 41.3247989, -75.7904653 41.3246066, -75.7905646 41.3244479, -75.7906866 41.3242685)","['1', '2']",,
10657241,False,William Street,primary,True,36.27,35 mph,"LINESTRING (-75.7906245 41.323687, -75.7909116 41.323792, -75.791015 41.3238298)",2,US 11,
481067972,False,Cron Street,residential,False,104.172,,"LINESTRING (-75.7906245 41.323687, -75.7905814 41.3237543, -75.7905736 41.3237665, -75.7900839 41.3245313)",,,
481067973,False,William Street,primary,False,57.218,35 mph,"LINESTRING (-75.7906245 41.323687, -75.7905298 41.3236523, -75.7901034 41.3234964, -75.7900106 41.3234586)",3,US 11,
10655898,True,Kennedy Boulevard,primary,False,131.29700000000003,25 mph,"LINESTRING (-75.7897487 41.3252162, -75.7902866 41.3246727, -75.7904556 41.3245019, -75.7906866 41.3242685)",1,US 11,
163903628,True,Mill Street,residential,False,56.738,,"LINESTRING (-75.7894582 41.326129, -75.7893696 41.3261317, -75.7887793 41.3261501)",,,
"[369747440, 369747442]",True,North Main Street,primary,False,41.997,25 mph,"LINESTRING (-75.7894582 41.326129, -75.789498 41.326045, -75.7895017 41.3259904, -75.7895038 41.3259589, -75.7895097 41.3259376, -75.7895219 41.3259201, -75.7895434 41.3259058, -75.7895704 41.3258945, -75.7896023 41.3258868, -75.7896414 41.3258818, -75.7897227 41.3258797)",1,,yes
369747446,False,North Main Street,primary,False,126.77799999999999,35 mph,"LINESTRING (-75.7894582 41.326129, -75.789436 41.3262603, -75.7894132 41.3263641, -75.7893804 41.3264794, -75.7893401 41.3265922, -75.7892905 41.326702, -75.7892315 41.3268127, -75.7890114 41.3272126)",2,,
121593805,True,Kennedy Boulevard,primary,False,55.963,35 mph,"LINESTRING (-75.7906866 41.3242685, -75.7908261 41.3240774, -75.7909599 41.323902, -75.791015 41.3238298)",2,US 11,
10657241,False,William Street,primary,False,36.27,35 mph,"LINESTRING (-75.791015 41.3238298, -75.7909116 41.323792, -75.7906245 41.323687)",2,US 11,
876239555,True,Kennedy Boulevard,primary,False,84.564,25 mph,"LINESTRING (-75.791015 41.3238298, -75.7914411 41.3233115, -75.791547 41.3231827)",2,,
481067981,True,North Main Street,primary,False,28.843,25 mph,"LINESTRING (-75.7893718 41.3248311, -75.7893763 41.324886, -75.7893931 41.32509)",2,US 11,
10655901,True,,primary_link,False,37.356,,"LINESTRING (-75.7893931 41.32509, -75.78944 41.3251564, -75.7894722 41.3251856, -75.7895145 41.3252108, -75.7895554 41.3252244, -75.7895943 41.3252324, -75.7896385 41.3252345, -75.7896861 41.3252309, -75.7897487 41.3252162)",1,,
481067980,True,North Main Street,primary,False,71.63900000000001,25 mph,"LINESTRING (-75.7893931 41.32509, -75.7894127 41.3255188, -75.7894293 41.3256765, -75.7894483 41.3257317)",2,US 11,
"[163903642, 481067981]",True,North Main Street,primary,False,165.29500000000002,25 mph,"LINESTRING (-75.7900106 41.3234586, -75.7899578 41.3235383, -75.7896821 41.3239552, -75.7894516 41.3243035, -75.789391 41.3243952, -75.7893683 41.3244419, -75.7893542 41.3244872, -75.7893502 41.32453, -75.7893515 41.3245844, -75.7893718 41.3248311)",2,US 11,
481067973,False,William Street,primary,True,57.218,35 mph,"LINESTRING (-75.7900106 41.3234586, -75.7901034 41.3234964, -75.7905298 41.3236523, -75.7906245 41.323687)",3,US 11,
481067974,False,William Street,primary,False,129.999,35 mph,"LINESTRING (-75.7900106 41.3234586, -75.789879 41.3234049, -75.7894203 41.3232325, -75.7892338 41.3231624, -75.788747 41.3229793, -75.7886234 41.3229283)",2,US 11,
532534999,False,Blackman Street,residential,True,38.448,,"LINESTRING (-75.7946806 41.3266089, -75.794982 41.3263475)",,,
163903911,True,,unclassified,False,49.361000000000004,,"LINESTRING (-75.7907902 41.3214322, -75.790688 41.321559, -75.7905047 41.3218207)",,,
804093702,False,,unclassified,True,40.849000000000004,,"LINESTRING (-75.7907902 41.3214322, -75.7909354 41.3214892, -75.7911277 41.321553, -75.7912369 41.3215803)",,,
