osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,service,width,tunnel
512834178,True,Race Street,secondary,False,178.669,"LINESTRING (-75.1626871 39.9562392, -75.1626136 39.956236, -75.162163 39.9561839, -75.1618184 39.9561417, -75.1616326 39.9561203, -75.1611348 39.9560612, -75.1606987 39.9560044, -75.1606177 39.9559875)",2,,,,,
127806656,True,East Penn Square,primary,False,70.24499999999998,"LINESTRING (-75.1625401 39.9525078, -75.1624764 39.9528131, -75.162467 39.9528732, -75.1624525 39.9529299, -75.1624485 39.9529595, -75.1624481 39.9529753, -75.1624478 39.9529903, -75.1624474 39.9530098, -75.1624491 39.9530333, -75.162453 39.9530554, -75.1624629 39.9530798, -75.1624739 39.9531057, -75.1624884 39.9531287)",4,PA 611,,,,
"[42784689, 127806930, 1202318833]",True,,primary_link,False,94.578,"LINESTRING (-75.1642367 39.9534787, -75.1645302 39.9534648, -75.1646236 39.9534766, -75.1646749 39.953481, -75.1647085 39.953479, -75.1647472 39.953473, -75.1647781 39.9534648, -75.1648162 39.953452, -75.1648474 39.9534392, -75.1648751 39.9534217, -75.1649011 39.9534035, -75.1649377 39.9533755, -75.1649595 39.9533535, -75.1649786 39.9533265, -75.1649917 39.9533037, -75.1650946 39.9531249)",2,,,,,
"[62202554, 1053156898]",True,John F. Kennedy Boulevard,primary,False,72.16499999999999,"LINESTRING (-75.1642367 39.9534787, -75.1645182 39.9535484, -75.164682 39.953569, -75.1648457 39.9535895, -75.164933 39.9536021, -75.1650592 39.9536264)",4,PA 3,,,,
"[62202553, 1202318834]",True,North 15th Street,primary,False,61.97099999999999,"LINESTRING (-75.1650946 39.9531249, -75.1651653 39.9527888, -75.1651784 39.9527267, -75.165217 39.9525756)",5,PA 611,,,,
"[424804089, 789355725, 12206551]",True,South Penn Square,primary,False,115.32300000000002,"LINESTRING (-75.1652692 39.9523446, -75.1652865 39.952268, -75.1652919 39.9522319, -75.1652942 39.9521884, -75.1652942 39.9521449, -75.1652895 39.9521012, -75.1652835 39.9520698, -75.1652762 39.9520447, -75.1652703 39.9520277, -75.1652626 39.9520074, -75.165251 39.9519838, -75.1652317 39.9519492, -75.1652185 39.9519296, -75.1651975 39.9518985, -75.1651804 39.9518757, -75.165156 39.9518519, -75.1651157 39.9518291, -75.1650685 39.9518073, -75.1650311 39.9517948, -75.1649948 39.951785, -75.1649648 39.9517792, -75.1649198 39.9517719, -75.1647872 39.9517552, -75.1645088 39.9517214)","['3', '5']",PA 611,,,,
"[386984972, 42706630]",True,South 15th Street,tertiary,False,143.273,"LINESTRING (-75.1652692 39.9523446, -75.1653576 39.95214, -75.1653752 39.9520993, -75.1654288 39.9518662, -75.165438 39.9518261, -75.1654575 39.9517318, -75.1654776 39.9516626, -75.1655387 39.9514431, -75.1656007 39.9511563, -75.1656149 39.951086)","['3', '2']",,,,,
12202652,True,East Penn Square,primary,False,77.301,"LINESTRING (-75.163418 39.9515901, -75.1630657 39.9515455, -75.1630359 39.9515419, -75.1630075 39.9515399, -75.1629789 39.9515393, -75.1629453 39.9515427, -75.162913 39.9515485, -75.1628824 39.9515584, -75.1628491 39.9515745, -75.1628246 39.951588, -75.1628029 39.9516045, -75.1627815 39.9516239, -75.162763 39.9516451, -75.1627511 39.9516629, -75.1627396 39.9516831, -75.1627299 39.9517046, -75.1627233 39.9517241, -75.1627087 39.9517882)",3,PA 611,,,,
"[12174752, 62202556]",True,"['Juniper Street', 'South Juniper Street']",unclassified,False,141.63799999999998,"LINESTRING (-75.163418 39.9515901, -75.1631001 39.9514867, -75.1627869 39.9514495, -75.162764 39.9514453, -75.1627418 39.9514371, -75.1627223 39.9514264, -75.1627054 39.951413, -75.1626923 39.9514, -75.1626848 39.9513887, -75.1626799 39.9513759, -75.1626776 39.9513646, -75.1626797 39.9513503, -75.1628028 39.950769, -75.1628068 39.9507342)",1,,,,,
42706664,True,Arch Street,tertiary,False,89.857,"LINESTRING (-75.1669462 39.9548893, -75.1679274 39.955013, -75.1679864 39.9550206)",2,,25 mph,,,
43570716,True,,tertiary_link,False,25.485,"LINESTRING (-75.1667814 39.9550683, -75.1667911 39.955035, -75.1668007 39.9550062, -75.1668143 39.9549819, -75.1668332 39.95496, -75.1668562 39.954939, -75.1668807 39.9549224, -75.1669114 39.9549059, -75.1669462 39.9548893)",,,,,,
424829489,True,Benjamin Franklin Parkway,primary,False,43.637,"LINESTRING (-75.1667814 39.9550683, -75.1666574 39.9549741, -75.1663822 39.9548245)",2,,25 mph,,,
1229277861,True,North 18th Street,tertiary,False,11.606,"LINESTRING (-75.1692165 39.9568673, -75.1691895 39.9569696)",2,,25 mph,,,
"[424829488, 12167191]",True,Benjamin Franklin Parkway,primary,False,144.85299999999998,"LINESTRING (-75.1692165 39.9568673, -75.1690578 39.95676, -75.1686787 39.956478, -75.1681917 39.9561182, -75.1680092 39.9559793, -75.1679908 39.9559652)","['3', '2']",,25 mph,,,
50171184,True,,primary_link,False,79.11599999999999,"LINESTRING (-75.1658525 39.9537358, -75.1662897 39.9538333, -75.1663113 39.9538385, -75.166332 39.953845, -75.166364 39.9538582, -75.1663858 39.9538714, -75.1664023 39.9538848, -75.1664313 39.9539129, -75.166452 39.9539392, -75.166469 39.9539625, -75.166483 39.9539823, -75.1664944 39.9540041, -75.1665029 39.9540222, -75.1665138 39.9540504, -75.1665309 39.9541217)",1,,,,,
288494849,True,John F. Kennedy Boulevard,primary,False,66.38499999999999,"LINESTRING (-75.1658525 39.9537358, -75.1663008 39.9537785, -75.1665201 39.9538086, -75.166621 39.9538288)",3,PA 3,25 mph,,,
"[288494850, 424807267, 424807266]",True,North 16th Street,primary,False,79.177,"LINESTRING (-75.1665309 39.9541217, -75.166495 39.9542715, -75.1664795 39.954336, -75.1664312 39.9545801, -75.1664227 39.954623, -75.1664074 39.9546954, -75.1663822 39.9548245)","['4', '5', '6']",,,,,
424829489,True,Benjamin Franklin Parkway,primary,False,121.75200000000001,"LINESTRING (-75.1678092 39.9558286, -75.167641 39.9557005, -75.1668312 39.9551075, -75.1667814 39.9550683)",2,,25 mph,,,
1204347523,True,North 17th Street,tertiary,False,91.10900000000001,"LINESTRING (-75.1678092 39.9558286, -75.1678324 39.955715, -75.1678716 39.9555278, -75.1679717 39.9550845, -75.1679864 39.9550206)",2,,,,,
387162762,True,North 18th Street,tertiary,False,8.732,"LINESTRING (-75.1691895 39.9569696, -75.1691681 39.9570464)",1,,25 mph,,,
678181080,True,Benjamin Franklin Parkway,primary,False,15.82,"LINESTRING (-75.1691895 39.9569696, -75.1693243 39.9570674)",2,,25 mph,,,
"[32163457, 1039351124]",True,North 13th Street,residential,False,114.83800000000001,"LINESTRING (-75.1614611 39.952118, -75.1614429 39.9522308, -75.1613827 39.9525071, -75.1613236 39.9527844, -75.1612591 39.9530731, -75.161245 39.9531373)","['1', '2']",,,,,
"[424829490, 62202575]",False,Market Street,primary,False,53.754000000000005,"LINESTRING (-75.1614611 39.952118, -75.1615506 39.9521288, -75.1619116 39.9521739, -75.1620836 39.9521953)",5,,25 mph,,,
"[1223043709, 1223043710, 556954159]",False,Market Street,primary,True,134.87400000000002,"LINESTRING (-75.1614611 39.952118, -75.1613574 39.9521048, -75.1609027 39.9520485, -75.1604212 39.9519886, -75.1599715 39.9519327, -75.1598994 39.951923)",5,,25 mph,,,
"[104524024, 1191712521, 1191712522, 1223043719]",True,South 13th Street,residential,False,170.42799999999997,"LINESTRING (-75.161791 39.9506064, -75.1617772 39.9506693, -75.1617511 39.9507764, -75.1616974 39.9510239, -75.1616785 39.9511167, -75.1616067 39.9514412, -75.1615824 39.9515504, -75.1614786 39.9520172, -75.1614611 39.952118)",2,,25 mph,,,
1036210304,True,Chestnut Street,tertiary,False,137.039,"LINESTRING (-75.161791 39.9506064, -75.1616915 39.9505951, -75.1603035 39.9504234, -75.1602037 39.950411)",2,,40,,,
"[1020533929, 1020533933, 1020533934, 1020533935]",True,South 12th Street,residential,False,85.517,"LINESTRING (-75.160371 39.949646, -75.1603811 39.9496018, -75.1604061 39.9494836, -75.1604278 39.9493872, -75.1604405 39.9493266, -75.1604644 39.9492165, -75.1605184 39.9489551, -75.1605334 39.9488871)",,,,disused_tram,,
"[1020533930, 1020533931]",True,Sansom Street,residential,False,136.823,"LINESTRING (-75.160371 39.949646, -75.1604496 39.949655, -75.1605745 39.9496722, -75.1618902 39.9498361, -75.1619552 39.9498438)",,,,,,
1020533931,True,Sansom Street,residential,False,87.668,"LINESTRING (-75.1619552 39.9498438, -75.1620206 39.9498522, -75.1624737 39.9499059, -75.1628294 39.9499506, -75.1629382 39.9499652, -75.1629706 39.9499689)",,,,,,
"[1202318828, 1202318830]",True,South 13th Street,residential,False,85.95,"LINESTRING (-75.1619552 39.9498438, -75.1619454 39.9498891, -75.1618813 39.9502073, -75.1618031 39.9505454, -75.161791 39.9506064)",,,,,,
196355331,True,Walnut Street,tertiary,False,134.82700000000003,"LINESTRING (-75.1589725 39.9486914, -75.1590419 39.9487009, -75.1597504 39.9487905, -75.1604726 39.9488795, -75.1605334 39.9488871)",3,,25 mph,,,
626112967,True,South 11th Street,residential,False,85.56900000000002,"LINESTRING (-75.1589725 39.9486914, -75.1589566 39.9487612, -75.158824 39.9493653, -75.1588139 39.9494115, -75.1588054 39.9494502)",2,,25 mph,disused_tram,,
49960966,True,Race Street,secondary,False,13.517,"LINESTRING (-75.1693243 39.9570674, -75.1691681 39.9570464)",2,,,,,
424829488,True,Benjamin Franklin Parkway,primary,False,21.686999999999998,"LINESTRING (-75.1679908 39.9559652, -75.1678612 39.9558683, -75.1678092 39.9558286)",3,,25 mph,,,
1222770133,True,Cherry Street,unclassified,False,119.902,"LINESTRING (-75.1679908 39.9559652, -75.1680212 39.9559703, -75.1681471 39.9559912, -75.1682346 39.956001, -75.1683245 39.956009, -75.1685299 39.9560344, -75.1687368 39.95606, -75.1692799 39.9561272, -75.1693787 39.9561395)",1,,25 mph,,,
626112968,True,South 12th Street,residential,False,86.255,"LINESTRING (-75.1602037 39.950411, -75.1602221 39.9503389, -75.160362 39.9496857, -75.160371 39.949646)",,,25 mph,disused_tram,,
1036210304,True,Chestnut Street,tertiary,False,135.245,"LINESTRING (-75.1602037 39.950411, -75.1601296 39.9504017, -75.1587292 39.9502276, -75.1586377 39.9502157)",2,,40,,,
196355331,True,Walnut Street,tertiary,False,87.163,"LINESTRING (-75.1621249 39.9490877, -75.1622036 39.9490953, -75.1627775 39.949167, -75.1630872 39.9492045, -75.1631346 39.9492111)",3,,25 mph,,,
1202318830,True,South 13th Street,residential,False,85.311,"LINESTRING (-75.1621249 39.9490877, -75.162111 39.9491545, -75.161966 39.949799, -75.1619552 39.9498438)",,,,,,
196355331,True,Walnut Street,tertiary,False,68.7,"LINESTRING (-75.1605334 39.9488871, -75.1606259 39.9488994, -75.1610988 39.9489587, -75.1613287 39.948987)",3,,25 mph,,,
196355331,True,Walnut Street,tertiary,False,91.088,"LINESTRING (-75.1631346 39.9492111, -75.163197 39.949218, -75.1637018 39.9492804, -75.164019 39.9493187, -75.164104 39.9493286, -75.1641898 39.9493401)",3,,25 mph,,,
170020485,True,North 12th Street,tertiary,False,113.639,"LINESTRING (-75.1594424 39.9539523, -75.1594717 39.9538807, -75.1596015 39.9533585, -75.1596815 39.9530164, -75.1596921 39.9529491)",,,,disused_tram,,
492215278,True,Arch Street,secondary,False,135.888,"LINESTRING (-75.1594424 39.9539523, -75.1595366 39.9539633, -75.160942 39.9541382, -75.1610165 39.9541457)",2,,25 mph,,,
571008369,True,South Juniper Street,unclassified,False,85.417,"LINESTRING (-75.1629706 39.9499689, -75.1629806 39.949928, -75.1631222 39.9492683, -75.1631346 39.9492111)",1,,,,,
1013780279,True,Sansom Street,residential,False,90.92,"LINESTRING (-75.1629706 39.9499689, -75.1630177 39.9499751, -75.1638732 39.9500861, -75.1639388 39.9500946, -75.1640224 39.9501046)",,,,,,
173544047,True,Locust Street,tertiary,False,135.852,"LINESTRING (-75.1693405 39.9488106, -75.1692761 39.9488034, -75.1678533 39.948623, -75.1677681 39.9486117)",,,,,,
"[424807264, 424807260]",False,Market Street,primary,False,136.746,"LINESTRING (-75.1583158 39.9517264, -75.1583993 39.9517369, -75.1592507 39.9518431, -75.1597831 39.9519093, -75.1598994 39.951923)",5,,25 mph,,,
555331755,True,North 11th Street,tertiary,False,116.502,"LINESTRING (-75.1583158 39.9517264, -75.1582922 39.9518399, -75.1581058 39.9526913, -75.1580854 39.952759)",2,,25 mph,disused_tram,"30'0""",
"[424807264, 424807260]",False,Market Street,primary,True,136.746,"LINESTRING (-75.1598994 39.951923, -75.1597831 39.9519093, -75.1592507 39.9518431, -75.1583993 39.9517369, -75.1583158 39.9517264)",5,,25 mph,,,
626112968,True,South 12th Street,residential,False,170.21,"LINESTRING (-75.1598994 39.951923, -75.159913 39.9518082, -75.1599746 39.9515253, -75.1600001 39.9513925, -75.160026 39.951273, -75.1600336 39.9512342, -75.1600497 39.9511592, -75.160102 39.9509204, -75.1601112 39.9508833, -75.160202 39.9504687, -75.1602037 39.950411)",,,25 mph,disused_tram,,
"[1223043709, 1223043710, 556954159]",False,Market Street,primary,False,134.874,"LINESTRING (-75.1598994 39.951923, -75.1599715 39.9519327, -75.1604212 39.9519886, -75.1609027 39.9520485, -75.1613574 39.9521048, -75.1614611 39.952118)",5,,25 mph,,,
32165055,True,Market Street,primary,False,57.967000000000006,"LINESTRING (-75.1620836 39.9521953, -75.1623587 39.9522685, -75.1623783 39.9522742, -75.1623956 39.9522803, -75.1624163 39.9522906, -75.1624345 39.9523003, -75.1624573 39.952315, -75.1624766 39.9523301, -75.1624946 39.9523482, -75.1625068 39.952367, -75.1625154 39.9523844, -75.1625224 39.9524044, -75.1625289 39.9524298, -75.1625344 39.9524536, -75.1625378 39.9524799, -75.1625401 39.9525078)",2,,25 mph,,,
"[424829490, 62202575]",False,Market Street,primary,True,53.754,"LINESTRING (-75.1620836 39.9521953, -75.1619116 39.9521739, -75.1615506 39.9521288, -75.1614611 39.952118)",5,,25 mph,,,
12116842,False,Chancellor Street,residential,False,60.333,"LINESTRING (-75.1653837 39.9488535, -75.1660244 39.9489254, -75.166084 39.9489321)",,,,,,
997184400,False,Chancellor Street,residential,True,49.555,"LINESTRING (-75.1650419 39.948804, -75.1645658 39.9487451, -75.164468 39.948733)",,,,,,
