osmid,ref,highway,junction,oneway,reversed,length,geometry,name,bridge,lanes
412848715,,residential,,True,False,15.715,"LINESTRING (-8.6457219 42.0254355, -8.6457272 42.0254116, -8.6457353 42.0253897, -8.645746 42.0253718, -8.6457621 42.0253498, -8.6457728 42.0253339, -8.6457782 42.025318, -8.6457776 42.0253024)",,,
126754074,,residential,,False,False,43.794,"LINESTRING (-8.6431566 42.0235222, -8.6431819 42.0235166, -8.6436836 42.0234827)",,,
126754074,,residential,,False,True,63.667,"LINESTRING (-8.6431566 42.0235222, -8.6425336 42.023662, -8.6424312 42.0237084)",,,
428270873,,residential,,False,False,28.022,"LINESTRING (-8.6431566 42.0235222, -8.6431561 42.0234614, -8.6431546 42.0232702)",,,
48255727,EN 13,primary,,True,False,18.526,"LINESTRING (-8.6421111 42.0274829, -8.6421535 42.0273193)",Avenida de Espanha,,
462325490,,residential,,True,False,19.068,"LINESTRING (-8.6421111 42.0274829, -8.6423054 42.0275755)",,,
462325491,,primary_link,,True,False,9.498,"LINESTRING (-8.6420245 42.0274267, -8.6421111 42.0274829)",,,
173863215,EN 13,primary,,True,False,77.736,"LINESTRING (-8.6420245 42.0274267, -8.6419688 42.0276992, -8.6419325 42.0279267, -8.6419613 42.0281199)",Avenida de Espanha,,
48255727,EN 13,primary,,True,False,16.705,"LINESTRING (-8.6420741 42.0276306, -8.6421111 42.0274829)",Avenida de Espanha,,
462325492,,residential,,True,False,20.404,"LINESTRING (-8.6420741 42.0276306, -8.6421295 42.0276038, -8.6422264 42.0275813, -8.6423054 42.0275755)",,,
462325492,,residential,,True,False,12.441,"LINESTRING (-8.6423054 42.0275755, -8.6424279 42.0276406)",,,
80432550,,residential,,False,False,126.649,"LINESTRING (-8.6424279 42.0276406, -8.6428183 42.0281062, -8.6432214 42.0286151)",Avenida dos Combatentes da Grande Guerra,,
462325489,,residential,,True,False,42.532,"LINESTRING (-8.6424279 42.0276406, -8.6423256 42.0274845, -8.6421535 42.0273193)",,,
233663316,,residential,,False,False,100.239,"LINESTRING (-8.6415134 42.0281446, -8.6414567 42.0281488, -8.6407745 42.0285221, -8.64053 42.0286628)",,,
233663316,,residential,,False,True,36.956,"LINESTRING (-8.6415134 42.0281446, -8.6415908 42.0281388, -8.6418809 42.028142, -8.6419604 42.0281429)",,,
462325493,,residential,,False,True,131.375,"LINESTRING (-8.6415134 42.0281446, -8.6414984 42.0280141, -8.6413974 42.027595, -8.6412774 42.0270967, -8.6412621 42.027036, -8.641248 42.0269802)",,,
462678504,,residential,,False,True,79.499,"LINESTRING (-8.6450422 42.0258267, -8.6449979 42.0256768, -8.6455102 42.0255019, -8.6456349 42.0254599, -8.6456851 42.025443)",Rua São Sebastião,,
462678503,,residential,,False,True,3.152,"LINESTRING (-8.6456851 42.025443, -8.6457219 42.0254355)",,,
"[420905681, 462678501]",EN 13-9,residential,,True,False,37.926,"LINESTRING (-8.6456851 42.025443, -8.6456826 42.0254602, -8.6456895 42.025543, -8.6456938 42.0255914, -8.6456913 42.0256431, -8.6456813 42.0257081, -8.6456394 42.0257765)",Rua José Maria Gonçalves,,
462678504,,residential,,False,False,79.499,"LINESTRING (-8.6456851 42.025443, -8.6456349 42.0254599, -8.6455102 42.0255019, -8.6449979 42.0256768, -8.6450422 42.0258267)",Rua São Sebastião,,
126754087,,residential,,False,True,62.242,"LINESTRING (-8.6436874 42.0240935, -8.6437894 42.0246481)",,,
126754087,,residential,,False,False,34.637,"LINESTRING (-8.6436874 42.0240935, -8.6436655 42.0239808, -8.6436697 42.0237832)",,,
462678505,,residential,,True,False,115.951,"LINESTRING (-8.6436874 42.0240935, -8.6442579 42.024092, -8.6443169 42.0240761, -8.6443411 42.0240362, -8.6443681 42.023508)",,,
126754074,,residential,,False,False,71.383,"LINESTRING (-8.6443681 42.023508, -8.6452319 42.0235265)",,,
126754074,,residential,,False,True,9.432,"LINESTRING (-8.6443681 42.023508, -8.6442542 42.023502)",,,
48467937,,tertiary,,False,False,86.134,"LINESTRING (-8.6424828 42.0238907, -8.6425777 42.0246041, -8.6425848 42.0246616)",,,
48467937,,tertiary,,False,True,20.715,"LINESTRING (-8.6424828 42.0238907, -8.6424754 42.0238624, -8.6424312 42.0237084)",,,
462678506,,residential,,False,True,98.86099999999999,"LINESTRING (-8.6424828 42.0238907, -8.6429638 42.023828, -8.6436697 42.0237832)",,,
126754087,,residential,,False,False,33.435,"LINESTRING (-8.6436697 42.0237832, -8.6436709 42.0237297, -8.6436836 42.0234827)",,,
126754087,,residential,,False,True,34.637,"LINESTRING (-8.6436697 42.0237832, -8.6436655 42.0239808, -8.6436874 42.0240935)",,,
462678506,,residential,,False,False,98.86099999999999,"LINESTRING (-8.6436697 42.0237832, -8.6429638 42.023828, -8.6424828 42.0238907)",,,
126754074,,residential,,False,False,9.432,"LINESTRING (-8.6442542 42.023502, -8.6443681 42.023508)",,,
126754074,,residential,,False,True,47.182,"LINESTRING (-8.6442542 42.023502, -8.6436836 42.0234827)",,,
462678508,,residential,,False,True,50.989999999999995,"LINESTRING (-8.6424763 42.0260675, -8.6424213 42.0259072, -8.6424937 42.0258603, -8.6427016 42.0257986, -8.6427721 42.0257803)",,,
462678509,,residential,,False,True,27.512,"LINESTRING (-8.6428521 42.0249097, -8.6431768 42.0248546)",,,
462678509,,residential,,False,False,27.512,"LINESTRING (-8.6431768 42.0248546, -8.6428521 42.0249097)",,,
462678510,,residential,,False,False,49.065,"LINESTRING (-8.6431768 42.0248546, -8.6433218 42.0252825)",,,
462678510,,residential,,False,True,17.070999999999998,"LINESTRING (-8.6431768 42.0248546, -8.6431582 42.0247894, -8.6431264 42.0247058)",,,
462678510,,residential,,False,True,49.065,"LINESTRING (-8.6433218 42.0252825, -8.6431768 42.0248546)",,,
462678513,,residential,,False,False,22.207,"LINESTRING (-8.6433218 42.0252825, -8.6430567 42.0253157)",,,
462678513,,residential,,False,True,71.44200000000001,"LINESTRING (-8.6433218 42.0252825, -8.6433436 42.0252798, -8.6435783 42.0253077, -8.6438895 42.02548, -8.6440513 42.0255874)",,,
126754081,,residential,,False,False,55.14,"LINESTRING (-8.6431264 42.0247058, -8.6437894 42.0246481)",,,
126754081,,residential,,False,True,31.542,"LINESTRING (-8.6431264 42.0247058, -8.6428731 42.0247256, -8.6427461 42.0247302)",,,
462678510,,residential,,False,False,17.070999999999998,"LINESTRING (-8.6431264 42.0247058, -8.6431582 42.0247894, -8.6431768 42.0248546)",,,
462678512,,residential,,False,False,32.74,"LINESTRING (-8.6432174 42.0257634, -8.6433195 42.0260479)",,,
462678512,,residential,,False,True,51.521,"LINESTRING (-8.6432174 42.0257634, -8.6430567 42.0253157)",,,
462678511,,residential,,False,True,35.897,"LINESTRING (-8.6432174 42.0257634, -8.6428612 42.0258285, -8.6427954 42.0258405)",,,
126754082,,tertiary,,False,False,6.965,"LINESTRING (-8.6427954 42.0258405, -8.6427721 42.0257803)",,,
126754082,,tertiary,,False,True,75.08800000000001,"LINESTRING (-8.6427954 42.0258405, -8.6430213 42.0264249, -8.643047 42.0264894)",,,
462678511,,residential,,False,False,35.897,"LINESTRING (-8.6427954 42.0258405, -8.6428612 42.0258285, -8.6432174 42.0257634)",,,
462678512,,residential,,False,True,32.74,"LINESTRING (-8.6433195 42.0260479, -8.6432174 42.0257634)",,,
462678512,,residential,,False,False,51.521,"LINESTRING (-8.6430567 42.0253157, -8.6432174 42.0257634)",,,
462678513,,residential,,False,True,22.207,"LINESTRING (-8.6430567 42.0253157, -8.6433218 42.0252825)",,,
462678513,,residential,,False,False,30.216,"LINESTRING (-8.6430567 42.0253157, -8.6428287 42.0253435, -8.642696 42.0253609)",,,
126754082,,tertiary,,False,True,47.057,"LINESTRING (-8.642696 42.0253609, -8.6427721 42.0257803)",,,
126754082,,tertiary,,False,False,55.307,"LINESTRING (-8.642696 42.0253609, -8.6426371 42.0250361, -8.6426129 42.0248674)",,,
462678513,,residential,,False,True,30.216,"LINESTRING (-8.642696 42.0253609, -8.6428287 42.0253435, -8.6430567 42.0253157)",,,
126754081,,residential,,False,False,87.667,"LINESTRING (-8.6440513 42.0255874, -8.6436726 42.026179, -8.6436717 42.0262177, -8.6436695 42.0263123)",,,
126754081,,residential,,False,True,45.745000000000005,"LINESTRING (-8.6440513 42.0255874, -8.6442234 42.0253317, -8.6443176 42.0252275)",,,
462678513,,residential,,False,False,71.442,"LINESTRING (-8.6440513 42.0255874, -8.6438895 42.02548, -8.6435783 42.0253077, -8.6433436 42.0252798, -8.6433218 42.0252825)",,,
126754068,,residential,,False,False,41.863,"LINESTRING (-8.6461062 42.0241108, -8.6460598 42.024031, -8.6460313 42.0239381, -8.6458354 42.0238094)",,,
577499070,,residential,,False,False,124.273,"LINESTRING (-8.6461062 42.0241108, -8.645568 42.0247836, -8.6453818 42.0250887)",,,
"[708789970, 708789972]",EN 101,primary,roundabout,True,False,21.031999999999996,"LINESTRING (-8.6459421 42.025952, -8.6459616 42.0259237, -8.6459716 42.0258986, -8.6459714 42.0258553, -8.6459639 42.0258266, -8.6459452 42.0257944, -8.6459282 42.0257745)",,,2
658170755,EN 101,primary,roundabout,True,False,15.3,"LINESTRING (-8.6455939 42.0258767, -8.6456196 42.0259178, -8.6456364 42.0259386, -8.6456607 42.0259585, -8.6456859 42.0259696, -8.6457085 42.0259793)",,,2
"[412071352, 1136327423]",EN 101,primary,,True,False,166.65,"LINESTRING (-8.6455939 42.0258767, -8.6455791 42.0258825, -8.6454623 42.0259374, -8.6454291 42.0259455, -8.6453235 42.0259711, -8.6443014 42.0261813, -8.6436695 42.0263123)",Avenida dos Bombeiros Voluntários,,2
412071356,,residential,,True,False,18.822,"LINESTRING (-8.6458302 42.0257274, -8.6457711 42.0256356, -8.6457562 42.0256032, -8.6457449 42.025571)",Rua José Maria Gonçalves,,
708789970,EN 101,primary,roundabout,True,False,17.38,"LINESTRING (-8.6458302 42.0257274, -8.6458022 42.0257258, -8.6457262 42.025737, -8.6456957 42.0257413, -8.6456671 42.0257565, -8.6456394 42.0257765)",,,2
708789970,EN 101,primary,roundabout,True,False,9.693,"LINESTRING (-8.6459282 42.0257745, -8.6458652 42.0257392, -8.6458302 42.0257274)",,,2
708789971,EN 101,primary,roundabout,True,False,11.834,"LINESTRING (-8.6456394 42.0257765, -8.6456082 42.0258264, -8.6455939 42.0258767)",,,2
708789972,EN 101,primary,roundabout,True,False,21.308999999999997,"LINESTRING (-8.6457085 42.0259793, -8.6457841 42.0259992, -8.6458429 42.0259972, -8.6458974 42.025983, -8.6459421 42.025952)",,,2
1161379842,EN 13-10,unclassified,,True,False,18.878,"LINESTRING (-8.6419128 42.0317551, -8.6420564 42.031718, -8.6421259 42.0316942)",,,
173863213,,primary,,False,True,23.537,"LINESTRING (-8.6421259 42.0316942, -8.6420322 42.0314943)",Avenida de Espanha,,
