osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,width,bridge,lanes,access,junction,tunnel
1242436734,Rue Emilien Dumas,secondary,False,False,26.713,"LINESTRING (4.0901401 43.7869713, 4.09015 43.7867566, 4.0901511 43.7867312)",,,,,,,,
225618813,Rue du Faubourg du Pont,secondary,False,True,26.648,"LINESTRING (4.0884362 43.7820138, 4.0881659 43.7818747)",50,D 12,5,,,,,
"[98350032, 151556057, 579520818, 579520817]","['Quai Neuf', 'Rue des Bugadières']",residential,False,False,131.0,"LINESTRING (4.0884362 43.7820138, 4.0884653 43.7819879, 4.0884992 43.7819576, 4.0888372 43.7817233, 4.0889351 43.7816545, 4.0888326 43.7816111, 4.0887359 43.7816111, 4.0881972 43.7818117, 4.0881668 43.781823, 4.0881445 43.7818291, 4.0881014 43.7818422)",,,,,,,,
"[597211640, 151556122, 16309869]",Pont Tibère,secondary,False,False,93.396,"LINESTRING (4.0884362 43.7820138, 4.088582 43.7820747, 4.0886139 43.7820866, 4.0893394 43.7823977, 4.0894401 43.7824381)",,D 12,5,yes,"['1', '2']",,,
107438701,Impasse de l'Olivette,residential,False,False,106.754,"LINESTRING (4.0943136 43.7816589, 4.094071 43.7816795, 4.0939637 43.7817166, 4.0937919 43.7818587, 4.0937147 43.7818775, 4.0936286 43.7818643, 4.0935807 43.7818226, 4.0935231 43.7817028, 4.0934146 43.7816737, 4.0933012 43.7817645)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,True,69.099,"LINESTRING (4.0943136 43.7816589, 4.0945972 43.781641, 4.09472 43.7816302, 4.0948078 43.78161, 4.0948947 43.781574, 4.0950732 43.7814591, 4.0950702 43.7814442)",,,,,,,,
155275868,,residential,False,True,53.883,"LINESTRING (4.0943136 43.7816589, 4.0942169 43.781639, 4.0940667 43.7816273, 4.0940319 43.7815905, 4.0940131 43.7815324, 4.0940855 43.7813407)",,,,,,,,
155275887,Impasse de l'Olivette,residential,False,False,19.427,"LINESTRING (4.0957974 43.7804984, 4.0959101 43.7805197, 4.096004 43.7805798)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,False,23.272,"LINESTRING (4.095035 43.7812378, 4.0950311 43.7812977, 4.0950444 43.7813569, 4.0950646 43.7814168, 4.0950702 43.7814442)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,True,43.338,"LINESTRING (4.095035 43.7812378, 4.0949686 43.7811472, 4.0948533 43.7810504, 4.0947943 43.7809671, 4.0947889 43.7809012)",,,,,,,,
155275887,Impasse de l'Olivette,residential,False,True,79.06899999999999,"LINESTRING (4.095035 43.7812378, 4.0953039 43.7811104, 4.0955453 43.7809903, 4.0957626 43.7809303, 4.0958994 43.7809206)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,False,18.228,"LINESTRING (4.0933012 43.7817645, 4.0931778 43.7819021)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,True,106.754,"LINESTRING (4.0933012 43.7817645, 4.0934146 43.7816737, 4.0935231 43.7817028, 4.0935807 43.7818226, 4.0936286 43.7818643, 4.0937147 43.7818775, 4.0937919 43.7818587, 4.0939637 43.7817166, 4.094071 43.7816795, 4.0943136 43.7816589)",,,,,,,,
107438703,Chemin de Paillassonne,unclassified,False,False,425.3589999999999,"LINESTRING (4.0933012 43.7817645, 4.0934954 43.781464, 4.0936034 43.7813105, 4.0937048 43.7807979, 4.093793 43.7806265, 4.0939681 43.7805104, 4.0943987 43.7803785, 4.0947261 43.7801641, 4.0949998 43.7798818, 4.0951229 43.7797549, 4.0952796 43.7793883, 4.0954314 43.7792082, 4.0957191 43.7790409, 4.0959131 43.7790105, 4.0963125 43.7790092)",,,,,,,,
155275895,,residential,False,False,17.807,"LINESTRING (4.0960603 43.7804249, 4.096004 43.7805798)",,,,,,,,
155275868,,residential,False,False,53.882999999999996,"LINESTRING (4.0940855 43.7813407, 4.0940131 43.7815324, 4.0940319 43.7815905, 4.0940667 43.7816273, 4.0942169 43.781639, 4.0943136 43.7816589)",,,,,,,,
16309148,Boulevard Ernest François,unclassified,False,False,8.619,"LINESTRING (4.0908922 43.7809454, 4.0908239 43.7808856)",,,,,,,,
16309148,Boulevard Ernest François,unclassified,False,True,66.42,"LINESTRING (4.0908922 43.7809454, 4.0909736 43.7809574, 4.0910788 43.7809728, 4.0913148 43.7810115, 4.0914533 43.7810131, 4.0915106 43.7810135, 4.0915731 43.7810092, 4.0916458 43.7809974, 4.0917073 43.780993)",,,,,,,,
16309147,Chemin de Belleau,unclassified,False,False,423.5930000000001,"LINESTRING (4.0932313 43.7825838, 4.0932094 43.7827046, 4.0932892 43.783011, 4.0935366 43.7833052, 4.093641 43.7833482, 4.0938791 43.7833998, 4.0943732 43.783657, 4.0945161 43.7837851, 4.0946482 43.78389, 4.0949473 43.7841255, 4.095252 43.7842507, 4.0955386 43.7844004, 4.0957673 43.7845669, 4.0958457 43.784718, 4.0958779 43.7849155, 4.0959049 43.7850915, 4.0959067 43.7851033, 4.0959556 43.7855095)",,,,,,,,
16309147,Chemin de Belleau,unclassified,False,True,29.68,"LINESTRING (4.0932313 43.7825838, 4.0932593 43.7824299, 4.0932291 43.782343, 4.0932295 43.7823209)",,,,,,,,
155275871,Avenue Émile Jamais,tertiary,False,True,162.58199999999997,"LINESTRING (4.091921 43.7800749, 4.0918 43.780602, 4.0917768 43.7806918, 4.0917583 43.7807444, 4.0917141 43.7808198, 4.0916769 43.7808583, 4.0916313 43.7808921, 4.0915811 43.7809211, 4.0915257 43.7809393, 4.09147 43.7809454, 4.0909912 43.7808838, 4.0908915 43.780871, 4.0908239 43.7808856)",,D 12,,,,,,
107438701,Impasse de l'Olivette,residential,False,False,43.337999999999994,"LINESTRING (4.0947889 43.7809012, 4.0947943 43.7809671, 4.0948533 43.7810504, 4.0949686 43.7811472, 4.095035 43.7812378)",,,,,,,,
155275887,Impasse de l'Olivette,residential,False,False,79.069,"LINESTRING (4.0958994 43.7809206, 4.0957626 43.7809303, 4.0955453 43.7809903, 4.0953039 43.7811104, 4.095035 43.7812378)",,,,,,,,
155275887,Impasse de l'Olivette,residential,False,True,41.283,"LINESTRING (4.0958994 43.7809206, 4.0960167 43.7807946, 4.0960408 43.7806862, 4.096004 43.7805798)",,,,,,,,
107438703,Chemin de Paillassonne,unclassified,False,True,425.35900000000004,"LINESTRING (4.0963125 43.7790092, 4.0959131 43.7790105, 4.0957191 43.7790409, 4.0954314 43.7792082, 4.0952796 43.7793883, 4.0951229 43.7797549, 4.0949998 43.7798818, 4.0947261 43.7801641, 4.0943987 43.7803785, 4.0939681 43.7805104, 4.093793 43.7806265, 4.0937048 43.7807979, 4.0936034 43.7813105, 4.0934954 43.781464, 4.0933012 43.7817645)",,,,,,,,
155275895,,residential,False,True,17.807,"LINESTRING (4.096004 43.7805798, 4.0960603 43.7804249)",,,,,,,,
155275887,Impasse de l'Olivette,residential,False,False,41.283,"LINESTRING (4.096004 43.7805798, 4.0960408 43.7806862, 4.0960167 43.7807946, 4.0958994 43.7809206)",,,,,,,,
155275887,Impasse de l'Olivette,residential,False,True,19.427,"LINESTRING (4.096004 43.7805798, 4.0959101 43.7805197, 4.0957974 43.7804984)",,,,,,,,
16309148,Boulevard Ernest François,unclassified,False,True,8.619,"LINESTRING (4.0908239 43.7808856, 4.0908922 43.7809454)",,,,,,,,
16309155,Quai Docteur Cléon Griolet,tertiary,False,True,129.814,"LINESTRING (4.0908239 43.7808856, 4.0907556 43.7809069, 4.0907249 43.7809164, 4.0906256 43.7809902, 4.0905326 43.7811458, 4.0903235 43.781623, 4.0903184 43.7816346, 4.0902727 43.7816956, 4.0900839 43.7818873)",30,D 12,,,,,,
155275871,Avenue Émile Jamais,tertiary,False,False,162.582,"LINESTRING (4.0908239 43.7808856, 4.0908915 43.780871, 4.0909912 43.7808838, 4.09147 43.7809454, 4.0915257 43.7809393, 4.0915811 43.7809211, 4.0916313 43.7808921, 4.0916769 43.7808583, 4.0917141 43.7808198, 4.0917583 43.7807444, 4.0917768 43.7806918, 4.0918 43.780602, 4.091921 43.7800749)",,D 12,,,,,,
850498509,Rue des Aires Prolongée,residential,False,False,105.36800000000001,"LINESTRING (4.0867347 43.782365, 4.0866651 43.7823544, 4.0859708 43.782249, 4.0859538 43.7822474, 4.0854459 43.7821869)",,,,,,,,
"[225059464, 225059465, 225059466, 151556102]",Rue Compane,residential,False,True,27.689999999999998,"LINESTRING (4.0879998 43.7820929, 4.0880308 43.7820517, 4.0880955 43.7819655, 4.0881411 43.7819048, 4.0881488 43.7818945, 4.0881659 43.7818747)",,,,,,,,building_passage
405031543,Allée Frédéric Mistral,residential,False,False,366.07399999999996,"LINESTRING (4.085664 43.7867674, 4.0857027 43.7867168, 4.0863943 43.7858128, 4.0870658 43.7849348, 4.0871329 43.7848621, 4.0879862 43.7839371)",,,,,,,,
253452762,,unclassified,True,False,31.39,"LINESTRING (4.0859 43.7788014, 4.0860897 43.7788302, 4.0861408 43.778843, 4.0861953 43.778847, 4.0862822 43.7788358)",,,,,,,,
253452763,,unclassified,False,False,10.616,"LINESTRING (4.0859 43.7788014, 4.0858381 43.7787903, 4.0857701 43.7787959)",,,,,,,,
"[16309162, 366092679]",Rue Taillade,residential,True,False,48.989999999999995,"LINESTRING (4.0906585 43.7829475, 4.090706 43.7829085, 4.0908357 43.7828308, 4.0909399 43.7827018, 4.0909866 43.7825891)",,,,,,,,building_passage
186072508,Rue Flamande,residential,False,False,13.347000000000001,"LINESTRING (4.0902112 43.7819645, 4.090122 43.7819101, 4.0900839 43.7818873)",,,,,,,,
363984143,Chemin du Château-Fort,residential,False,True,92.983,"LINESTRING (4.090259 43.7846334, 4.0903428 43.7846222, 4.0903926 43.7846197, 4.0905782 43.7846156, 4.09096 43.7846083, 4.0909876 43.7846028, 4.0911881 43.7845505, 4.0912322 43.784532, 4.0912495 43.7845217, 4.0912592 43.7845014, 4.0912603 43.7844763, 4.0912558 43.7844217)",,,,,,,,
"[366092656, 366092668]","['Place de la République', 'Rue Général Bruyère']",secondary,True,False,195.34799999999998,"LINESTRING (4.090259 43.7846334, 4.0901974 43.7845879, 4.0900383 43.784505, 4.0899213 43.784444, 4.0893563 43.7841651, 4.0891009 43.7840324, 4.0886707 43.7838327, 4.0883492 43.7836682, 4.0883249 43.7836553, 4.0882684 43.7836255)",,,,,,,,
366092652,Place de la République,tertiary,False,True,35.928,"LINESTRING (4.0903026 43.7848764, 4.0900743 43.7848459, 4.0900162 43.7848381, 4.0898628 43.7848165)",,,,,,,,
366092656,Place de la République,secondary,True,False,27.524,"LINESTRING (4.0903026 43.7848764, 4.0903018 43.7848304, 4.0902858 43.7846771, 4.090259 43.7846334)",,,,,,,,
98352074,Place Saussine,residential,False,False,26.886,"LINESTRING (4.0909548 43.7841637, 4.0909457 43.7844054)",,,,,,,,
368006358,Place Saussine,residential,False,False,13.479,"LINESTRING (4.0909548 43.7841637, 4.0907887 43.784146)",,,,,,,,
"[850553010, 368006358]","['Venelle Saussine', 'Place Saussine']",residential,False,True,20.431,"LINESTRING (4.0909548 43.7841637, 4.0910232 43.7841704, 4.0912083 43.784179)",,,,,,,,
"[850553010, 368006358]","['Venelle Saussine', 'Place Saussine']",residential,False,False,20.431,"LINESTRING (4.0912083 43.784179, 4.0910232 43.7841704, 4.0909548 43.7841637)",,,,,,,,
27459139,Rue Grenier à Sel,residential,False,False,12.449,"LINESTRING (4.0909457 43.7844054, 4.0907923 43.784389)",,,,,,,,
98352074,Place Saussine,residential,False,True,26.886,"LINESTRING (4.0909457 43.7844054, 4.0909548 43.7841637)",,,,,,,,
27459139,Rue Grenier à Sel,residential,False,True,24.982,"LINESTRING (4.0909457 43.7844054, 4.0910315 43.7844142, 4.0912558 43.7844217)",,,,,,,,
344137165,Rue Eugène Rouché,residential,False,False,65.798,"LINESTRING (4.0862443 43.7869094, 4.0862888 43.7868531, 4.086328 43.7868036, 4.0866509 43.7863956)",,,,,,,,
344137165,Rue Eugène Rouché,residential,False,False,111.633,"LINESTRING (4.0866509 43.7863956, 4.0869218 43.7860533, 4.0869506 43.7860154, 4.0872972 43.7855591, 4.0873279 43.7855187)",,,,,,,,
344137165,Rue Eugène Rouché,residential,False,True,65.798,"LINESTRING (4.0866509 43.7863956, 4.086328 43.7868036, 4.0862888 43.7868531, 4.0862443 43.7869094)",,,,,,,,
405031545,,residential,False,False,82.928,"LINESTRING (4.0866509 43.7863956, 4.0872782 43.7866164, 4.0873053 43.7866259, 4.0874212 43.7866667, 4.0875795 43.7867224)",,,,,,,,
107438234,Chemin de la Princesse,residential,False,False,34.092,"LINESTRING (4.0875795 43.7867224, 4.0877728 43.7864494)",,,,,,,,
405031545,,residential,False,True,82.928,"LINESTRING (4.0875795 43.7867224, 4.0874212 43.7866667, 4.0873053 43.7866259, 4.0872782 43.7866164, 4.0866509 43.7863956)",,,,,,,,
16309150,,unclassified,False,True,121.026,"LINESTRING (4.0922744 43.7818308, 4.0923234 43.7820346, 4.0923686 43.7821339, 4.0924636 43.7822994, 4.0924917 43.7823454, 4.092546 43.7824315, 4.0925802 43.7824698, 4.0926167 43.7824982, 4.0926657 43.7825284, 4.0927036 43.78254, 4.0927459 43.7825428, 4.0927834 43.7825405, 4.0928188 43.7825239, 4.0928236 43.7825085, 4.0928399 43.7824569, 4.0928427 43.7823713, 4.0928443 43.7823215)",,,,,,,,
850498509,Rue des Aires Prolongée,residential,False,True,4.547000000000001,"LINESTRING (4.0853899 43.7821808, 4.0854348 43.7821856, 4.0854459 43.7821869)",,,,,,,,
151556092,Route de Saussines,secondary,False,True,1.29,"LINESTRING (4.0854955 43.7812854, 4.0855114 43.7812871)",30,D 22,,,,,,
956314310,Rue des Reboussiers,residential,True,False,50.958,"LINESTRING (4.0854955 43.7812854, 4.0853747 43.7817353)",,,,,,,,
850538498,Venelle de Teinturier,residential,False,True,33.650000000000006,"LINESTRING (4.0912921 43.7825409, 4.0912002 43.7825226, 4.0911637 43.7826211, 4.0910487 43.782599, 4.0909866 43.7825891)",,,,,,,,
366092679,Rue Taillade,residential,True,False,187.77499999999998,"LINESTRING (4.0909866 43.7825891, 4.0909902 43.7825804, 4.0911223 43.7822201, 4.0911444 43.7821599, 4.0912697 43.7819306, 4.0913464 43.781828, 4.0914079 43.7817613, 4.0914767 43.7816501, 4.0915145 43.7814609, 4.0916658 43.7811202, 4.0917073 43.780993)",,,,,,,,
850538498,Venelle de Teinturier,residential,False,False,33.65,"LINESTRING (4.0909866 43.7825891, 4.0910487 43.782599, 4.0911637 43.7826211, 4.0912002 43.7825226, 4.0912921 43.7825409)",,,,,,,,
850508604,Rue des Reboussiers,residential,False,False,62.22,"LINESTRING (4.0853747 43.7817353, 4.0853123 43.7819609, 4.0854936 43.781996, 4.0854459 43.7821869)",,,,,,,,
850498509,Rue des Aires Prolongée,residential,False,False,4.547000000000001,"LINESTRING (4.0854459 43.7821869, 4.0854348 43.7821856, 4.0853899 43.7821808)",,,,,,,,
850498509,Rue des Aires Prolongée,residential,False,True,105.368,"LINESTRING (4.0854459 43.7821869, 4.0859538 43.7822474, 4.0859708 43.782249, 4.0866651 43.7823544, 4.0867347 43.782365)",,,,,,,,
850508604,Rue des Reboussiers,residential,False,True,62.22,"LINESTRING (4.0854459 43.7821869, 4.0854936 43.781996, 4.0853123 43.7819609, 4.0853747 43.7817353)",,,,,,,,
870944815,Impasse des Noisettes,residential,False,True,29.794,"LINESTRING (4.0953992 43.7815635, 4.0951645 43.7814618, 4.0950702 43.7814442)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,False,69.09899999999999,"LINESTRING (4.0950702 43.7814442, 4.0950732 43.7814591, 4.0948947 43.781574, 4.0948078 43.78161, 4.09472 43.7816302, 4.0945972 43.781641, 4.0943136 43.7816589)",,,,,,,,
107438701,Impasse de l'Olivette,residential,False,True,23.272,"LINESTRING (4.0950702 43.7814442, 4.0950646 43.7814168, 4.0950444 43.7813569, 4.0950311 43.7812977, 4.095035 43.7812378)",,,,,,,,
870944815,Impasse des Noisettes,residential,False,False,29.794,"LINESTRING (4.0950702 43.7814442, 4.0951645 43.7814618, 4.0953992 43.7815635)",,,,,,,,
366092652,Place de la République,tertiary,False,False,35.928,"LINESTRING (4.0898628 43.7848165, 4.0900162 43.7848381, 4.0900743 43.7848459, 4.0903026 43.7848764)",,,,,,,,
253452763,,unclassified,False,True,10.616,"LINESTRING (4.0857701 43.7787959, 4.0858381 43.7787903, 4.0859 43.7788014)",,,,,,,,
