osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,width,tunnel,access
89429751,True,,Rue Georges Bouzerait,residential,30,False,147.908,"LINESTRING (2.325259 48.8188577, 2.3251616 48.8188778, 2.3244124 48.8190105, 2.3237469 48.8191326, 2.3234249 48.8191937, 2.3233148 48.8192184)",,,,,
194960080,False,,,residential,,True,19.39,"LINESTRING (2.325259 48.8188577, 2.325337 48.8188469, 2.3255171 48.8188187)",,,,,
1010522879,True,3,Avenue Henri Ginoux,secondary,50,False,152.29999999999998,"LINESTRING (2.3233148 48.8192184, 2.3232958 48.8191931, 2.3232064 48.8190813, 2.3231043 48.8189533, 2.3228799 48.8186749, 2.3228631 48.8186535, 2.3224794 48.8181633, 2.3224652 48.8181446, 2.3224539 48.8181305, 2.322386 48.8180742, 2.3223161 48.8180201)",,,,,
4040527,True,2,Boulevard Romain Rolland,tertiary,30,False,76.22,"LINESTRING (2.3196474 48.8211174, 2.3205095 48.8209223, 2.3206322 48.8208951)",,,,,
"[182426577, 24692514, 182426578]",True,,Rue Pasteur,residential,30,False,174.82899999999998,"LINESTRING (2.3167371 48.8200664, 2.316563 48.8201048, 2.3164051 48.8201352, 2.3162809 48.8201566, 2.3162396 48.8201647, 2.3161924 48.8201738, 2.3161664 48.820179, 2.3157826 48.820251, 2.3151767 48.820364, 2.3146815 48.8204578, 2.3145596 48.8204808, 2.3145117 48.8204918, 2.3144559 48.82052)",,,,building_passage,
1072484029,False,2,Rue du 11 Novembre,residential,30,False,49.569,"LINESTRING (2.3167371 48.8200664, 2.3167518 48.8201035, 2.3167654 48.8201499, 2.3168666 48.8203509, 2.3169402 48.8204912)",,,,,
1072484029,False,2,Rue du 11 Novembre,residential,30,True,22.322000000000003,"LINESTRING (2.3167371 48.8200664, 2.3167177 48.8200124, 2.3166479 48.8198746)",,,,,
"[806440821, 98888398]",True,4,Avenue Aristide Briand,primary,50,False,46.394,"LINESTRING (2.325702 48.8193871, 2.325723 48.8196754, 2.325739 48.8197415, 2.3257586 48.8198018)",D 920,,,,
194960080,False,,,residential,,False,19.39,"LINESTRING (2.3255171 48.8188187, 2.325337 48.8188469, 2.325259 48.8188577)",,,,,
589840076,True,4,Avenue Aristide Briand,primary,50,False,52.68,"LINESTRING (2.3255171 48.8188187, 2.3254923 48.818517, 2.3254792 48.8183456)",D 920,,,,
362885119,True,2,,primary,30,False,91.93299999999999,"LINESTRING (2.3254365 48.8203761, 2.3253084 48.8204102, 2.3251135 48.8204541, 2.3247894 48.8205263, 2.3247081 48.8205427, 2.3245978 48.8205575, 2.3244835 48.8205529, 2.3243541 48.820541, 2.3243098 48.8205412, 2.3242734 48.8205436, 2.3242291 48.8205511)",,,,,
"[1243178934, 19843886, 1243178935]",True,3,Avenue de la Porte d'Orléans,primary,50,False,57.807,"LINESTRING (2.3254365 48.8203761, 2.3254524 48.8202186, 2.3254767 48.819979, 2.3254788 48.819965, 2.3254948 48.8198577)",D 920,yes,,,
28072799,True,,,primary,30,False,24.802,"LINESTRING (2.3257189 48.8202529, 2.3254365 48.8203761)",,,,,
"[354201857, 375721986, 28115172, 419487973, 375707540, 806440823, 806440824, 583041439]",True,3,Avenue de la Porte d'Orléans,primary,50,False,187.01799999999997,"LINESTRING (2.3257189 48.8202529, 2.3257102 48.8203102, 2.3256926 48.8204267, 2.3256663 48.8205091, 2.3256361 48.8205807, 2.3255718 48.8206888, 2.325547 48.8207467, 2.3255306 48.8208013, 2.325523 48.8208442, 2.3255143 48.8209205, 2.3254944 48.8213122, 2.3254745 48.8215957, 2.3254489 48.8217421, 2.3254435 48.8217724, 2.3254118 48.8219144)",,,,,
28073947,False,,,residential,,False,17.749,"LINESTRING (2.3252385 48.8183632, 2.3253306 48.818353, 2.3254792 48.8183456)",,,,,
28073947,False,,,residential,,True,17.749,"LINESTRING (2.3254792 48.8183456, 2.3253306 48.818353, 2.3252385 48.8183632)",,,,,
28073992,True,1,,secondary_link,50,False,93.33200000000001,"LINESTRING (2.3254792 48.8183456, 2.3255347 48.8182051, 2.3255231 48.8177803, 2.3255231 48.8177557, 2.3255237 48.8176927, 2.3255604 48.8175126)",,,,,
322819001,True,3,Avenue Aristide Briand,primary,50,False,91.87700000000001,"LINESTRING (2.3254792 48.8183456, 2.3254413 48.8177856, 2.3254402 48.8177555, 2.3254508 48.81752)",D 920,,,,
43789770,False,,,secondary,50,True,5.621,"LINESTRING (2.3255604 48.8175126, 2.3256367 48.817507)",,,,,
861299270,False,,,secondary,50,False,8.067,"LINESTRING (2.3255604 48.8175126, 2.3254508 48.81752)",,,,,
"[847828112, 847828113, 31612775]",True,3,Avenue de la Porte de Châtillon,primary,30,False,56.838,"LINESTRING (2.3143656 48.8223266, 2.3145126 48.8224074, 2.3148575 48.8225743, 2.3149846 48.8226348)",,yes,,,
"[31612777, 362885196, 362885173, 89666313]",True,"['1', '2']",Boulevard Périphérique Extérieur,trunk_link,30,False,208.02500000000003,"LINESTRING (2.3143656 48.8223266, 2.3146701 48.8223317, 2.3147335 48.8223173, 2.3153947 48.822158, 2.315882 48.8220379, 2.3161668 48.8219698, 2.3164371 48.8219103, 2.3166352 48.8218772, 2.3170789 48.8218171)",,,,,
731634234,True,,Boulevard Romain Rolland,tertiary,30,False,25.172000000000004,"LINESTRING (2.3143656 48.8223266, 2.3145842 48.8222629, 2.3146404 48.8222404, 2.3146735 48.8222268)",,,,,
362985277,True,2,Boulevard Périphérique Intérieur,trunk_link,30,False,19.284,"LINESTRING (2.3149846 48.8226348, 2.3147242 48.8226609)",,,,,
5466920,True,,Rue du Colonel Gillon,residential,30,False,49.427,"LINESTRING (2.3206322 48.8208951, 2.3205346 48.8208541, 2.3202941 48.8205216)",,,,,
347986233,True,,Boulevard Romain Rolland,tertiary,30,False,33.697,"LINESTRING (2.3206322 48.8208951, 2.3209221 48.8208325, 2.3210697 48.820801)",,,,,
178240588,True,,Rue Louis Rolland,residential,30,False,117.454,"LINESTRING (2.3189606 48.8171642, 2.3190692 48.8171427, 2.3196302 48.8170428, 2.3203878 48.816903, 2.3205059 48.8168808)",,,,,
224483429,True,,Place du Maréchal Leclerc,secondary,50,False,21.474000000000004,"LINESTRING (2.3189606 48.8171642, 2.3189789 48.8172009, 2.318979 48.8172395, 2.3189606 48.8172762, 2.3189258 48.8173073, 2.3188779 48.8173296)",,,,,
24692516,True,,Rue Radiguey,residential,30,False,60.519,"LINESTRING (2.314015 48.8194828, 2.3140491 48.8195558, 2.3142203 48.8199652, 2.3142377 48.8200069)",,,,,
1095434319,False,2,Rue Gabriel Péri,secondary,50,False,86.027,"LINESTRING (2.314015 48.8194828, 2.313041 48.8196707, 2.3128846 48.8196931)",D 50,,,,
1095434319,False,2,Rue Gabriel Péri,secondary,50,True,169.845,"LINESTRING (2.314015 48.8194828, 2.3140976 48.8194662, 2.3142768 48.8194337, 2.3147065 48.8193426, 2.3149094 48.8193069, 2.3149608 48.8192988, 2.3150112 48.8192897, 2.3151224 48.8192691, 2.3156923 48.819162, 2.3160915 48.8190889, 2.316244 48.8190605)",D 50,,,,
"[5466920, 1204870513, 196328985]",True,,"['Avenue Émile-Boutroux', 'Rue du Colonel Gillon']",residential,30,False,110.406,"LINESTRING (2.319711 48.8197373, 2.3196723 48.8197197, 2.3196612 48.8197041, 2.3193168 48.8192314, 2.3193081 48.8192174, 2.3192951 48.8192077, 2.3192847 48.8192029, 2.3192617 48.8191969, 2.3192391 48.8191928, 2.3192161 48.8191909, 2.3191944 48.8191928, 2.3191493 48.8191975, 2.3189275 48.8192585, 2.3188228 48.819286, 2.3187322 48.8192929)",,,,,
178240071,True,,Rue Gutenberg,residential,30,False,207.937,"LINESTRING (2.319711 48.8197373, 2.3191304 48.8199012, 2.3190969 48.8199224, 2.3189234 48.8199719, 2.3188577 48.8199929, 2.3188378 48.8200241, 2.3188459 48.8200487, 2.3196072 48.8210646, 2.3196474 48.8211174)",,,,,
703187227,True,,Rue Marcelin Berthelot,residential,30,False,109.206,"LINESTRING (2.3167321 48.8166294, 2.316688 48.8165568, 2.316667 48.8165213, 2.3162173 48.815789, 2.3161957 48.8157536, 2.3161734 48.8157188)",,,,,
38098705,True,,Place des États-Unis,living_street,20,False,101.545,"LINESTRING (2.3170147 48.8170891, 2.3169253 48.817112, 2.3161482 48.8173159, 2.3158338 48.8173984, 2.3158178 48.8174246, 2.3157865 48.8174681)",,,,,
"[1118580733, 1118580734]",True,,Rue Marcelin Berthelot,"['living_street', 'residential']","['20', '30']",False,55.146,"LINESTRING (2.3170147 48.8170891, 2.3169806 48.8170312, 2.3169668 48.8170091, 2.3167321 48.8166294)",,,,,
691397630,False,2,Avenue Jean Jaurès,living_street,20,False,24.656,"LINESTRING (2.3166444 48.8177333, 2.3169438 48.8178348)",D 63A,,,,
"[38102290, 635008639]",False,,Place des États-Unis,living_street,20,False,90.81700000000001,"LINESTRING (2.3166444 48.8177333, 2.3165557 48.8177535, 2.3165152 48.8177641, 2.3161862 48.8178439, 2.3161498 48.8178473, 2.3161133 48.8178418, 2.3160826 48.8178301, 2.31606 48.8178131, 2.3159607 48.8176529, 2.315925 48.8175953, 2.3158683 48.8175019, 2.3158505 48.8174882, 2.3157865 48.8174681)",,,,,
"[703187226, 1220327851]",True,,Rue Sylvine Candas,"['living_street', 'residential']",30,False,52.247,"LINESTRING (2.3166444 48.8177333, 2.3166689 48.8177269, 2.3167092 48.8177163, 2.3172553 48.8175729, 2.3173072 48.8175592)",,,,,
5466920,True,,Rue du Colonel Gillon,residential,30,False,97.10300000000001,"LINESTRING (2.3202941 48.8205216, 2.3200895 48.8202442, 2.3200533 48.820191, 2.319711 48.8197373)",,,,,
38286801,False,,Villa des Vergers,living_street,,True,35.809,"LINESTRING (2.3202941 48.8205216, 2.3202425 48.8205369, 2.3202156 48.8205449, 2.3198483 48.8206541)",,,,,
38286801,False,,Villa des Vergers,living_street,,False,35.809,"LINESTRING (2.3198483 48.8206541, 2.3202156 48.8205449, 2.3202425 48.8205369, 2.3202941 48.8205216)",,,,,
24692579,True,,Rue Blanche,residential,30,False,6.5,"LINESTRING (2.3218477 48.815572, 2.3219297 48.8155496)",,,,,
255228366,False,,Rue Jean Vallet,residential,30,True,5.818,"LINESTRING (2.3218477 48.815572, 2.321873 48.8156216)",,,,,
38287915,True,,Rue Myrtille Beer,residential,30,False,35.009,"LINESTRING (2.3219297 48.8155496, 2.3217918 48.8152892, 2.3217723 48.8152523)",,,,,
720487890,False,,Rue Blanche,residential,30,False,21.147000000000002,"LINESTRING (2.3219297 48.8155496, 2.3221921 48.8154889, 2.3222022 48.8154866)",,,,,
776767473,False,2,Avenue de la République,secondary,50,True,110.048,"LINESTRING (2.3181928 48.8162375, 2.3181682 48.8161978, 2.3179559 48.8158551, 2.3177217 48.8154768, 2.3176949 48.8154335, 2.3176705 48.8153941, 2.3176252 48.8153211)",D 63,,,,
"[1191915795, 1191915796]",False,2,Avenue de la République,secondary,50,False,104.321,"LINESTRING (2.3181928 48.8162375, 2.3182291 48.8162961, 2.3183718 48.8165264, 2.3186735 48.8170134, 2.3187309 48.8171062)",D 63,,,,
"[1192970444, 35879141]",True,,Cité Rondelet,living_street,,False,115.489,"LINESTRING (2.3181928 48.8162375, 2.318138 48.816252, 2.3181194 48.8162571, 2.3181138 48.8162586, 2.31809 48.816265, 2.3167779 48.8166181, 2.3167584 48.8166232, 2.3167321 48.8166294)",,,,,destination
"[38102290, 635008639]",False,,Place des États-Unis,living_street,20,True,90.817,"LINESTRING (2.3157865 48.8174681, 2.3158505 48.8174882, 2.3158683 48.8175019, 2.315925 48.8175953, 2.3159607 48.8176529, 2.31606 48.8178131, 2.3160826 48.8178301, 2.3161133 48.8178418, 2.3161498 48.8178473, 2.3161862 48.8178439, 2.3165152 48.8177641, 2.3165557 48.8177535, 2.3166444 48.8177333)",,,,,
4039907,True,2,Rue Gabriel Péri,secondary,50,False,34.312,"LINESTRING (2.3249605 48.8175898, 2.3251064 48.8175404, 2.3251599 48.8175255, 2.3252169 48.817515, 2.3252981 48.8175021, 2.3253364 48.817509, 2.3253966 48.8175234)",D 50,,,,
"[589840074, 733206667]",False,4,Rue Gabriel Péri,secondary,50,True,63.772000000000006,"LINESTRING (2.3249605 48.8175898, 2.3248756 48.8176037, 2.3245606 48.8176569, 2.3243537 48.8176919, 2.3241167 48.817732)",D 50,,,,
589840073,True,3,Avenue Aristide Briand,primary,50,False,64.804,"LINESTRING (2.3256641 48.8169245, 2.325648 48.8173014, 2.3256441 48.8173462, 2.3256367 48.817507)",D 920,,,,
1196041059,True,1,,secondary_link,50,False,66.361,"LINESTRING (2.3256641 48.8169245, 2.3255976 48.8170448, 2.3255839 48.8173445, 2.325576 48.8174368, 2.3255604 48.8175126)",,,,,
53498412,False,,Villa des Fleurs,residential,30,False,88.24,"LINESTRING (2.3145633 48.8153421, 2.3135204 48.8156452, 2.3134614 48.8156634)",,,,,destination
24692575,False,,Rue Guillot,residential,30,False,74.893,"LINESTRING (2.3134614 48.8156634, 2.3130672 48.8150874, 2.313041 48.8150494)",,,,,
24692575,False,,Rue Guillot,residential,30,True,46.498000000000005,"LINESTRING (2.3134614 48.8156634, 2.3136743 48.8159926, 2.3137089 48.8160485)",,,,,
53498412,False,,Villa des Fleurs,residential,30,True,88.24,"LINESTRING (2.3134614 48.8156634, 2.3135204 48.8156452, 2.3145633 48.8153421)",,,,,destination
742357347,True,,Rue Périer,residential,30,False,68.838,"LINESTRING (2.3142748 48.8146433, 2.3147797 48.8144973, 2.3150618 48.814421, 2.3151389 48.8143995)",,,,,
5103616,True,,Boulevard Brune,primary,50,False,11.913,"LINESTRING (2.3256156 48.8232351, 2.3254625 48.8232714)",,,,,
4039087,True,3,Place du 25 Août 1944,primary,50,False,22.98,"LINESTRING (2.3254625 48.8232714, 2.325435 48.8231835, 2.3254255 48.8231524, 2.3253998 48.8230689)",,,,,
776764634,True,1,Avenue Henri Ginoux,tertiary,50,False,38.828,"LINESTRING (2.3216293 48.81704, 2.3215072 48.8168304, 2.3214896 48.8167997, 2.3214366 48.8167147)",,,,,
224483429,True,,Place du Maréchal Leclerc,secondary,50,False,19.634999999999998,"LINESTRING (2.3187309 48.8171062, 2.3187833 48.8170986, 2.3188368 48.8171013, 2.3188868 48.817114, 2.3189293 48.8171355, 2.3189606 48.8171642)",,,,,
"[1191915795, 1191915796]",False,2,Avenue de la République,secondary,50,True,104.32100000000001,"LINESTRING (2.3187309 48.8171062, 2.3186735 48.8170134, 2.3183718 48.8165264, 2.3182291 48.8162961, 2.3181928 48.8162375)",D 63,,,,
38165979,False,3,Avenue de la Porte de Montrouge,tertiary,30,False,181.64,"LINESTRING (2.3226622 48.822658, 2.3226038 48.8225426, 2.3225136 48.8223386, 2.3221664 48.821969, 2.3214717 48.821235)",,,,,
611633070,False,2,Avenue Ernest Reyer,tertiary,30,True,96.162,"LINESTRING (2.3226622 48.822658, 2.322847 48.822595, 2.3239111 48.8223979)",,,,,
682073887,True,2,Avenue Ernest Reyer,tertiary,30,False,55.856,"LINESTRING (2.3226622 48.822658, 2.3225148 48.8227119, 2.3219615 48.8228548)",,,,,
24331232,True,,Rue Edmond Rousse,residential,30,False,106.30399999999999,"LINESTRING (2.3239111 48.8223979, 2.3239512 48.8224779, 2.3242777 48.8231254, 2.3243104 48.8231888, 2.3243328 48.8232347, 2.3243729 48.8233042)",,,,,
611633070,False,2,Avenue Ernest Reyer,tertiary,30,False,96.162,"LINESTRING (2.3239111 48.8223979, 2.322847 48.822595, 2.3226622 48.822658)",,,,,
"[1228634120, 607109514, 1228634122, 526300973, 611633070, 4040531, 630017334]",False,2,"['Avenue Ernest Reyer', 'Place Édith Thomas']",tertiary,30,True,95.525,"LINESTRING (2.3239111 48.8223979, 2.3241501 48.8223472, 2.3243916 48.8222929, 2.3244883 48.8222709, 2.3246726 48.8222282, 2.3247487 48.8222104, 2.3248236 48.8221929, 2.3249103 48.8221726, 2.3249779 48.8221568, 2.3251445 48.8221178)",,,,,
178240588,True,,Rue Louis Rolland,residential,30,False,70.614,"LINESTRING (2.3205059 48.8168808, 2.3205992 48.816863, 2.3213015 48.816736, 2.3213471 48.8167273, 2.3214366 48.8167147)",,,,,
"[1118580725, 178240589]",False,,Rue Victor Hugo,residential,30,True,243.656,"LINESTRING (2.3205059 48.8168808, 2.3204863 48.8168478, 2.3202335 48.816418, 2.3202116 48.8163832, 2.3193149 48.8149037, 2.3192766 48.8148446)",,,,,
24692488,True,,Rue Amaury Duval,residential,30,False,120.39500000000001,"LINESTRING (2.3235842 48.816719, 2.3236183 48.8168003, 2.3236378 48.8168302, 2.3238581 48.8170533, 2.323895 48.8171492, 2.3240878 48.8176573, 2.3241167 48.817732)",,,,,
178241058,True,1,Villa Leblanc,residential,30,False,147.644,"LINESTRING (2.3235842 48.816719, 2.3235029 48.8167338, 2.3219046 48.8170016, 2.3218503 48.8170015, 2.3217042 48.817027, 2.3216293 48.81704)",,,,,
193508575,False,,Rue du 11 Novembre,residential,30,False,20.744,"LINESTRING (2.3166745 48.820556, 2.3169402 48.8204912)",,,,,
193508575,False,,Rue du 11 Novembre,residential,30,True,34.244,"LINESTRING (2.3173857 48.8203974, 2.3169402 48.8204912)",,,,,
196328985,True,,Avenue Émile-Boutroux,residential,30,False,39.838,"LINESTRING (2.3171362 48.8197238, 2.3170903 48.8197548, 2.3169386 48.8197945, 2.3169038 48.8198036, 2.3167282 48.8198518, 2.3166479 48.8198746)",,,,,
197401331,True,,Avenue Émile-Boutroux,residential,30,False,4.98,"LINESTRING (2.3171114 48.8196821, 2.3171362 48.8197238)",,,,,
196328972,True,,Avenue Émile-Boutroux,residential,30,False,134.841,"LINESTRING (2.3171114 48.8196821, 2.3187178 48.8192482, 2.3187475 48.819251, 2.3187572 48.8192648, 2.3187548 48.8192783, 2.3187322 48.8192929)",,,,,
224483432,True,,Avenue Jean Jaurès,tertiary,30,False,15.503,"LINESTRING (2.3190049 48.8186007, 2.3189782 48.8185124, 2.3190184 48.8184707)",D 63A,,,,
"[755416769, 221899895]",False,2,Rue Gabriel Péri,secondary,"['30', '50']",False,26.414,"LINESTRING (2.3190049 48.8186007, 2.3187585 48.8186555, 2.3186592 48.8186665)",D 50,,,,
755416769,False,2,Rue Gabriel Péri,secondary,30,True,3.5189999999999997,"LINESTRING (2.3190049 48.8186007, 2.3190416 48.8185943, 2.3190506 48.8185913)",D 50,,,,
196328985,True,,Avenue Émile-Boutroux,residential,30,False,126.292,"LINESTRING (2.3187322 48.8192929, 2.3171362 48.8197238)",,,,,
1072484029,False,2,Rue du 11 Novembre,residential,30,False,9.328,"LINESTRING (2.3166059 48.8197954, 2.3166479 48.8198746)",,,,,
196328972,True,,Avenue Émile-Boutroux,residential,30,False,39.574,"LINESTRING (2.3166059 48.8197954, 2.3166871 48.8197734, 2.3170422 48.8196784, 2.3171114 48.8196821)",,,,,
1072484029,False,2,Rue du 11 Novembre,residential,30,True,23.405,"LINESTRING (2.3166059 48.8197954, 2.316559 48.8197031, 2.3165044 48.8195958)",,,,,
1072484029,False,2,Rue du 11 Novembre,residential,30,True,9.328,"LINESTRING (2.3166479 48.8198746, 2.3166059 48.8197954)",,,,,
1072484029,False,2,Rue du 11 Novembre,residential,30,False,22.322000000000003,"LINESTRING (2.3166479 48.8198746, 2.3167177 48.8200124, 2.3167371 48.8200664)",,,,,
193508575,False,,Rue du 11 Novembre,residential,30,False,34.244,"LINESTRING (2.3169402 48.8204912, 2.3173857 48.8203974)",,,,,
193508575,False,,Rue du 11 Novembre,residential,30,True,20.744,"LINESTRING (2.3169402 48.8204912, 2.3166745 48.820556)",,,,,
1072484029,False,2,Rue du 11 Novembre,residential,30,True,49.569,"LINESTRING (2.3169402 48.8204912, 2.3168666 48.8203509, 2.3167654 48.8201499, 2.3167518 48.8201035, 2.3167371 48.8200664)",,,,,
221899895,False,2,Rue Gabriel Péri,secondary,50,False,112.04299999999999,"LINESTRING (2.3186592 48.8186665, 2.3183282 48.8187083, 2.3177018 48.8187829, 2.3174412 48.8188267, 2.3173488 48.818844, 2.3171647 48.8188792)",D 50,,,,
"[755416769, 221899895]",False,2,Rue Gabriel Péri,secondary,"['50', '30']",True,26.414,"LINESTRING (2.3186592 48.8186665, 2.3187585 48.8186555, 2.3190049 48.8186007)",D 50,,,,
175778189,True,,Rue René Barthelemy,residential,30,False,11.133,"LINESTRING (2.3171647 48.8188792, 2.3171136 48.8187849)",,,,,
221899895,False,2,Rue Gabriel Péri,secondary,50,False,70.361,"LINESTRING (2.3171647 48.8188792, 2.3170419 48.8189044, 2.3164957 48.8190111, 2.3164771 48.8190146, 2.3164274 48.8190242, 2.316343 48.8190399, 2.316244 48.8190605)",D 50,,,,
221899895,False,2,Rue Gabriel Péri,secondary,50,True,112.04299999999999,"LINESTRING (2.3171647 48.8188792, 2.3173488 48.818844, 2.3174412 48.8188267, 2.3177018 48.8187829, 2.3183282 48.8187083, 2.3186592 48.8186665)",D 50,,,,
704397061,True,,Rue Edgar Quinet,residential,30,False,5.17,"LINESTRING (2.3212367 48.8199513, 2.321265 48.8199939)",,,,,
5466907,True,,Rue Edgar Quinet,residential,30,False,99.804,"LINESTRING (2.3212367 48.8199513, 2.3207321 48.8191807, 2.3206966 48.8191272)",,,,,
255228366,False,,Rue Jean Vallet,residential,30,False,5.818,"LINESTRING (2.321873 48.8156216, 2.3218477 48.815572)",,,,,
"[984820038, 352223974, 4040526, 645950261, 186201175, 38165982]",True,"['1', '2']",Rue de la Légion Étrangère,primary,50,False,170.31199999999998,"LINESTRING (2.3251074 48.8219675, 2.3250775 48.8218798, 2.3250737 48.82187, 2.3250673 48.8218537, 2.3250197 48.8217798, 2.3249391 48.8216588, 2.3248641 48.8215462, 2.3246569 48.8212351, 2.3244979 48.8209803, 2.3244551 48.820912, 2.3243304 48.8207128, 2.3242707 48.8206219, 2.3242291 48.8205511)",,,,,
549009560,True,,Place Édith Thomas,tertiary,30,False,23.366,"LINESTRING (2.3251074 48.8219675, 2.3252354 48.8219276, 2.3254118 48.8219144)",,,,,
776764633,True,1,Avenue Henri Ginoux,tertiary,50,False,116.33099999999999,"LINESTRING (2.3206525 48.8155026, 2.3206305 48.8154484, 2.3206159 48.8153885, 2.3206097 48.8153375, 2.3206189 48.8152934, 2.3207124 48.8150475, 2.3207454 48.8149646, 2.3207518 48.8149309, 2.3207485 48.8148976, 2.3205474 48.8145666, 2.3205027 48.8145023)",,,,,
549927621,True,,Place Édith Thomas,primary,50,False,16.831,"LINESTRING (2.3254118 48.8219144, 2.3253887 48.822065)",,,,,
38102720,True,,Rue Sylvine Candas,residential,30,False,102.275,"LINESTRING (2.318612 48.8172326, 2.3184736 48.8172561, 2.3178517 48.8174162, 2.3178322 48.8174213, 2.3173362 48.8175516, 2.3173072 48.8175592)",,,,,
517779715,True,,Place du Maréchal Leclerc,secondary,50,False,17.733,"LINESTRING (2.318612 48.8172326, 2.3186135 48.8172007, 2.3186274 48.8171701, 2.3186529 48.817143, 2.3186882 48.8171212, 2.3187309 48.8171062)",,,,,
674434173,True,,Rue Marcelin Berthelot,living_street,30,False,56.49,"LINESTRING (2.3173072 48.8175592, 2.3170592 48.8171591, 2.3170147 48.8170891)",,,,,
703103246,True,2,Rue Gabriel Péri,secondary,30,False,9.642,"LINESTRING (2.3190506 48.8185913, 2.3191571 48.8185403)",D 50,,,,
755416769,False,2,Rue Gabriel Péri,secondary,30,False,3.5189999999999997,"LINESTRING (2.3190506 48.8185913, 2.3190416 48.8185943, 2.3190049 48.8186007)",D 50,,,,
704397059,False,,Rue Edgar Quinet,residential,30,True,4.142,"LINESTRING (2.3212881 48.8200279, 2.321265 48.8199939)",,,,,
246334260,True,,Rue Edgar Quinet,residential,30,False,76.684,"LINESTRING (2.3212881 48.8200279, 2.3216666 48.8205953, 2.321712 48.8206585)",,,,,
715157806,False,,Rue Rabelais,residential,30,False,34.102000000000004,"LINESTRING (2.3211244 48.8190059, 2.3207461 48.8191132, 2.3206966 48.8191272)",,,,,
1077962708,False,,Rue Gabriel Péri,secondary,50,False,3.986,"LINESTRING (2.3253966 48.8175234, 2.3254508 48.81752)",D 50,,,,
43789772,True,2,Rue Gabriel Péri,secondary,50,False,33.879,"LINESTRING (2.3253966 48.8175234, 2.3253432 48.8175496, 2.3253163 48.8175642, 2.3252402 48.8175778, 2.3251665 48.8175911, 2.3249605 48.8175898)",D 50,,,,
1077962707,False,,Rue Barbès,secondary,50,True,1.802,"LINESTRING (2.3256611 48.8175049, 2.3256367 48.817507)",D 50,,,,
"[1134015440, 294875301]",True,2,Rue Gabriel Péri,secondary,30,False,33.597,"LINESTRING (2.3191571 48.8185403, 2.3193958 48.8184978, 2.3196067 48.8185092)",D 50,,,,
