osmid,ref,name,highway,oneway,reversed,length,junction,geometry,tunnel
819759770,,,residential,False,True,131.902,,"LINESTRING (47.7961849 37.3916965, 47.7956446 37.391348, 47.7948691 37.3912016)",
819759772,,,residential,False,False,87.94,,"LINESTRING (47.7933935 37.3936543, 47.792825 37.3936563, 47.7923983 37.3936449)",
"[1188313105, 819759766]",,,residential,False,"[False, True]",134.012,,"LINESTRING (47.7933935 37.3936543, 47.7933677 37.3938415, 47.7931571 37.393931, 47.7930835 37.3940606, 47.7923983 37.3936449)",
"[1188313101, 1188313102, 1188313103]",,,residential,False,True,101.848,,"LINESTRING (47.7933935 37.3936543, 47.7937444 37.3936977, 47.7941913 37.3937533, 47.7945358 37.3937732)",yes
819759764,,,residential,False,True,87.916,,"LINESTRING (47.793632 37.3947985, 47.7934394 37.3955742)",
819759758,,,residential,False,False,109.0,,"LINESTRING (47.793632 37.3947985, 47.7932898 37.394803, 47.7924475 37.3950353)",
819759764,,,residential,False,False,303.21799999999996,,"LINESTRING (47.793632 37.3947985, 47.79375 37.394323, 47.7939312 37.3932188, 47.7940408 37.3922812, 47.7941932 37.3921386)",
397448224,,شهید باهنر,tertiary,False,False,40.585,,"LINESTRING (47.796863 37.3971413, 47.7967924 37.3971871, 47.7964702 37.3973288)",
397448224,,شهید باهنر,tertiary,False,True,116.291,,"LINESTRING (47.796863 37.3971413, 47.7973398 37.3968324, 47.7977711 37.3963932)",
839070152,,باهنر ۹,residential,False,False,288.88,,"LINESTRING (47.796863 37.3971413, 47.7980719 37.3980031, 47.7985202 37.3982924, 47.7987537 37.3984891, 47.7993542 37.3981621)",
839070153,,,residential,False,False,111.402,,"LINESTRING (47.7964702 37.3973288, 47.79739 37.3980142)",
397448224,,شهید باهنر,tertiary,False,False,26.546999999999997,,"LINESTRING (47.7964702 37.3973288, 47.7962547 37.3974236, 47.7962064 37.3974431)",
397448224,,شهید باهنر,tertiary,False,True,40.585,,"LINESTRING (47.7964702 37.3973288, 47.7967924 37.3971871, 47.796863 37.3971413)",
839070153,,,residential,False,True,111.402,,"LINESTRING (47.79739 37.3980142, 47.7964702 37.3973288)",
397448224,,شهید باهنر,tertiary,False,False,40.654,,"LINESTRING (47.7962064 37.3974431, 47.7957963 37.397609)",
839070154,,,residential,False,False,108.638,,"LINESTRING (47.7962064 37.3974431, 47.7970865 37.3981255)",
397448224,,شهید باهنر,tertiary,False,True,26.546999999999997,,"LINESTRING (47.7962064 37.3974431, 47.7962547 37.3974236, 47.7964702 37.3973288)",
839070154,,,residential,False,True,108.638,,"LINESTRING (47.7970865 37.3981255, 47.7962064 37.3974431)",
839070156,,,residential,False,True,45.937,,"LINESTRING (47.7974974 37.39259, 47.7972656 37.3929598)",
839720803,,,residential,False,True,113.57,,"LINESTRING (47.7963692 37.3931583, 47.7960688 37.3933458, 47.795704 37.3933841, 47.7955592 37.393431, 47.7951926 37.393508)",
819759759,,,residential,False,True,35.935,,"LINESTRING (47.7951926 37.393508, 47.7952608 37.3938266)",
819759759,,,residential,False,False,146.099,,"LINESTRING (47.7951926 37.393508, 47.7951788 37.3934435, 47.7948525 37.3929957, 47.7956138 37.3925851)",
839720803,,,residential,False,False,113.57,,"LINESTRING (47.7951926 37.393508, 47.7955592 37.393431, 47.795704 37.3933841, 47.7960688 37.3933458, 47.7963692 37.3931583)",
1118303772,,,residential,False,False,8.629,,"LINESTRING (47.7976945 37.394101, 47.7977881 37.3940788)",
1118303772,,,residential,False,True,55.168,,"LINESTRING (47.7976945 37.394101, 47.7970961 37.3942429)",
839720804,,,residential,False,True,146.53300000000002,,"LINESTRING (47.7976945 37.394101, 47.7977371 37.3942621, 47.797882 37.3945349, 47.7981341 37.3943942, 47.7985659 37.3949014)",
413736974,32,زنجان - میانه,primary,False,True,104.767,,"LINESTRING (47.7941932 37.3921386, 47.7942476 37.3911974)",
413736974,32,زنجان - میانه,primary,False,False,145.995,,"LINESTRING (47.7941932 37.3921386, 47.7941528 37.392725, 47.7941194 37.3934502)",
819759764,,,residential,False,True,303.218,,"LINESTRING (47.7941932 37.3921386, 47.7940408 37.3922812, 47.7939312 37.3932188, 47.79375 37.394323, 47.793632 37.3947985)",
413736974,32,زنجان - میانه,primary,False,False,62.662,,"LINESTRING (47.7941194 37.3934502, 47.7940326 37.3940095)",
1188313100,,شهید رجایی,tertiary,True,False,51.412,,"LINESTRING (47.7941194 37.3934502, 47.7945358 37.3937732)",
413736974,32,زنجان - میانه,primary,False,True,145.995,,"LINESTRING (47.7941194 37.3934502, 47.7941528 37.392725, 47.7941932 37.3921386)",
413736974,32,زنجان - میانه,primary,False,True,62.662,,"LINESTRING (47.7940326 37.3940095, 47.7941194 37.3934502)",
413736974,32,زنجان - میانه,primary,False,False,206.728,,"LINESTRING (47.7940326 37.3940095, 47.7939609 37.3943981, 47.7938129 37.3949667, 47.793587 37.3958341)",
