osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,width,geometry,ref,access,junction
25098736,2,Palangos g.,residential,50,False,False,72.03,,,"LINESTRING (25.2773304 54.6828389, 25.2775091 54.6828493, 25.2783067 54.682905, 25.2784006 54.6829117, 25.2784432 54.6829147)",,,
"[442049634, 62271807]","['4', '3']",Pylimo g.,primary,50,True,False,190.31399999999996,,,"LINESTRING (25.2773304 54.6828389, 25.2773214 54.6828728, 25.2773093 54.682921, 25.2772105 54.6833132, 25.2771398 54.6835938, 25.2771288 54.6836428, 25.2770993 54.683859, 25.2770935 54.6840984, 25.2771306 54.6844308, 25.2771756 54.6845375)",,,
4924914,,Vilniaus g.,residential,40,True,False,104.47399999999999,,5,"LINESTRING (25.2792955 54.683741, 25.2793234 54.6836344, 25.2793705 54.6834971, 25.2794107 54.6833943, 25.279524 54.6831435, 25.2795656 54.6830591, 25.2795838 54.6830194, 25.2796576 54.6828257)",,,
5036752,4,K. Kalinausko g.,residential,50,False,True,137.697,,,"LINESTRING (25.2751913 54.6827901, 25.2752264 54.6827902, 25.2759665 54.6827916, 25.2761476 54.6827903, 25.2766085 54.6828092, 25.2771198 54.6828302, 25.2773304 54.6828389)",,,
47014123,,Rožių al.,residential,50,False,False,82.246,,,"LINESTRING (25.2751913 54.6827901, 25.2751908 54.6828352, 25.2751814 54.6832392, 25.2751838 54.6834013, 25.2751808 54.6835297)",,,
47014123,,Rožių al.,residential,50,False,True,82.246,,,"LINESTRING (25.2751808 54.6835297, 25.2751838 54.6834013, 25.2751814 54.6832392, 25.2751908 54.6828352, 25.2751913 54.6827901)",,,
97825445,1,A. Goštauto g.,primary,50,True,False,35.939,,,"LINESTRING (25.2794113 54.6901545, 25.2799163 54.6900157)",,,
95559503,,Vilniaus g.,secondary,50,True,False,103.47399999999999,,,"LINESTRING (25.2794113 54.6901545, 25.2795826 54.6900575, 25.2796563 54.690011, 25.2797046 54.6899658, 25.2797368 54.6899164, 25.2797824 54.6898017, 25.2800352 54.689318)",,,
104020537,3,,primary_link,50,True,False,50.429,,,"LINESTRING (25.2794113 54.6901545, 25.2795351 54.6901644, 25.2796421 54.6901921, 25.279733 54.690227, 25.2798081 54.6902723, 25.2798513 54.6903406, 25.2798862 54.6904538)",A1;A2;A4;A14;A16,,
514446741,,Vilniaus g.,living_street,20,False,False,68.032,,3,"LINESTRING (25.2794846 54.6855983, 25.2794792 54.6850389, 25.2794767 54.6849865)",,,
142899307,,Totorių g.,residential,40,True,False,26.22,,5,"LINESTRING (25.2832162 54.6828312, 25.2833955 54.6826194)",,,
379377258,,,residential,,False,False,7.162,,,"LINESTRING (25.2832162 54.6828312, 25.2833204 54.682854)",,,
798360888,,Šv. Ignoto g.,residential,40,True,False,12.513,,6,"LINESTRING (25.2811733 54.6828439, 25.2813201 54.68277)",,,
917841697,,Šv. Ignoto g.,residential,40,False,True,23.603,,6,"LINESTRING (25.2811733 54.6828439, 25.2808955 54.6829827)",,,
142899307,,Totorių g.,residential,40,True,False,78.813,,5,"LINESTRING (25.282766 54.6834837, 25.2827768 54.6834451, 25.2827976 54.6834114, 25.2828362 54.6833542, 25.2828421 54.683333, 25.2828403 54.6832952, 25.2828464 54.6832763, 25.2830637 54.6829988, 25.2832162 54.6828312)",,,
1130670047,1,,residential,40,True,False,10.687,,4,"LINESTRING (25.282766 54.6834837, 25.2827767 54.6834728, 25.2827931 54.6834647, 25.2828129 54.6834603, 25.2828342 54.6834599, 25.2828545 54.6834637, 25.2828714 54.6834712, 25.282883 54.6834815, 25.2828875 54.6834907)",,,roundabout
747130522,3,A. Jakšto g.,secondary,50,True,False,8.715,,,"LINESTRING (25.2759128 54.6897418, 25.275943 54.6898034, 25.2759485 54.6898174)",,,
318260034,,Šv. Jurgio g.,living_street,20,False,True,79.323,,,"LINESTRING (25.2823206 54.6869696, 25.282931 54.6872446, 25.2830627 54.6873043, 25.2831056 54.6873113, 25.2831445 54.6873089, 25.2831915 54.6872973, 25.283314 54.6872396)",,,
25098736,2,Palangos g.,residential,50,False,True,72.03,,,"LINESTRING (25.2784432 54.6829147, 25.2784006 54.6829117, 25.2783067 54.682905, 25.2775091 54.6828493, 25.2773304 54.6828389)",,,
360103226,1,,residential,,True,False,30.18,,,"LINESTRING (25.2799595 54.6897624, 25.2800247 54.6898467, 25.280089 54.689887, 25.2801695 54.6899087, 25.2802956 54.6899103)",,,
661445602,2,Vilniaus g.,secondary,50,True,False,28.302,,,"LINESTRING (25.2799595 54.6897624, 25.2799301 54.6899346, 25.2799163 54.6900157)",,,
379377258,,,residential,,False,True,7.162,,,"LINESTRING (25.2833204 54.682854, 25.2832162 54.6828312)",,,
571112598,,J. Žemaičio a.,residential,40,True,False,76.768,,,"LINESTRING (25.2833204 54.682854, 25.2831712 54.6830364, 25.2829384 54.6833156, 25.2829081 54.6833723, 25.2828921 54.6834226, 25.2828922 54.683445, 25.2828905 54.6834696, 25.2828875 54.6834907)",,,
379377259,,,residential,,False,False,7.499,,,"LINESTRING (25.2833955 54.6826194, 25.2834908 54.6826583)",,,
379377259,,,residential,,False,True,7.499,,,"LINESTRING (25.2834908 54.6826583, 25.2833955 54.6826194)",,,
571112598,,J. Žemaičio a.,residential,40,True,False,24.362,,,"LINESTRING (25.2834908 54.6826583, 25.2833204 54.682854)",,,
379528506,2,Liejyklos g.,living_street,20,False,False,52.020999999999994,,,"LINESTRING (25.2829224 54.6835325, 25.2830242 54.683546, 25.2835429 54.6836185, 25.2836086 54.6836402, 25.2836822 54.6836754)",,,
1130670054,2,Liejyklos g.,living_street,20,True,False,4.995,,,"LINESTRING (25.2829224 54.6835325, 25.2828954 54.6835302, 25.282881 54.68353, 25.2828719 54.6835298, 25.282845 54.6835304)",,,
405502127,,,living_street,20,False,False,19.967,,,"LINESTRING (25.2846732 54.6867866, 25.2848386 54.6869386)",,,
1157023407,,Žygimanto Liauksmino g.,living_street,20,True,False,42.734,,,"LINESTRING (25.2846732 54.6867866, 25.2847928 54.6867691, 25.2851225 54.686726, 25.2853232 54.6867067)",,,
917841697,,Šv. Ignoto g.,residential,40,False,False,23.603,,6,"LINESTRING (25.2808955 54.6829827, 25.2811733 54.6828439)",,,
1130670047,1,,residential,40,True,False,1.056,,4,"LINESTRING (25.2828875 54.6834907, 25.2828877 54.6835002)",,,roundabout
1077046661,,Vilniaus g.,residential,,False,True,14.678,,,"LINESTRING (25.279551 54.6870171, 25.2795505 54.6871491)",,,
25963591,3,A. Goštauto g.,primary,50,True,False,43.86200000000001,,,"LINESTRING (25.2758518 54.6911424, 25.2759186 54.6911199, 25.2759672 54.6911066, 25.2760383 54.6910887, 25.2761205 54.6910702, 25.2763621 54.6910296, 25.2764904 54.6910072)",A1;A2;A4;A14;A16,,
25963591,3,A. Goštauto g.,primary,50,True,False,100.52499999999999,,,"LINESTRING (25.2764904 54.6910072, 25.2778432 54.6907814, 25.2779906 54.6907518)",A1;A2;A4;A14;A16,,
747130523,3,A. Jakšto g.,secondary,50,True,False,11.037,,,"LINESTRING (25.2764904 54.6910072, 25.2765251 54.6910894, 25.2765237 54.6910978, 25.2765178 54.691103)",,,
7647528,,Universiteto g.,living_street,20,False,False,134.45999999999998,,,"LINESTRING (25.2865112 54.6828372, 25.286532 54.6828908, 25.2866623 54.6831208, 25.2866643 54.683144, 25.286653 54.683169, 25.28661 54.6832139, 25.2866069 54.6832464, 25.2867072 54.683718, 25.2867355 54.6839682, 25.2867156 54.6840204)",,,
1130670047,1,,residential,40,True,False,4.555,,4,"LINESTRING (25.2828877 54.6835002, 25.2828806 54.6835132, 25.2828657 54.6835238, 25.282845 54.6835304)",,,roundabout
1130670053,,Liejyklos g.,living_street,,True,False,4.648,,,"LINESTRING (25.2828877 54.6835002, 25.2828889 54.683511, 25.2828947 54.6835211, 25.2829031 54.6835277, 25.2829224 54.6835325)",,,
1130670047,1,,residential,40,True,False,8.975,,4,"LINESTRING (25.282845 54.6835304, 25.2828216 54.6835322, 25.2827987 54.6835289, 25.2827796 54.6835209, 25.2827668 54.6835094, 25.2827639 54.6835006, 25.2827624 54.683496, 25.282766 54.6834837)",,,roundabout
