osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,bridge,width,junction
173093669,False,Olsztyńska,tertiary,False,122.89500000000001,"LINESTRING (21.766499 54.0362157, 21.766332 54.0362323, 21.7662011 54.0362426, 21.7661109 54.0362464, 21.7659884 54.0362452, 21.7658006 54.0362403, 21.7652978 54.0362055, 21.7649597 54.0361889, 21.7647618 54.0361882, 21.7646257 54.0361893)",2,50,,,,
393028897,True,Olsztyńska,tertiary,False,42.015,"LINESTRING (21.766499 54.0362157, 21.7667704 54.0361649, 21.7669566 54.0361528, 21.7671259 54.0361378)",1,50,,,,
1124011919,False,Wincentego Witosa,living_street,False,53.596,"LINESTRING (21.7650574 54.0346813, 21.765049 54.0346617, 21.7650391 54.0346389, 21.7649576 54.0344837, 21.7648464 54.034263, 21.7648274 54.0342187)",,,,,,
177648047,True,Generała Józefa Zajączka,residential,False,78.838,"LINESTRING (21.7680561 54.0360215, 21.7680106 54.0359507, 21.7678843 54.0355892, 21.7677938 54.0353303)",1,,,,,
393028900,True,Plac Grunwaldzki,tertiary,False,45.889,"LINESTRING (21.7680561 54.0360215, 21.7683319 54.0359907, 21.7685671 54.035984, 21.7687531 54.035992)",1,50,,,,
177648048,True,Plac Grunwaldzki,tertiary,False,173.10100000000003,"LINESTRING (21.7676604 54.0365405, 21.7678405 54.0365116, 21.7697166 54.0362168, 21.7698047 54.0361985, 21.7698644 54.0361814, 21.7699082 54.0361599, 21.7699254 54.0361511, 21.7699522 54.0361373, 21.7699954 54.0361074, 21.7700618 54.0360545, 21.7701004 54.0360217)",1,50,,,,
393028873,True,1 Maja,tertiary,False,34.765,"LINESTRING (21.7676604 54.0365405, 21.7676808 54.0365703, 21.7677293 54.0366409, 21.7677524 54.0367004, 21.7677985 54.0368412)",1,50,,,,
234242176,True,1 Maja,tertiary,False,69.23,"LINESTRING (21.7677985 54.0368412, 21.7676774 54.0367124, 21.7676333 54.036662, 21.7675607 54.0365551, 21.7674223 54.0363581, 21.7673692 54.0362984, 21.767349 54.0362784)",1,50,,,,
393028871,False,1 Maja,tertiary,True,19.579,"LINESTRING (21.7677985 54.0368412, 21.7678308 54.0368832, 21.7679218 54.0370017)",3,50,,,,
220872227,True,Pocztowa,residential,False,37.129000000000005,"LINESTRING (21.7695841 54.0389776, 21.769496 54.0390075, 21.7691882 54.0391123, 21.7690921 54.039145)",,,,,,
1054399475,False,1 Maja,tertiary,False,63.021,"LINESTRING (21.7695841 54.0389776, 21.7694579 54.0388465, 21.7691086 54.0384844)",2,50,,,,
1054399475,False,1 Maja,tertiary,True,98.34799999999998,"LINESTRING (21.7695841 54.0389776, 21.7696602 54.0390539, 21.770146 54.039556, 21.7703332 54.0397449)",2,50,,,,
"[220872225, 1085534437]",True,Romualda Traugutta,residential,False,214.183,"LINESTRING (21.7695841 54.0389776, 21.7697507 54.0389282, 21.7698315 54.0389065, 21.7703466 54.038785, 21.7704154 54.0387689, 21.7711095 54.0386064, 21.7713734 54.0385444, 21.7724142 54.0382981, 21.7726203 54.0382499)",,30,,,,
1085534439,False,Adama Mickiewicza,residential,False,7.641,"LINESTRING (21.7734244 54.0370909, 21.7733152 54.0371156)",2,,,,,
969310761,False,Róży Wiatrów,residential,True,73.15700000000001,"LINESTRING (21.7737842 54.0347465, 21.7737319 54.0346541, 21.7735927 54.0344081, 21.7734801 54.0342081, 21.7734317 54.034122)",2,,,,,
969310761,False,Róży Wiatrów,residential,False,138.39600000000002,"LINESTRING (21.772783 54.0329388, 21.7728237 54.0330069, 21.7729069 54.0331396, 21.772928 54.0331732, 21.7729648 54.0332531, 21.7729734 54.0332919, 21.7729851 54.0333254, 21.7730066 54.0333868, 21.7730337 54.0334322, 21.7730459 54.0334547, 21.773082 54.0335214, 21.7733794 54.0340322, 21.7734317 54.034122)",2,,,,,
"[126503523, 305131741]",False,Szantowa,residential,False,212.24500000000003,"LINESTRING (21.7734317 54.034122, 21.7732818 54.0341698, 21.7731787 54.0342076, 21.7729297 54.0342682, 21.7727176 54.0343092, 21.7725474 54.034337, 21.7722289 54.0336072, 21.7721669 54.0334641, 21.7721018 54.0333137, 21.7720413 54.0331738, 21.7720181 54.0331203, 21.7720021 54.0330904, 21.7719711 54.0330365)",,,,,,
969310761,False,Róży Wiatrów,residential,False,73.157,"LINESTRING (21.7734317 54.034122, 21.7734801 54.0342081, 21.7735927 54.0344081, 21.7737319 54.0346541, 21.7737842 54.0347465)",2,,,,,
969310761,False,Róży Wiatrów,residential,True,138.396,"LINESTRING (21.7734317 54.034122, 21.7733794 54.0340322, 21.773082 54.0335214, 21.7730459 54.0334547, 21.7730337 54.0334322, 21.7730066 54.0333868, 21.7729851 54.0333254, 21.7729734 54.0332919, 21.7729648 54.0332531, 21.772928 54.0331732, 21.7729069 54.0331396, 21.7728237 54.0330069, 21.772783 54.0329388)",2,,,,,
234242173,True,Rondo Świętego Jana Pawła II,tertiary,False,8.192,"LINESTRING (21.7671741 54.0360825, 21.767177 54.03608, 21.7672104 54.0360645, 21.7672315 54.0360583, 21.7672812 54.0360457)",1,50,,,,roundabout
"[1000065576, 393028902]",True,Unii Europejskiej,residential,False,32.965,"LINESTRING (21.7671741 54.0360825, 21.7671023 54.0359931, 21.7670493 54.0359296, 21.7669864 54.0358082)",1,50,,,,
"[1191627686, 1096220263]",False,1 Maja,tertiary,False,104.076,"LINESTRING (21.7711345 54.040554, 21.7710065 54.0404248, 21.7708575 54.0402725, 21.7707284 54.0401427, 21.7706995 54.0401137, 21.7703332 54.0397449)","['2', '3']",50,,,,
"[173010852, 1191627684]",False,Tadeusza Kościuszki,residential,False,164.90699999999998,"LINESTRING (21.7711345 54.040554, 21.7713615 54.0405148, 21.7717696 54.0404525, 21.7719917 54.0404344, 21.7720302 54.0404313, 21.7720811 54.0404239, 21.7721294 54.0404161, 21.7733799 54.0402098, 21.7735756 54.0401787)",3,50,,,,
254278889,False,,living_street,True,29.299,"LINESTRING (21.767703 54.0386762, 21.76772 54.0389395)",,,,,,
254278888,False,,living_street,False,28.796,"LINESTRING (21.767703 54.0386762, 21.7677323 54.0386742, 21.7681415 54.0386487)",,,,,,
254278888,False,,living_street,True,35.312,"LINESTRING (21.767703 54.0386762, 21.7672536 54.0387066, 21.7671656 54.0387116)",,,,,,
220872224,False,Stanisława Konarskiego,residential,False,46.836,"LINESTRING (21.7671099 54.0391599, 21.7671618 54.0387398)",,50,,,,
220872224,False,Stanisława Konarskiego,residential,True,68.893,"LINESTRING (21.7671099 54.0391599, 21.7671067 54.0391854, 21.7671038 54.0392086, 21.7670688 54.0393596, 21.7670514 54.0394344, 21.76702 54.0395202, 21.7670002 54.0395742, 21.7669357 54.0396943, 21.7668984 54.0397649)",,50,,,,
254278889,False,,living_street,False,65.833,"LINESTRING (21.7671099 54.0391599, 21.767241 54.0391739, 21.7676792 54.0391644, 21.7677344 54.0391632, 21.76772 54.0389395)",,,,,,
1078284811,False,,living_street,False,42.776,"LINESTRING (21.7683706 54.0388945, 21.76772 54.0389395)",,,,,,
254278889,False,,living_street,False,29.299,"LINESTRING (21.76772 54.0389395, 21.767703 54.0386762)",,,,,,
1078284811,False,,living_street,True,42.776,"LINESTRING (21.76772 54.0389395, 21.7683706 54.0388945)",,,,,,
254278889,False,,living_street,True,65.833,"LINESTRING (21.76772 54.0389395, 21.7677344 54.0391632, 21.7676792 54.0391644, 21.767241 54.0391739, 21.7671099 54.0391599)",,,,,,
254278888,False,,living_street,False,27.639,"LINESTRING (21.7681415 54.0386487, 21.7682268 54.0386433, 21.7683697 54.0386344, 21.768405 54.0387463)",,,,,,
254278888,False,,living_street,True,28.796,"LINESTRING (21.7681415 54.0386487, 21.7677323 54.0386742, 21.767703 54.0386762)",,,,,,
1078284826,False,,living_street,False,17.051000000000002,"LINESTRING (21.7681415 54.0386487, 21.768134 54.0386168, 21.7681058 54.0384968)",,,,,,
1078284827,False,,living_street,True,30.571,"LINESTRING (21.7681058 54.0384968, 21.7676413 54.0385312)",,,,,,
1078284826,False,,living_street,True,17.051000000000002,"LINESTRING (21.7681058 54.0384968, 21.768134 54.0386168, 21.7681415 54.0386487)",,,,,,
1078284827,False,,living_street,False,33.234,"LINESTRING (21.7681058 54.0384968, 21.7682933 54.038476, 21.7686059 54.0384413)",,,,,,
1078284827,False,,living_street,False,30.571,"LINESTRING (21.7676413 54.0385312, 21.7681058 54.0384968)",,,,,,
1078284827,False,,living_street,True,33.234,"LINESTRING (21.7686059 54.0384413, 21.7682933 54.038476, 21.7681058 54.0384968)",,,,,,
220872224,False,Stanisława Konarskiego,residential,True,3.146,"LINESTRING (21.7671656 54.0387116, 21.7671618 54.0387398)",,50,,,,
220872224,False,Stanisława Konarskiego,residential,False,47.704,"LINESTRING (21.7671656 54.0387116, 21.7671696 54.0386817, 21.7672089 54.0383789, 21.7672226 54.0382839)",,50,,,,
254278888,False,,living_street,False,35.312,"LINESTRING (21.7671656 54.0387116, 21.7672536 54.0387066, 21.767703 54.0386762)",,,,,,
839903678,False,Kolejowa,residential,False,4.745,"LINESTRING (21.7674064 54.034013, 21.7673373 54.0340262)",2,50,,,,
"[431549933, 839903678]",False,Kolejowa,residential,True,224.928,"LINESTRING (21.7674064 54.034013, 21.7675452 54.0339864, 21.7677125 54.0339468, 21.7678671 54.0339101, 21.7681471 54.0338494, 21.7688691 54.0336927, 21.7693117 54.0335967, 21.7696993 54.0335126, 21.7701621 54.0334185, 21.7704026 54.0333696, 21.7706422 54.0333208)",2,50,,,,
"[305131744, 1235498330, 305131743]",False,Objazd do Ekomariny,residential,"[False, True]",337.83299999999997,"LINESTRING (21.7674064 54.034013, 21.7673832 54.0339685, 21.7673038 54.0338163, 21.7672982 54.0337525, 21.7677385 54.0336206, 21.7683547 54.0334652, 21.7686334 54.0334287, 21.7688575 54.03339, 21.7705086 54.0329781, 21.7706628 54.0329072, 21.7707546 54.0327601, 21.7709927 54.0326899, 21.7712488 54.0326741, 21.7714977 54.0326633)",,,,,,
