osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,access
186641788,,Allée Henri Pousseur,residential,30,,False,True,43.81,"LINESTRING (4.3916375 50.7218175, 4.3919189 50.7217859, 4.3921531 50.7217604, 4.3922507 50.7217503)",,
23095509,,Drève des Dix Mètres,residential,30,,False,True,134.671,"LINESTRING (4.3916315 50.720926, 4.3935153 50.7207152)",,
186641788,,Allée Henri Pousseur,residential,30,,False,False,39.284,"LINESTRING (4.3916315 50.720926, 4.3916821 50.721067, 4.391723 50.7211898, 4.3917523 50.7212709)",,
186641788,,Allée Henri Pousseur,residential,30,,False,False,44.245,"LINESTRING (4.3917523 50.7212709, 4.3917004 50.7212877, 4.39166 50.7213046, 4.3916224 50.7213315, 4.3916071 50.7213469, 4.39159 50.7213731, 4.3915785 50.721396, 4.3915714 50.7214285, 4.3915672 50.7214603, 4.3915752 50.7215057, 4.3916007 50.721618)",,
186641788,,Allée Henri Pousseur,residential,30,,False,True,39.284,"LINESTRING (4.3917523 50.7212709, 4.391723 50.7211898, 4.3916821 50.721067, 4.3916315 50.720926)",,
478493102,,Place de la Ferme Ecole,residential,30,,False,True,11.572,"LINESTRING (4.3917523 50.7212709, 4.3918134 50.7212872, 4.3919105 50.7212959)",,
393500920,,Drève du Moulin,living_street,,,False,True,133.037,"LINESTRING (4.3962183 50.7181042, 4.3962005 50.7181582, 4.3961753 50.7181782, 4.3961477 50.7181918, 4.3960927 50.7182053, 4.3960157 50.7182168, 4.3958015 50.7182388, 4.3956878 50.7182458, 4.3953347 50.7182697, 4.3948683 50.7183067, 4.3944389 50.7183404)",,
13886065,,Rue de la Station,tertiary,30,,False,True,87.768,"LINESTRING (4.3962996 50.7177366, 4.3964975 50.7177518, 4.3971573 50.7178131, 4.3975338 50.7178477)",,
14098162,,Rue François Libert,residential,,,False,False,52.827999999999996,"LINESTRING (4.3962996 50.7177366, 4.3963301 50.7176194, 4.3964006 50.7172659)",,
31616226,,Rue de la Station,tertiary,30,,False,False,323.739,"LINESTRING (4.3962996 50.7177366, 4.3951074 50.7176315, 4.3937376 50.7172369, 4.3933719 50.7171316, 4.3920175 50.7167414)",2,
186641788,,Allée Henri Pousseur,residential,30,,False,False,22.334,"LINESTRING (4.3916007 50.721618, 4.3916375 50.7218175)",,
186641788,,Allée Henri Pousseur,residential,30,,False,True,44.245000000000005,"LINESTRING (4.3916007 50.721618, 4.3915752 50.7215057, 4.3915672 50.7214603, 4.3915714 50.7214285, 4.3915785 50.721396, 4.39159 50.7213731, 4.3916071 50.7213469, 4.3916224 50.7213315, 4.39166 50.7213046, 4.3917004 50.7212877, 4.3917523 50.7212709)",,
186641788,,Allée Henri Pousseur,residential,30,,False,False,24.624,"LINESTRING (4.3925949 50.721711, 4.3924717 50.7217267, 4.3922507 50.7217503)",,
478493102,,Place de la Ferme Ecole,residential,30,,False,False,11.572,"LINESTRING (4.3919105 50.7212959, 4.3918134 50.7212872, 4.3917523 50.7212709)",,
478493102,,Place de la Ferme Ecole,residential,30,,False,True,58.733,"LINESTRING (4.3919105 50.7212959, 4.3920304 50.7213556, 4.3920781 50.7213825, 4.3921478 50.7214368, 4.3921881 50.7215099, 4.3922127 50.7215808, 4.3922176 50.7216032, 4.3922507 50.7217503)",,
478493201,,Place de la Ferme Ecole,residential,30,,True,False,137.375,"LINESTRING (4.3919105 50.7212959, 4.3919567 50.7212327, 4.3919973 50.7211962, 4.3920522 50.7211772, 4.3921177 50.7211675, 4.3924804 50.7211294, 4.3925628 50.7211212, 4.3926279 50.7211278, 4.3926624 50.7211472, 4.392685 50.7211778, 4.3927352 50.7213358, 4.3927732 50.7213653, 4.3928479 50.7215986, 4.3928325 50.7216402, 4.3927884 50.7216655, 4.3926684 50.7216983, 4.3925949 50.721711)",,
186641788,,Allée Henri Pousseur,residential,30,,False,False,43.81,"LINESTRING (4.3922507 50.7217503, 4.3921531 50.7217604, 4.3919189 50.7217859, 4.3916375 50.7218175)",,
186641788,,Allée Henri Pousseur,residential,30,,False,True,24.624,"LINESTRING (4.3922507 50.7217503, 4.3924717 50.7217267, 4.3925949 50.721711)",,
478493102,,Place de la Ferme Ecole,residential,30,,False,False,58.733,"LINESTRING (4.3922507 50.7217503, 4.3922176 50.7216032, 4.3922127 50.7215808, 4.3921881 50.7215099, 4.3921478 50.7214368, 4.3920781 50.7213825, 4.3920304 50.7213556, 4.3919105 50.7212959)",,
507979414,,,unclassified,,,False,True,71.284,"LINESTRING (4.3963434 50.720389, 4.3961765 50.7197567)",,
23095509,,Drève des Dix Mètres,residential,30,,False,False,93.516,"LINESTRING (4.3963434 50.720389, 4.3951112 50.7205331, 4.3950373 50.7205424)",,
507979416,,Drève des Dix Mètres,residential,30,,False,True,98.181,"LINESTRING (4.3963434 50.720389, 4.397418 50.720265, 4.3976104 50.720244, 4.3977173 50.7202397)",,
