osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,access
1034848654,,False,,,residential,,True,97.789,"LINESTRING (5.5103006 50.6158999, 5.5102536 50.6158343, 5.5102233 50.6158074, 5.5101796 50.6157883, 5.5100997 50.6157666, 5.5097376 50.615667, 5.5093477 50.6155564, 5.5092439 50.6155282, 5.5092107 50.6155237, 5.5091768 50.6155265, 5.5091504 50.6155345, 5.5091148 50.6155552)",Quai Sadoine,,
389662423,,True,,,residential,,False,137.058,"LINESTRING (5.5107692 50.6138517, 5.5090148 50.6133226)",Rue François,,
"[1085099971, 1085099972]",,False,,,residential,,True,74.426,"LINESTRING (5.5107692 50.6138517, 5.5109161 50.6138958, 5.5115799 50.6140949, 5.5116234 50.6141078, 5.5116828 50.614125, 5.511726 50.6141325)",Rue François,,
429243457,,True,2,N90,primary,70,False,58.16,"LINESTRING (5.5072616 50.6145957, 5.5074334 50.6147072, 5.5075956 50.6148061, 5.5077857 50.6149144, 5.5078594 50.6149555)",Quai Sadoine,,
1137028232,,True,,,residential,30,False,27.944000000000003,"LINESTRING (5.5072616 50.6145957, 5.5073217 50.6146031, 5.5073817 50.6146074, 5.5074349 50.614606, 5.507487 50.6145981, 5.5075312 50.6145852, 5.5075663 50.6145701, 5.5075923 50.6145593, 5.507636 50.6145513)",Rue du Halage,,
25444530,,False,,,residential,30,False,45.589,"LINESTRING (5.507636 50.6145513, 5.5077184 50.6145006, 5.5077716 50.6144649, 5.5078211 50.614423, 5.5078805 50.6143675, 5.5079304 50.6143104, 5.5079532 50.6142591, 5.5079729 50.6142107)",Rue du Halage,,
1137028233,,True,,,residential,30,False,50.746,"LINESTRING (5.507636 50.6145513, 5.5076399 50.6145643, 5.5076376 50.6145866, 5.507624 50.6146089, 5.5076161 50.6146297, 5.5076138 50.6146563, 5.5076161 50.6146815, 5.5076252 50.6147174, 5.5076478 50.6147476, 5.5076852 50.6147813, 5.5077407 50.6148209, 5.5078018 50.6148625, 5.5078403 50.614897, 5.5078562 50.6149229, 5.5078594 50.6149555)",Rue du Halage,,
429243457,,True,2,N90,primary,70,False,72.738,"LINESTRING (5.5078594 50.6149555, 5.5079482 50.615005, 5.508149 50.6151186, 5.5082966 50.6152004, 5.5084722 50.6152911, 5.5085558 50.6153292, 5.5086186 50.615357, 5.5086543 50.6153708)",Quai Sadoine,,
25456698,,True,,,residential,,False,42.262,"LINESTRING (5.5080733 50.613708, 5.5081196 50.6137093, 5.5081529 50.6137164, 5.5086198 50.613858)",Rue Jean Calas,,
25456700,,False,,,residential,30,False,28.396,"LINESTRING (5.5080733 50.613708, 5.5080153 50.6136992, 5.5079708 50.6136949, 5.5079286 50.6136907, 5.5078842 50.6136846, 5.5078524 50.6136758, 5.5078049 50.6136609, 5.5077432 50.6136471, 5.5076873 50.6136417)",Rue de la Province,,
25456700,,False,,,residential,30,True,28.395999999999994,"LINESTRING (5.5076873 50.6136417, 5.5077432 50.6136471, 5.5078049 50.6136609, 5.5078524 50.6136758, 5.5078842 50.6136846, 5.5079286 50.6136907, 5.5079708 50.6136949, 5.5080153 50.6136992, 5.5080733 50.613708)",Rue de la Province,,
439360211,,False,,,residential,30,False,10.368,"LINESTRING (5.5076873 50.6136417, 5.5076572 50.6136212, 5.5075802 50.613578)",Rue de la Province,,
439360211,,False,,,residential,30,True,24.845,"LINESTRING (5.5076873 50.6136417, 5.5077128 50.6136614, 5.5077353 50.6136814, 5.5077768 50.6137175, 5.5078203 50.6137575, 5.5078554 50.6137918, 5.5078887 50.6138248)",Rue de la Province,,
1137050565,,False,,,residential,,False,38.763000000000005,"LINESTRING (5.5105099 50.6112254, 5.5105408 50.6112281, 5.5105994 50.6112339, 5.5106958 50.6112375, 5.5107682 50.6112456, 5.510844 50.6112587, 5.5109255 50.6112769, 5.5110426 50.6113024)",Rue Peetermans,,
1137050565,,False,,,residential,,True,38.763000000000005,"LINESTRING (5.5110426 50.6113024, 5.5109255 50.6112769, 5.510844 50.6112587, 5.5107682 50.6112456, 5.5106958 50.6112375, 5.5105994 50.6112339, 5.5105408 50.6112281, 5.5105099 50.6112254)",Rue Peetermans,,
