osmid,oneway,lanes,highway,maxspeed,access,reversed,length,geometry,ref,name
617431637,False,2,residential,,,True,15.966,"LINESTRING (-8.1155935 51.8666876, -8.1153655 51.8667158)",,
617431638,False,2,residential,,,True,9.826,"LINESTRING (-8.1153333 51.8666297, -8.1153655 51.8667158)",,
617431635,False,2,residential,,,False,102.62799999999999,"LINESTRING (-8.1140673 51.8676781, -8.1139385 51.8677062, -8.1140136 51.8678304, -8.1140566 51.867852, -8.114137 51.8678652, -8.1142228 51.8678404, -8.1145045 51.8677393, -8.1146305 51.8676748, -8.1146869 51.8676234, -8.1147191 51.8675605, -8.1147083 51.8674992, -8.11465 51.8674392)",,
617431635,False,2,residential,,,False,39.17700000000001,"LINESTRING (-8.11465 51.8674392, -8.1146037 51.8673915, -8.1144079 51.8672292, -8.1142942 51.8671662)",,
617431635,False,2,residential,,,True,102.628,"LINESTRING (-8.11465 51.8674392, -8.1147083 51.8674992, -8.1147191 51.8675605, -8.1146869 51.8676234, -8.1146305 51.8676748, -8.1145045 51.8677393, -8.1142228 51.8678404, -8.114137 51.8678652, -8.1140566 51.867852, -8.1140136 51.8678304, -8.1139385 51.8677062, -8.1140673 51.8676781)",,
762105878,False,,residential,,,False,76.553,"LINESTRING (-8.11465 51.8674392, -8.1148526 51.8673434, -8.115097 51.8672421, -8.1154287 51.8671731, -8.1156312 51.8671278)",,
762105878,False,,residential,,,True,76.553,"LINESTRING (-8.1156312 51.8671278, -8.1154287 51.8671731, -8.115097 51.8672421, -8.1148526 51.8673434, -8.11465 51.8674392)",,
413178709,False,2,unclassified,,,False,97.793,"LINESTRING (-8.1148673 51.8664558, -8.1144811 51.866673, -8.1137546 51.867003)",L3676,
413178709,False,2,unclassified,,,True,24.892,"LINESTRING (-8.1148673 51.8664558, -8.1149111 51.8664065, -8.1149146 51.8663432, -8.1149171 51.8662973, -8.1148869 51.866242)",L3676,
1028614963,False,2,unclassified,,,True,41.717999999999996,"LINESTRING (-8.1148673 51.8664558, -8.1149262 51.8664682, -8.1150383 51.8664992, -8.1151371 51.8665011, -8.1153038 51.8664789, -8.1153917 51.8664814, -8.1154552 51.8664904)",L36301,
201194485,False,,residential,,,False,37.306,"LINESTRING (-8.1274722 51.8604393, -8.1276887 51.8603731, -8.1278765 51.8605189)",,
