osmid,name,highway,oneway,reversed,length,width,geometry,ref,maxspeed,lanes,bridge,access
18493084,Lužická,residential,False,True,66.537,,"LINESTRING (15.085374 50.9252782, 15.0844247 50.9252748)",,,,,
22925127,Liliová,residential,False,True,91.488,,"LINESTRING (15.085374 50.9252782, 15.0853255 50.9255386, 15.0853488 50.925567, 15.0861814 50.9256303)",,,,,
18494216,ČSA,residential,False,True,78.914,,"LINESTRING (15.0833762 50.9194191, 15.0825385 50.9198932)",,,,,
22939030,Mlýnská,residential,True,False,131.49599999999998,,"LINESTRING (15.0833762 50.9194191, 15.0833304 50.9192912, 15.0831906 50.9190706, 15.0831356 50.9189511, 15.0830371 50.9188462, 15.0827995 50.918755, 15.0827932 50.9187525, 15.0826046 50.9186582, 15.0823193 50.9185058)",,,,,
22939031,,residential,False,True,110.85300000000001,,"LINESTRING (15.0833762 50.9194191, 15.0835221 50.9197491, 15.0836719 50.9199795, 15.0837983 50.9201741, 15.0838125 50.920229, 15.083818 50.9203684)",,,,,
22924997,Kodešova,tertiary,False,False,97.605,,"LINESTRING (15.0738802 50.9261467, 15.0739739 50.9260476, 15.0740617 50.9259145, 15.0741477 50.9257596, 15.0742013 50.9256191, 15.0742382 50.9254342, 15.0742858 50.9253146)",03510,50,,,
18498087,Čapkova,residential,False,False,56.827,,"LINESTRING (15.0832679 50.9220029, 15.0837909 50.9223934)",,,,,
22939236,Železná,residential,False,False,61.379,,"LINESTRING (15.0832679 50.9220029, 15.0838374 50.9215836)",,,,,
18498087,Čapkova,residential,False,True,80.703,,"LINESTRING (15.0832679 50.9220029, 15.0829652 50.9218648, 15.0823179 50.9215931)",,,,,
22939236,Železná,residential,False,True,61.379,,"LINESTRING (15.0838374 50.9215836, 15.0832679 50.9220029)",,,,,
18498087,Čapkova,residential,False,True,56.827,,"LINESTRING (15.0837909 50.9223934, 15.0832679 50.9220029)",,,,,
18498087,Čapkova,residential,False,False,100.613,,"LINESTRING (15.0837909 50.9223934, 15.0842505 50.9227207, 15.0846617 50.9230251, 15.0847334 50.9230758)",,,,,
22939256,Dvořákova,residential,False,False,133.168,,"LINESTRING (15.0837909 50.9223934, 15.0847443 50.921877, 15.0852235 50.9216069)",,,,,
22939256,Dvořákova,residential,False,True,65.804,,"LINESTRING (15.0837909 50.9223934, 15.0837409 50.9224162, 15.0830817 50.9227809)",,,,,
223677575,U Plovárny,residential,False,True,39.341,,"LINESTRING (15.076655 50.9231291, 15.0768124 50.9234687)",,,,,
"[70174706, 385747373, 385747374]",Kodešova,tertiary,False,False,71.69800000000001,,"LINESTRING (15.076655 50.9231291, 15.0766829 50.9230379, 15.0766851 50.9229548, 15.0766836 50.922885, 15.0766697 50.9227188, 15.0766435 50.9225702, 15.0766096 50.9225246, 15.076576 50.9224997)",03510,50,,yes,
70174706,Kodešova,tertiary,False,True,50.03,,"LINESTRING (15.076655 50.9231291, 15.076573 50.9232158, 15.0764464 50.9232988, 15.0761508 50.9234401)",03510,50,,,
223677575,U Plovárny,residential,False,False,39.341,,"LINESTRING (15.0768124 50.9234687, 15.076655 50.9231291)",,,,,
22924639,U Potoka,residential,False,False,46.997,,"LINESTRING (15.0768124 50.9234687, 15.0766314 50.9234887, 15.0761508 50.9234401)",,,,,
22924639,U Potoka,residential,False,True,161.108,,"LINESTRING (15.0768124 50.9234687, 15.0771103 50.9234296, 15.0773567 50.9233996, 15.078019 50.9233416, 15.0781771 50.9233277, 15.0782175 50.9233236, 15.0788241 50.9232624, 15.0790771 50.9232254)",,,,,
22924639,U Potoka,residential,False,True,46.997,,"LINESTRING (15.0761508 50.9234401, 15.0766314 50.9234887, 15.0768124 50.9234687)",,,,,
70174706,Kodešova,tertiary,False,False,50.03,,"LINESTRING (15.0761508 50.9234401, 15.0764464 50.9232988, 15.076573 50.9232158, 15.076655 50.9231291)",03510,50,,,
"[22924997, 70174706, 70174709]",Kodešova,tertiary,False,True,104.10999999999999,,"LINESTRING (15.0761508 50.9234401, 15.0759175 50.9235497, 15.0757467 50.9236486, 15.0755821 50.9237367, 15.0751142 50.9239923, 15.0750399 50.9240575)",03510,50,,yes,
22975706,Školní,residential,False,True,41.359,,"LINESTRING (15.0836895 50.9241676, 15.0836726 50.9245394)",,,,,
22975706,Školní,residential,False,False,118.51799999999999,,"LINESTRING (15.0836895 50.9241676, 15.0836821 50.9241475, 15.0835801 50.9238686, 15.083479 50.9235926, 15.0833027 50.9231597, 15.0832913 50.9231318)",,,,,
503324562,Sídlištní,residential,False,True,141.84,,"LINESTRING (15.0836895 50.9241676, 15.0843474 50.924151, 15.085425 50.9241697, 15.0857122 50.9241682)",,,,,
22975706,Školní,residential,False,False,41.359,,"LINESTRING (15.0836726 50.9245394, 15.0836895 50.9241676)",,,,,
22975706,Školní,residential,False,True,88.454,,"LINESTRING (15.0836726 50.9245394, 15.0831708 50.9252693)",,,,,
22924601,V Úvoze,residential,False,True,157.71800000000002,,"LINESTRING (15.0836726 50.9245394, 15.0841255 50.9246739, 15.0845211 50.9248668, 15.085361 50.9251301, 15.085656 50.9251929)",,,,,destination
262186571,V Úvoze,residential,False,False,213.1,,"LINESTRING (15.0836726 50.9245394, 15.0834939 50.9244775, 15.0831403 50.9243234, 15.0828375 50.9241649, 15.0826007 50.924013, 15.0824171 50.9238509, 15.0822456 50.9236444, 15.0821033 50.9234127, 15.0819461 50.9231113, 15.0819174 50.9230563)",,,,,destination
14392244,Husova,residential,True,False,96.81400000000001,,"LINESTRING (15.0832913 50.9231318, 15.0826752 50.923108, 15.0826114 50.9231052, 15.0825409 50.923102, 15.082143 50.9230844, 15.0820141 50.9230731, 15.0819174 50.9230563)",,,,,
22975706,Školní,residential,False,True,118.51799999999999,,"LINESTRING (15.0832913 50.9231318, 15.0833027 50.9231597, 15.083479 50.9235926, 15.0835801 50.9238686, 15.0836821 50.9241475, 15.0836895 50.9241676)",,,,,
22977592,Okružní,residential,False,False,111.374,,"LINESTRING (15.0775868 50.9222156, 15.0773685 50.9218614, 15.0773273 50.9217945, 15.077079 50.9212674)",,,,,destination
27590549,Míru,residential,True,False,77.63499999999999,,"LINESTRING (15.0775868 50.9222156, 15.0771636 50.9223494, 15.076576 50.9224997)",,,,,
69901710,Havlíčkovo nám.,residential,False,False,33.859,,"LINESTRING (15.0797364 50.9237102, 15.0797917 50.9234077)",,,,,
69901710,Havlíčkovo nám.,residential,False,True,29.603,,"LINESTRING (15.0797364 50.9237102, 15.0801307 50.9236148)",,,,,
"[70174704, 385747372, 77991247]",Havlíčkova,residential,False,False,182.376,,"LINESTRING (15.0797364 50.9237102, 15.0796096 50.9238579, 15.0793052 50.9242123, 15.0791894 50.9243471, 15.0791305 50.9244156, 15.0789852 50.9245855, 15.0789565 50.9246508, 15.0789406 50.9246942, 15.0789523 50.9251104, 15.0789506 50.9251578, 15.0789683 50.9252049, 15.0789745 50.9252251)",,,,yes,
77991224,Purkyňova,residential,False,True,70.396,,"LINESTRING (15.0793362 50.9258422, 15.0803192 50.9257123)",,,,,
22925012,Pod Rozhlednou,residential,False,True,73.172,,"LINESTRING (15.0793362 50.9258422, 15.0792797 50.9257611, 15.0789745 50.9252251)",,,,,
"[29259728, 29259690, 29259698]",Vrchlického,residential,False,False,228.59400000000002,,"LINESTRING (15.0783817 50.9176717, 15.0787759 50.9179776, 15.0790307 50.9181908, 15.0792851 50.9183334, 15.0797829 50.9185917, 15.0799399 50.9186969, 15.0802911 50.9189945, 15.080516 50.9192104)",,,,yes,
18494729,Komenského,primary,False,False,108.88799999999999,,"LINESTRING (15.0757457 50.9203428, 15.0771809 50.9201456, 15.0772629 50.9201328)",13,50,,,
"[68662752, 14391832, 39659599]","['U Hráze', 'Smetanova', 'Tyršova']",residential,False,"[False, True]",331.433,2.5,"LINESTRING (15.0757457 50.9203428, 15.0757343 50.9203038, 15.0754364 50.9194157, 15.0754365 50.9193758, 15.0754774 50.919357, 15.0762097 50.9192646, 15.0768882 50.9191707, 15.0769837 50.9191575, 15.0770956 50.9195442, 15.0772442 50.9200673, 15.0772525 50.9200963, 15.0772629 50.9201328)",,,,,
18494729,Komenského,primary,False,True,153.34799999999998,,"LINESTRING (15.0757457 50.9203428, 15.075263 50.920404, 15.0737735 50.9205157, 15.0735785 50.9205222)",13,50,,,
39659608,Nádražní,residential,False,False,23.16,2,"LINESTRING (15.0734241 50.9203702, 15.0734108 50.9204248, 15.0734238 50.9204589, 15.0734627 50.9204858, 15.0735785 50.9205222)",,,,,
"[23081622, 18372077, 954426462, 70108407]",Nádražní,residential,False,False,623.928,,"LINESTRING (15.0734241 50.9203702, 15.0736147 50.9202852, 15.0737242 50.9202414, 15.0740385 50.9200792, 15.0741401 50.9199939, 15.0742384 50.9198699, 15.074317 50.9196955, 15.0743464 50.9196018, 15.074358 50.9195245, 15.0743349 50.9194091, 15.074273 50.9192353, 15.0744157 50.9192154, 15.0745267 50.9192, 15.0748463 50.9191555, 15.0757366 50.9190599, 15.0772161 50.918901, 15.0776778 50.9188082, 15.0784962 50.9186005, 15.0787748 50.918564, 15.0791234 50.9185768, 15.0794637 50.9186599, 15.0796896 50.9187564, 15.0798395 50.9188475, 15.0803127 50.9191967, 15.080408 50.919267)",,,,,
954426462,Nádražní,residential,False,True,22.093,,"LINESTRING (15.0734241 50.9203702, 15.0733411 50.9204106, 15.0731707 50.9204883)",,,,,
18494729,Komenského,primary,False,False,153.348,,"LINESTRING (15.0735785 50.9205222, 15.0737735 50.9205157, 15.075263 50.920404, 15.0757457 50.9203428)",13,50,,,
18494729,Komenského,primary,False,True,28.912,,"LINESTRING (15.0735785 50.9205222, 15.0734672 50.9205195, 15.0733442 50.9205114, 15.0732702 50.920503, 15.0731707 50.9204883)",13,50,,,
39659608,Nádražní,residential,False,True,23.16,2,"LINESTRING (15.0735785 50.9205222, 15.0734627 50.9204858, 15.0734238 50.9204589, 15.0734108 50.9204248, 15.0734241 50.9203702)",,,,,
223678678,Vrchlického,residential,True,False,54.378,,"LINESTRING (15.0814655 50.9199334, 15.0819696 50.9203051)",,,,,
18484241,Vrchlického,residential,False,False,38.739000000000004,,"LINESTRING (15.0814655 50.9199334, 15.0814023 50.9198962, 15.0813585 50.9198627, 15.0812916 50.9198151, 15.0811144 50.9196653)",,,,,
22939256,Dvořákova,residential,False,False,65.804,,"LINESTRING (15.0830817 50.9227809, 15.0837409 50.9224162, 15.0837909 50.9223934)",,,,,
68662758,,residential,False,True,49.94,,"LINESTRING (15.0790771 50.9232254, 15.0788828 50.9227933)",,,,,
22924639,U Potoka,residential,False,False,161.108,,"LINESTRING (15.0790771 50.9232254, 15.0788241 50.9232624, 15.0782175 50.9233236, 15.0781771 50.9233277, 15.078019 50.9233416, 15.0773567 50.9233996, 15.0771103 50.9234296, 15.0768124 50.9234687)",,,,,
22924639,U Potoka,residential,False,True,39.076,,"LINESTRING (15.0790771 50.9232254, 15.0793509 50.923174, 15.0796031 50.9231101)",,,,,
68662758,,residential,False,False,49.94,,"LINESTRING (15.0788828 50.9227933, 15.0790771 50.9232254)",,,,,
22977593,Okružní,residential,True,False,118.31899999999999,,"LINESTRING (15.0788828 50.9227933, 15.078571 50.9227542, 15.0784715 50.9227369, 15.0781817 50.9226841, 15.0780393 50.922628, 15.0779432 50.9225618, 15.0778277 50.9224588, 15.0775868 50.9222156)",,,,,
22924755,Krátká,residential,False,False,38.692,,"LINESTRING (15.0736609 50.9248008, 15.0737819 50.9251403)",,,,,
22924755,Krátká,residential,False,True,65.134,,"LINESTRING (15.0736609 50.9248008, 15.0734836 50.9242258)",,,,,
68662800,Luční,residential,False,True,100.978,,"LINESTRING (15.0736609 50.9248008, 15.0744615 50.9243202, 15.0745516 50.9242619, 15.0746001 50.9242298, 15.0746138 50.9241984, 15.0745936 50.924147)",,,,,no
223677577,Luční,residential,False,False,107.74000000000001,,"LINESTRING (15.0736609 50.9248008, 15.0733092 50.9248705, 15.0728875 50.9250788, 15.0725299 50.9253162, 15.0724671 50.9253757)",,,,,
223677577,Luční,residential,False,True,107.74000000000001,,"LINESTRING (15.0724671 50.9253757, 15.0725299 50.9253162, 15.0728875 50.9250788, 15.0733092 50.9248705, 15.0736609 50.9248008)",,,,,
"[70174713, 22924751]",U Plovárny,residential,False,True,117.948,,"LINESTRING (15.0774038 50.9246246, 15.0773499 50.9247593, 15.0773196 50.9248219, 15.0770863 50.9252459, 15.0769466 50.9254959, 15.0768539 50.9256259)",,,,yes,
"[221467685, 221467687]",,unclassified,False,False,70.553,,"LINESTRING (15.0783084 50.9255278, 15.0785001 50.9252166, 15.0787501 50.9252361, 15.0789745 50.9252251)",,,,,
244796839,Vrchlického,residential,True,False,65.32499999999999,,"LINESTRING (15.0775904 50.9173632, 15.077679 50.9173876, 15.0781367 50.9175817, 15.0783817 50.9176717)",,,,,
9520803,Hejnická,secondary,False,True,132.153,,"LINESTRING (15.0823193 50.9185058, 15.0817079 50.9191447, 15.0814834 50.9193771, 15.0814042 50.9194742, 15.08136 50.9195285)",290,50,,,
18484241,Vrchlického,residential,False,True,38.739,,"LINESTRING (15.0811144 50.9196653, 15.0812916 50.9198151, 15.0813585 50.9198627, 15.0814023 50.9198962, 15.0814655 50.9199334)",,,,,
18494256,Hejnická,residential,False,False,23.416,,"LINESTRING (15.0811144 50.9196653, 15.0811989 50.9196395, 15.0812784 50.9195972, 15.08136 50.9195285)",,,,,
"[18494256, 22817208]",Hejnická,residential,False,True,156.75400000000002,,"LINESTRING (15.0811144 50.9196653, 15.0810755 50.9196614, 15.0810229 50.9196612, 15.0809576 50.9196755, 15.0799452 50.9201439, 15.0798926 50.9201792, 15.0798642 50.9202398, 15.0798642 50.9202906, 15.0798761 50.9203987, 15.0798798 50.9204343, 15.0798991 50.9204992, 15.079935 50.9205579, 15.0799727 50.920604, 15.0799939 50.92063)",,,,,
18491371,Mezibranská,residential,True,False,144.104,,"LINESTRING (15.0750996 50.9215802, 15.0752374 50.9215854, 15.0757931 50.9215425, 15.077079 50.9212674)",,,,,
494776746,Míru,residential,False,True,18.36,,"LINESTRING (15.0750996 50.9215802, 15.0750155 50.9215968, 15.0749626 50.9216242, 15.0749409 50.9216533, 15.074944 50.9216875)",,,,,
49509588,Děkanská,residential,False,True,30.527,,"LINESTRING (15.0788956 50.9206835, 15.0789582 50.9207194, 15.0791522 50.9209037)",,,,,no
"[18491234, 14391931]","['Kostelní', 'Mezibranská']",residential,False,"[False, True]",157.11100000000002,,"LINESTRING (15.0790943 50.9216973, 15.0788768 50.9215138, 15.0786307 50.9212871, 15.0783328 50.9208992, 15.0776526 50.9211109)",,,,,
22924754,Jiráskova,residential,True,False,33.124,,"LINESTRING (15.0745936 50.924147, 15.0749044 50.9240658, 15.0750399 50.9240575)",,,,,
68662800,Luční,residential,False,False,100.978,,"LINESTRING (15.0745936 50.924147, 15.0746138 50.9241984, 15.0746001 50.9242298, 15.0745516 50.9242619, 15.0744615 50.9243202, 15.0736609 50.9248008)",,,,,no
22939256,Dvořákova,residential,False,True,133.168,,"LINESTRING (15.0852235 50.9216069, 15.0847443 50.921877, 15.0837909 50.9223934)",,,,,
