osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,junction
1109243087,primary,True,False,19.971,"LINESTRING (102.5542635 5.8286133, 102.554305 5.8286478, 102.5543309 5.828666, 102.5543592 5.8286806, 102.5543891 5.8286912, 102.5544193 5.8286987)",,84,,,
884998703,unclassified,False,True,125.388,"LINESTRING (102.5531714 5.8311529, 102.5538929 5.8320226)",,,,,
"[936247688, 936247687, 884998703]",unclassified,False,False,158.50099999999998,"LINESTRING (102.5531714 5.8311529, 102.5528218 5.8306164, 102.5526857 5.8304909, 102.5526548 5.8304769, 102.552622 5.8304683, 102.5525667 5.8304695, 102.5525094 5.8304824, 102.552433 5.8305045, 102.5521036 5.8305999)",2,,,yes,
884998704,unclassified,False,False,321.37200000000007,"LINESTRING (102.5531714 5.8311529, 102.5548816 5.8296041, 102.5549428 5.8295489, 102.5550072 5.8294974, 102.5550819 5.8294449, 102.5551599 5.8293974, 102.5552408 5.8293551, 102.5552911 5.8293315, 102.5553336 5.8292988, 102.5553534 5.8292675, 102.5553554 5.8292614)",,,,,
157673953,unclassified,False,False,96.303,"LINESTRING (102.558767 5.8315626, 102.5587577 5.8315769, 102.558382 5.8319852, 102.5583574 5.8320119, 102.5582682 5.8320893, 102.5581542 5.832174)",,,,,
157674029,unclassified,True,False,146.581,"LINESTRING (102.558767 5.8315626, 102.5588161 5.8314876, 102.5588375 5.8314242, 102.5588402 5.8313742, 102.5588275 5.8313298, 102.558802 5.8312914, 102.5587483 5.8312441, 102.5586572 5.8311767, 102.558572 5.83112, 102.5585163 5.8310933, 102.5584579 5.8310781, 102.5582914 5.8310521, 102.557876 5.8312147)",,,,,
816826230,primary,True,False,9.16,"LINESTRING (102.5541603 5.8285677, 102.554165 5.8285878, 102.5541759 5.8286053, 102.5541919 5.8286184, 102.5542112 5.8286257)",,189,,,roundabout
816826232,primary,True,False,23.983999999999998,"LINESTRING (102.5541603 5.8285677, 102.5540739 5.8286249, 102.5540194 5.8286497, 102.5539838 5.8286889)",,189,,,
816826230,primary,True,False,6.939,"LINESTRING (102.5542855 5.8285473, 102.5542782 5.8285304, 102.5542664 5.8285163, 102.5542441 5.8285034)",,189,,,roundabout
"[257281308, 45895613]",primary,False,False,101.071,"LINESTRING (102.5553554 5.8292614, 102.5554221 5.8292836, 102.55547 5.8292995, 102.55569 5.8293719, 102.5557074 5.8293776, 102.5558978 5.8294409, 102.5559684 5.8294652, 102.5560199 5.829483, 102.5560702 5.8295003, 102.5562177 5.829561)",2,84,,,
"[816826236, 257281308, 257281303]",primary,False,"[False, True]",113.022,"LINESTRING (102.5553554 5.8292614, 102.5552917 5.8292401, 102.5552035 5.829208, 102.555117 5.8291716, 102.5550768 5.829153, 102.5550547 5.8291422, 102.5549935 5.8291105, 102.5548945 5.8290529, 102.5547972 5.8289925, 102.5547018 5.8289292, 102.5544994 5.8287628, 102.5544822 5.828749)",2,84,,yes,
884998704,unclassified,False,True,321.372,"LINESTRING (102.5553554 5.8292614, 102.5553534 5.8292675, 102.5553336 5.8292988, 102.5552911 5.8293315, 102.5552408 5.8293551, 102.5551599 5.8293974, 102.5550819 5.8294449, 102.5550072 5.8294974, 102.5549428 5.8295489, 102.5548816 5.8296041, 102.5531714 5.8311529)",,,,,
1196983615,residential,False,True,88.634,"LINESTRING (102.5520168 5.8240317, 102.5521691 5.8243454, 102.5521831 5.8243611, 102.5522003 5.8243732, 102.5522198 5.8243812, 102.5522406 5.8243845, 102.5522617 5.8243831, 102.5522818 5.824377, 102.5525741 5.8242366)",1,,,,
1196983616,residential,False,False,22.314,"LINESTRING (102.5520168 5.8240317, 102.5519388 5.8240692, 102.5518371 5.8241228)",1,,,,
1196983615,residential,False,False,88.634,"LINESTRING (102.5525741 5.8242366, 102.5522818 5.824377, 102.5522617 5.8243831, 102.5522406 5.8243845, 102.5522198 5.8243812, 102.5522003 5.8243732, 102.5521831 5.8243611, 102.5521691 5.8243454, 102.5520168 5.8240317)",1,,,,
