osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,access,maxspeed,junction
27732540,True,,,Avenue Monseigneur Thévenoud,tertiary,False,33.382000000000005,"LINESTRING (-1.52667 12.363812, -1.5266865 12.3639088, -1.5266899 12.3639288, -1.5267201 12.3641082)",,,
27753382,False,,,Rue Pog-Toenga,residential,True,180.014,"LINESTRING (-1.5308013 12.3679083, -1.5305152 12.3663137)",,,
312392178,True,2,N 4,Avenue du Yatenga,trunk,False,91.22399999999999,"LINESTRING (-1.5308013 12.3679083, -1.530145 12.3680275, -1.5300585 12.3680486, -1.5299782 12.3680698)",,,
362849355,False,2,,Avenue Houari Boumedienne,secondary,True,18.377,"LINESTRING (-1.5247557 12.3638338, -1.5245888 12.3638609)",,,
362849355,False,2,,Avenue Houari Boumedienne,secondary,False,18.377,"LINESTRING (-1.5245888 12.3638609, -1.5247557 12.3638338)",,,
362849355,False,2,,Avenue Houari Boumedienne,secondary,True,99.96,"LINESTRING (-1.5245888 12.3638609, -1.5236836 12.3640231)",,,
294323758,False,2,,Rue Joseph Badoua,residential,False,370.082,"LINESTRING (-1.5245888 12.3638609, -1.5247659 12.3641407, -1.524973 12.3645169, -1.5250575 12.3647083, -1.5251152 12.3648678, -1.5255316 12.3670243)",,,
27771217,False,2,,Rue du Grand Marché,residential,False,119.356,"LINESTRING (-1.5236836 12.3640231, -1.5238726 12.3650805)",,,
362849355,False,2,,Avenue Houari Boumedienne,secondary,False,99.96,"LINESTRING (-1.5236836 12.3640231, -1.5245888 12.3638609)",,,
150914141,True,,,Place Naba Koom,residential,False,39.419000000000004,"LINESTRING (-1.5263379 12.3725062, -1.5262775 12.3725022, -1.5262171 12.3725056, -1.5261577 12.3725162, -1.5261 12.3725339, -1.526045 12.3725585, -1.5259935 12.3725896)",,,roundabout
"[155264640, 358481410, 340691136]",False,,,Rue Joseph Badoua,residential,False,53.552,"LINESTRING (-1.5263379 12.3725062, -1.5266006 12.3724559, -1.5266752 12.3724062, -1.5267128 12.3722795)",,,
155264633,False,,,Avenue de Lyon,residential,True,51.461,"LINESTRING (-1.5259935 12.3725896, -1.5257326 12.3726076, -1.5256023 12.3726198, -1.5255218 12.3726313)",,,
150914161,True,2,N 1,Avenue Kadiogo,trunk,False,49.803,"LINESTRING (-1.5310285 12.3678933, -1.5310891 12.3678474, -1.5311545 12.3677975, -1.531245 12.3677055, -1.5313463 12.3675743)",,,
963071984,True,2,,,trunk,False,12.639,"LINESTRING (-1.5310285 12.3678933, -1.5310266 12.3678854, -1.5310239 12.3678777, -1.5310204 12.3678704, -1.5310161 12.3678634, -1.5310111 12.3678569, -1.5310054 12.367851, -1.5309991 12.3678457, -1.5309923 12.3678411, -1.530985 12.3678372, -1.5309773 12.367834, -1.5309694 12.3678317, -1.5309612 12.3678302, -1.5309529 12.3678295, -1.5309446 12.3678297)",,,roundabout
312392178,True,2,N 4,Avenue du Yatenga,trunk,False,11.059999999999999,"LINESTRING (-1.5308889 12.3678581, -1.5308413 12.3678895, -1.5308013 12.3679083)",,,
963071985,True,2,,,trunk,False,14.356,"LINESTRING (-1.5308889 12.3678581, -1.5308835 12.3678656, -1.5308789 12.3678737, -1.5308754 12.3678823, -1.5308729 12.3678912, -1.5308716 12.3679003, -1.5308713 12.3679095, -1.5308722 12.3679187, -1.5308742 12.3679277, -1.5308773 12.3679364, -1.5308814 12.3679447, -1.5308865 12.3679525, -1.5308925 12.3679596, -1.5308994 12.3679659, -1.5309069 12.3679715)",,,roundabout
1014433580,True,2,,,trunk,False,5.488,"LINESTRING (-1.5309069 12.3679715, -1.5309142 12.3679756, -1.5309219 12.367979, -1.5309299 12.3679816, -1.5309381 12.3679833, -1.5309465 12.3679841, -1.5309549 12.3679841)",,,roundabout
963070743,True,2,,,trunk,False,7.013999999999999,"LINESTRING (-1.5309446 12.3678297, -1.5309366 12.3678307, -1.5309287 12.3678324, -1.5309211 12.367835, -1.5309138 12.3678383, -1.5309068 12.3678423, -1.5309003 12.367847, -1.5308943 12.3678523, -1.5308889 12.3678581)",,,roundabout
150914153,True,2,N 2,Avenue du Yatenga,primary,False,59.858000000000004,"LINESTRING (-1.5309549 12.3679841, -1.5310532 12.3680356, -1.5311205 12.3680708, -1.5314505 12.368219)",,,
373894472,True,2,,,trunk,False,13.315000000000001,"LINESTRING (-1.5309549 12.3679841, -1.5309636 12.3679832, -1.5309721 12.3679813, -1.5309804 12.3679785, -1.5309883 12.3679748, -1.5309958 12.3679703, -1.5310027 12.3679651, -1.531009 12.3679591, -1.5310145 12.3679525, -1.5310193 12.3679453, -1.5310232 12.3679376, -1.5310262 12.3679296, -1.5310283 12.3679213, -1.5310295 12.3679128, -1.5310297 12.3679043)",,,roundabout
27732550,False,,1.10,Rue du Travail,unclassified,False,10.272,"LINESTRING (-1.527299 12.366855, -1.5272053 12.3668675)",,,
150914160,True,,,,tertiary,False,14.277,"LINESTRING (-1.527299 12.366855, -1.5272727 12.3667292)",,,
27732550,False,,1.10,Rue du Travail,unclassified,True,118.398,"LINESTRING (-1.527299 12.366855, -1.5274002 12.3668373, -1.5277483 12.3667783, -1.5283729 12.3666723)",,,
681046334,False,,,Rue du Travail,residential,False,10.083,"LINESTRING (-1.5272727 12.3667292, -1.5271809 12.3667427)",,,
150914160,True,,,,tertiary,False,194.714,"LINESTRING (-1.5272727 12.3667292, -1.5271445 12.3660021, -1.52712 12.3658604, -1.5269776 12.365002)",,,
27732540,True,,,Avenue Monseigneur Thévenoud,tertiary,False,73.861,"LINESTRING (-1.5272053 12.3668675, -1.5273075 12.3675242)",,,
27732550,False,,1.10,Rue du Travail,unclassified,True,10.272,"LINESTRING (-1.5272053 12.3668675, -1.527299 12.366855)",,,
27732540,True,,,Avenue Monseigneur Thévenoud,tertiary,False,14.128,"LINESTRING (-1.5271809 12.3667427, -1.5272053 12.3668675)",,,
681046334,False,,,Rue du Travail,residential,False,181.855,"LINESTRING (-1.5271809 12.3667427, -1.5255316 12.3670243)",,,
681046334,False,,,Rue du Travail,residential,True,10.083,"LINESTRING (-1.5271809 12.3667427, -1.5272727 12.3667292)",,,
"[340691136, 358481410, 155264640]",False,,,Rue Joseph Badoua,residential,True,53.552,"LINESTRING (-1.5267128 12.3722795, -1.5266752 12.3724062, -1.5266006 12.3724559, -1.5263379 12.3725062)",,,
"[673292269, 312543373, 687607735]",False,2,,Rue Joseph Badoua,residential,"[False, True]",174.41500000000002,"LINESTRING (-1.5267128 12.3722795, -1.5266927 12.3721258, -1.5266364 12.3718285, -1.526342 12.3707551)",,,
331654899,False,2,,Avenue de Lyon,residential,False,123.167,"LINESTRING (-1.52504 12.3708544, -1.5251948 12.3714297, -1.5253282 12.3719257)",,,
331654899,False,2,,Avenue de Lyon,residential,True,67.436,"LINESTRING (-1.52504 12.3708544, -1.5249554 12.3705499, -1.5248774 12.3702691)",,,
"[360321219, 360321220, 360321221, 360321222, 333332187]",False,,,,residential,False,164.035,"LINESTRING (-1.52504 12.3708544, -1.5244181 12.3710092, -1.5243953 12.3710341, -1.5243959 12.3710702, -1.5244275 12.3712784, -1.5244489 12.3713118, -1.5244764 12.3713256, -1.5246148 12.3713043, -1.5246383 12.3713069, -1.5246585 12.3713161, -1.524691 12.3714409, -1.5246873 12.3714523, -1.5246769 12.3714622, -1.5245151 12.3714982)",,,
"[360321219, 360321220, 360321221, 360321222, 333332187]",False,,,,residential,True,164.035,"LINESTRING (-1.5245151 12.3714982, -1.5246769 12.3714622, -1.5246873 12.3714523, -1.524691 12.3714409, -1.5246585 12.3713161, -1.5246383 12.3713069, -1.5246148 12.3713043, -1.5244764 12.3713256, -1.5244489 12.3713118, -1.5244275 12.3712784, -1.5243959 12.3710702, -1.5243953 12.3710341, -1.5244181 12.3710092, -1.52504 12.3708544)",,,
55388311,False,2,3.38,,residential,False,66.872,"LINESTRING (-1.5269456 12.3706365, -1.526342 12.3707551)",,,
55388311,False,2,3.38,,residential,True,211.226,"LINESTRING (-1.5269456 12.3706365, -1.5280867 12.3704124, -1.5288522 12.3702621)",,,
"[339307013, 339307014]",False,,,,residential,False,109.992,"LINESTRING (-1.5248511 12.3724937, -1.5247656 12.3721177, -1.5247776 12.3720753, -1.5248123 12.372054, -1.5253282 12.3719257)",,,
331654899,False,2,,Avenue de Lyon,residential,False,81.22800000000001,"LINESTRING (-1.5253282 12.3719257, -1.5254 12.3721875, -1.5255218 12.3726313)",,,
331654899,False,2,,Avenue de Lyon,residential,True,123.167,"LINESTRING (-1.5253282 12.3719257, -1.5251948 12.3714297, -1.52504 12.3708544)",,,
"[339307013, 339307014]",False,,,,residential,True,109.992,"LINESTRING (-1.5253282 12.3719257, -1.5248123 12.372054, -1.5247776 12.3720753, -1.5247656 12.3721177, -1.5248511 12.3724937)",,,
150914160,True,,,,tertiary,False,73.724,"LINESTRING (-1.5274136 12.3675085, -1.527299 12.366855)",,,
681046335,False,,,,tertiary_link,True,11.655,"LINESTRING (-1.5274136 12.3675085, -1.5273075 12.3675242)",,,
681046335,False,,,,tertiary_link,False,11.655,"LINESTRING (-1.5273075 12.3675242, -1.5274136 12.3675085)",,,
27732540,True,,,Avenue Monseigneur Thévenoud,tertiary,False,108.377,"LINESTRING (-1.5273075 12.3675242, -1.5273989 12.3680887, -1.5274448 12.3684206, -1.5274657 12.3684857)",,,
"[150914160, 608733102]",True,,,,tertiary,False,25.451,"LINESTRING (-1.5268014 12.3640941, -1.5267872 12.3640028, -1.5267786 12.3639204, -1.5267727 12.363867)",,,
447576507,True,,,,tertiary_link,False,8.969,"LINESTRING (-1.5267201 12.3641082, -1.5268014 12.3640941)",,,
27732540,True,,,Avenue Monseigneur Thévenoud,tertiary,False,103.197,"LINESTRING (-1.5267201 12.3641082, -1.5267958 12.3645569, -1.526891 12.365021)",,,
1008175024,True,2,,,trunk,False,1.23,"LINESTRING (-1.5310297 12.3679043, -1.5310285 12.3678933)",,,roundabout
27753357,False,,,,residential,False,152.652,"LINESTRING (-1.531367 12.3675581, -1.5311079 12.3662088)",,,
157103039,False,4,N 1,Avenue Kadiogo,trunk,False,2.881,"LINESTRING (-1.531367 12.3675581, -1.5313463 12.3675743)",,,
312392178,True,2,N 4,Avenue du Yatenga,trunk,False,20.144,"LINESTRING (-1.5299782 12.3680698, -1.5298012 12.3681239)",,,
681046330,False,1,N 5,Avenue Capitaine Kouanda,trunk,True,5.958,"LINESTRING (-1.5299782 12.3680698, -1.5299838 12.3681231)",,,
312430391,True,1,N 5,Avenue Capitaine Kouanda,trunk,False,180.566,"LINESTRING (-1.5299782 12.3680698, -1.529778 12.3665796, -1.5297673 12.3665089, -1.5297593 12.3664601)",,,
681046333,True,4,N 4,Avenue Nelson Mandela,trunk,False,19.833,"LINESTRING (-1.5298012 12.3681239, -1.5299838 12.3681231)",,,
264549368,False,4,N 4,Avenue Nelson Mandela,trunk,False,135.573,"LINESTRING (-1.5298012 12.3681239, -1.5295734 12.3681608, -1.5293647 12.368202, -1.529104 12.3682233, -1.529008 12.3682466, -1.5285755 12.368344)",,,
341788110,False,2,N 4,Avenue Nelson Mandela,trunk,False,15.867,"LINESTRING (-1.5262699 12.3699581, -1.5261287 12.3699947)",,,
55387746,False,2,,Avenue de la Nation,residential,False,273.573,"LINESTRING (-1.5262699 12.3699581, -1.5263566 12.3699436, -1.5264543 12.3699237, -1.5266921 12.3698718, -1.5272159 12.3697575, -1.5281284 12.36955, -1.5287258 12.3694126)",,,
341788110,False,2,N 4,Avenue Nelson Mandela,trunk,True,151.35399999999998,"LINESTRING (-1.5262699 12.3699581, -1.5264519 12.3698695, -1.5266933 12.3697207, -1.5268972 12.3695802, -1.5270217 12.369486, -1.52725 12.3692716, -1.5273804 12.369149)",,,
207641384,True,1,,Avenue Nelson Mandela,trunk,False,20.187,"LINESTRING (-1.5275841 12.3687911, -1.5275941 12.3686911, -1.5276048 12.3686107)",,,
264549370,True,1,N 4,Avenue Nelson Mandela,trunk_link,False,41.792,"LINESTRING (-1.5275841 12.3687911, -1.5276636 12.3686965, -1.5277486 12.3686182, -1.5278567 12.3685273)",,,
150914146,True,1,,Rue de l'Hôtel de Ville,residential,False,22.557,"LINESTRING (-1.5274528 12.3685131, -1.5273442 12.3685325, -1.5272837 12.3685504, -1.5272528 12.3685644)",,,
963070742,True,,N 4,Place des Cinéastes,trunk,False,9.459,"LINESTRING (-1.5274528 12.3685131, -1.5274485 12.3685295, -1.5274498 12.3685601, -1.5274644 12.3685948)",,,roundabout
