osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,junction,tunnel
35900926,J.H. Bostrups Vej,residential,50,False,True,72.097,"LINESTRING (10.8859852 56.4122235, 10.8860428 56.4128711)",,,,,
101994883,N P Josiassens Vej,tertiary,50,False,False,8.291,"LINESTRING (10.8867688 56.4128484, 10.8867776 56.4129228)",2,,,,
101994883,N P Josiassens Vej,tertiary,50,False,True,85.38499999999999,"LINESTRING (10.8867688 56.4128484, 10.8866752 56.4121071, 10.8866717 56.4120824)",2,,,,
36370453,Fredensgade,residential,50,False,False,26.644,"LINESTRING (10.8824595 56.4147249, 10.8824647 56.4149645)",,,,,
"[30624924, 30624935]","['Solvangs Allé', 'Korsgade']",residential,50,False,False,256.358,"LINESTRING (10.8847976 56.4157711, 10.8849342 56.4164394, 10.8849406 56.4164705, 10.8849596 56.4165089, 10.8851541 56.416901, 10.8851397 56.4169576, 10.8851002 56.4169867, 10.8840652 56.4171524, 10.8832568 56.4172824)",2,,,,
30624924,Korsgade,residential,50,False,True,76.544,"LINESTRING (10.8847976 56.4157711, 10.8846832 56.4152026, 10.8846901 56.4150863)",2,,,,
36370453,Fredensgade,residential,50,False,True,183.074,"LINESTRING (10.8847976 56.4157711, 10.8846185 56.415783, 10.884531 56.4157608, 10.8835714 56.4155172, 10.8826424 56.4152814, 10.8824638 56.4151144, 10.8824647 56.4149645)",,,,,
102268366,Sønderbro,residential,50,False,True,223.149,"LINESTRING (10.8717613 56.4109437, 10.8719155 56.4111105, 10.8720262 56.4112126, 10.8722303 56.4113406, 10.8723442 56.4113639, 10.874909 56.4110093)",,,,,
"[24434960, 617759289, 614418365]",Århusvej,tertiary,50,False,False,151.449,"LINESTRING (10.874909 56.4110093, 10.8748344 56.4109238, 10.8746974 56.4107669, 10.8746468 56.410709, 10.8745181 56.4105693, 10.8743693 56.4103951, 10.8742353 56.4102449, 10.8741306 56.4101276, 10.873826 56.4097862)","['2', '3']",,,,
"[24434960, 102268394, 102268349]","['Søndergade', 'Århusvej']",tertiary,50,False,"[False, True]",91.778,"LINESTRING (10.874909 56.4110093, 10.8749575 56.4110638, 10.8750228 56.4111421, 10.8750995 56.4112341, 10.8751228 56.4112636, 10.8752532 56.4114289, 10.8753293 56.4115254, 10.8754243 56.4116458, 10.8755167 56.411763)",2,,yes,,
102268366,Sønderbro,residential,50,False,False,223.14899999999997,"LINESTRING (10.874909 56.4110093, 10.8723442 56.4113639, 10.8722303 56.4113406, 10.8720262 56.4112126, 10.8719155 56.4111105, 10.8717613 56.4109437)",,,,,
115107641,Storegade,residential,50,True,False,37.716,"LINESTRING (10.8716601 56.4142985, 10.8721038 56.4140644)",,,,,
"[547420064, 547420065, 612145648, 543508342, 115107643]","['Overstræde', 'Lillegade']",residential,50,False,True,98.869,"LINESTRING (10.8716601 56.4142985, 10.8717018 56.4143264, 10.8717766 56.4143937, 10.8720099 56.4146042, 10.8720925 56.4146853, 10.8723061 56.4148996, 10.8720378 56.415017)",,,,,building_passage
130092793,Rosengården,residential,,False,False,60.441,"LINESTRING (10.8814861 56.4143228, 10.8805467 56.4144822)",,,,,
130092792,Rosengården,residential,,False,False,41.28,"LINESTRING (10.8805467 56.4144822, 10.8807308 56.4148392)",,,,,
130092793,Rosengården,residential,,False,True,60.441,"LINESTRING (10.8805467 56.4144822, 10.8814861 56.4143228)",,,,,
130092792,Rosengården,residential,,False,True,60.195,"LINESTRING (10.8805467 56.4144822, 10.8804186 56.4142338, 10.8800923 56.4142145, 10.8801104 56.4141135)",,,,,
130092792,Rosengården,residential,,False,True,41.28,"LINESTRING (10.8807308 56.4148392, 10.8805467 56.4144822)",,,,,
30622347,Bredgade,residential,50,False,False,124.31000000000002,"LINESTRING (10.8807308 56.4148392, 10.8803619 56.4149016, 10.8790662 56.4151208, 10.8790452 56.4151226, 10.8790219 56.4151225, 10.8789995 56.4151213, 10.8789721 56.4151181, 10.8788485 56.4150984, 10.8787941 56.4150898)",2,,,,
30622347,Bredgade,residential,50,False,True,116.48400000000001,"LINESTRING (10.8807308 56.4148392, 10.88217 56.4146087, 10.8822676 56.4145866, 10.8823812 56.4145647, 10.8824314 56.4145542, 10.8824965 56.4145011)",2,,,,
"[102268329, 150637018]","['Grisetorvet', 'Vestergade']",residential,,False,"[False, True]",45.581999999999994,"LINESTRING (10.8721038 56.4140644, 10.8719409 56.4139579, 10.8718146 56.4138249, 10.8716005 56.4138453)",,,,,
30612865,Thykiersvej,residential,50,False,False,46.229,"LINESTRING (10.8758592 56.4156227, 10.875873 56.4156629, 10.8760027 56.4160308)",2,,,,
30612865,Thykiersvej,residential,50,False,True,47.195,"LINESTRING (10.8758592 56.4156227, 10.8758387 56.4155599, 10.8758222 56.4155091, 10.8757719 56.4153549, 10.8757401 56.4152036)",2,,,,
150637048,Grønlandstien,unclassified,,False,True,79.13,"LINESTRING (10.8758592 56.4156227, 10.8753964 56.4156504, 10.8751141 56.4156673, 10.8750328 56.4156722, 10.8745874 56.4157243)",,,,,
30612933,Violskrænten,residential,50,False,False,60.62500000000001,"LINESTRING (10.8734817 56.4158967, 10.8737238 56.4155401, 10.8737318 56.4155263, 10.873737 56.4155107, 10.8737397 56.415495, 10.8737387 56.4154786, 10.8737352 56.4154647, 10.8737257 56.4154387, 10.8737139 56.4154129, 10.8736941 56.4153801)",2,,,,
30612933,Violskrænten,residential,50,False,True,42.854,"LINESTRING (10.8734817 56.4158967, 10.8733977 56.4160213, 10.8732316 56.4162564)",2,,,,
150637048,Grønlandstien,unclassified,,False,False,72.832,"LINESTRING (10.8734817 56.4158967, 10.8736313 56.4159273, 10.873909 56.4158599, 10.8745874 56.4157243)",,,,,
24434975,Ågade,residential,50,False,False,52.176,"LINESTRING (10.8737169 56.4115148, 10.8738692 56.4119764)",,,,,
239681438,Åbyen,residential,50,False,True,66.39099999999999,"LINESTRING (10.8829431 56.4123789, 10.8828876 56.4127915, 10.8828882 56.412801, 10.8828918 56.4128175, 10.8828914 56.4128276, 10.8828899 56.4128364, 10.8828459 56.4129725)",,,,,
35900924,Åbyen,residential,50,False,False,48.90900000000001,"LINESTRING (10.8828459 56.4129725, 10.8822073 56.4128839, 10.8821732 56.412878, 10.8821465 56.412872, 10.8821222 56.4128646, 10.8821048 56.4128572, 10.8820905 56.4128476)",,,,,
35900924,Åbyen,residential,50,False,True,207.777,"LINESTRING (10.8828459 56.4129725, 10.8830252 56.4129979, 10.8832451 56.4130262, 10.8838934 56.4130957, 10.8845284 56.4131518, 10.8845805 56.4131529, 10.8846339 56.4131514, 10.8846811 56.4131474, 10.8847359 56.4131399, 10.8847911 56.4131305, 10.8848444 56.4131195, 10.8848928 56.4131063, 10.8849465 56.413089, 10.8850032 56.4130681, 10.8852982 56.4129413, 10.8853848 56.4129128, 10.8854806 56.4128876, 10.8855368 56.4128748, 10.8855906 56.4128653, 10.8856539 56.4128573, 10.8857122 56.4128526, 10.8857724 56.4128517, 10.8858206 56.4128523, 10.8858702 56.4128551, 10.8860428 56.4128711)",,,,,
239681438,Åbyen,residential,50,False,False,66.39099999999999,"LINESTRING (10.8828459 56.4129725, 10.8828899 56.4128364, 10.8828914 56.4128276, 10.8828918 56.4128175, 10.8828882 56.412801, 10.8828876 56.4127915, 10.8829431 56.4123789)",,,,,
240056294,Posthaven,unclassified,,False,True,176.695,"LINESTRING (10.8723912 56.4120253, 10.8723817 56.4122379, 10.8725531 56.4122569, 10.8725696 56.4122654, 10.8726192 56.4122909, 10.8726252 56.412291, 10.8729118 56.4122974, 10.8731561 56.4125661, 10.8731465 56.4125848, 10.8719283 56.4129083)",,,,,
240056294,Posthaven,unclassified,,False,True,14.609,"LINESTRING (10.8719283 56.4129083, 10.8720036 56.4130329)",,,,,
240056294,Posthaven,unclassified,,False,False,176.695,"LINESTRING (10.8719283 56.4129083, 10.8731465 56.4125848, 10.8731561 56.4125661, 10.8729118 56.4122974, 10.8726252 56.412291, 10.8726192 56.4122909, 10.8725696 56.4122654, 10.8725531 56.4122569, 10.8723817 56.4122379, 10.8723912 56.4120253)",,,,,
341383185,Posthaven,unclassified,,False,False,82.567,"LINESTRING (10.8719283 56.4129083, 10.8715648 56.4129002, 10.8715425 56.412896, 10.8715325 56.4128836, 10.8715601 56.4124982, 10.8713273 56.4124911)",,,,,
240056294,Posthaven,unclassified,,False,False,14.609,"LINESTRING (10.8720036 56.4130329, 10.8719283 56.4129083)",,,,,
"[612024032, 612024031]",Posthaven,secondary,50,False,False,133.82000000000002,"LINESTRING (10.8720036 56.4130329, 10.8721524 56.4130236, 10.8723199 56.4130132, 10.8726373 56.4129934, 10.8729443 56.4129743, 10.8732645 56.4129543, 10.8734158 56.4129449, 10.8736271 56.4129317, 10.8737926 56.4129214, 10.8741654 56.4128982)",,O,,,
"[563706187, 612024031]",Posthaven,secondary,50,False,True,126.882,"LINESTRING (10.8720036 56.4130329, 10.8718267 56.4130569, 10.8712821 56.4131671, 10.8712514 56.4131893, 10.871235 56.4132128, 10.8712326 56.4132386, 10.871291 56.4133287, 10.8714579 56.413586, 10.8715787 56.4137856, 10.8715879 56.4138045, 10.8715947 56.4138228, 10.8716005 56.4138453)",,O,,,
30622347,Bredgade,residential,50,False,False,116.48400000000001,"LINESTRING (10.8824965 56.4145011, 10.8824314 56.4145542, 10.8823812 56.4145647, 10.8822676 56.4145866, 10.88217 56.4146087, 10.8807308 56.4148392)",2,,,,
30648400,H. P. Rosenvinges Plads,tertiary,50,False,True,33.612,"LINESTRING (10.8824965 56.4145011, 10.8824414 56.4144491, 10.8824392 56.4142071)",2,,,,
577688423,Djursgade,tertiary,50,False,True,149.801,"LINESTRING (10.8824965 56.4145011, 10.8831916 56.4146865, 10.8846901 56.4150863)",2,,,,
"[30622280, 563807183]",Markedsgade,secondary,50,False,"[False, True]",63.575,"LINESTRING (10.8768101 56.4152415, 10.8770139 56.4152531, 10.8772641 56.415269, 10.8773672 56.4152746, 10.8774675 56.4152791, 10.8775569 56.4152811, 10.8776333 56.4152803, 10.8777079 56.4152778, 10.877786 56.4152742, 10.8778393 56.4152709)","['2', '3']",O,,,
1059289166,Markedsgade,secondary,50,True,False,65.96,"LINESTRING (10.8768101 56.4152415, 10.8767142 56.4152373, 10.8766188 56.4152346, 10.8764219 56.4152308, 10.8761907 56.4152234, 10.8760346 56.4152164, 10.8757401 56.4152036)",1,O,,,
150637048,Grønlandstien,unclassified,,False,False,79.13,"LINESTRING (10.8745874 56.4157243, 10.8750328 56.4156722, 10.8751141 56.4156673, 10.8753964 56.4156504, 10.8758592 56.4156227)",,,,,
150637048,Grønlandstien,unclassified,,False,True,72.832,"LINESTRING (10.8745874 56.4157243, 10.873909 56.4158599, 10.8736313 56.4159273, 10.8734817 56.4158967)",,,,,
563578930,Nytorv,residential,,False,True,38.083999999999996,"LINESTRING (10.8745874 56.4157243, 10.8745497 56.4156552, 10.8745054 56.415574, 10.8744192 56.4154158, 10.8744086 56.4153964)",,,,,
1059289164,Markedsgade,secondary,50,True,False,30.531,"LINESTRING (10.8723062 56.4157046, 10.8725742 56.4156174, 10.8726588 56.4155921, 10.8727376 56.4155689)",1,O,,,
5121258,,secondary,50,True,False,11.331999999999999,"LINESTRING (10.8794665 56.4133782, 10.87944 56.4133935, 10.8794107 56.4134038, 10.8793779 56.4134103, 10.8793399 56.4134126, 10.8793021 56.4134097)",1,O,,roundabout,
"[613851632, 604967113, 613851630]",Østergade,tertiary,50,False,False,186.683,"LINESTRING (10.8794665 56.4133782, 10.8795892 56.4133992, 10.8797828 56.4134322, 10.8799049 56.4134488, 10.880622 56.4135163, 10.8814287 56.4135902, 10.8816671 56.4136122, 10.8820651 56.4136483, 10.8822562 56.4136668, 10.8824473 56.4136853)","['2', '3']",,,,
30624935,Solvangs Allé,residential,,False,False,96.292,"LINESTRING (10.8832568 56.4172824, 10.8817535 56.4175242)",,,,,
337786487,Solvangs Allé,residential,,False,True,31.85,"LINESTRING (10.8832568 56.4172824, 10.8833998 56.4175577)",,,,,
"[30624924, 30624935]","['Solvangs Allé', 'Korsgade']",residential,50,False,True,256.35799999999995,"LINESTRING (10.8832568 56.4172824, 10.8840652 56.4171524, 10.8851002 56.4169867, 10.8851397 56.4169576, 10.8851541 56.416901, 10.8849596 56.4165089, 10.8849406 56.4164705, 10.8849342 56.4164394, 10.8847976 56.4157711)",2,,,,
30624935,Solvangs Allé,residential,,False,False,93.68,"LINESTRING (10.8817535 56.4175242, 10.880291 56.4177595)",,,,,
30624935,Solvangs Allé,residential,,False,True,96.292,"LINESTRING (10.8817535 56.4175242, 10.8832568 56.4172824)",,,,,
337786488,Solvangs Allé,residential,,False,True,31.961,"LINESTRING (10.8817535 56.4175242, 10.8819029 56.4177995)",,,,,
337786487,Solvangs Allé,residential,,False,False,31.85,"LINESTRING (10.8833998 56.4175577, 10.8832568 56.4172824)",,,,,
337786488,Solvangs Allé,residential,,False,False,31.961,"LINESTRING (10.8819029 56.4177995, 10.8817535 56.4175242)",,,,,
1059289171,Nytorv,residential,50,False,False,3.719,"LINESTRING (10.8743065 56.4152147, 10.8743268 56.4152462)",,,,,
"[628769933, 628769934]",Markedsgade,secondary,50,True,False,89.44200000000001,"LINESTRING (10.8743065 56.4152147, 10.8744523 56.4151866, 10.8745346 56.4151742, 10.8746245 56.4151624, 10.8747088 56.4151545, 10.8747906 56.4151495, 10.8748733 56.4151474, 10.8749762 56.4151477, 10.8751587 56.4151527, 10.8757431 56.4151753)",1,O,,,
337798839,Bakkehegnet,residential,,False,True,75.539,"LINESTRING (10.8746459 56.4168735, 10.8746266 56.4169021, 10.8744705 56.4171333, 10.874263 56.4172543, 10.874139 56.4174793)",,,,,
337798839,Bakkehegnet,residential,,False,False,75.539,"LINESTRING (10.874139 56.4174793, 10.874263 56.4172543, 10.8744705 56.4171333, 10.8746266 56.4169021, 10.8746459 56.4168735)",,,,,
548302594,Bakkehegnet,residential,50,False,False,35.196,"LINESTRING (10.874139 56.4174793, 10.8742195 56.4174926, 10.8746872 56.4175701)",,,,,
548302594,Bakkehegnet,residential,50,False,True,108.289,"LINESTRING (10.874139 56.4174793, 10.8740163 56.417469, 10.873493 56.4174401, 10.8724852 56.4173844, 10.8723879 56.417379)",,,,,
548302594,Bakkehegnet,residential,50,False,True,35.196,"LINESTRING (10.8746872 56.4175701, 10.8742195 56.4174926, 10.874139 56.4174793)",,,,,
30687497,Sønder Allé,residential,50,False,True,87.608,"LINESTRING (10.8863372 56.4113476, 10.8849189 56.4112763)",,,,,
341383185,Posthaven,unclassified,,False,True,82.567,"LINESTRING (10.8713273 56.4124911, 10.8715601 56.4124982, 10.8715325 56.4128836, 10.8715425 56.412896, 10.8715648 56.4129002, 10.8719283 56.4129083)",,,,,
130092792,Rosengården,residential,,False,False,60.195,"LINESTRING (10.8801104 56.4141135, 10.8800923 56.4142145, 10.8804186 56.4142338, 10.8805467 56.4144822)",,,,,
36370453,Fredensgade,residential,50,False,True,26.644,"LINESTRING (10.8824647 56.4149645, 10.8824595 56.4147249)",,,,,
341383197,,unclassified,,False,True,273.571,"LINESTRING (10.8824647 56.4149645, 10.8781939 56.4156513)",,,,,
36370453,Fredensgade,residential,50,False,False,183.07399999999998,"LINESTRING (10.8824647 56.4149645, 10.8824638 56.4151144, 10.8826424 56.4152814, 10.8835714 56.4155172, 10.884531 56.4157608, 10.8846185 56.415783, 10.8847976 56.4157711)",,,,,
341383197,,unclassified,,False,False,273.571,"LINESTRING (10.8781939 56.4156513, 10.8824647 56.4149645)",,,,,
621945737,Åstrupvej,tertiary,50,False,True,12.484,"LINESTRING (10.8781939 56.4156513, 10.8783068 56.4157446)",2,,,,
621945737,Åstrupvej,tertiary,50,False,False,47.89900000000001,"LINESTRING (10.8781939 56.4156513, 10.8779799 56.4154725, 10.8779547 56.4154457, 10.877926 56.4154066, 10.8779081 56.4153785, 10.8778393 56.4152709)",2,,,,
475699262,Åstræde,residential,50,False,True,133.864,"LINESTRING (10.8799332 56.4122408, 10.8799813 56.4122492, 10.8804258 56.412327, 10.8804642 56.4123355, 10.8805049 56.412345, 10.8808123 56.4124297, 10.8808367 56.4124356, 10.8808634 56.412441, 10.8812166 56.4125006, 10.8819877 56.4126308)",,,,,
"[617142920, 617142921, 150590458, 35900924, 150590461]","['Åholmen', 'Åbyen']",residential,50,False,"[False, True]",209.324,"LINESTRING (10.8819877 56.4126308, 10.8818789 56.4123865, 10.8818008 56.4122156, 10.8818746 56.4120576, 10.881876 56.412053, 10.8818765 56.4120497, 10.8818757 56.4120463, 10.881874 56.4120429, 10.8818713 56.4120402, 10.8818673 56.4120374, 10.881862 56.4120348, 10.8818549 56.4120317, 10.8815641 56.4119377, 10.8815502 56.4119334, 10.8815352 56.4119293, 10.8815194 56.4119257, 10.8810843 56.4118645, 10.8801727 56.4117645, 10.8796681 56.4117092)",,,yes,,
35900924,Åbyen,residential,50,False,True,25.029999999999998,"LINESTRING (10.8819877 56.4126308, 10.8820511 56.4127903, 10.88206 56.4128103, 10.8820679 56.412824, 10.882077 56.4128361, 10.8820905 56.4128476)",,,,,
475699262,Åstræde,residential,50,False,False,133.864,"LINESTRING (10.8819877 56.4126308, 10.8812166 56.4125006, 10.8808634 56.412441, 10.8808367 56.4124356, 10.8808123 56.4124297, 10.8805049 56.412345, 10.8804642 56.4123355, 10.8804258 56.412327, 10.8799813 56.4122492, 10.8799332 56.4122408)",,,,,
556011908,Mogensgade,residential,50,False,False,134.335,"LINESTRING (10.8754991 56.4141975, 10.8745674 56.4146359, 10.8741794 56.4148051, 10.8738302 56.4149096, 10.8737786 56.4149355)",2,,,,
563578930,Nytorv,residential,,False,False,38.084,"LINESTRING (10.8744086 56.4153964, 10.8744192 56.4154158, 10.8745054 56.415574, 10.8745497 56.4156552, 10.8745874 56.4157243)",,,,,
563807176,Smedestræde,residential,,False,False,37.429,"LINESTRING (10.8734001 56.414689, 10.8736525 56.4149118, 10.8737786 56.4149355)",,,,,
30676705,Nørregade,residential,50,False,True,113.73400000000001,"LINESTRING (10.8771118 56.4143327, 10.8771387 56.4143634, 10.8772074 56.414442, 10.8772768 56.4145214, 10.8774154 56.41468, 10.8774635 56.4147389, 10.8776944 56.4150215, 10.8777214 56.4150578, 10.8777503 56.4150991, 10.8777751 56.4151413, 10.8777919 56.4151741, 10.8778393 56.4152709)",2,,,,
569713470,Ågade,residential,50,False,True,51.537000000000006,"LINESTRING (10.8742143 56.4133609, 10.8741787 56.4130241, 10.8741654 56.4128982)",,,,,
"[617142920, 617142921, 150590458, 35900924, 150590461]","['Åholmen', 'Åbyen']",residential,50,False,"[False, True]",209.32399999999998,"LINESTRING (10.8796681 56.4117092, 10.8801727 56.4117645, 10.8810843 56.4118645, 10.8815194 56.4119257, 10.8815352 56.4119293, 10.8815502 56.4119334, 10.8815641 56.4119377, 10.8818549 56.4120317, 10.881862 56.4120348, 10.8818673 56.4120374, 10.8818713 56.4120402, 10.881874 56.4120429, 10.8818757 56.4120463, 10.8818765 56.4120497, 10.881876 56.412053, 10.8818746 56.4120576, 10.8818008 56.4122156, 10.8818789 56.4123865, 10.8819877 56.4126308)",,,yes,,
"[239681409, 617985842]","['Åstien', 'Sønder Allé']","['unclassified', 'residential']",50,False,"[False, True]",150.349,"LINESTRING (10.8755149 56.4102034, 10.8759991 56.4105871, 10.8761574 56.410717, 10.8762834 56.4107748, 10.8764332 56.410814, 10.8766981 56.4102888)",,,,,
5121257,,tertiary,50,True,False,35.495,"LINESTRING (10.8867821 56.414011, 10.8867671 56.4140331, 10.8867433 56.4140528, 10.886712 56.4140689, 10.886675 56.4140806, 10.886634 56.4140874, 10.8865914 56.4140888, 10.886539 56.414083, 10.8864918 56.4140692, 10.8864536 56.4140485, 10.8864276 56.4140227, 10.8864159 56.4139938, 10.8864195 56.4139643)",1,,,roundabout,
5121258,,secondary,50,True,False,32.625,"LINESTRING (10.8791979 56.4132969, 10.8792056 56.413286, 10.8792284 56.4132684, 10.8792573 56.4132549, 10.8792914 56.4132456, 10.8793284 56.4132412, 10.8793663 56.4132419, 10.8794027 56.4132477, 10.8794384 56.4132594, 10.8794673 56.4132759, 10.8794872 56.4132961, 10.8794967 56.4133184, 10.8794957 56.4133395, 10.8794854 56.4133599, 10.8794665 56.4133782)",1,O,,roundabout,
"[625919506, 612024034, 625919507, 24434948]",Kannikegade,secondary,50,False,True,228.17999999999998,"LINESTRING (10.8791979 56.4132969, 10.8791036 56.4132811, 10.8789518 56.4132502, 10.878884 56.4132338, 10.8788393 56.4132219, 10.8787797 56.413203, 10.8785591 56.4131136, 10.8780164 56.4128908, 10.8779492 56.4128632, 10.8775002 56.4126789, 10.8770661 56.4125185, 10.8767701 56.4124091, 10.8767059 56.4123878, 10.8765326 56.412338, 10.8763593 56.4122882, 10.8762253 56.4122602, 10.8761386 56.4122415, 10.8760625 56.4122205)",2,O,,,
1059289170,Violskrænten,residential,50,False,False,4.058,"LINESTRING (10.8736941 56.4153801, 10.8736706 56.415346)",,,,,
30612933,Violskrænten,residential,50,False,True,60.625,"LINESTRING (10.8736941 56.4153801, 10.8737139 56.4154129, 10.8737257 56.4154387, 10.8737352 56.4154647, 10.8737387 56.4154786, 10.8737397 56.415495, 10.873737 56.4155107, 10.8737318 56.4155263, 10.8737238 56.4155401, 10.8734817 56.4158967)",2,,,,
1059289163,Markedsgade,secondary,50,True,False,62.21,"LINESTRING (10.8736941 56.4153801, 10.8734984 56.415426, 10.8730188 56.4155366, 10.8727613 56.4155963)",1,O,,,
1059289169,Nytorv,residential,50,False,True,4.064,"LINESTRING (10.8740162 56.4153132, 10.8739915 56.4152793)",,,,,
1059289163,Markedsgade,secondary,50,True,False,21.163,"LINESTRING (10.8740162 56.4153132, 10.8738403 56.4153498, 10.8736941 56.4153801)",1,O,,,
337798841,Nytorv,residential,,True,False,17.443,"LINESTRING (10.8743268 56.4152462, 10.8744086 56.4153964)",,,,,
1059289171,Nytorv,residential,50,False,True,3.719,"LINESTRING (10.8743268 56.4152462, 10.8743065 56.4152147)",,,,,
1059289163,Markedsgade,secondary,50,True,False,20.506999999999998,"LINESTRING (10.8743268 56.4152462, 10.8741038 56.4152945, 10.8740162 56.4153132)",1,O,,,
30612865,Thykiersvej,residential,50,False,True,3.152,"LINESTRING (10.8757401 56.4152036, 10.8757431 56.4151753)",2,,,,
30612865,Thykiersvej,residential,50,False,False,47.19499999999999,"LINESTRING (10.8757401 56.4152036, 10.8757719 56.4153549, 10.8758222 56.4155091, 10.8758387 56.4155599, 10.8758592 56.4156227)",2,,,,
"[1059289163, 1059289166, 1059289167]",Markedsgade,secondary,50,True,False,88.09199999999998,"LINESTRING (10.8757401 56.4152036, 10.8756562 56.4152004, 10.875155 56.415181, 10.8750454 56.4151778, 10.8749774 56.4151757, 10.8748734 56.4151757, 10.8747611 56.415181, 10.8746801 56.4151877, 10.8745977 56.4151982, 10.8745209 56.4152098, 10.8744359 56.4152246, 10.8743268 56.4152462)",1,O,,,
1059289168,Schoubygade,residential,50,False,True,3.378,"LINESTRING (10.8727613 56.4155963, 10.8727376 56.4155689)",,,,,
1059289165,Markedsgade,secondary,50,True,False,30.476,"LINESTRING (10.8727613 56.4155963, 10.8726783 56.4156162, 10.8726194 56.4156302, 10.8725639 56.4156431, 10.8724659 56.4156651, 10.8723846 56.4156846, 10.8723062 56.4157046)",1,O,,,
