osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,lanes,junction,name,bridge
83378514,False,,residential,,True,46.337,"LINESTRING (-4.3791204 55.6010306, -4.3794318 55.6010089, -4.3798554 55.6010174)",,,Barrmill Road,
83378497,False,,residential,,True,69.483,"LINESTRING (-4.3790282 55.6004079, -4.3791204 55.6010306)",,,,
83378515,False,,tertiary,,False,34.428,"LINESTRING (-4.3790282 55.6004079, -4.3784821 55.6004339)",,,Henrietta Street,
83378515,False,,tertiary,,True,48.677,"LINESTRING (-4.3790282 55.6004079, -4.379801 55.600376)",,,Henrietta Street,
83378515,False,,tertiary,,True,34.428,"LINESTRING (-4.3784821 55.6004339, -4.3790282 55.6004079)",,,Henrietta Street,
83378498,False,,residential,,False,75.768,"LINESTRING (-4.3784821 55.6004339, -4.3784175 55.6000893, -4.3783596 55.5998858, -4.3783366 55.5997577)",,,,
83378515,False,,tertiary,,False,128.416,"LINESTRING (-4.3784821 55.6004339, -4.3782361 55.600449, -4.3765854 55.6005503, -4.3764534 55.6005695)",,,Henrietta Street,
83378498,False,,residential,,True,75.768,"LINESTRING (-4.3783366 55.5997577, -4.3783596 55.5998858, -4.3784175 55.6000893, -4.3784821 55.6004339)",,,,
83378501,False,,residential,,False,22.82,"LINESTRING (-4.3771736 55.6012571, -4.3769414 55.6013297, -4.3768558 55.6013565)",,,,
83378514,False,,residential,,True,125.66399999999999,"LINESTRING (-4.3771736 55.6012571, -4.3773297 55.6012129, -4.3785919 55.6011205, -4.378662 55.6011154, -4.3791204 55.6010306)",,,Barrmill Road,
179212932,False,,residential,,False,90.078,"LINESTRING (-4.3771736 55.6012571, -4.376894 55.6010652, -4.3766473 55.6008833, -4.3762412 55.6006428)",,,Barrmill Road,
83378501,False,,residential,,True,22.82,"LINESTRING (-4.3768558 55.6013565, -4.3769414 55.6013297, -4.3771736 55.6012571)",,,,
83378503,False,,residential,,False,101.345,"LINESTRING (-4.3764534 55.6005695, -4.376357 55.6004904, -4.3762981 55.6001326, -4.37622 55.5996787)",,,Blair Street,
83378515,False,,tertiary,,False,15.625,"LINESTRING (-4.3764534 55.6005695, -4.3763407 55.6006086, -4.3762412 55.6006428)",,,Henrietta Street,
83378515,False,,tertiary,,True,128.416,"LINESTRING (-4.3764534 55.6005695, -4.3765854 55.6005503, -4.3782361 55.600449, -4.3784821 55.6004339)",,,Henrietta Street,
83378505,False,,tertiary,,False,20.591,"LINESTRING (-4.3762412 55.6006428, -4.3760814 55.6006849, -4.3759323 55.6006999)",,,Maxwood Road,
83378515,False,,tertiary,,True,15.625,"LINESTRING (-4.3762412 55.6006428, -4.3763407 55.6006086, -4.3764534 55.6005695)",,,Henrietta Street,
179212932,False,,residential,,True,90.078,"LINESTRING (-4.3762412 55.6006428, -4.3766473 55.6008833, -4.376894 55.6010652, -4.3771736 55.6012571)",,,Barrmill Road,
83378511,False,,residential,,False,42.558,"LINESTRING (-4.3798153 55.6011725, -4.3804927 55.6011774)",,,Church Lane,
179212927,False,A719,primary,30 mph,False,17.429,"LINESTRING (-4.3798153 55.6011725, -4.3798554 55.6010174)",,,Polwarth Street,
"[22987965, 70590757, 70590759]",False,A719,primary,30 mph,True,179.11599999999999,"LINESTRING (-4.3798153 55.6011725, -4.3798271 55.6013352, -4.3798755 55.6017825, -4.3798927 55.6019222, -4.3799062 55.6024063, -4.3798934 55.6025385, -4.3798694 55.6026662, -4.3798532 55.6027456, -4.3798461 55.6027803)",,,"['Polwarth Street', 'Galston Bridge']",yes
179212927,False,A719,primary,30 mph,True,17.429,"LINESTRING (-4.3798554 55.6010174, -4.3798153 55.6011725)",,,Polwarth Street,
179212929,False,A719,primary,30 mph,False,71.402,"LINESTRING (-4.3798554 55.6010174, -4.379801 55.600376)",,,Polwarth Street,
83378514,False,,residential,,False,46.337,"LINESTRING (-4.3798554 55.6010174, -4.3794318 55.6010089, -4.3791204 55.6010306)",,,Barrmill Road,
39980090,False,,residential,,True,108.472,"LINESTRING (-4.3792303 55.597951, -4.379308 55.5980768, -4.3793939 55.5981375, -4.3796621 55.5982648, -4.3796745 55.5983124, -4.3796486 55.5983653, -4.3794975 55.5985094, -4.3794894 55.5985973, -4.3795495 55.5986542, -4.3797667 55.5987254)",,,Barr Castle Gardens,
315231215,False,,residential,,False,74.833,"LINESTRING (-4.3806312 55.6011703, -4.3816005 55.6010183, -4.3817628 55.6009678)",,,Church Lane,
"[98888225, 98888223]",False,B7037,secondary,,True,130.395,"LINESTRING (-4.3817628 55.6009678, -4.3819379 55.6011347, -4.3819825 55.6011626, -4.3821323 55.6012563, -4.3824116 55.6013495, -4.3831681 55.6015373, -4.383435 55.6016036)",,,Cross Street,
179212930,False,B7037,secondary,,False,72.239,"LINESTRING (-4.3817628 55.6009678, -4.3816488 55.6008943, -4.3815663 55.6008118, -4.3814449 55.6006343, -4.3814109 55.6003681)",,,Cross Street,
315231215,False,,residential,,True,74.833,"LINESTRING (-4.3817628 55.6009678, -4.3816005 55.6010183, -4.3806312 55.6011703)",,,Church Lane,
83379222,False,,residential,,True,16.978,"LINESTRING (-4.3871496 55.6023994, -4.3870207 55.6025336)",,,Boyd Street,
156126734,False,,residential,,True,36.703,"LINESTRING (-4.3871496 55.6023994, -4.3876788 55.6025393)",,,Riverside Road,
5214200,False,B7037,secondary,,False,45.919,"LINESTRING (-4.3870207 55.6025336, -4.3863483 55.6023716)",,,Titchfield Street,
83379222,False,,residential,,False,16.978,"LINESTRING (-4.3870207 55.6025336, -4.3871496 55.6023994)",,,Boyd Street,
"[5214200, 5214193]",False,B7037,secondary,,True,41.013,"LINESTRING (-4.3870207 55.6025336, -4.3872212 55.6025869, -4.3874662 55.6026695, -4.3875445 55.6027391)",,,Titchfield Street,
5214200,False,B7037,secondary,,False,116.383,"LINESTRING (-4.3855486 55.6021668, -4.3848397 55.6019745, -4.3838785 55.6017137)",,,Titchfield Street,
5214200,False,B7037,secondary,,True,55.156000000000006,"LINESTRING (-4.3855486 55.6021668, -4.386288 55.6023562, -4.3863483 55.6023716)",,,Titchfield Street,
83379223,False,,residential,,False,87.868,"LINESTRING (-4.3855486 55.6021668, -4.3852733 55.6025138, -4.3851982 55.6026714, -4.3855951 55.6027744)",,,Craigie Place,
83379223,False,,residential,,True,87.868,"LINESTRING (-4.3855951 55.6027744, -4.3851982 55.6026714, -4.3852733 55.6025138, -4.3855486 55.6021668)",,,Craigie Place,
40060433,False,,residential,,False,164.998,"LINESTRING (-4.3849648 55.6003627, -4.3838785 55.6017137)",,,Orchard Street,
40060433,False,,residential,,True,52.479,"LINESTRING (-4.3849648 55.6003627, -4.3853103 55.599933)",,,Orchard Street,
83379225,False,,residential,,False,97.00399999999999,"LINESTRING (-4.3849648 55.6003627, -4.3856998 55.6005678, -4.3863493 55.600749)",,,Milton Road,
83379225,False,,residential,,True,97.00399999999999,"LINESTRING (-4.3863493 55.600749, -4.3856998 55.6005678, -4.3849648 55.6003627)",,,Milton Road,
"[98888224, 83379228]",False,,residential,,False,194.91199999999998,"LINESTRING (-4.3863493 55.600749, -4.3860485 55.6011104, -4.386035 55.6011864, -4.3863891 55.601441, -4.3864642 55.6015016, -4.3865007 55.6015485, -4.3865029 55.6016159, -4.3863483 55.6023716)",,,"['Park Road', 'Standalane Street']",
83379228,False,,residential,,True,105.699,"LINESTRING (-4.3863493 55.600749, -4.3864476 55.6006153, -4.3869998 55.5999369, -4.3870435 55.5998832)",,,Park Road,
83379228,False,,residential,,True,48.262,"LINESTRING (-4.3870435 55.5998832, -4.3873965 55.5994977)",,,Park Road,
83379228,False,,residential,,False,105.699,"LINESTRING (-4.3870435 55.5998832, -4.3869998 55.5999369, -4.3864476 55.6006153, -4.3863493 55.600749)",,,Park Road,
5214200,False,B7037,secondary,,True,45.919,"LINESTRING (-4.3863483 55.6023716, -4.3870207 55.6025336)",,,Titchfield Street,
5214200,False,B7037,secondary,,False,55.156000000000006,"LINESTRING (-4.3863483 55.6023716, -4.386288 55.6023562, -4.3855486 55.6021668)",,,Titchfield Street,
"[98888224, 83379228]",False,,residential,,True,194.91199999999998,"LINESTRING (-4.3863483 55.6023716, -4.3865029 55.6016159, -4.3865007 55.6015485, -4.3864642 55.6015016, -4.3863891 55.601441, -4.386035 55.6011864, -4.3860485 55.6011104, -4.3863493 55.600749)",,,"['Park Road', 'Standalane Street']",
156126734,False,,residential,,False,36.703,"LINESTRING (-4.3876788 55.6025393, -4.3871496 55.6023994)",,,Riverside Road,
100964915,False,,residential,,False,37.72,"LINESTRING (-4.3836874 55.6012958, -4.383435 55.6016036)",,,John Murray Court,
98888223,False,B7037,secondary,,True,30.431,"LINESTRING (-4.383435 55.6016036, -4.3838785 55.6017137)",,,,
100964915,False,,residential,,True,37.72,"LINESTRING (-4.383435 55.6016036, -4.3836874 55.6012958)",,,John Murray Court,
"[98888225, 98888223]",False,B7037,secondary,,False,130.395,"LINESTRING (-4.383435 55.6016036, -4.3831681 55.6015373, -4.3824116 55.6013495, -4.3821323 55.6012563, -4.3819825 55.6011626, -4.3819379 55.6011347, -4.3817628 55.6009678)",,,Cross Street,
124753749,False,,residential,,False,25.536,"LINESTRING (-4.37462 55.5977336, -4.3749647 55.5976119)",,,Stirling Crescent,
83378471,False,,residential,,False,211.734,"LINESTRING (-4.37462 55.5977336, -4.3744119 55.5976634, -4.3742295 55.5975703, -4.3741037 55.5974865, -4.3740339 55.5974471, -4.3738837 55.5973986, -4.3736531 55.5973835, -4.3734304 55.5973906, -4.3732615 55.5973896, -4.373122 55.5974168, -4.373004 55.5974562, -4.3729718 55.5975441, -4.3730201 55.5976199, -4.3730952 55.5976896, -4.3731569 55.5977452, -4.3732346 55.5977866, -4.3738247 55.598123)",,,Stirling Crescent,
83378471,False,,residential,,True,66.239,"LINESTRING (-4.37462 55.5977336, -4.3745071 55.5978019, -4.3744011 55.5978622, -4.3742458 55.5979356, -4.3740302 55.5980314, -4.3738247 55.598123)",,,Stirling Crescent,
83378471,False,,residential,,False,66.23899999999999,"LINESTRING (-4.3738247 55.598123, -4.3740302 55.5980314, -4.3742458 55.5979356, -4.3744011 55.5978622, -4.3745071 55.5978019, -4.37462 55.5977336)",,,Stirling Crescent,
83378471,False,,residential,,True,211.73400000000004,"LINESTRING (-4.3738247 55.598123, -4.3732346 55.5977866, -4.3731569 55.5977452, -4.3730952 55.5976896, -4.3730201 55.5976199, -4.3729718 55.5975441, -4.373004 55.5974562, -4.373122 55.5974168, -4.3732615 55.5973896, -4.3734304 55.5973906, -4.3736531 55.5973835, -4.3738837 55.5973986, -4.3740339 55.5974471, -4.3741037 55.5974865, -4.3742295 55.5975703, -4.3744119 55.5976634, -4.37462 55.5977336)",,,Stirling Crescent,
83378471,False,,residential,,True,75.163,"LINESTRING (-4.3738247 55.598123, -4.3742762 55.5983496, -4.3746732 55.5985981)",,,Stirling Crescent,
124753749,False,,residential,,True,25.536,"LINESTRING (-4.3749647 55.5976119, -4.37462 55.5977336)",,,Stirling Crescent,
"[5214200, 5214193]",False,B7037,secondary,,False,41.013,"LINESTRING (-4.3875445 55.6027391, -4.3874662 55.6026695, -4.3872212 55.6025869, -4.3870207 55.6025336)",,,Titchfield Street,
40060433,False,,residential,,False,52.479,"LINESTRING (-4.3853103 55.599933, -4.3849648 55.6003627)",,,Orchard Street,
40060433,False,,residential,,True,45.91,"LINESTRING (-4.3853103 55.599933, -4.3856122 55.599557)",,,Orchard Street,
659848423,False,,residential,,True,84.324,"LINESTRING (-4.3853103 55.599933, -4.3849514 55.5998468, -4.3848641 55.5998661, -4.3848171 55.5999025, -4.3844795 55.600299)",,,Chapel Lane,
46178096,False,,unclassified,,True,35.205,"LINESTRING (-4.3768519 55.6029196, -4.376827 55.6030763, -4.3767913 55.6032343)",,,,
205522054,True,,unclassified,,False,31.458,"LINESTRING (-4.3768519 55.6029196, -4.3768638 55.6027044, -4.3768322 55.6026392)",,,,
83378511,False,,residential,,True,42.558,"LINESTRING (-4.3804927 55.6011774, -4.3798153 55.6011725)",,,Church Lane,
315233293,False,,residential,,True,13.522,"LINESTRING (-4.3840412 55.5985458, -4.3839906 55.5984276)",,,,
315233293,False,,residential,,False,13.522,"LINESTRING (-4.3839906 55.5984276, -4.3840412 55.5985458)",,,,
83378434,False,,residential,,False,14.189,"LINESTRING (-4.3839906 55.5984276, -4.3840748 55.5983957, -4.3841358 55.5983344)",,,Andrew Lundie Place,
83378434,False,,residential,,True,43.977000000000004,"LINESTRING (-4.3839906 55.5984276, -4.383899 55.5984325, -4.3838081 55.598418, -4.3837413 55.598381, -4.3834982 55.5981875)",,,Andrew Lundie Place,
83378435,False,,residential,,True,50.471000000000004,"LINESTRING (-4.3828181 55.5987277, -4.3829522 55.5986731, -4.3830328 55.5985629, -4.3831919 55.5985072, -4.3830846 55.598386)",,,Wishart Place,
478392396,False,,residential,,True,15.091,"LINESTRING (-4.3760747 55.601177, -4.3762847 55.6011111)",,,Hendrie Court,
478392396,False,,residential,,False,16.966,"LINESTRING (-4.3765229 55.6010392, -4.3762847 55.6011111)",,,Hendrie Court,
83378505,False,,tertiary,,False,3.537,"LINESTRING (-4.3759323 55.6006999, -4.375876 55.6006998)",,,Maxwood Road,
83378505,False,,tertiary,,True,20.591,"LINESTRING (-4.3759323 55.6006999, -4.3760814 55.6006849, -4.3762412 55.6006428)",,,Maxwood Road,
478392624,False,,residential,,False,51.109,"LINESTRING (-4.3759323 55.6006999, -4.375957 55.6007522, -4.3759838 55.6008098, -4.3762847 55.6011111)",,,Hendrie Court,
478392396,False,,residential,,False,15.091,"LINESTRING (-4.3762847 55.6011111, -4.3760747 55.601177)",,,Hendrie Court,
478392396,False,,residential,,True,16.966,"LINESTRING (-4.3762847 55.6011111, -4.3765229 55.6010392)",,,Hendrie Court,
478392624,False,,residential,,True,51.109,"LINESTRING (-4.3762847 55.6011111, -4.3759838 55.6008098, -4.375957 55.6007522, -4.3759323 55.6006999)",,,Hendrie Court,
485176607,False,,residential,,True,34.649,"LINESTRING (-4.3844795 55.600299, -4.3842395 55.6002676, -4.3839343 55.600267)",,,Manse Place,
659848423,False,,residential,,False,84.324,"LINESTRING (-4.3844795 55.600299, -4.3848171 55.5999025, -4.3848641 55.5998661, -4.3849514 55.5998468, -4.3853103 55.599933)",,,Chapel Lane,
659848423,False,,residential,,True,99.1,"LINESTRING (-4.3844795 55.600299, -4.383964 55.6009157, -4.3838037 55.6011043)",,,Chapel Lane,
485176607,False,,residential,,False,38.541,"LINESTRING (-4.3833208 55.6002658, -4.3839343 55.600267)",,,Manse Place,
485176958,False,,residential,,True,67.864,"LINESTRING (-4.3846324 55.5973102, -4.3849124 55.5976999, -4.3851807 55.597814)",,,Jamieson Court,
98879698,False,A719,primary,30 mph,False,23.484,"LINESTRING (-4.3851807 55.597814, -4.3854449 55.5976646)",,,Brewland Street,
98879698,False,A719,primary,30 mph,True,142.72199999999998,"LINESTRING (-4.3851807 55.597814, -4.3851231 55.5978465, -4.3849703 55.5980095, -4.384936 55.5980461, -4.3848334 55.5981556, -4.3845008 55.5986769, -4.384254 55.59898)",,,Brewland Street,
485176958,False,,residential,,False,67.864,"LINESTRING (-4.3851807 55.597814, -4.3849124 55.5976999, -4.3846324 55.5973102)",,,Jamieson Court,
659848423,False,,residential,,False,99.1,"LINESTRING (-4.3838037 55.6011043, -4.383964 55.6009157, -4.3844795 55.600299)",,,Chapel Lane,
83378437,False,,residential,,False,73.001,"LINESTRING (-4.3828229 55.600518, -4.3828126 55.6006755, -4.3828216 55.6007573, -4.3828785 55.6008079, -4.3830073 55.600827, -4.383505 55.6008454)",,,Chapel Lane,
83378437,False,,residential,,True,30.788,"LINESTRING (-4.3828229 55.600518, -4.3828091 55.6004378, -4.3827867 55.6003969, -4.3827394 55.600356, -4.3826188 55.6002766)",,,Chapel Lane,
746514016,False,,residential,,False,15.408,"LINESTRING (-4.3828229 55.600518, -4.3828854 55.6005632, -4.3830277 55.6005747)",,,,
746514015,False,,residential,,False,42.55500000000001,"LINESTRING (-4.3842595 55.6000763, -4.3839017 55.6000877, -4.3839343 55.600267)",,,,
485176607,False,,residential,,True,38.541,"LINESTRING (-4.3839343 55.600267, -4.3833208 55.6002658)",,,Manse Place,
485176607,False,,residential,,False,34.649,"LINESTRING (-4.3839343 55.600267, -4.3842395 55.6002676, -4.3844795 55.600299)",,,Manse Place,
746514015,False,,residential,,True,42.55500000000001,"LINESTRING (-4.3839343 55.600267, -4.3839017 55.6000877, -4.3842595 55.6000763)",,,,
746514017,False,,residential,,False,31.678,"LINESTRING (-4.3830277 55.6005747, -4.3830399 55.6002899)",,,,
746514017,False,,residential,,True,16.098,"LINESTRING (-4.3830277 55.6005747, -4.3830358 55.6007194)",,,,
746514016,False,,residential,,True,15.408,"LINESTRING (-4.3830277 55.6005747, -4.3828854 55.6005632, -4.3828229 55.600518)",,,,
746514017,False,,residential,,False,16.098,"LINESTRING (-4.3830358 55.6007194, -4.3830277 55.6005747)",,,,
746514017,False,,residential,,True,31.678,"LINESTRING (-4.3830399 55.6002899, -4.3830277 55.6005747)",,,,
"[83379224, 1157040818]",False,,residential,,"[False, True]",141.619,"LINESTRING (-4.3825598 55.6021116, -4.3832196 55.6023753, -4.3833255 55.6023965, -4.3833669 55.6023753, -4.3838785 55.6017137)",,,Gas Lane,
