osmid,highway,oneway,reversed,length,lanes,ref,name,access,geometry
792230195,residential,False,True,32.222,,,Privada Morelos,,"LINESTRING (-98.8578772 19.5624793, -98.8577988 19.5627595)"
315676643,tertiary,False,True,29.731,,,Calle Plaza Morelos,,"LINESTRING (-98.8577988 19.5627595, -98.8575261 19.5626856)"
792230195,residential,False,False,32.222,,,Privada Morelos,,"LINESTRING (-98.8577988 19.5627595, -98.8578772 19.5624793)"
315676643,tertiary,False,False,52.556,,,Calle Plaza Morelos,,"LINESTRING (-98.8577988 19.5627595, -98.8579815 19.5628101, -98.8582796 19.5628942)"
792230201,residential,False,True,66.525,,,,,"LINESTRING (-98.8592344 19.564759, -98.8594049 19.5641827)"
315681626,tertiary,False,False,41.426,,,Avenida Insurgentes,,"LINESTRING (-98.8594049 19.5641827, -98.8597908 19.5642638)"
792230201,residential,False,False,66.525,,,,,"LINESTRING (-98.8594049 19.5641827, -98.8592344 19.564759)"
315681626,tertiary,False,True,80.38,,,Avenida Insurgentes,,"LINESTRING (-98.8594049 19.5641827, -98.8589371 19.564078, -98.8586659 19.5639914)"
737735983,secondary,True,False,40.728,,MEX 136,Hidalgo,,"LINESTRING (-98.8579148 19.5613521, -98.8578048 19.5617034)"
"[792234472, 792234473, 1075645611]",residential,False,"[False, True]",165.058,,,,,"LINESTRING (-98.8579148 19.5613521, -98.8573086 19.5611701, -98.8574025 19.560901, -98.8570793 19.5608062, -98.8567923 19.560724)"
784032611,residential,False,False,26.373,,,Calle Sauce,,"LINESTRING (-98.8567923 19.560724, -98.856733 19.5609545)"
784032611,residential,False,True,72.25,,,Calle Sauce,,"LINESTRING (-98.8567923 19.560724, -98.8570088 19.5601071)"
"[792234472, 792234473, 1075645611]",residential,False,"[False, True]",165.058,,,,,"LINESTRING (-98.8567923 19.560724, -98.8570793 19.5608062, -98.8574025 19.560901, -98.8573086 19.5611701, -98.8579148 19.5613521)"
550519771,secondary,False,True,71.355,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.8557369 19.5672964, -98.8559946 19.5667024)"
737735983,secondary,True,False,44.362,,MEX 136,Hidalgo,,"LINESTRING (-98.8576439 19.5623024, -98.8575261 19.5626856)"
792633464,residential,False,True,14.223,,,Privada Independencia,,"LINESTRING (-98.8576439 19.5623024, -98.8577727 19.5623428)"
792633464,residential,False,False,14.223,,,Privada Independencia,,"LINESTRING (-98.8577727 19.5623428, -98.8576439 19.5623024)"
315681701,unclassified,False,True,215.35000000000002,,,Circuito Narciso Mendoza,,"LINESTRING (-98.8540374 19.5662468, -98.8541847 19.5662977, -98.8545914 19.5664371, -98.8547261 19.5664722, -98.8548489 19.5664859, -98.8550362 19.5664889, -98.8553031 19.5664782, -98.855499 19.5664892, -98.856035 19.5666119)"
901523235,residential,False,False,167.09199999999998,,,,,"LINESTRING (-98.8540374 19.5662468, -98.8542566 19.565815, -98.8543158 19.5656351, -98.8543596 19.5655375, -98.8544373 19.5654553, -98.8544509 19.5654138, -98.8544374 19.5653681, -98.8541746 19.5649009)"
784032611,residential,False,False,72.25,,,Calle Sauce,,"LINESTRING (-98.8570088 19.5601071, -98.8567923 19.560724)"
901533391,residential,False,True,158.25,,,,,"LINESTRING (-98.8570088 19.5601071, -98.8577083 19.5603032, -98.8578478 19.5601718, -98.8583956 19.5603606)"
737735983,secondary,True,False,121.30600000000001,,MEX 136,Hidalgo,,"LINESTRING (-98.8583956 19.5603606, -98.8581723 19.5607708, -98.8579148 19.5613521)"
901533391,residential,False,False,158.25,,,,,"LINESTRING (-98.8583956 19.5603606, -98.8578478 19.5601718, -98.8577083 19.5603032, -98.8570088 19.5601071)"
