osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed,junction,width,access
31257267,,Malmedyer Straße,residential,False,False,126.98199999999999,,"LINESTRING (6.480591 50.5322941, 6.4807386 50.5322392, 6.4808423 50.532187, 6.4812045 50.5319427, 6.4812651 50.5319098, 6.4812957 50.5318913, 6.4814562 50.5318342, 6.4816535 50.5317906, 6.4818844 50.5317403, 6.4820796 50.5316978)",,30,,,
40790547,,Am Hähnchen,residential,False,True,317.42199999999997,,"LINESTRING (6.480591 50.5322941, 6.4805279 50.5322616, 6.4804681 50.5322122, 6.480422 50.532149, 6.4803731 50.5320461, 6.4803199 50.5319141, 6.4802819 50.5317358, 6.480255 50.531316, 6.4801968 50.5308282, 6.4798602 50.5297958, 6.4798126 50.5295635, 6.4798029 50.5295145)",,30,,,
420621082,2,Blumenthaler Straße,primary,False,False,11.35,,"LINESTRING (6.4716048 50.5252702, 6.4715071 50.5251892)",B 265,,,,
69329818,,In den Weiern,residential,False,False,35.571,,"LINESTRING (6.4716048 50.5252702, 6.4717065 50.525215, 6.4718298 50.5251482, 6.471874 50.5251216, 6.4719057 50.5250962, 6.471976 50.525055)",,30,,,
"[767336707, 767336708, 767336709, 514607718, 767336711, 767336710, 514607700]","['2', '3']",Blumenthaler Straße,primary,False,True,210.81600000000003,,"LINESTRING (6.4716048 50.5252702, 6.4719624 50.5255617, 6.4720628 50.525641, 6.4722694 50.5258042, 6.4725602 50.5260379, 6.4726826 50.5261222, 6.4728313 50.5262126, 6.4728825 50.5262437, 6.473011 50.5263153, 6.4730908 50.526366, 6.473187 50.5264189, 6.47338 50.5265272, 6.4736214 50.5266579)",B 265,,,,
69329809,,Holgenbach,residential,False,False,30.017,,"LINESTRING (6.4748221 50.5256377, 6.4748348 50.5255698, 6.4748656 50.5254378, 6.4748928 50.5253719)",,30,,,
69329809,,Holgenbach,residential,False,True,59.474000000000004,,"LINESTRING (6.4748221 50.5256377, 6.4748329 50.5258536, 6.4748573 50.5260001, 6.4749247 50.5261662)",,30,,,
69329811,,Thierbüsch,residential,False,False,87.527,,"LINESTRING (6.4748221 50.5256377, 6.4744623 50.5255576, 6.4737072 50.5253)",,,,,
69329809,,Holgenbach,residential,False,True,30.016999999999996,,"LINESTRING (6.4748928 50.5253719, 6.4748656 50.5254378, 6.4748348 50.5255698, 6.4748221 50.5256377)",,30,,,
69329814,,Langerscheider Weg,residential,False,False,159.11,,"LINESTRING (6.4748928 50.5253719, 6.4748201 50.5252706, 6.4746259 50.5251762, 6.4730904 50.5247301, 6.4729871 50.5246673)",,,,,
69329818,,In den Weiern,residential,False,False,248.423,,"LINESTRING (6.471976 50.525055, 6.4721292 50.5250736, 6.4722261 50.5251028, 6.4724991 50.5252149, 6.4729065 50.5254639, 6.4736107 50.5258361, 6.4739959 50.5260289, 6.4743404 50.5260952, 6.4746953 50.5261362, 6.4749247 50.5261662)",,30,,,
69329818,,In den Weiern,residential,False,True,35.571,,"LINESTRING (6.471976 50.525055, 6.4719057 50.5250962, 6.471874 50.5251216, 6.4718298 50.5251482, 6.4717065 50.525215, 6.4716048 50.5252702)",,30,,,
69329819,,Kapellenweg,residential,False,False,42.225,,"LINESTRING (6.4754789 50.5260631, 6.4752826 50.5261105, 6.4751046 50.5261777, 6.4749584 50.5262448)",,30,,,
69329819,,Kapellenweg,residential,False,True,36.080999999999996,,"LINESTRING (6.4754789 50.5260631, 6.4756573 50.5260506, 6.4759882 50.5260539)",,30,,,
265230336,,Kapellenweg,residential,False,True,69.393,,"LINESTRING (6.4754789 50.5260631, 6.4753458 50.5257609, 6.4753685 50.525451)",,,,,
69329811,,Thierbüsch,residential,False,True,87.527,,"LINESTRING (6.4737072 50.5253, 6.4744623 50.5255576, 6.4748221 50.5256377)",,,,,
69329809,,Holgenbach,residential,False,True,9.059,,"LINESTRING (6.4749247 50.5261662, 6.4749584 50.5262448)",,30,,,
69329809,,Holgenbach,residential,False,False,59.474,,"LINESTRING (6.4749247 50.5261662, 6.4748573 50.5260001, 6.4748329 50.5258536, 6.4748221 50.5256377)",,30,,,
69329818,,In den Weiern,residential,False,True,248.42299999999997,,"LINESTRING (6.4749247 50.5261662, 6.4746953 50.5261362, 6.4743404 50.5260952, 6.4739959 50.5260289, 6.4736107 50.5258361, 6.4729065 50.5254639, 6.4724991 50.5252149, 6.4722261 50.5251028, 6.4721292 50.5250736, 6.471976 50.525055)",,30,,,
69329819,,Kapellenweg,residential,False,False,3.8,,"LINESTRING (6.4760419 50.5260555, 6.4759882 50.5260539)",,30,,,
69329815,,Schulweg,residential,False,False,181.352,,"LINESTRING (6.4760419 50.5260555, 6.4761437 50.5261312, 6.4763114 50.5262817, 6.4764392 50.5263806, 6.4764548 50.5263927, 6.4770369 50.5268077, 6.4773439 50.5270392, 6.4775825 50.5272191, 6.4775879 50.5273282)",,,,,
"[33678400, 69329819]",,"['Kapellenweg', 'Ruppenberg']",residential,False,True,507.752,,"LINESTRING (6.4760419 50.5260555, 6.4762135 50.5260608, 6.47637 50.526051, 6.4765714 50.526043, 6.4767643 50.5260084, 6.4768564 50.5259703, 6.4768877 50.5259573, 6.4769316 50.5259429, 6.4769763 50.5259421, 6.4770217 50.5259548, 6.4771849 50.5260317, 6.4773401 50.5261263, 6.4773817 50.5261592, 6.4777819 50.5264782, 6.4778239 50.5265199, 6.4780051 50.5266891, 6.4781688 50.5268532, 6.4783014 50.5269747, 6.4783724 50.5270511, 6.4784571 50.5271537, 6.4785589 50.5273211, 6.4785976 50.5274062, 6.4786249 50.5274816, 6.4786403 50.5276534, 6.4786451 50.5279031, 6.4786588 50.5279838, 6.4786813 50.5281164, 6.478721 50.5282553, 6.4787674 50.5283972, 6.4789235 50.5287153, 6.4789959 50.5289177, 6.4790267 50.529029, 6.4790522 50.5291518, 6.4791069 50.5294247, 6.4791225 50.5295028)",,30,,,
75066661,,Im Auel,residential,False,False,66.859,,"LINESTRING (6.4707589 50.525557, 6.4714426 50.5252206, 6.4715071 50.5251892)",,,,,
172140387,,Im Auel,residential,False,False,231.68699999999995,,"LINESTRING (6.4707589 50.525557, 6.4707674 50.5256055, 6.4707943 50.5256485, 6.4710475 50.5258574, 6.4711584 50.5259481, 6.471332 50.52609, 6.4713978 50.5261289, 6.4717723 50.5263846, 6.4720422 50.5265756, 6.4721221 50.5266202, 6.4722081 50.526685, 6.4722451 50.5267129, 6.4723822 50.5268249, 6.4726325 50.5270344, 6.4727811 50.5271794)",,30,,,
172140387,,Im Auel,residential,False,True,89.536,,"LINESTRING (6.4707589 50.525557, 6.4705242 50.5253246, 6.4703908 50.525196, 6.4702024 50.5250283, 6.4700398 50.5248947)",,30,,,
420621082,2,Blumenthaler Straße,primary,False,True,90.96,,"LINESTRING (6.4707101 50.524547, 6.4715071 50.5251892)",B 265,,,,
92838484,,Jahnstraße,residential,False,True,61.156000000000006,,"LINESTRING (6.4707101 50.524547, 6.4706399 50.5245834, 6.4700398 50.5248947)",,,,,
194845483,,Sturmiusstraße,residential,False,False,32.007,,"LINESTRING (6.4691639 50.5243218, 6.4695303 50.5241527)",,,,,
172140387,,Im Auel,residential,False,False,88.91000000000001,,"LINESTRING (6.4691639 50.5243218, 6.4699692 50.5248604, 6.4700398 50.5248947)",,30,,,
1243543267,1,Gemünder Straße,residential,False,True,5.076,,"LINESTRING (6.4765729 50.5299488, 6.4765013 50.5299453)",,,,,
81400208,2,Gemünder Straße,primary,False,True,65.786,,"LINESTRING (6.4765729 50.5299488, 6.4765665 50.5300712, 6.4765637 50.5301598, 6.4765851 50.5302868, 6.4766239 50.5305384)",B 265,,,,
1243543265,2,Gemünder Straße,primary,False,False,13.152000000000001,,"LINESTRING (6.4765729 50.5299488, 6.4765906 50.5299046, 6.4766183 50.5298341)",B 265,,,,
194845483,,Sturmiusstraße,residential,False,True,32.007,,"LINESTRING (6.4695303 50.5241527, 6.4691639 50.5243218)",,,,,
69329812,,Holgenbach,residential,False,False,71.49499999999999,,"LINESTRING (6.4748372 50.5265463, 6.4748199 50.5265962, 6.4747933 50.5266983, 6.4747311 50.526937, 6.4747056 50.5270348, 6.4746995 50.527058, 6.4746896 50.5271271, 6.4746826 50.5271813)",,,,,
"[1233389874, 69329812]",,Holgenbach,residential,False,True,34.722,,"LINESTRING (6.4748372 50.5265463, 6.4748438 50.5265167, 6.4748542 50.5264702, 6.4749026 50.5263395, 6.4749584 50.5262448)",,30,,,
216229084,1,Sternweg,residential,False,False,109.102,,"LINESTRING (6.4748372 50.5265463, 6.4751188 50.5266198, 6.4754966 50.5267111, 6.4756168 50.5267477, 6.4758792 50.5268451, 6.4761227 50.5269274, 6.4762206 50.5269736)",,,,3,
217301076,,Am Feldrain,residential,False,False,167.333,,"LINESTRING (6.4751554 50.524286, 6.4750282 50.5243594, 6.4747885 50.5244678, 6.4745516 50.5245694, 6.4743989 50.5246167, 6.4740702 50.52467, 6.4737924 50.5247087, 6.473582 50.5247114, 6.4733498 50.5246873, 6.4731368 50.5246459, 6.4729871 50.5246673)",,,,,
69329814,,Langerscheider Weg,residential,False,True,159.10999999999999,,"LINESTRING (6.4729871 50.5246673, 6.4730904 50.5247301, 6.4746259 50.5251762, 6.4748201 50.5252706, 6.4748928 50.5253719)",,,,,
217301076,,Am Feldrain,residential,False,True,167.33300000000003,,"LINESTRING (6.4729871 50.5246673, 6.4731368 50.5246459, 6.4733498 50.5246873, 6.473582 50.5247114, 6.4737924 50.5247087, 6.4740702 50.52467, 6.4743989 50.5246167, 6.4745516 50.5245694, 6.4747885 50.5244678, 6.4750282 50.5243594, 6.4751554 50.524286)",,,,,
1244567731,,Arenbergstraße,tertiary,False,False,7.257,,"LINESTRING (6.4727811 50.5271794, 6.4727016 50.5272207)",,,,,
24772545,,Arenbergstraße,tertiary,False,True,83.311,,"LINESTRING (6.4727811 50.5271794, 6.4729441 50.5270936, 6.4731402 50.526983, 6.4731703 50.526966, 6.4731864 50.5269569, 6.4733384 50.5268711, 6.4734769 50.5267806, 6.4735793 50.5266937, 6.4736214 50.5266579)",,,,,
172140387,,Im Auel,residential,False,True,231.68699999999995,,"LINESTRING (6.4727811 50.5271794, 6.4726325 50.5270344, 6.4723822 50.5268249, 6.4722451 50.5267129, 6.4722081 50.526685, 6.4721221 50.5266202, 6.4720422 50.5265756, 6.4717723 50.5263846, 6.4713978 50.5261289, 6.471332 50.52609, 6.4711584 50.5259481, 6.4710475 50.5258574, 6.4707943 50.5256485, 6.4707674 50.5256055, 6.4707589 50.525557)",,30,,,
265230336,,Kapellenweg,residential,False,False,69.393,,"LINESTRING (6.4753685 50.525451, 6.4753458 50.5257609, 6.4754789 50.5260631)",,,,,
69329819,,Kapellenweg,residential,False,True,3.8,,"LINESTRING (6.4759882 50.5260539, 6.4760419 50.5260555)",,30,,,
69329819,,Kapellenweg,residential,False,False,36.080999999999996,,"LINESTRING (6.4759882 50.5260539, 6.4756573 50.5260506, 6.4754789 50.5260631)",,30,,,
265230353,,Kapellenweg,residential,False,True,76.57300000000001,,"LINESTRING (6.4759882 50.5260539, 6.4759034 50.5257617, 6.4758533 50.5255994, 6.475815 50.525437, 6.4758056 50.5253754)",,,,,
265230353,,Kapellenweg,residential,False,False,76.57300000000001,,"LINESTRING (6.4758056 50.5253754, 6.475815 50.525437, 6.4758533 50.5255994, 6.4759034 50.5257617, 6.4759882 50.5260539)",,,,,
69329815,,Schulweg,residential,False,True,181.35200000000003,,"LINESTRING (6.4775879 50.5273282, 6.4775825 50.5272191, 6.4773439 50.5270392, 6.4770369 50.5268077, 6.4764548 50.5263927, 6.4764392 50.5263806, 6.4763114 50.5262817, 6.4761437 50.5261312, 6.4760419 50.5260555)",,,,,
537288643,3,Monschauer Straße,primary,False,True,20.024,,"LINESTRING (6.4759857 50.529579, 6.4762666 50.5295557)",B 258,50,,,
276420808,,Am Markt,living_street,False,True,49.82900000000001,,"LINESTRING (6.4759857 50.529579, 6.4759735 50.5295354, 6.4759838 50.5294923, 6.4760504 50.529418, 6.4762433 50.5292394, 6.476295 50.5291915)",,,,,
"[355785696, 326147847]",1,"['Gemünder Straße', 'Monschauer Straße']",residential,True,False,54.87,,"LINESTRING (6.4759857 50.529579, 6.4760555 50.529629, 6.4763997 50.5298937, 6.4764404 50.5299203, 6.4765013 50.5299453)",,,,,
"[537288644, 48821149]",3,Monschauer Straße,primary,False,False,155.98299999999998,,"LINESTRING (6.4759857 50.529579, 6.4757349 50.5295985, 6.4755681 50.5296114, 6.4754515 50.5296229, 6.4753598 50.5296319, 6.475207 50.5296525, 6.4750771 50.5296754, 6.4749204 50.5297062, 6.4746166 50.5297829, 6.4742892 50.52987, 6.4742218 50.5298906, 6.4740272 50.5299499, 6.4738974 50.5299949)",B 258,50,,,
"[33220973, 231362175]",,Am Driesch,living_street,False,"[False, True]",100.252,,"LINESTRING (6.4750649 50.5279718, 6.4751291 50.5279725, 6.4753911 50.5279756, 6.4756506 50.5280219, 6.4757577 50.5280512, 6.4757592 50.5280749, 6.4756705 50.5281588, 6.4755053 50.5282792, 6.4753476 50.5284092)",,,,,
216229084,1,Sternweg,residential,False,True,109.102,,"LINESTRING (6.4762206 50.5269736, 6.4761227 50.5269274, 6.4758792 50.5268451, 6.4756168 50.5267477, 6.4754966 50.5267111, 6.4751188 50.5266198, 6.4748372 50.5265463)",,,,3,
852164732,1,Am Markt,living_street,False,True,25.326,,"LINESTRING (6.4746012 50.5286626, 6.4745356 50.5286408, 6.4744883 50.5286251, 6.4743201 50.5285801, 6.4742755 50.5285681)",,,,,
48821145,,Am Markt,living_street,False,False,18.351,,"LINESTRING (6.476512 50.5292821, 6.4763786 50.5292268, 6.476295 50.5291915)",,,,,
40790547,,Am Hähnchen,residential,False,True,4.918,,"LINESTRING (6.4806533 50.5323138, 6.480591 50.5322941)",,30,,,
1243543267,1,Gemünder Straße,residential,False,False,5.076,,"LINESTRING (6.4765013 50.5299453, 6.4765729 50.5299488)",,,,,
