osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,ref,access
1265806015,Bautzener Straße,residential,30,False,False,39.514,,"LINESTRING (14.3349929 51.7528073, 14.3349792 51.7528274, 14.3347705 51.7531349)",,,
1265806013,Parzellenstraße,residential,30,False,False,41.214,,"LINESTRING (14.3347705 51.7531349, 14.3352969 51.7529583)",,,
1265806014,Bautzener Straße,residential,30,False,False,18.998,,"LINESTRING (14.3347705 51.7531349, 14.3346175 51.7532771)",,,
1265806015,Bautzener Straße,residential,30,False,True,39.514,,"LINESTRING (14.3347705 51.7531349, 14.3349792 51.7528274, 14.3349929 51.7528073)",,,
130095981,Taubenstraße,residential,30,False,True,54.737,,"LINESTRING (14.3305748 51.7531369, 14.3307648 51.7536149)",6.4,,
48571770,Straße der Jugend,secondary,50,False,False,20.217,2,"LINESTRING (14.333355 51.7531437, 14.3333508 51.7533255)",,,
1265806014,Bautzener Straße,residential,30,False,True,18.998,,"LINESTRING (14.3346175 51.7532771, 14.3347705 51.7531349)",,,
"[1030099433, 1030099437, 402970695]",Inselstraße,residential,30,False,False,164.598,,"LINESTRING (14.3346175 51.7532771, 14.3346893 51.753324, 14.3347092 51.7533371, 14.3351912 51.7536537, 14.3353277 51.7537435, 14.3354061 51.7537873, 14.3354905 51.7538266, 14.3358777 51.7539658, 14.3360465 51.7540255, 14.3362929 51.7541097, 14.3363055 51.754114, 14.3364864 51.7541758)",,,
"[1030099425, 1030099426, 1221758556, 1030099423]",Bautzener Straße,residential,30,False,False,126.99100000000001,,"LINESTRING (14.3346175 51.7532771, 14.3341639 51.7536293, 14.333992 51.7537627, 14.3338854 51.7538417, 14.3337298 51.7539572, 14.3336344 51.7540152, 14.3335693 51.7540368, 14.3334994 51.7540457, 14.3334513 51.7540502, 14.3333467 51.7540464)",,,
48571770,Straße der Jugend,secondary,50,False,True,20.217,2,"LINESTRING (14.3333508 51.7533255, 14.333355 51.7531437)",,,
"[48571793, 117732533]",Straße der Jugend,secondary,50,False,False,80.164,2,"LINESTRING (14.3333508 51.7533255, 14.3333535 51.7534883, 14.3333513 51.7537282, 14.3333489 51.7538996, 14.3333467 51.7540464)",,,
117589419,Marienstraße,residential,,False,False,27.2,,"LINESTRING (14.332844 51.7533463, 14.3332379 51.7533269)",,,
"[1030099432, 17504051, 402970694]",Feigestraße,residential,"['50', '30']",False,True,119.61,,"LINESTRING (14.3364864 51.7541758, 14.3363564 51.7542456, 14.3363347 51.7542573, 14.3361497 51.754353, 14.3358847 51.75449, 14.3357242 51.7545707, 14.3354994 51.7546811, 14.335339 51.7547564, 14.3352158 51.7547823, 14.3350914 51.7547917)",,,
"[1030099436, 836484275, 836484276, 1030099437]",Inselstraße,residential,30,False,False,141.227,,"LINESTRING (14.3364864 51.7541758, 14.3366087 51.7542075, 14.3367896 51.7542328, 14.3368544 51.7542359, 14.3370128 51.7542394, 14.3373949 51.7542477, 14.3376126 51.7542525, 14.3378727 51.7542584, 14.3379662 51.7542605, 14.3382625 51.754267, 14.3383887 51.7542698, 14.338522 51.7542727)",,,
"[1030099433, 1030099437, 402970695]",Inselstraße,residential,30,False,True,164.598,,"LINESTRING (14.3364864 51.7541758, 14.3363055 51.754114, 14.3362929 51.7541097, 14.3360465 51.7540255, 14.3358777 51.7539658, 14.3354905 51.7538266, 14.3354061 51.7537873, 14.3353277 51.7537435, 14.3351912 51.7536537, 14.3347092 51.7533371, 14.3346893 51.753324, 14.3346175 51.7532771)",,,
"[836484268, 836484269, 836484270, 959827247, 836484272, 130268152]","['Inselstraße', 'Ostrower Damm']",residential,30,False,"[False, True]",131.854,,"LINESTRING (14.338522 51.7542727, 14.3386322 51.7542747, 14.3387454 51.7542768, 14.3388964 51.7542796, 14.3392723 51.7542853, 14.339444 51.7542879, 14.3398245 51.7542947, 14.3401581 51.7542988, 14.3403292 51.7543014, 14.3403884 51.754308, 14.3404268 51.7543254)",,,
"[836484273, 258668690, 836484271]",Lobedanstraße,residential,30,False,False,208.368,,"LINESTRING (14.338522 51.7542727, 14.3384962 51.7541946, 14.3384746 51.7541292, 14.3383759 51.7535641, 14.3383506 51.7534265, 14.3383373 51.7533532, 14.3383169 51.7532367, 14.3383028 51.7531232, 14.3382943 51.7530551, 14.3383127 51.7529489, 14.338429 51.7526599, 14.338515 51.752423)",,,
"[1265806026, 988069391, 1030099471, 836484274, 130268154]",Lobedanstraße,residential,30,False,True,118.876,,"LINESTRING (14.338522 51.7542727, 14.338541 51.7543352, 14.3385462 51.7543521, 14.3385411 51.7544277, 14.3384974 51.754546, 14.3382976 51.7547512, 14.3381943 51.7548721, 14.3380814 51.7550044, 14.3380543 51.7550361, 14.3379371 51.7551733, 14.3378811 51.7552389)",,,
"[836484276, 836484275, 1030099436, 1030099437]",Inselstraße,residential,30,False,True,141.227,,"LINESTRING (14.338522 51.7542727, 14.3383887 51.7542698, 14.3382625 51.754267, 14.3379662 51.7542605, 14.3378727 51.7542584, 14.3376126 51.7542525, 14.3373949 51.7542477, 14.3370128 51.7542394, 14.3368544 51.7542359, 14.3367896 51.7542328, 14.3366087 51.7542075, 14.3364864 51.7541758)",,,
161851947,Ostrower Damm,living_street,,False,False,77.81099999999999,,"LINESTRING (14.3404268 51.7543254, 14.3405179 51.7542999, 14.3408264 51.7543025, 14.3410573 51.7543045, 14.34112 51.754296, 14.3412908 51.7542722, 14.3413655 51.7542689, 14.3414863 51.7542627, 14.3415076 51.7542767, 14.3415244 51.7542878)",,,
"[836484268, 836484269, 836484270, 959827247, 836484272, 130268152]","['Inselstraße', 'Ostrower Damm']",residential,30,False,"[False, True]",131.854,,"LINESTRING (14.3404268 51.7543254, 14.3403884 51.754308, 14.3403292 51.7543014, 14.3401581 51.7542988, 14.3398245 51.7542947, 14.339444 51.7542879, 14.3392723 51.7542853, 14.3388964 51.7542796, 14.3387454 51.7542768, 14.3386322 51.7542747, 14.338522 51.7542727)",,,
"[913476549, 1265806093]",Ostrower Damm,residential,30,True,False,154.787,,"LINESTRING (14.3404268 51.7543254, 14.3404575 51.7543548, 14.3404533 51.7544657, 14.3404288 51.7551151, 14.3404203 51.7553377, 14.3404053 51.7554636, 14.3403946 51.7555126, 14.3403801 51.7555776, 14.3403507 51.7557089)",,,
48891724,Straße der Jugend,secondary,50,False,False,10.21,2,"LINESTRING (14.3332888 51.7544101, 14.3332678 51.754501)",,,
"[130268203, 117732533]",Straße der Jugend,secondary,50,False,True,40.64,2,"LINESTRING (14.3332888 51.7544101, 14.3332978 51.7543674, 14.3333467 51.7540464)",,,
"[13788974, 984717724, 117589453, 815825758]",Bürgerstraße,residential,10,False,True,147.686,2,"LINESTRING (14.3332888 51.7544101, 14.3332183 51.7544039, 14.3331033 51.7544039, 14.3328753 51.7544267, 14.3327908 51.7544379, 14.3323931 51.7544904, 14.3320363 51.7545376, 14.3317196 51.7545795, 14.3314031 51.7546213, 14.3311841 51.7546474)",,,no
"[1030099432, 17504051, 402970694]",Feigestraße,residential,"['50', '30']",False,False,119.61,,"LINESTRING (14.3350914 51.7547917, 14.3352158 51.7547823, 14.335339 51.7547564, 14.3354994 51.7546811, 14.3357242 51.7545707, 14.3358847 51.75449, 14.3361497 51.754353, 14.3363347 51.7542573, 14.3363564 51.7542456, 14.3364864 51.7541758)",,,
"[130268192, 1030099350]",Ostrower Wohnpark,living_street,,False,True,205.02499999999998,,"LINESTRING (14.3350914 51.7547917, 14.3350935 51.7548429, 14.3350958 51.7549014, 14.3350913 51.7549492, 14.3350654 51.7549884, 14.3351635 51.755028, 14.3358063 51.7552932, 14.3358974 51.7553329, 14.3363004 51.7554863, 14.3366321 51.7556187, 14.3367639 51.7556713, 14.3368684 51.755713, 14.3371713 51.755834, 14.3372933 51.7558827)",,,permit
814642126,Wasserstraße,residential,30,False,False,32.76,,"LINESTRING (14.3378811 51.7552389, 14.3383326 51.7553321)",,,
"[1265806026, 1030099471, 988069391, 836484274, 130268154]",Lobedanstraße,residential,30,False,False,118.876,,"LINESTRING (14.3378811 51.7552389, 14.3379371 51.7551733, 14.3380543 51.7550361, 14.3380814 51.7550044, 14.3381943 51.7548721, 14.3382976 51.7547512, 14.3384974 51.754546, 14.3385411 51.7544277, 14.3385462 51.7543521, 14.338541 51.7543352, 14.338522 51.7542727)",,,
"[1030099472, 49516442]",Ostrower Platz,residential,30,False,True,82.236,,"LINESTRING (14.3378811 51.7552389, 14.3378063 51.7553228, 14.3376408 51.7555085, 14.3375514 51.7556087, 14.3375019 51.75566, 14.3373558 51.7558159, 14.3372933 51.7558827)",,,
814642126,Wasserstraße,residential,30,False,True,32.76,,"LINESTRING (14.3383326 51.7553321, 14.3378811 51.7552389)",,,
"[913476544, 699765732]",Ostrower Platz,residential,30,True,False,153.986,,"LINESTRING (14.3383326 51.7553321, 14.3382459 51.7554373, 14.33819 51.7555024, 14.3379236 51.7558125, 14.3377842 51.7559748, 14.3375939 51.7562286, 14.3374357 51.7564735, 14.3373872 51.7565421, 14.337356 51.7565766)",,,
"[1265806028, 130268214]",Wasserstraße,residential,30,False,False,145.095,,"LINESTRING (14.3383326 51.7553321, 14.338683 51.7553981, 14.3388131 51.7554232, 14.3393386 51.7555228, 14.339473 51.7555483, 14.3398315 51.7556162, 14.3402657 51.7556937, 14.3403507 51.7557089)",,,
"[1265806028, 130268214]",Wasserstraße,residential,30,False,True,145.09499999999997,,"LINESTRING (14.3403507 51.7557089, 14.3402657 51.7556937, 14.3398315 51.7556162, 14.339473 51.7555483, 14.3393386 51.7555228, 14.3388131 51.7554232, 14.338683 51.7553981, 14.3383326 51.7553321)",,,
"[1265806086, 1265806087, 807297164, 807297165, 807297166, 1265806034, 1265806035, 1265806038, 130268155]",Ostrower Damm,residential,"['50', '30']",True,False,293.456,2,"LINESTRING (14.3403507 51.7557089, 14.3403235 51.7558605, 14.3402948 51.7560203, 14.3402848 51.7560759, 14.34025 51.7562709, 14.3402381 51.7563365, 14.340232 51.7563703, 14.3401951 51.7565732, 14.3401881 51.7566119, 14.3401798 51.7566375, 14.3401217 51.7568165, 14.3400812 51.7569411, 14.3400039 51.7571036, 14.3398696 51.7573579, 14.3397355 51.7576016, 14.3396998 51.7576629, 14.3396631 51.7577241, 14.3395827 51.7578496, 14.3394933 51.7579627, 14.3394589 51.7580065, 14.3394141 51.7580637, 14.3393591 51.7581329, 14.3393274 51.7581728, 14.3392572 51.7582341)",,,
"[1030099472, 49516442]",Ostrower Platz,residential,30,False,False,82.236,,"LINESTRING (14.3372933 51.7558827, 14.3373558 51.7558159, 14.3375019 51.75566, 14.3375514 51.7556087, 14.3376408 51.7555085, 14.3378063 51.7553228, 14.3378811 51.7552389)",,,
49516442,Ostrower Platz,residential,30,False,True,68.425,,"LINESTRING (14.3372933 51.7558827, 14.3371581 51.7560192, 14.3371068 51.7560702, 14.3368258 51.756339, 14.3367562 51.7564004)",,,
"[130268192, 1030099350]",Ostrower Wohnpark,living_street,,False,False,205.025,,"LINESTRING (14.3372933 51.7558827, 14.3371713 51.755834, 14.3368684 51.755713, 14.3367639 51.7556713, 14.3366321 51.7556187, 14.3363004 51.7554863, 14.3358974 51.7553329, 14.3358063 51.7552932, 14.3351635 51.755028, 14.3350654 51.7549884, 14.3350913 51.7549492, 14.3350958 51.7549014, 14.3350935 51.7548429, 14.3350914 51.7547917)",,,permit
49516442,Ostrower Platz,residential,30,False,False,68.425,,"LINESTRING (14.3367562 51.7564004, 14.3368258 51.756339, 14.3371068 51.7560702, 14.3371581 51.7560192, 14.3372933 51.7558827)",,,
130268156,Ostrower Platz,residential,30,False,False,46.185,,"LINESTRING (14.3367562 51.7564004, 14.336901 51.7564162, 14.337042 51.7564721, 14.3371849 51.756521, 14.337356 51.7565766)",,,
"[1029038852, 130268132, 699765735, 699765736, 808407472, 809470578, 809470579]",Briesmannstraße,residential,"['50', '30']",False,True,130.847,"['2', '3']","LINESTRING (14.3367562 51.7564004, 14.3365194 51.7566164, 14.336202 51.756906, 14.3361199 51.7569869, 14.3360134 51.7570919, 14.335961 51.7571398, 14.3359012 51.7571937, 14.3358081 51.7572795, 14.3357725 51.7573369, 14.3357393 51.7573913)",,,
"[1029038954, 1029038871, 130268158, 1029038870, 1029038878]",Ostrower Straße,residential,"['50', '30']",True,False,228.62400000000005,,"LINESTRING (14.3367562 51.7564004, 14.336638 51.7563854, 14.3365613 51.7563685, 14.3364383 51.7563281, 14.3357568 51.756104, 14.3355672 51.7560577, 14.335422 51.7560276, 14.3353067 51.7560053, 14.3352189 51.7559887, 14.3351623 51.7559788, 14.3349172 51.7559362, 14.3348722 51.7559284, 14.3347372 51.7559051, 14.3346563 51.7559028, 14.3346014 51.7559181, 14.3345611 51.7559403, 14.3345385 51.7559579, 14.3344033 51.7560628, 14.3343763 51.7560837, 14.3343458 51.7561076, 14.334288 51.7561529, 14.3341236 51.7562801, 14.3340752 51.7563166, 14.3340279 51.7563544, 14.3339894 51.7563852, 14.333974 51.7563975)",4.5,,
"[1029038955, 1144432116, 697961439]",Ostrower Straße,residential,50,False,False,64.64099999999999,,"LINESTRING (14.333974 51.7563975, 14.3339324 51.7564307, 14.3337453 51.7565843, 14.3336663 51.7566491, 14.3335693 51.7566866, 14.3334458 51.7567305, 14.3334327 51.7567351, 14.3333842 51.7567483, 14.3332869 51.7567719)",,,
130268156,Ostrower Platz,residential,30,False,True,46.184999999999995,,"LINESTRING (14.337356 51.7565766, 14.3371849 51.756521, 14.337042 51.7564721, 14.336901 51.7564162, 14.3367562 51.7564004)",,,
"[804262243, 1265478718]",Otto-Enke-Straße,residential,30,False,False,61.494,,"LINESTRING (14.337356 51.7565766, 14.3373776 51.7565836, 14.3376042 51.756666, 14.3377647 51.7567447, 14.3378958 51.7568199, 14.3380533 51.7569174)",,,
130268132,Briesmannstraße,residential,50,False,True,10.496,2,"LINESTRING (14.3357393 51.7573913, 14.3356928 51.7574812)",,,
"[130268132, 1029038852, 699765735, 699765736, 808407472, 809470578, 809470579]",Briesmannstraße,residential,"['50', '30']",False,False,130.847,"['2', '3']","LINESTRING (14.3357393 51.7573913, 14.3357725 51.7573369, 14.3358081 51.7572795, 14.3359012 51.7571937, 14.335961 51.7571398, 14.3360134 51.7570919, 14.3361199 51.7569869, 14.336202 51.756906, 14.3365194 51.7566164, 14.3367562 51.7564004)",,,
"[224621082, 209064527]",Franz-Mehring-Straße,secondary,50,True,False,120.749,"['2', '3']","LINESTRING (14.3357393 51.7573913, 14.3359955 51.7574429, 14.3362282 51.757504, 14.3364721 51.7575741, 14.3366882 51.7576188, 14.3370049 51.7576729, 14.3371594 51.7576923, 14.3374065 51.7577123)",,L 49,
130268132,Briesmannstraße,residential,50,False,False,10.496,2,"LINESTRING (14.3356928 51.7574812, 14.3357393 51.7573913)",,,
"[209064523, 209064524]",Brandenburger Platz,secondary,50,True,False,159.652,"['2', '3']","LINESTRING (14.3356928 51.7574812, 14.3356325 51.7574693, 14.3354335 51.7574355, 14.3351751 51.7574066, 14.3347499 51.7573768, 14.3346233 51.7573693, 14.3341509 51.7573562, 14.333624 51.7573526, 14.333392 51.7573614)",,L 49,
"[130268128, 130400708]",Brandenburger Platz,living_street,,False,False,235.916,,"LINESTRING (14.3334451 51.7575472, 14.333612 51.7575827, 14.3338859 51.757641, 14.3344101 51.757746, 14.3348416 51.7578441, 14.3349235 51.7578641, 14.3349772 51.757892, 14.3351654 51.7579925, 14.3354162 51.7582323, 14.3355871 51.7584032, 14.3356927 51.7585087, 14.3359891 51.7588009)",,,
130268162,Spremberger Straße,residential,30,False,True,35.019,,"LINESTRING (14.3334451 51.7575472, 14.33346 51.7576413, 14.3334858 51.7578611)",,,
"[130268161, 130400710]",Spremberger Straße,residential,50,False,"[False, True]",21.106,2,"LINESTRING (14.3334451 51.7575472, 14.3334253 51.7574219, 14.333392 51.7573614)",,,
209064530,Freiheitsstraße,unclassified,50,False,False,10.904,,"LINESTRING (14.337395 51.7578101, 14.3374065 51.7577123)",,,
"[209064528, 209064518]",Franz-Mehring-Straße,secondary,50,True,False,123.311,"['2', '3']","LINESTRING (14.337395 51.7578101, 14.3371321 51.7577892, 14.336796 51.7577432, 14.3364503 51.7576691, 14.3359331 51.757535, 14.335813 51.757505, 14.3356928 51.7574812)",,L 49,
"[863492528, 224621084]",Freiheitsstraße,residential,50,False,"[False, True]",37.432,3,"LINESTRING (14.337395 51.7578101, 14.3373868 51.7578582, 14.3373793 51.7579019, 14.3373517 51.758008, 14.3373009 51.7580719, 14.3372423 51.7581266)",,,
129996892,Burgstraße,residential,30,True,False,191.66299999999998,,"LINESTRING (14.3334858 51.7578611, 14.3341201 51.7581856, 14.3342581 51.758274, 14.3345048 51.7584307, 14.3345966 51.7584908, 14.3347283 51.7585751, 14.3349413 51.7587115, 14.3354835 51.7590587)",,,
130268162,Spremberger Straße,residential,30,False,False,35.019,,"LINESTRING (14.3334858 51.7578611, 14.33346 51.7576413, 14.3334451 51.7575472)",,,
130268129,Brandenburger Platz,residential,50,False,False,98.258,,"LINESTRING (14.3356798 51.7578758, 14.3358732 51.7580822, 14.336396 51.7586402)",,,
48222949,Rosenstraße,living_street,,True,False,51.271,,"LINESTRING (14.3372423 51.7581266, 14.3376027 51.7583938, 14.337715 51.7584829)",,,
"[863492528, 224621084]",Freiheitsstraße,residential,50,False,"[False, True]",37.431999999999995,3,"LINESTRING (14.3372423 51.7581266, 14.3373009 51.7580719, 14.3373517 51.758008, 14.3373793 51.7579019, 14.3373868 51.7578582, 14.337395 51.7578101)",,,
"[224621084, 130268142]",Freiheitsstraße,residential,50,False,True,81.584,3,"LINESTRING (14.3372423 51.7581266, 14.3370419 51.7582526, 14.3368993 51.7583423, 14.336396 51.7586402)",,,
813141267,Rosenstraße,living_street,,False,True,41.903,,"LINESTRING (14.3382017 51.7582565, 14.3380226 51.7583481, 14.3377788 51.7584798, 14.3377385 51.758501)",,,
48222949,Rosenstraße,living_street,,True,False,2.582,,"LINESTRING (14.337715 51.7584829, 14.3377385 51.758501)",,,
"[130268131, 813141295]",Breite Straße,residential,30,False,True,88.719,,"LINESTRING (14.337715 51.7584829, 14.3375211 51.7585925, 14.3371844 51.7587741, 14.3371554 51.758792, 14.3367741 51.7590277)",,,
130268129,Brandenburger Platz,residential,50,False,True,98.258,,"LINESTRING (14.336396 51.7586402, 14.3358732 51.7580822, 14.3356798 51.7578758)",,,
"[224621084, 130268142]",Freiheitsstraße,residential,50,False,False,81.584,3,"LINESTRING (14.336396 51.7586402, 14.3368993 51.7583423, 14.3370419 51.7582526, 14.3372423 51.7581266)",,,
130663384,Neustädter Platz,residential,,False,False,50.336999999999996,,"LINESTRING (14.336396 51.7586402, 14.3367063 51.7589582, 14.3367741 51.7590277)",,,
187966420,Freiheitsstraße,residential,50,False,True,33.221000000000004,,"LINESTRING (14.336396 51.7586402, 14.336306 51.7586757, 14.3359891 51.7588009)",,,
"[130268128, 130400708]",Brandenburger Platz,living_street,,False,True,235.91600000000003,,"LINESTRING (14.3359891 51.7588009, 14.3356927 51.7585087, 14.3355871 51.7584032, 14.3354162 51.7582323, 14.3351654 51.7579925, 14.3349772 51.757892, 14.3349235 51.7578641, 14.3348416 51.7578441, 14.3344101 51.757746, 14.3338859 51.757641, 14.333612 51.7575827, 14.3334451 51.7575472)",,,
187966420,Freiheitsstraße,residential,50,False,False,33.221000000000004,,"LINESTRING (14.3359891 51.7588009, 14.336306 51.7586757, 14.336396 51.7586402)",,,
207559369,Neustädter Platz,residential,50,True,False,125.00099999999998,,"LINESTRING (14.3359891 51.7588009, 14.3363085 51.75904, 14.3363461 51.7590674, 14.3364526 51.7591469, 14.3366072 51.759259, 14.3367447 51.759363, 14.3368853 51.7594695, 14.337031 51.7595798, 14.3371465 51.7596672)",,,
"[130268131, 813141295]",Breite Straße,residential,30,False,False,88.719,,"LINESTRING (14.3367741 51.7590277, 14.3371554 51.758792, 14.3371844 51.7587741, 14.3375211 51.7585925, 14.337715 51.7584829)",,,
130663384,Neustädter Platz,residential,,False,True,50.336999999999996,,"LINESTRING (14.3367741 51.7590277, 14.3367063 51.7589582, 14.336396 51.7586402)",,,
"[807314763, 192331196]",Neustädter Platz,residential,30,False,False,46.82,,"LINESTRING (14.3367741 51.7590277, 14.3370332 51.7592814, 14.3370498 51.7592977, 14.337126 51.7593722, 14.3371376 51.7593836)",,,
129894042,Am Spreeufer,residential,50,False,False,23.18,,"LINESTRING (14.3371376 51.7593836, 14.337315 51.7595608)",,,
"[807314763, 192331196]",Neustädter Platz,residential,30,False,True,46.82,,"LINESTRING (14.3371376 51.7593836, 14.337126 51.7593722, 14.3370498 51.7592977, 14.3370332 51.7592814, 14.3367741 51.7590277)",,,
1265806013,Parzellenstraße,residential,30,False,True,41.214,,"LINESTRING (14.3352969 51.7529583, 14.3347705 51.7531349)",,,
190365606,Parzellenstraße,residential,,False,True,26.830999999999996,,"LINESTRING (14.3352969 51.7529583, 14.3352495 51.7529348, 14.3350431 51.7528311, 14.3349929 51.7528073)",,,
209064530,Freiheitsstraße,unclassified,50,False,True,10.904,,"LINESTRING (14.3374065 51.7577123, 14.337395 51.7578101)",,,
"[209064526, 209064519]",Franz-Mehring-Straße,secondary,50,True,False,124.644,2,"LINESTRING (14.3374065 51.7577123, 14.3376711 51.7577324, 14.3378976 51.7577544, 14.3380796 51.7577928, 14.3384571 51.7579266, 14.3387885 51.7580456, 14.3388555 51.7580697, 14.3390295 51.7581601)",,L 49,
"[944622688, 806378707, 806150615]",Otto-Enke-Straße,residential,"['50', '30']",False,True,60.96300000000001,3,"LINESTRING (14.3374065 51.7577123, 14.3374143 51.7576602, 14.3374176 51.7576334, 14.3374377 51.7575351, 14.3374721 51.7574393, 14.3375384 51.7573311, 14.3376748 51.7571998)",,,
129825895,Neustädter Straße,residential,30,False,False,14.366999999999999,,"LINESTRING (14.3355536 51.7593879, 14.3355568 51.7593633, 14.3355702 51.7592591)",,,
"[804262243, 1265478718]",Otto-Enke-Straße,residential,30,False,True,61.494,,"LINESTRING (14.3380533 51.7569174, 14.3378958 51.7568199, 14.3377647 51.7567447, 14.3376042 51.756666, 14.3373776 51.7565836, 14.337356 51.7565766)",,,
"[1265478720, 806150614]",Otto-Enke-Straße,residential,30,False,True,106.511,,"LINESTRING (14.3380533 51.7569174, 14.3381436 51.7569503, 14.3383301 51.7570114, 14.3384812 51.7570448, 14.3389822 51.7571575, 14.3390214 51.757189, 14.3390294 51.757215, 14.3390226 51.757244, 14.3388955 51.7574682)",,,
944622688,Otto-Enke-Straße,residential,30,False,False,40.833,,"LINESTRING (14.3380533 51.7569174, 14.3380051 51.7569462, 14.3377307 51.7571562, 14.3376748 51.7571998)",,,
1265478719,Otto-Enke-Straße,residential,30,False,True,18.443,,"LINESTRING (14.3391484 51.757523, 14.3388955 51.7574682)",,,
1265478719,Otto-Enke-Straße,residential,30,False,False,18.443,,"LINESTRING (14.3388955 51.7574682, 14.3391484 51.757523)",,,
804262242,Otto-Enke-Straße,residential,30,False,True,89.163,,"LINESTRING (14.3388955 51.7574682, 14.3384721 51.7573751, 14.3377409 51.7572143, 14.3376748 51.7571998)",,,
"[1265478720, 806150614]",Otto-Enke-Straße,residential,30,False,False,106.51100000000001,,"LINESTRING (14.3388955 51.7574682, 14.3390226 51.757244, 14.3390294 51.757215, 14.3390214 51.757189, 14.3389822 51.7571575, 14.3384812 51.7570448, 14.3383301 51.7570114, 14.3381436 51.7569503, 14.3380533 51.7569174)",,,
804262242,Otto-Enke-Straße,residential,30,False,False,89.163,,"LINESTRING (14.3376748 51.7571998, 14.3377409 51.7572143, 14.3384721 51.7573751, 14.3388955 51.7574682)",,,
"[944622688, 806378707, 806150615]",Otto-Enke-Straße,residential,"['50', '30']",False,False,60.962999999999994,3,"LINESTRING (14.3376748 51.7571998, 14.3375384 51.7573311, 14.3374721 51.7574393, 14.3374377 51.7575351, 14.3374176 51.7576334, 14.3374143 51.7576602, 14.3374065 51.7577123)",,,
944622688,Otto-Enke-Straße,residential,30,False,True,40.833,,"LINESTRING (14.3376748 51.7571998, 14.3377307 51.7571562, 14.3380051 51.7569462, 14.3380533 51.7569174)",,,
48222949,Rosenstraße,living_street,,True,False,48.327,,"LINESTRING (14.3377385 51.758501, 14.3381783 51.7588398)",,,
813141267,Rosenstraße,living_street,,False,False,41.903,,"LINESTRING (14.3377385 51.758501, 14.3377788 51.7584798, 14.3380226 51.7583481, 14.3382017 51.7582565)",,,
161851947,Ostrower Damm,living_street,,False,True,77.81099999999999,,"LINESTRING (14.3415244 51.7542878, 14.3415076 51.7542767, 14.3414863 51.7542627, 14.3413655 51.7542689, 14.3412908 51.7542722, 14.34112 51.754296, 14.3410573 51.7543045, 14.3408264 51.7543025, 14.3405179 51.7542999, 14.3404268 51.7543254)",,,
