osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction,width
28363019,Graf-Karl-Ferdinand-Straße,residential,False,True,224.123,"LINESTRING (6.6652204 50.2198435, 6.6650644 50.2198518, 6.6648428 50.2197978, 6.6645401 50.2197382, 6.664224 50.2196654, 6.6640228 50.2196046, 6.6637171 50.2195169, 6.66345 50.2194444, 6.6630898 50.2193806, 6.6628916 50.2193352, 6.662787 50.2192994, 6.6626608 50.2192258, 6.6625787 50.2191697, 6.6625237 50.2191244, 6.6624529 50.2191014, 6.6623639 50.2190835)",,,,,,
44510685,Gerolstraße,residential,False,False,135.147,"LINESTRING (6.6652204 50.2198435, 6.665404 50.2198206, 6.6656936 50.2198385, 6.6660634 50.2198555, 6.6665163 50.2198528, 6.6669423 50.2198505, 6.6671111 50.2198299)",,,,,,
10420057,,primary,True,False,12.197,"LINESTRING (6.6578038 50.2240461, 6.6578249 50.2240485, 6.6578454 50.2240525, 6.6578649 50.2240582, 6.6578832 50.2240653, 6.6579 50.2240738, 6.657915 50.2240836, 6.6579279 50.2240946, 6.6579387 50.2241064)",1,,50,,roundabout,
820142585,,unclassified,True,False,19.683999999999997,"LINESTRING (6.6578038 50.2240461, 6.657851 50.2240302, 6.6578852 50.2240156, 6.6579267 50.2239972, 6.6579469 50.223989, 6.6580354 50.2239496)",1,,,,,
81111918,Bergstraße,residential,False,False,52.217,"LINESTRING (6.6685361 50.2222834, 6.6685014 50.2222344, 6.6682331 50.2221228, 6.6680286 50.2220052, 6.6680211 50.2219704)",1,,30,,,
"[79376953, 81111994, 27334301]",Hauptstraße,residential,False,True,195.16499999999996,"LINESTRING (6.6685361 50.2222834, 6.6679835 50.2221861, 6.6678122 50.2221508, 6.6672722 50.2220314, 6.6665683 50.2219276, 6.6664468 50.2219134, 6.6663457 50.221905, 6.6662271 50.2219041, 6.6660109 50.2219104, 6.6659425 50.2219147, 6.6659077 50.2219216, 6.6658828 50.2219332)","['2', '1']",,30,,,
81111918,Bergstraße,residential,False,False,48.685,"LINESTRING (6.6680211 50.2219704, 6.6683578 50.222033, 6.6686903 50.222051)",1,,30,,,
81111918,Bergstraße,residential,False,True,52.217,"LINESTRING (6.6680211 50.2219704, 6.6680286 50.2220052, 6.6682331 50.2221228, 6.6685014 50.2222344, 6.6685361 50.2222834)",1,,30,,,
81111992,Bergstraße,residential,False,False,105.67099999999999,"LINESTRING (6.6680211 50.2219704, 6.667592 50.2218305, 6.6673023 50.2217619, 6.6667551 50.2216452, 6.6666371 50.2216452)",1,,30,,,
81111992,Bergstraße,residential,False,True,105.67099999999999,"LINESTRING (6.6666371 50.2216452, 6.6667551 50.2216452, 6.6673023 50.2217619, 6.667592 50.2218305, 6.6680211 50.2219704)",1,,30,,,
81111918,Bergstraße,residential,False,True,48.685,"LINESTRING (6.6686903 50.222051, 6.6683578 50.222033, 6.6680211 50.2219704)",1,,30,,,
794715246,Raderstraße,secondary,False,False,170.201,"LINESTRING (6.6562748 50.2209676, 6.6568334 50.2207677, 6.6574238 50.2206059, 6.6575884 50.2205605, 6.6576525 50.2205304, 6.6576964 50.2204967, 6.6579253 50.2201636, 6.6579489 50.2201068, 6.6579629 50.2200652, 6.657966 50.2200297)",2,L 29,50,,,
"[1219655881, 1219655882]",Raderstraße,residential,False,False,53.400000000000006,"LINESTRING (6.6562748 50.2209676, 6.6561372 50.2208325, 6.6559781 50.2207011, 6.6558363 50.2205782)",,,,,,
"[856310312, 218316313]",Unter den Dolomiten,residential,False,False,277.846,"LINESTRING (6.6616211 50.2273536, 6.6610603 50.227227, 6.6605768 50.2271178, 6.6601255 50.2269864, 6.6598532 50.2268604, 6.6597705 50.2268021, 6.6595209 50.2266332, 6.6591925 50.2264107, 6.65892 50.2262778, 6.6587134 50.2262109, 6.6584544 50.2261667, 6.6584108 50.2261319, 6.6583986 50.226075)",,,30,,,
10420073,Sarresdorfer Straße,primary,False,True,144.734,"LINESTRING (6.6570462 50.224001, 6.6567656 50.2239926, 6.6565049 50.223981, 6.6561739 50.223959, 6.6557325 50.2239123, 6.6554363 50.2238749, 6.6550408 50.2238054)",2,B 410,50,,,
820142583,Sarresdorfer Straße,primary,True,False,50.217999999999996,"LINESTRING (6.6570462 50.224001, 6.6571677 50.2239903, 6.6572931 50.2239938, 6.6573776 50.2239972, 6.6574553 50.2240075, 6.6575063 50.2240182, 6.6575345 50.2240238, 6.6575801 50.2240341, 6.6576243 50.2240414, 6.6576746 50.2240469, 6.65774 50.224049)",1,B 410,50,,,
31696657,Gymnasialstraße,residential,False,False,82.18299999999999,"LINESTRING (6.6576247 50.224659, 6.6580225 50.2246459, 6.6584517 50.2246647, 6.6587751 50.2246943)",,,30,,,
820142581,Gymnasialstraße,residential,True,False,41.051,"LINESTRING (6.6576247 50.224659, 6.6575673 50.2246591, 6.6575056 50.2246514, 6.6574339 50.2246394, 6.6573574 50.224618, 6.6572897 50.2245849, 6.6572421 50.2245489, 6.657168 50.2244727)",1,,30,,,
10420057,,primary,True,False,6.093999999999999,"LINESTRING (6.6576195 50.2241888, 6.6576144 50.2241755, 6.6576119 50.2241619, 6.657612 50.2241482, 6.6576148 50.2241346)",1,,50,,roundabout,
689067297,,primary,True,False,11.839,"LINESTRING (6.6612372 50.2231701, 6.6611966 50.2231758, 6.661155 50.2231745, 6.6611155 50.2231662, 6.6610807 50.2231516)",1,,50,,roundabout,
"[794733241, 794733242]",Bahnhofstraße,residential,True,False,17.005000000000003,"LINESTRING (6.6612372 50.2231701, 6.6612094 50.223196, 6.6611829 50.2232282, 6.6611158 50.2233017)",1,,30,yes,,
689067297,,primary,True,False,2.962,"LINESTRING (6.6610807 50.2231516, 6.6610532 50.2231316)",1,,50,,roundabout,
689067297,,primary,True,False,10.923000000000002,"LINESTRING (6.6610532 50.2231316, 6.6610359 50.2231097, 6.6610274 50.2230858, 6.6610283 50.2230612, 6.6610385 50.2230375)",1,,50,,roundabout,
794733246,Brunnenstraße,primary,True,False,30.892,"LINESTRING (6.6610532 50.2231316, 6.6609979 50.2231216, 6.6609536 50.223116, 6.6608986 50.2231104, 6.6608544 50.2231057, 6.6607927 50.2230945, 6.6607337 50.2230808, 6.6606456 50.2230452)",1,B 410,50,,,
"[545538825, 32500151]",Aloys-Schneider-Straße,residential,False,"[False, True]",169.021,"LINESTRING (6.6650859 50.226752, 6.6650527 50.2267642, 6.6650198 50.2267712, 6.6649849 50.2267721, 6.6649366 50.2267633, 6.6648986 50.2267408, 6.6648602 50.2267019, 6.6646765 50.2266926, 6.6646073 50.2266907, 6.6645209 50.2266883, 6.6642747 50.2266738, 6.6638228 50.2266325, 6.6631937 50.2265561, 6.6631674 50.2265529, 6.6630414 50.2265038, 6.6629844 50.2264651, 6.6629229 50.2263757)",,,30,,,
67655240,Am Stadtturm,residential,False,False,51.036,"LINESTRING (6.6681305 50.2224107, 6.6680253 50.222412, 6.6679186 50.2224167, 6.6678167 50.2224154, 6.6677108 50.2224064, 6.667559 50.222387, 6.6674788 50.2223768, 6.6674546 50.2223819, 6.6674278 50.2223957)",1,,30,,,2
224539561,Mühlenstraße,residential,False,False,10.803,"LINESTRING (6.6683766 50.2227586, 6.6683766 50.2227796, 6.6683713 50.2228028, 6.6683605 50.2228187, 6.6683402 50.2228516)",2,,30,,,
27334293,Mühlenstraße,residential,True,False,81.268,"LINESTRING (6.6674278 50.2223957, 6.6675089 50.2224347, 6.6677222 50.2225402, 6.6678328 50.2225964, 6.667922 50.2226351, 6.6680413 50.2226754, 6.6681312 50.2226964, 6.6681741 50.2227033, 6.6682298 50.2227041, 6.6682687 50.2227037, 6.6683216 50.2227088, 6.6683464 50.2227191, 6.6683686 50.2227397, 6.6683766 50.2227586)",1,,30,,,
67655240,Am Stadtturm,residential,False,True,51.035999999999994,"LINESTRING (6.6674278 50.2223957, 6.6674546 50.2223819, 6.6674788 50.2223768, 6.667559 50.222387, 6.6677108 50.2224064, 6.6678167 50.2224154, 6.6679186 50.2224167, 6.6680253 50.222412, 6.6681305 50.2224107)",1,,30,,,2
27334301,Hauptstraße,residential,False,False,7.037,"LINESTRING (6.6658547 50.2219921, 6.665853 50.221981, 6.6658574 50.2219658, 6.6658681 50.2219473, 6.6658828 50.2219332)",2,,30,,,
"[794705945, 27334293]",Mühlenstraße,residential,True,False,122.889,"LINESTRING (6.6658547 50.2219921, 6.6658587 50.2220027, 6.6658755 50.2220245, 6.6659016 50.2220473, 6.6659278 50.2220623, 6.665962 50.2220765, 6.6660022 50.2220893, 6.6660599 50.2221031, 6.6662091 50.2221364, 6.6663415 50.2221631, 6.6665755 50.2222013, 6.6667264 50.2222318, 6.6669638 50.2222863, 6.6672353 50.2223369, 6.6673406 50.2223626, 6.6674278 50.2223957)",1,,30,,,
"[79376953, 81111994, 27334301]",Hauptstraße,residential,False,False,195.165,"LINESTRING (6.6658828 50.2219332, 6.6659077 50.2219216, 6.6659425 50.2219147, 6.6660109 50.2219104, 6.6662271 50.2219041, 6.6663457 50.221905, 6.6664468 50.2219134, 6.6665683 50.2219276, 6.6672722 50.2220314, 6.6678122 50.2221508, 6.6679835 50.2221861, 6.6685361 50.2222834)","['2', '1']",,30,,,
27334301,Hauptstraße,residential,False,True,7.037000000000001,"LINESTRING (6.6658828 50.2219332, 6.6658681 50.2219473, 6.6658574 50.2219658, 6.665853 50.221981, 6.6658547 50.2219921)",2,,30,,,
"[27334296, 49070132, 794705949]",Burgstraße,residential,False,True,300.814,"LINESTRING (6.6658828 50.2219332, 6.6657481 50.2218941, 6.6652666 50.2218229, 6.6645214 50.2216689, 6.6640095 50.2215769, 6.6638942 50.2215238, 6.6637019 50.221363, 6.6634561 50.2210765, 6.6634126 50.2209725, 6.6633686 50.2208527, 6.6629603 50.220413, 6.6629128 50.2203274)",2,,30,,,
30434578,Obere Marktstraße,residential,False,False,96.358,"LINESTRING (6.657966 50.2200297, 6.65803 50.2200338, 6.6580863 50.2200463, 6.6581655 50.2200707, 6.6582331 50.220098, 6.658534 50.2202288, 6.6587961 50.2204366, 6.6588968 50.2206048)",,,30,,,
794715245,Lissinger Straße,secondary,False,False,11.011,"LINESTRING (6.657966 50.2200297, 6.6579633 50.2200134, 6.6579562 50.2199933, 6.6579432 50.2199718, 6.6579113 50.2199386)",2,L 29,50,,,
794715246,Raderstraße,secondary,False,True,170.201,"LINESTRING (6.657966 50.2200297, 6.6579629 50.2200652, 6.6579489 50.2201068, 6.6579253 50.2201636, 6.6576964 50.2204967, 6.6576525 50.2205304, 6.6575884 50.2205605, 6.6574238 50.2206059, 6.6568334 50.2207677, 6.6562748 50.2209676)",2,L 29,50,,,
9779683,Lissinger Straße,tertiary,False,False,128.374,"LINESTRING (6.6579113 50.2199386, 6.6577739 50.2198274, 6.6571932 50.219313, 6.6571348 50.2192577, 6.6570476 50.2192053, 6.6569725 50.2191684, 6.6568675 50.2191315, 6.6567217 50.2191026)",,K 32,,,,
794715245,Lissinger Straße,secondary,False,True,11.011000000000001,"LINESTRING (6.6579113 50.2199386, 6.6579432 50.2199718, 6.6579562 50.2199933, 6.6579633 50.2200134, 6.657966 50.2200297)",2,L 29,50,,,
"[1169732263, 181129481, 8819274, 1169732265, 11771978]",Bahnhofstraße,residential,False,True,203.24400000000003,"LINESTRING (6.6611158 50.2233017, 6.661077 50.223505, 6.6610615 50.2235871, 6.6608068 50.2235692, 6.6605482 50.2235654, 6.6604202 50.2235708, 6.660276 50.2235868, 6.6599893 50.2236276, 6.6597124 50.2236658, 6.659449 50.2236807, 6.6593356 50.2236821, 6.6592395 50.2236804, 6.6588619 50.2236505, 6.658818 50.2236392, 6.6587874 50.2236231, 6.6587652 50.2235922, 6.6587638 50.2235625)",2,,30,yes,,
"[794733240, 794733243]",Bahnhofstraße,residential,True,False,16.900000000000002,"LINESTRING (6.6611158 50.2233017, 6.6610998 50.2232205, 6.6610934 50.2231872, 6.6610901 50.2231728, 6.6610807 50.2231516)",1,,30,yes,,
689067297,,primary,True,False,27.796999999999997,"LINESTRING (6.6610385 50.2230375, 6.661056 50.2230173, 6.6610803 50.2230002, 6.66111 50.2229871, 6.6611437 50.2229787, 6.6611794 50.2229755, 6.6612212 50.2229784, 6.6612603 50.2229883, 6.6612939 50.2230045, 6.6613195 50.2230258, 6.6613354 50.2230507)",1,,50,,roundabout,
689067297,,primary,True,False,10.491999999999999,"LINESTRING (6.6613354 50.2230507, 6.66134 50.2230694, 6.6613392 50.2230882, 6.6613328 50.2231066, 6.6613211 50.223124, 6.6613046 50.2231396)",1,,50,,roundabout,
794733251,Brunnenstraße,primary,True,False,55.083,"LINESTRING (6.6613354 50.2230507, 6.6613787 50.2230624, 6.6614257 50.2230731, 6.6614827 50.2230821, 6.661537 50.2230881, 6.6616027 50.2230894, 6.6616832 50.223089, 6.6617864 50.223083, 6.6619353 50.2230645, 6.6620972 50.2230687)",1,B 410,50,,,
689067297,,primary,True,False,5.925,"LINESTRING (6.6613046 50.2231396, 6.6612741 50.2231577, 6.6612372 50.2231701)",1,,50,,roundabout,
374421604,Lindenstraße,secondary,False,False,10.191,"LINESTRING (6.657168 50.2244727, 6.6572934 50.2244284)",,L 29,30,,,
374421604,Lindenstraße,secondary,False,True,135.113,"LINESTRING (6.657168 50.2244727, 6.6567677 50.2245925, 6.6564646 50.2246643, 6.6561628 50.2247113, 6.6556644 50.2247378, 6.6553458 50.2247733)",,L 29,30,,,
30967528,,unclassified,False,False,4.752,"LINESTRING (6.6580883 50.2239757, 6.6580354 50.2239496)",1,,,,,
820142586,,unclassified,True,False,18.69,"LINESTRING (6.6580883 50.2239757, 6.6580139 50.2240178, 6.6579884 50.2240319, 6.6579643 50.2240491, 6.6579549 50.2240615, 6.6579489 50.2240761, 6.6579387 50.2241064)",1,,,,,
30967528,,unclassified,False,True,4.752,"LINESTRING (6.6580354 50.2239496, 6.6580883 50.2239757)",1,,,,,
10420057,,primary,True,False,10.672,"LINESTRING (6.6578981 50.2242388, 6.6578812 50.2242472, 6.6578627 50.2242542, 6.6578431 50.2242597, 6.6578225 50.2242635, 6.6578014 50.2242657, 6.6577799 50.2242662, 6.6577586 50.224265)",1,,50,,roundabout,
10420057,,primary,True,False,11.554,"LINESTRING (6.6579562 50.2241458, 6.6579569 50.2241588, 6.6579551 50.2241717, 6.657951 50.2241844, 6.6579446 50.2241968, 6.657936 50.2242085, 6.6579253 50.2242196, 6.6579126 50.2242297, 6.6578981 50.2242388)",1,,50,,roundabout,
820142587,,primary,True,False,27.945,"LINESTRING (6.6579562 50.2241458, 6.6579904 50.2241649, 6.6580293 50.2241821, 6.6580662 50.2241971, 6.6580904 50.2242053, 6.658203 50.22424, 6.6582808 50.2242842)",1,B 410,50,,,
10420057,,primary,True,False,4.577,"LINESTRING (6.6579387 50.2241064, 6.6579471 50.2241191, 6.6579529 50.2241322, 6.6579562 50.2241458)",1,,50,,roundabout,
10420057,,primary,True,False,13.726,"LINESTRING (6.6576148 50.2241346, 6.6576203 50.2241213, 6.6576282 50.2241086, 6.6576386 50.2240966, 6.6576512 50.2240855, 6.6576658 50.2240755, 6.6576823 50.2240667, 6.6577003 50.2240593, 6.6577197 50.2240534, 6.65774 50.224049)",1,,50,,roundabout,
820142582,Sarresdorfer Straße,primary,True,False,44.911,"LINESTRING (6.6576148 50.2241346, 6.6576022 50.2241156, 6.6575868 50.2241036, 6.657574 50.2240941, 6.6575485 50.2240817, 6.6575143 50.2240684, 6.6574714 50.2240564, 6.6574339 50.2240495, 6.6573722 50.2240401, 6.6572991 50.2240319, 6.6571549 50.2240251, 6.6570462 50.224001)",1,B 410,50,,,
820142588,,primary,True,False,27.979000000000003,"LINESTRING (6.6582808 50.2242842, 6.6581815 50.2242786, 6.6580568 50.2242482, 6.6580159 50.2242421, 6.6579764 50.2242387, 6.6579462 50.2242383, 6.6578981 50.2242388)",1,B 410,50,,,
820142589,,primary,False,False,41.939,"LINESTRING (6.6582808 50.2242842, 6.6584491 50.2243307, 6.6584877 50.2243372, 6.6585235 50.2243404, 6.6585668 50.2243428, 6.6586412 50.2243428, 6.6586811 50.2243402, 6.65872 50.2243342, 6.6587545 50.2243273, 6.6587847 50.2243174, 6.6588162 50.2243035, 6.658834 50.2242934)",2,B 410,50,,,
"[25317584, 11773577, 10420236, 1169732264]",Brunnenstraße,primary,False,False,172.36900000000003,"LINESTRING (6.658834 50.2242934, 6.6588518 50.2242808, 6.6588779 50.2242578, 6.6588947 50.2242364, 6.6589056 50.2242157, 6.6589203 50.2241718, 6.6590615 50.2237194, 6.6592461 50.2231276, 6.6592719 50.2230795, 6.6593094 50.2230332, 6.6593597 50.2229834, 6.6594134 50.2229461, 6.6594697 50.2229148, 6.6595315 50.2228936, 6.6595954 50.2228783)",2,B 410,50,yes,,
820142589,,primary,False,True,41.939,"LINESTRING (6.658834 50.2242934, 6.6588162 50.2243035, 6.6587847 50.2243174, 6.6587545 50.2243273, 6.65872 50.2243342, 6.6586811 50.2243402, 6.6586412 50.2243428, 6.6585668 50.2243428, 6.6585235 50.2243404, 6.6584877 50.2243372, 6.6584491 50.2243307, 6.6582808 50.2242842)",2,B 410,50,,,
"[829125035, 1169732269, 31697573]",Kasselburger Weg,residential,False,True,389.39799999999997,"LINESTRING (6.658834 50.2242934, 6.6588555 50.2243069, 6.6588823 50.2243196, 6.6589155 50.2243314, 6.6589694 50.2243453, 6.6590781 50.2243674, 6.6591327 50.2243694, 6.6602029 50.2243972, 6.6605927 50.224419, 6.6607322 50.2244215, 6.661199 50.2244344, 6.6613813 50.2244617, 6.6615552 50.2245258, 6.6618036 50.2245942, 6.6622469 50.2246522, 6.6627231 50.2246804, 6.6631755 50.2247132, 6.6642038 50.2247677)",2,,,,,
"[1219655881, 1219655882]",Raderstraße,residential,False,True,53.400000000000006,"LINESTRING (6.6558363 50.2205782, 6.6559781 50.2207011, 6.6561372 50.2208325, 6.6562748 50.2209676)",,,,,,
