osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel,access
335351446,2,,Damm,tertiary,50,False,True,36.914,"LINESTRING (8.2182152 53.1352661, 8.2181954 53.1352883, 8.2181317 53.1353604, 8.2179557 53.1355593)",,,,
22773589,,,,tertiary_link,50,True,False,42.175,"LINESTRING (8.218059 53.1380322, 8.2181428 53.137986, 8.2181774 53.1379721, 8.2182163 53.1379615, 8.218251 53.1379549, 8.2182988 53.1379489, 8.2183441 53.1379482, 8.2183918 53.1379523, 8.2184401 53.1379614, 8.2184841 53.1379814, 8.2185866 53.1380467)",,,,
"[316086547, 31281772]",2,,Paradewall,tertiary,50,True,False,26.700000000000003,"LINESTRING (8.218059 53.1380322, 8.2180758 53.1379101, 8.2180812 53.1378586, 8.2180826 53.1377926)",,,,
"[316086542, 1131599647]",3,,Huntestraße,tertiary,50,True,False,108.83800000000001,"LINESTRING (8.2185866 53.1380467, 8.2185954 53.1380985, 8.218659 53.138475, 8.2187155 53.1388915, 8.2187176 53.1389189, 8.2187197 53.1389473, 8.2187037 53.1389795, 8.2187077 53.1390204)",,,,
"[1057663241, 991666122, 1057663243, 638614283, 638614281, 102442520, 102442521]","['2', '3']",,Roonstraße,residential,50,False,True,172.269,"LINESTRING (8.2110287 53.1389683, 8.2109412 53.1389223, 8.2108443 53.1388728, 8.2105323 53.1387149, 8.2104746 53.138684, 8.2104103 53.1386511, 8.2103295 53.1386098, 8.2102411 53.1385647, 8.2102207 53.1385557, 8.2100897 53.138492, 8.2100695 53.1384826, 8.2100433 53.1384692, 8.2100197 53.1384571, 8.2099935 53.1384436, 8.2098648 53.1383775, 8.209635 53.1382595, 8.2090612 53.1379649)",yes,5,,
"[316086560, 284475085]","['2', '3']",,Theaterwall,tertiary,50,False,False,316.01700000000005,"LINESTRING (8.2110287 53.1389683, 8.2105562 53.1392753, 8.2101491 53.1395353, 8.2098296 53.1397428, 8.2096201 53.1398767, 8.2093899 53.1400227, 8.2093412 53.1400542, 8.2087508 53.1404277, 8.2085788 53.1405762, 8.2085278 53.1406708, 8.2085181 53.1407742, 8.2085372 53.1408483, 8.2085797 53.1409417, 8.208619 53.1410195, 8.2086599 53.1410961, 8.2087333 53.1412135)",,,,
316086555,3,,Theaterwall,tertiary,50,False,True,79.932,"LINESTRING (8.2110287 53.1389683, 8.2116418 53.1385705, 8.2118363 53.1384373)",,,,
"[23954516, 316086548]","['2', '3']",,Poststraße,tertiary,50,True,False,16.378,"LINESTRING (8.2169908 53.1402213, 8.217016 53.1402146, 8.2172241 53.1401757)",,,,
"[4830868, 316086550]","['4', '3']",,Theaterwall,tertiary,50,False,True,93.34800000000001,"LINESTRING (8.2122933 53.1381737, 8.2124622 53.1380903, 8.212601 53.1380305, 8.2127826 53.137957, 8.213221 53.1377805, 8.2134331 53.1376875)",,,,
316086551,2,,Theaterwall,tertiary,50,False,False,42.29,"LINESTRING (8.2122933 53.1381737, 8.2121755 53.1382417, 8.2118363 53.1384373)",,,,
32010241,2,,Paradewall,tertiary,50,True,False,29.345,"LINESTRING (8.2163742 53.1368862, 8.2159473 53.1369499)",,,,
23953586,,,Schloßplatz,residential,20,True,False,27.762,"LINESTRING (8.2163742 53.1368862, 8.2163888 53.1369434, 8.2163891 53.1369841, 8.2163916 53.1371352)",,4,,
4857557,2,,Damm,tertiary_link,50,False,True,19.943,"LINESTRING (8.2170769 53.1364604, 8.2169621 53.136626)",,,,
28420473,2,,Damm,tertiary,50,False,False,2.858,"LINESTRING (8.2170769 53.1364604, 8.2170957 53.1364373)",,,,
638614280,2,,Gartenstraße,tertiary,50,False,False,7.609,"LINESTRING (8.2079676 53.1347811, 8.2078567 53.1347651)",,,,
8895520,,,Roggemannstraße,residential,30,False,True,311.57400000000007,"LINESTRING (8.2079676 53.1347811, 8.2079898 53.1350818, 8.2079995 53.1352042, 8.2080299 53.1355876, 8.2080341 53.1356407, 8.2080638 53.1360157, 8.2080702 53.1360963, 8.2080862 53.1362972, 8.2080914 53.1363632, 8.2082084 53.1370852, 8.2082139 53.1371194, 8.2082878 53.1375757)",,,,
638614280,2,,Gartenstraße,tertiary,50,False,True,233.451,"LINESTRING (8.2079676 53.1347811, 8.2081191 53.1348021, 8.209114 53.1349438, 8.2092176 53.1349582, 8.2096017 53.135012, 8.209857 53.1350512, 8.2099592 53.135081, 8.21006 53.1351229, 8.2101653 53.1351726, 8.2103962 53.1353042, 8.2104584 53.1353402, 8.2107164 53.1354802, 8.2108012 53.1355262, 8.2110384 53.1356549)",,,,
24862673,,,Friederikenstraße,residential,30,False,False,30.622,"LINESTRING (8.2202553 53.1390687, 8.2202599 53.1391759, 8.2202671 53.139344)",,,,
9606812,1,,Paradewall,tertiary_link,50,True,False,29.837,"LINESTRING (8.2172444 53.1368994, 8.2170756 53.1368195, 8.2169969 53.1367764, 8.2169186 53.1367174)",,,,
"[31301427, 638614277]",2,,Paradewall,tertiary,50,True,False,43.435,"LINESTRING (8.2172444 53.1368994, 8.2170538 53.1368778, 8.2169224 53.1368616, 8.2167796 53.1368485, 8.2166014 53.1368554)",,,,
731708374,,Amalienstraße,,tertiary,,True,False,12.974,"LINESTRING (8.2189047 53.1391119, 8.2188694 53.1390977, 8.2187176 53.1391024)",,,,no
731708375,,,Amalienstraße,tertiary,50,True,False,19.137,"LINESTRING (8.2189047 53.1391119, 8.2188932 53.1391492, 8.2188332 53.1391796, 8.2187835 53.1392088, 8.2187431 53.1392471)",,,,
9383359,,,Moltkestraße,residential,30,True,False,279.238,"LINESTRING (8.2118168 53.1360745, 8.2090612 53.1379649)",,,,
638614280,2,,Gartenstraße,tertiary,50,False,False,69.808,"LINESTRING (8.2118168 53.1360745, 8.2110384 53.1356549)",,,,
"[329042249, 23953105, 8892302]","['2', '3']",,Gartenstraße,tertiary,50,False,True,212.04899999999998,"LINESTRING (8.2118168 53.1360745, 8.2120984 53.1362254, 8.2123002 53.1363408, 8.2124283 53.136436, 8.2125137 53.1365077, 8.2126075 53.1366143, 8.2126994 53.1367299, 8.2128901 53.136982, 8.2132203 53.1373987, 8.2132546 53.137443, 8.2132956 53.1374934, 8.2133306 53.1375397, 8.2133687 53.1375894, 8.2134331 53.1376875)",,,,
638614280,2,,Gartenstraße,tertiary,50,False,True,69.808,"LINESTRING (8.2110384 53.1356549, 8.2118168 53.1360745)",,,,
638614280,2,,Gartenstraße,tertiary,50,False,False,233.451,"LINESTRING (8.2110384 53.1356549, 8.2108012 53.1355262, 8.2107164 53.1354802, 8.2104584 53.1353402, 8.2103962 53.1353042, 8.2101653 53.1351726, 8.21006 53.1351229, 8.2099592 53.135081, 8.209857 53.1350512, 8.2096017 53.135012, 8.2092176 53.1349582, 8.209114 53.1349438, 8.2081191 53.1348021, 8.2079676 53.1347811)",,,,
9606612,2,,Huntestraße,tertiary,50,True,False,124.436,"LINESTRING (8.2179486 53.1367558, 8.2179668 53.1367646, 8.2180589 53.1368198, 8.2182876 53.1370289, 8.2184268 53.1371618, 8.2184884 53.1372594, 8.2185118 53.1373629, 8.2185508 53.1376567, 8.218561 53.1377729)",,,,
9606612,2,,Huntestraße,tertiary,50,True,False,30.504,"LINESTRING (8.218561 53.1377729, 8.2185698 53.1378694, 8.2185725 53.1379138, 8.218576 53.1379853, 8.2185866 53.1380467)",,,,
22773588,,,,tertiary_link,50,True,False,40.362,"LINESTRING (8.218561 53.1377729, 8.2185013 53.1378335, 8.2184335 53.1378627, 8.2183429 53.137879, 8.2182336 53.1378702, 8.2181665 53.1378417, 8.2180826 53.1377926)",,,,
17071921,,,Bergstraße,living_street,,False,True,82.688,"LINESTRING (8.2124723 53.1390746, 8.2123015 53.1388725, 8.2119474 53.1385352, 8.2118363 53.1384373)",,,,
236070402,,,Amalienstraße,tertiary,50,True,False,35.107,"LINESTRING (8.2193985 53.1390122, 8.2192793 53.1390561, 8.2191307 53.1390735, 8.2190019 53.1390928, 8.2189528 53.1391022, 8.2189047 53.1391119)",,,,
"[10866497, 893578436]",3,,Amalienstraße,tertiary,50,False,False,178.849,"LINESTRING (8.2193985 53.1390122, 8.2202505 53.1389792, 8.2214608 53.1389197, 8.2217614 53.1389078, 8.2219263 53.1388994, 8.2220722 53.1388924)",,,,
"[1131599640, 580536635]","['2', '3']",,Huntestraße,tertiary,50,True,False,71.006,"LINESTRING (8.2187431 53.1392471, 8.2187651 53.1393612, 8.2187833 53.1394054, 8.2187885 53.139444, 8.21885 53.1398819)",,,,
31281866,2,,Staulinie,secondary,50,False,False,19.408,"LINESTRING (8.2143364 53.1433856, 8.2146206 53.1434231)",,,,
"[316086539, 316086540, 316086541, 756041422, 28421139, 711098548, 384747508]","['4', '2']",L 865,"['Staulinie', 'Heiligengeistwall']",secondary,50,False,True,405.60100000000006,"LINESTRING (8.2143364 53.1433856, 8.2142197 53.1433724, 8.2141738 53.1433679, 8.2141199 53.1433636, 8.2140583 53.1433584, 8.2139084 53.1433438, 8.2137461 53.1433258, 8.2136074 53.143306, 8.2132731 53.1432539, 8.2131353 53.1432305, 8.2129718 53.1431937, 8.2126716 53.1431127, 8.2112941 53.1427063, 8.2101508 53.142363, 8.2096876 53.1422225, 8.2095049 53.1421301, 8.2094441 53.1420841, 8.2093691 53.1420321, 8.2092913 53.1419487, 8.2091044 53.1417339)",,,,
"[309777341, 23954517, 756041423]","['2', '3']",,Staulinie,tertiary,50,True,False,400.211,"LINESTRING (8.2143364 53.1433856, 8.2143531 53.1432853, 8.2143611 53.1432638, 8.2143664 53.1432469, 8.2145605 53.1427488, 8.2146168 53.1426053, 8.2146449 53.1425468, 8.2146758 53.1424957, 8.2147102 53.1424381, 8.2147417 53.1423904, 8.2148356 53.1422692, 8.2150231 53.142076, 8.2152158 53.1418911, 8.2153335 53.1417633, 8.215517 53.1415707, 8.2157175 53.1413634, 8.2157529 53.1413272, 8.2161259 53.1409428, 8.2166585 53.140397, 8.2166728 53.1403823, 8.2166943 53.1403604, 8.2167259 53.1403355, 8.2167759 53.1403057, 8.2168324 53.1402778, 8.2169101 53.1402474, 8.2169908 53.1402213)",,,,
22980985,,,Philipp-Reis-Gang,living_street,,True,False,105.752,"LINESTRING (8.2165057 53.1393314, 8.2167597 53.1395546, 8.2170302 53.139928, 8.2171535 53.140082, 8.2172241 53.1401757)",,3,,
"[316086544, 22905314]",2,,"['Mühlenstraße', 'Ritterstraße']",residential,50,True,False,139.143,"LINESTRING (8.2165057 53.1393314, 8.2164829 53.139343, 8.2162072 53.1394758, 8.2160211 53.1395939, 8.2162989 53.1397305, 8.2166518 53.1399645, 8.2168888 53.1401353, 8.2169908 53.1402213)",,,,
1144546022,,Amalienstraße,,tertiary,,True,False,8.283,"LINESTRING (8.218202 53.1391074, 8.218083 53.1390861)",,,,no
1144546021,1,,Amalienstraße,tertiary,50,True,False,35.806000000000004,"LINESTRING (8.218202 53.1391074, 8.2183033 53.1390684, 8.2183697 53.1390509, 8.2184665 53.1390332, 8.2185475 53.1390263, 8.2185978 53.1390213, 8.2187077 53.1390204)",,,,
270888654,2,,Stau,tertiary,50,False,True,72.586,"LINESTRING (8.2202427 53.1406679, 8.2204641 53.1407072, 8.2212674 53.1408869)",,,,
309085263,,,Rosenstraße,residential,30,False,True,122.957,"LINESTRING (8.2202427 53.1406679, 8.2202104 53.1407574, 8.220151 53.1409217, 8.2200905 53.1410142, 8.2200199 53.1411222, 8.2199234 53.1412698, 8.2197473 53.1415595, 8.2196537 53.1417134)",,,,
"[35675803, 539161916]",2,,Stau,tertiary,50,False,False,57.409,"LINESTRING (8.2202427 53.1406679, 8.2200492 53.140635, 8.2194007 53.1405628)",,,,
17071903,,,Theaterwall,residential,50,True,False,102.97900000000001,"LINESTRING (8.2136722 53.1379571, 8.2135476 53.138008, 8.2131041 53.1381176, 8.2130516 53.1381319, 8.2126286 53.1382493, 8.2125566 53.1382676, 8.2124743 53.1382539, 8.212401 53.1382292, 8.2122933 53.1381737)",,3,,
"[30686377, 1082573938, 1082573939, 1082573940, 1082573941, 17071929]",,,"['Schloßplatz', 'Kasinoplatz']",residential,20,False,True,220.32500000000002,"LINESTRING (8.2136722 53.1379571, 8.2137788 53.1380004, 8.2138995 53.1380404, 8.2140388 53.1380767, 8.2141923 53.1380613, 8.2144017 53.1380066, 8.2144878 53.1379841, 8.2145308 53.1379678, 8.2148271 53.1378551, 8.2148581 53.1378424, 8.2159288 53.1374359, 8.2161058 53.1373642, 8.216127 53.1373557, 8.2162031 53.1373191, 8.2162741 53.1372723, 8.2163556 53.1371924, 8.2163916 53.1371352)",,,,
676658458,2,,Kasinoplatz,residential,50,False,False,34.231,"LINESTRING (8.2136722 53.1379571, 8.2135859 53.1378822, 8.2135061 53.1378107, 8.2134331 53.1376875)",,,,
"[407443789, 731708373]","['2', '1']",,"['Paradewall', 'Poststraße']",tertiary,50,True,False,10.405,"LINESTRING (8.218083 53.1390861, 8.2180656 53.1390355, 8.2180656 53.1390087, 8.2180662 53.1389936)",,,,
316086543,3,,Huntestraße,tertiary,50,True,False,16.18,"LINESTRING (8.2187176 53.1391024, 8.2187431 53.1392471)",,,,
731708374,,Amalienstraße,,tertiary,,True,False,34.524,"LINESTRING (8.2187176 53.1391024, 8.2183473 53.139118, 8.218202 53.1391074)",,,,no
316086543,3,,Huntestraße,tertiary,50,True,False,9.142,"LINESTRING (8.2187077 53.1390204, 8.2187176 53.1391024)",,,,
270888505,,,Amalienstraße,tertiary,50,True,False,46.155,"LINESTRING (8.2187077 53.1390204, 8.2188792 53.1390227, 8.2189342 53.139021, 8.2190586 53.139017, 8.2192689 53.1390074, 8.2193985 53.1390122)",,,,
"[316086544, 22905313]",2,,Mühlenstraße,residential,50,True,False,119.128,"LINESTRING (8.2180662 53.1389936, 8.218047 53.1389779, 8.2179746 53.1389311, 8.2178823 53.1389201, 8.2176778 53.1389386, 8.2172601 53.1390619, 8.2169723 53.1391436, 8.2168367 53.1391946, 8.2167934 53.1392105, 8.2165576 53.1393072, 8.2165057 53.1393314)",,,,
"[28527257, 1144546023]","['2', '1']",,Paradewall,tertiary,50,True,False,107.12299999999999,"LINESTRING (8.2180662 53.1389936, 8.2180704 53.138907, 8.2180631 53.1388355, 8.2180602 53.138784, 8.2180559 53.1387301, 8.2180369 53.1384604, 8.2180309 53.1383733, 8.2180253 53.1382878, 8.2180251 53.1382151, 8.2180313 53.1381424, 8.218059 53.1380322)",,,,
