osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,bridge,width,access
23404735,,,Emilienstraße,residential,30,False,False,77.311,"LINESTRING (7.1846054 51.2608551, 7.1850951 51.2614792)",,,,
35067223,2,B 7,Friedrich-Engels-Allee,primary,50,True,False,8.798,"LINESTRING (7.1815724 51.2643713, 7.1814764 51.2643198)",,,,
81145016,,,Martin-Luther-Straße,residential,,False,False,109.28899999999999,"LINESTRING (7.1815724 51.2643713, 7.1815315 51.2644166, 7.1812578 51.2647576, 7.1808638 51.2652484)",,,,
139633733,1,,Wartburgstraße,tertiary,50,True,False,22.27,"LINESTRING (7.1808638 51.2652484, 7.1805799 51.2651559)",,,,
81145016,,,Martin-Luther-Straße,residential,,False,True,109.28899999999999,"LINESTRING (7.1808638 51.2652484, 7.1812578 51.2647576, 7.1815315 51.2644166, 7.1815724 51.2643713)",,,,
5980370,2,,Wittensteinstraße,tertiary,50,True,False,99.344,"LINESTRING (7.1822524 51.2635359, 7.1833597 51.2638955, 7.1835207 51.2639462)",,,,
67375784,,,Friedrich-Wilhelm-Straße,residential,,False,False,99.708,"LINESTRING (7.1822524 51.2635359, 7.1816442 51.2642865, 7.1816032 51.2643353)",,,,
892921897,2,,Wittensteinstraße,tertiary,50,True,False,107.904,"LINESTRING (7.1788268 51.2624454, 7.180205 51.2628903)",,,,
35903024,4,B 7,Friedrich-Engels-Allee,primary,50,False,True,23.077,"LINESTRING (7.178181 51.2632756, 7.1778878 51.2631786)",,,,
81145342,,,Kothener Straße,residential,,True,False,102.67200000000001,"LINESTRING (7.178181 51.2632756, 7.1787943 51.2624905, 7.1788268 51.2624454)",,,,
"[863557156, 863557157]",4,B 7,Friedrich-Engels-Allee,primary,50,False,False,106.118,"LINESTRING (7.178181 51.2632756, 7.1782564 51.2633, 7.1788468 51.2634858, 7.1794195 51.2636677, 7.1795431 51.2637049)",,,,
"[241177199, 67375783]","['4', '3']",B 7,Friedrich-Engels-Allee,primary,50,True,False,100.215,"LINESTRING (7.1816032 51.2643353, 7.1819774 51.2644504, 7.1827474 51.2646894, 7.182893 51.2647364)",,,,
67375784,,,Friedrich-Wilhelm-Straße,residential,,False,True,99.708,"LINESTRING (7.1816032 51.2643353, 7.1816442 51.2642865, 7.1822524 51.2635359)",,,,
863557157,4,B 7,Friedrich-Engels-Allee,primary,50,False,False,19.637,"LINESTRING (7.1795431 51.2637049, 7.1797928 51.2637872)",,,,
"[863557156, 863557157]",4,B 7,Friedrich-Engels-Allee,primary,50,False,True,106.118,"LINESTRING (7.1795431 51.2637049, 7.1794195 51.2636677, 7.1788468 51.2634858, 7.1782564 51.2633, 7.178181 51.2632756)",,,,
38482967,2,L 433,Loher Straße,secondary,30,False,True,38.437,"LINESTRING (7.181752 51.2661218, 7.1815179 51.2664349)",,,,
210136545,2,L 433,Loher Straße,secondary,30,True,False,61.765,"LINESTRING (7.181752 51.2661218, 7.181738 51.2660192, 7.1817541 51.2659865, 7.1818525 51.2658593, 7.1819146 51.2657791, 7.1819743 51.2657115, 7.1821131 51.265643)",,,,
39884689,,,Buchenstraße,residential,30,False,True,5.526,"LINESTRING (7.1801117 51.268225, 7.1801204 51.2682744)",,,,
241213221,2,,Buchenstraße,residential,30,True,False,17.701,"LINESTRING (7.1801117 51.268225, 7.1800392 51.2681798, 7.1799808 51.2681434, 7.17993 51.2681136)",,,,
244276593,,,Haderslebener Straße,residential,,False,True,19.452,"LINESTRING (7.1739263 51.2608874, 7.1736993 51.2609895)",,,,
154701873,1,,Wittensteinstraße,tertiary,50,True,False,135.77800000000002,"LINESTRING (7.1739263 51.2608874, 7.1743661 51.261027, 7.174722 51.2611379, 7.1755079 51.2613907, 7.1756642 51.2614426)",,,,
"[24986016, 24986017, 24986007]",2,L 433,Loher Straße,secondary,30,False,False,163.211,"LINESTRING (7.1804578 51.267744, 7.1805418 51.2676457, 7.1807998 51.267337, 7.1808281 51.2673031, 7.1808551 51.2672708, 7.1809406 51.2671563, 7.1811209 51.2669265, 7.1811455 51.2669003, 7.18122 51.2668032, 7.1815179 51.2664349)",,yes,,
"[477900027, 301008493, 477900030, 5980263]","['2', '3']",L 433,"['Rudolfstraße', 'Loher Straße']",secondary,50,False,True,45.101,"LINESTRING (7.1804578 51.267744, 7.1803527 51.2678309, 7.1803074 51.267867, 7.1802236 51.2679409, 7.1800372 51.2680506)",,,,
"[154701873, 5980371]",1,,Wittensteinstraße,tertiary,50,True,False,111.068,"LINESTRING (7.1724983 51.2604412, 7.1726105 51.2604771, 7.1726734 51.2604964, 7.1734064 51.2607244, 7.1734649 51.2607426, 7.1737548 51.2608313, 7.1739263 51.2608874)",,,,
30442282,,,Heinz-Kluncker-Straße,residential,,False,False,101.60499999999999,"LINESTRING (7.1724983 51.2604412, 7.1724737 51.260468, 7.1722773 51.2607365, 7.1719134 51.2612078, 7.1718697 51.2612658)",,,,
"[30442065, 877872237]",,,Heinz-Kluncker-Straße,residential,,False,"[False, True]",67.142,"LINESTRING (7.1724983 51.2604412, 7.1727082 51.2601679, 7.1728368 51.259999, 7.1726809 51.259941)",,,,
32814405,,,Hünefeldstraße,residential,,False,True,110.964,"LINESTRING (7.1784287 51.2661654, 7.1783085 51.2660736, 7.1780705 51.2658956, 7.1775 51.2654873, 7.177485 51.2654335, 7.1775196 51.2653882)",,,,
5980263,2,L 433,Rudolfstraße,secondary,50,False,True,10.232,"LINESTRING (7.1800372 51.2680506, 7.17993 51.2681136)",,,,
"[477900027, 301008493, 477900030, 5980263]","['2', '3']",L 433,"['Rudolfstraße', 'Loher Straße']",secondary,50,False,False,45.101,"LINESTRING (7.1800372 51.2680506, 7.1802236 51.2679409, 7.1803074 51.267867, 7.1803527 51.2678309, 7.1804578 51.267744)",,,,
477900032,,,Buchenstraße,residential,30,True,False,21.384,"LINESTRING (7.1800372 51.2680506, 7.1800898 51.2680953, 7.1801103 51.268136, 7.1801354 51.2681859, 7.1801117 51.268225)",,,,
244276593,,,Haderslebener Straße,residential,,False,False,19.452,"LINESTRING (7.1736993 51.2609895, 7.1739263 51.2608874)",,,,
"[30442065, 877872237]",,,Heinz-Kluncker-Straße,residential,,False,"[False, True]",67.142,"LINESTRING (7.1726809 51.259941, 7.1728368 51.259999, 7.1727082 51.2601679, 7.1724983 51.2604412)",,,,
5980585,,,Gronaustraße,residential,30,False,True,13.929,"LINESTRING (7.1740703 51.2646859, 7.1742151 51.2647724)",,,,
48798058,,,Erichstraße,residential,50,False,True,18.298,"LINESTRING (7.1851966 51.2643014, 7.1850762 51.2644477)",,,,
32814348,,,Hünefeldstraße,residential,,False,False,46.793,"LINESTRING (7.1767727 51.2644613, 7.1764115 51.2647463, 7.1763534 51.2647903)",,,,
5980585,,,Gronaustraße,residential,30,False,False,13.929,"LINESTRING (7.1742151 51.2647724, 7.1740703 51.2646859)",,,,
5980585,,,Gronaustraße,residential,30,False,True,143.959,"LINESTRING (7.1742151 51.2647724, 7.175018 51.2652552, 7.1757092 51.265668)",,,,
6062504,,,Grönhoffstraße,residential,30,True,False,169.69099999999997,"LINESTRING (7.1742151 51.2647724, 7.1762429 51.2649776, 7.1763843 51.2649868, 7.1764393 51.2649812, 7.1764976 51.2649624, 7.176562 51.2648981)",,,,
