osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,tunnel,width,access
24422266,2,L 333,Frankfurter Straße,secondary,50,False,False,113.904,,"LINESTRING (7.2111564 50.7904608, 7.2109959 50.7904927, 7.2096108 50.7907685)",,,,
24422266,2,L 333,Frankfurter Straße,secondary,50,False,True,116.723,,"LINESTRING (7.2111564 50.7904608, 7.2115644 50.7903873, 7.2119196 50.7902879, 7.2119981 50.7902662, 7.2122619 50.7901934, 7.2124231 50.7901451, 7.212581 50.7900976, 7.2126925 50.7900678)",,,,
24569363,,,Südstraße,residential,30,False,True,101.653,,"LINESTRING (7.2101239 50.7926531, 7.2098924 50.7917507)",,,,
26656433,,,Schwarzer Weg,residential,30,False,False,105.434,,"LINESTRING (7.2101239 50.7926531, 7.2098275 50.7927081, 7.2096641 50.7926819, 7.2095324 50.7926934, 7.2092904 50.7927267, 7.2091015 50.7928344, 7.2090296 50.7930751)",,,,
26656433,,,Schwarzer Weg,residential,30,False,True,81.299,,"LINESTRING (7.2101239 50.7926531, 7.2106552 50.7925405, 7.2107113 50.7925177, 7.2111422 50.7923231)",,,,
24434303,,,Siegfeldstraße,residential,30,False,False,133.983,,"LINESTRING (7.2110486 50.793414, 7.2117141 50.7936167, 7.2120213 50.7937103, 7.2122248 50.7937739, 7.2123173 50.7938044, 7.2127549 50.7939508)",,,,
24434303,,,Siegfeldstraße,residential,30,False,True,147.601,,"LINESTRING (7.2110486 50.793414, 7.2102284 50.7932072, 7.2090296 50.7930751)",,,,
26656432,,,Im Springchen,residential,,False,False,127.28500000000001,,"LINESTRING (7.2110486 50.793414, 7.2111785 50.7932217, 7.2112342 50.7930125, 7.2112748 50.7924297, 7.211234 50.7923685, 7.2111422 50.7923231)",,,,
26656433,,,Schwarzer Weg,residential,30,False,True,60.871,,"LINESTRING (7.2111422 50.7923231, 7.2118761 50.7920325)",,,,
26656432,,,Im Springchen,residential,,False,True,127.28500000000001,,"LINESTRING (7.2111422 50.7923231, 7.211234 50.7923685, 7.2112748 50.7924297, 7.2112342 50.7930125, 7.2111785 50.7932217, 7.2110486 50.793414)",,,,
26656433,,,Schwarzer Weg,residential,30,False,False,81.299,,"LINESTRING (7.2111422 50.7923231, 7.2107113 50.7925177, 7.2106552 50.7925405, 7.2101239 50.7926531)",,,,
26656433,,,Schwarzer Weg,residential,30,False,False,60.871,,"LINESTRING (7.2118761 50.7920325, 7.2111422 50.7923231)",,,,
24434303,,,Siegfeldstraße,residential,30,False,False,147.601,,"LINESTRING (7.2090296 50.7930751, 7.2102284 50.7932072, 7.2110486 50.793414)",,,,
24434303,,,Siegfeldstraße,residential,30,False,True,51.989999999999995,,"LINESTRING (7.2090296 50.7930751, 7.2085157 50.793, 7.2083044 50.7930124)",,,,
26656433,,,Schwarzer Weg,residential,30,False,True,105.434,,"LINESTRING (7.2090296 50.7930751, 7.2091015 50.7928344, 7.2092904 50.7927267, 7.2095324 50.7926934, 7.2096641 50.7926819, 7.2098275 50.7927081, 7.2101239 50.7926531)",,,,
32002544,,,Auf der Zange,living_street,7,False,True,99.981,,"LINESTRING (7.2015152 50.79237, 7.201463 50.7923344, 7.2006486 50.7920769, 7.2005774 50.7920543, 7.2003791 50.7918679)",,,,
142938388,2,,Hohenzollernstraße,residential,30,False,True,69.329,,"LINESTRING (7.2015152 50.79237, 7.2017925 50.792252, 7.2023435 50.7920316)",,,6.00,
42064849,1,,Brucknerstraße,living_street,,False,False,55.815000000000005,,"LINESTRING (7.213772 50.7885883, 7.213956 50.7889802, 7.2139275 50.7890716)",,,5.50,
42064999,,,Brucknerstraße,living_street,,False,True,55.881,,"LINESTRING (7.213772 50.7885883, 7.2134099 50.7886621, 7.2130154 50.7887425)",,,,
42064994,,,Brucknerstraße,living_street,,False,False,36.712,,"LINESTRING (7.2130154 50.7887425, 7.213055 50.7888211, 7.2130798 50.7888703, 7.2131058 50.788922, 7.2131293 50.7889686, 7.2131522 50.7890142, 7.2131738 50.7890571)",,,5.50,
42064999,,,Brucknerstraße,living_street,,False,False,55.881,,"LINESTRING (7.2130154 50.7887425, 7.2134099 50.7886621, 7.213772 50.7885883)",,,,
"[24698145, 42064999]",2,,Brucknerstraße,"['living_street', 'residential']",30,False,True,82.82499999999999,,"LINESTRING (7.2130154 50.7887425, 7.21292 50.7887601, 7.2127685 50.7887251, 7.2127365 50.7887282, 7.212409 50.7888055, 7.2122268 50.7888397, 7.2121523 50.7888517, 7.2121 50.7888706, 7.2120336 50.788914, 7.2119747 50.7889749)",,,5.00,
42064994,,,Brucknerstraße,living_street,,False,True,36.712,,"LINESTRING (7.2131738 50.7890571, 7.2131522 50.7890142, 7.2131293 50.7889686, 7.2131058 50.788922, 7.2130798 50.7888703, 7.213055 50.7888211, 7.2130154 50.7887425)",,,5.50,
"[42176649, 23568372]",2,,Pleiser Hecke,residential,30,False,True,407.76399999999995,,"LINESTRING (7.2051757 50.7905366, 7.2062434 50.7902232, 7.2063955 50.790168, 7.2068655 50.7899896, 7.2069944 50.7899492, 7.2070789 50.7899319, 7.2071459 50.7899369, 7.2072319 50.7899684, 7.2076271 50.7902309, 7.2076417 50.7902623, 7.2076319 50.790297, 7.2070835 50.7906222, 7.206992 50.7906644, 7.2069052 50.790694, 7.2067684 50.7907185, 7.2065364 50.7907395, 7.2063152 50.7907653, 7.2061056 50.7908274, 7.2059944 50.790859, 7.2058477 50.790919, 7.2056786 50.7909822, 7.2052586 50.7911315, 7.2052269 50.7911544)",,,,
42558561,2,L 16,Bonner Straße,secondary,50,False,True,47.782,,"LINESTRING (7.2019239 50.7904881, 7.2016878 50.7904056, 7.2015742 50.7903498, 7.201502 50.7903055, 7.2013833 50.7902326)",,,,
475116333,,,,residential,30,False,False,50.091,,"LINESTRING (7.2019239 50.7904881, 7.2016732 50.7904636, 7.2014837 50.7904607, 7.2013509 50.7904577, 7.2012145 50.7904607)",,,,
769655194,2,L 16,Bonner Straße,secondary,50,False,False,153.267,,"LINESTRING (7.2019239 50.7904881, 7.2023029 50.7905904, 7.2024987 50.7906433, 7.2027833 50.790712, 7.20337 50.7908449, 7.2039576 50.7909841)",,,,
"[24422654, 167686828, 24422653, 167102198]",,,Mühlenstraße,residential,30,False,False,109.89700000000002,yes,"LINESTRING (7.2083044 50.7930124, 7.2083161 50.7930767, 7.2083411 50.7931337, 7.208607 50.7935689, 7.2086198 50.7935898, 7.2086953 50.7937155, 7.2087355 50.7937844, 7.2087476 50.7938125, 7.2087632 50.7938487, 7.2087941 50.7939202, 7.2088053 50.7939461)",,,,
24434303,,,Siegfeldstraße,residential,30,False,False,51.989999999999995,,"LINESTRING (7.2083044 50.7930124, 7.2085157 50.793, 7.2090296 50.7930751)",,,,
"[315391523, 315391524, 315391525]",3,,Kaiser-Wilhelm-Platz,residential,50,False,True,64.187,,"LINESTRING (7.2083044 50.7930124, 7.208168 50.7929281, 7.2080717 50.7928746, 7.2077938 50.7927202, 7.2076284 50.7926245)",,,,
24517259,,,Elisabethstraße,residential,30,False,False,104.807,,"LINESTRING (7.2047757 50.7966599, 7.2051849 50.7968876, 7.2054446 50.7970413, 7.2058634 50.7973042)",,,,
"[24792915, 975344140, 975344141]",,,Elisabethstraße,residential,,True,False,29.928999999999995,,"LINESTRING (7.2047757 50.7966599, 7.2046438 50.7966427, 7.2044752 50.7966566, 7.2043547 50.7966488)",,building_passage,,
9727058,2,,Wilhelmstraße,residential,50,False,True,70.815,,"LINESTRING (7.2025641 50.794786, 7.2022983 50.7949936, 7.2020544 50.7952249, 7.2019997 50.7952727, 7.2019619 50.7952952)",,,,
475116333,,,,residential,30,False,True,50.091,,"LINESTRING (7.2012145 50.7904607, 7.2013509 50.7904577, 7.2014837 50.7904607, 7.2016732 50.7904636, 7.2019239 50.7904881)",,,,
769655193,,,Bonner Straße,residential,30,False,False,28.515,,"LINESTRING (7.2012145 50.7904607, 7.2012877 50.7904063, 7.2013402 50.7903411, 7.2013833 50.7902326)",,,,
24422267,,L 333,,secondary,50,True,False,16.713,,"LINESTRING (7.2128781 50.7901406, 7.2128186 50.7901403, 7.2127633 50.7901266, 7.2127193 50.7901013, 7.2126925 50.7900678)",roundabout,,,
24405146,,,Tierbungertstraße,residential,30,False,True,159.124,,"LINESTRING (7.2044257 50.7948034, 7.2046293 50.7947157, 7.2048568 50.794625, 7.2057846 50.7943676, 7.20596 50.7943183, 7.2060238 50.7943259, 7.2061046 50.7943487, 7.2061613 50.7943907, 7.2062814 50.7945663)",,,,
24956536,,,Schumannstraße,residential,,False,True,51.971,,"LINESTRING (7.2109583 50.7900105, 7.2111564 50.7904608)",,,,
24956536,,,Schumannstraße,residential,,False,False,279.55199999999996,,"LINESTRING (7.2109583 50.7900105, 7.2109359 50.7899545, 7.2108499 50.789886, 7.2107359 50.7898368, 7.2100403 50.7895682, 7.2098943 50.7895848, 7.2095302 50.7898435, 7.2095117 50.7898566, 7.2095479 50.7899706, 7.2096652 50.7902698, 7.2097256 50.7902871, 7.2108793 50.7900772, 7.2109583 50.7900105)",,,,
24956536,,,Schumannstraße,residential,,False,True,279.55199999999996,,"LINESTRING (7.2109583 50.7900105, 7.2108793 50.7900772, 7.2097256 50.7902871, 7.2096652 50.7902698, 7.2095479 50.7899706, 7.2095117 50.7898566, 7.2095302 50.7898435, 7.2098943 50.7895848, 7.2100403 50.7895682, 7.2107359 50.7898368, 7.2108499 50.789886, 7.2109359 50.7899545, 7.2109583 50.7900105)",,,,
730828533,,,Auf der Zange,living_street,7,False,True,52.274,,"LINESTRING (7.2009494 50.7915543, 7.2013822 50.7919366)",,,,
32002544,,,Auf der Zange,living_street,7,False,False,53.619,,"LINESTRING (7.2009494 50.7915543, 7.2007698 50.791639, 7.2007263 50.7916904, 7.2003791 50.7918679)",,,,
731725727,,,Auf der Zange,living_street,7,False,False,19.193,,"LINESTRING (7.2009494 50.7915543, 7.2011076 50.791485, 7.2011304 50.791468, 7.2011451 50.7914409)",,,,
730828534,,,Auf der Zange,living_street,7,False,False,16.604,,"LINESTRING (7.2003791 50.7918679, 7.2001822 50.7919504)",,,,
32002544,,,Auf der Zange,living_street,7,False,False,99.98100000000001,,"LINESTRING (7.2003791 50.7918679, 7.2005774 50.7920543, 7.2006486 50.7920769, 7.201463 50.7923344, 7.2015152 50.79237)",,,,
32002544,,,Auf der Zange,living_street,7,False,True,53.619,,"LINESTRING (7.2003791 50.7918679, 7.2007263 50.7916904, 7.2007698 50.791639, 7.2009494 50.7915543)",,,,
315391512,3,L 333,Frankfurter Straße,secondary,50,False,False,13.221,,"LINESTRING (7.2072438 50.7920721, 7.2071621 50.7921792)",,,,
221458348,1,,,secondary_link,50,True,False,47.370000000000005,,"LINESTRING (7.2072438 50.7920721, 7.207238 50.7922354, 7.2072487 50.7922943, 7.2072961 50.7923833, 7.2073629 50.7924843)",,,,
"[24422266, 315391515, 315391511]","['2', '3']",L 333,Frankfurter Straße,secondary,50,False,True,218.382,,"LINESTRING (7.2072438 50.7920721, 7.2072828 50.7920158, 7.2073284 50.7919499, 7.2075201 50.7916913, 7.2077542 50.7914668, 7.2081577 50.7912295, 7.2086095 50.7910781, 7.2094605 50.7908025)",,,,
24505581,3,,Kaiser-Wilhelm-Platz,residential,50,False,False,5.893,,"LINESTRING (7.2073629 50.7924843, 7.207382 50.7924923, 7.207432 50.7925143)",,,,
24505581,3,,Kaiser-Wilhelm-Platz,residential,50,False,True,26.441,,"LINESTRING (7.2073629 50.7924843, 7.2071375 50.7923864, 7.2070528 50.7923497)",,,,
24505581,3,,Kaiser-Wilhelm-Platz,residential,50,False,True,18.459,,"LINESTRING (7.2076284 50.7926245, 7.207432 50.7925143)",,,,
221458361,1,,,residential,50,True,False,62.225,,"LINESTRING (7.2076284 50.7926245, 7.2073419 50.7925431, 7.2072096 50.7925171, 7.2070157 50.7925059, 7.2067778 50.7925068)",,,,
"[315391523, 315391524, 315391525]",3,,Kaiser-Wilhelm-Platz,residential,50,False,False,64.187,,"LINESTRING (7.2076284 50.7926245, 7.2077938 50.7927202, 7.2080717 50.7928746, 7.208168 50.7929281, 7.2083044 50.7930124)",,,,
25831469,,,Selcukstraße,residential,20,False,False,77.90100000000001,,"LINESTRING (7.2065893 50.7968002, 7.2065536 50.7968306, 7.2065199 50.7968601, 7.2063614 50.796999, 7.2059549 50.7973019, 7.2058634 50.7973042)",,,,
118524028,1,,Wilhelmstraße,residential,50,True,False,30.162999999999997,,"LINESTRING (7.2023198 50.7961429, 7.2023879 50.7962605, 7.2024287 50.796331, 7.2024657 50.796398)",,,,
628785092,,,Wilhelmstraße,residential,50,False,True,48.937,,"LINESTRING (7.2023198 50.7961429, 7.2021429 50.795761, 7.2021416 50.7957393, 7.2021586 50.7957219)",,,,
1167686498,2,,Mahrstraße,secondary,50,False,False,27.425,,"LINESTRING (7.2024657 50.796398, 7.2021088 50.7962983)",,,,
42560039,2,,Wilhelmstraße,secondary,50,False,True,37.004,,"LINESTRING (7.2024657 50.796398, 7.2025533 50.7965387, 7.2026038 50.7966197, 7.2026655 50.7967058)",,,,
22696999,3,L 16,Bonner Straße,secondary,50,False,True,31.051000000000002,,"LINESTRING (7.2066963 50.7921903, 7.2068812 50.7922986, 7.2070528 50.7923497)",,,,
315391509,4,L 16,Bonner Straße,secondary,50,False,False,32.724000000000004,,"LINESTRING (7.2066963 50.7921903, 7.2063882 50.7920428, 7.2063252 50.7920126)",,,,
315391510,1,,Bonner Straße,secondary,50,True,False,31.645,,"LINESTRING (7.2066963 50.7921903, 7.2068931 50.7922118, 7.2069542 50.7922154, 7.2071427 50.7922056)",,,,
115541109,3,L 333,Frankfurter Straße,secondary,50,False,True,3.237,,"LINESTRING (7.2071427 50.7922056, 7.2071621 50.7921792)",,,,
115541109,3,L 333,Frankfurter Straße,secondary,50,False,False,17.224,,"LINESTRING (7.2071427 50.7922056, 7.2070953 50.7922816, 7.2070528 50.7923497)",,,,
142938393,,,Hopfengartenstraße,residential,30,False,True,169.39,,"LINESTRING (7.2076857 50.7923625, 7.2079791 50.7922728, 7.2080765 50.7922462, 7.208222 50.7922065, 7.208849 50.7920354, 7.2098924 50.7917507)",,,,
"[1038610748, 142938399]",1,,Hopfengartenstraße,residential,30,True,False,24.724,,"LINESTRING (7.2076857 50.7923625, 7.2076418 50.7923765, 7.207556 50.7924313, 7.2075087 50.792462, 7.207432 50.7925143)",,,,
"[42176649, 23568372]",2,,Pleiser Hecke,residential,30,False,False,407.76399999999995,,"LINESTRING (7.2052269 50.7911544, 7.2052586 50.7911315, 7.2056786 50.7909822, 7.2058477 50.790919, 7.2059944 50.790859, 7.2061056 50.7908274, 7.2063152 50.7907653, 7.2065364 50.7907395, 7.2067684 50.7907185, 7.2069052 50.790694, 7.206992 50.7906644, 7.2070835 50.7906222, 7.2076319 50.790297, 7.2076417 50.7902623, 7.2076271 50.7902309, 7.2072319 50.7899684, 7.2071459 50.7899369, 7.2070789 50.7899319, 7.2069944 50.7899492, 7.2068655 50.7899896, 7.2063955 50.790168, 7.2062434 50.7902232, 7.2051757 50.7905366)",,,,
23568372,,,Pleiser Hecke,residential,30,False,True,16.047,,"LINESTRING (7.2052269 50.7911544, 7.2051639 50.791202, 7.2051081 50.7912763)",,,,
322974620,,,Bonner Straße,residential,7,False,False,30.751,,"LINESTRING (7.2052269 50.7911544, 7.2051681 50.7911287, 7.2051329 50.7911238, 7.2050947 50.791123, 7.2050128 50.7911307, 7.2049136 50.7911255, 7.2048093 50.7911047)",,,,
322974620,,,Bonner Straße,residential,7,False,True,30.750999999999998,,"LINESTRING (7.2048093 50.7911047, 7.2049136 50.7911255, 7.2050128 50.7911307, 7.2050947 50.791123, 7.2051329 50.7911238, 7.2051681 50.7911287, 7.2052269 50.7911544)",,,,
730828533,,,Auf der Zange,living_street,7,False,False,52.274,,"LINESTRING (7.2013822 50.7919366, 7.2009494 50.7915543)",,,,
730828534,,,Auf der Zange,living_street,7,False,True,16.604,,"LINESTRING (7.2001822 50.7919504, 7.2003791 50.7918679)",,,,
731725727,,,Auf der Zange,living_street,7,False,True,19.192999999999998,,"LINESTRING (7.2011451 50.7914409, 7.2011304 50.791468, 7.2011076 50.791485, 7.2009494 50.7915543)",,,,
"[24505288, 107505203]",2,,Mahrstraße,secondary,50,False,False,57.151,,"LINESTRING (7.2010794 50.7957275, 7.201259 50.7956109, 7.2012832 50.7955949, 7.201306 50.7955778, 7.2013837 50.7955231, 7.2014393 50.7954839, 7.2015218 50.7954139, 7.2015461 50.7953765, 7.2015562 50.7953507, 7.2015595 50.7953245)",,,,
"[769665552, 23562420]",2,,Mahrstraße,secondary,50,False,True,103.93900000000001,,"LINESTRING (7.2010794 50.7957275, 7.2010617 50.7957959, 7.201062 50.7958288, 7.2010686 50.7958469, 7.2010974 50.7958918, 7.2011532 50.7959394, 7.2012181 50.7959774, 7.2015358 50.7961129, 7.2019298 50.7962566, 7.2021088 50.7962983)",,,,
1167686498,2,,Mahrstraße,secondary,50,False,True,27.425,,"LINESTRING (7.2021088 50.7962983, 7.2024657 50.796398)",,,,
"[769665552, 23562420]",2,,Mahrstraße,secondary,50,False,False,103.939,,"LINESTRING (7.2021088 50.7962983, 7.2019298 50.7962566, 7.2015358 50.7961129, 7.2012181 50.7959774, 7.2011532 50.7959394, 7.2010974 50.7958918, 7.2010686 50.7958469, 7.201062 50.7958288, 7.2010617 50.7957959, 7.2010794 50.7957275)",,,,
1136926549,1,,Wilhelmstraße,residential,50,True,False,26.796999999999997,,"LINESTRING (7.2021088 50.7962983, 7.202244 50.7962794, 7.2022945 50.7962519, 7.202311 50.7962277, 7.2023198 50.7961429)",,,,
42064849,1,,Brucknerstraße,living_street,,False,True,55.815000000000005,,"LINESTRING (7.2139275 50.7890716, 7.213956 50.7889802, 7.213772 50.7885883)",,,5.50,
