osmid,bridge,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref,junction,width
32937664,,False,,residential,30,False,49.048,"LINESTRING (9.2102203 49.2339959, 9.2103468 49.2335626)",Waldstraße,,,
37522186,,False,,residential,30,False,66.474,"LINESTRING (9.2102203 49.2339959, 9.2111148 49.2341233)",Eschenweg,,,
23857792,,False,,residential,30,False,69.576,"LINESTRING (9.2103468 49.2335626, 9.2113017 49.2335104)",Damaschkestraße,,,
32937664,,False,,residential,30,True,49.048,"LINESTRING (9.2103468 49.2335626, 9.2102203 49.2339959)",Waldstraße,,,
"[23857792, 37522656]",,False,,residential,30,True,187.517,"LINESTRING (9.2103468 49.2335626, 9.209742 49.2335791, 9.2101239 49.2323123)","['Damaschkestraße', 'Röntgenstraße']",,,
30925962,,False,,residential,30,True,69.489,"LINESTRING (9.2111148 49.2341233, 9.2113017 49.2335104)",Birkenweg,,,
37522186,,False,,residential,30,True,66.474,"LINESTRING (9.2111148 49.2341233, 9.2102203 49.2339959)",Eschenweg,,,
37522279,,False,,residential,30,False,127.851,"LINESTRING (9.2123051 49.2341136, 9.2140644 49.2340651)",Gottlieb-Daimler-Straße,,,
37522206,,False,,residential,30,False,70.487,"LINESTRING (9.2123051 49.2341136, 9.2122994 49.2340207, 9.2122662 49.2334802)",Karl-Benz-Straße,,,
23857792,,False,,residential,30,True,164.866,"LINESTRING (9.2145351 49.2334223, 9.2122662 49.2334802)",Damaschkestraße,,,
356067407,,False,,secondary,50,False,135.928,"LINESTRING (9.2145351 49.2334223, 9.2144704 49.2322006)",Kocherwaldstraße,L 1096,,
356067407,,False,,secondary,50,True,112.03,"LINESTRING (9.2145351 49.2334223, 9.2145436 49.2335985, 9.2145632 49.2339692, 9.2145703 49.2340602, 9.2145958 49.234429)",Kocherwaldstraße,L 1096,,
37522279,,False,,residential,30,True,127.851,"LINESTRING (9.2140644 49.2340651, 9.2123051 49.2341136)",Gottlieb-Daimler-Straße,,,
37527802,,False,,residential,30,False,12.354,"LINESTRING (9.2086816 49.2282696, 9.2086823 49.2283365, 9.2086825 49.2283807)",Bergmannstraße,,,
"[37527802, 37527803]",,False,,residential,30,"[False, True]",236.419,"LINESTRING (9.2086816 49.2282696, 9.2086723 49.2275561, 9.2091636 49.2275146, 9.209185 49.2282748, 9.2086816 49.2282696)","['Bergmannstraße', 'Siederstraße']",,,
"[37527802, 37527803]",,False,,residential,30,"[False, True]",236.41899999999998,"LINESTRING (9.2086816 49.2282696, 9.209185 49.2282748, 9.2091636 49.2275146, 9.2086723 49.2275561, 9.2086816 49.2282696)","['Bergmannstraße', 'Siederstraße']",,,
"[37528216, 37528214, 672457182, 37528215]",yes,False,,residential,30,True,148.46800000000002,"LINESTRING (9.2096657 49.227036, 9.209688 49.2271761, 9.2096922 49.2272278, 9.2096936 49.2274525, 9.2096829 49.2274747, 9.2097106 49.2280339, 9.2097105 49.2283177, 9.2097112 49.228369)","['Rathausplatz', 'Fahräcker']",,,
"[36950018, 336117883, 336117885, 82450263]",,False,3,secondary,"['50', '100']",True,208.235,"LINESTRING (9.2102576 49.2261454, 9.2110462 49.2262836, 9.211886 49.2264603, 9.2122136 49.226532, 9.2124726 49.2265887, 9.2129751 49.2267348)",,L 1096,,
"[817642985, 336117887]",,False,2,secondary,100,False,145.074,"LINESTRING (9.2102576 49.2261454, 9.209219 49.2259927, 9.2084848 49.2258693, 9.2083155 49.2258403)",,L 1096,,
23857775,,False,,residential,30,False,171.838,"LINESTRING (9.2121054 49.2322574, 9.2144704 49.2322006)",Friedrich-Ebert-Straße,,,
23857775,,False,,residential,30,True,84.141,"LINESTRING (9.2121054 49.2322574, 9.210948 49.2322948)",Friedrich-Ebert-Straße,,,
23857788,,False,,residential,,True,106.604,"LINESTRING (9.2121054 49.2322574, 9.2120629 49.2322033, 9.2120562 49.2313054)",Friedrich-Ebert-Straße,,,
47667365,,False,,residential,30,False,147.44,"LINESTRING (9.2121054 49.2322574, 9.2120737 49.2323276, 9.2114272 49.2335071)",Robert-Bosch-Straße,,,
23857775,,False,,residential,30,True,171.838,"LINESTRING (9.2144704 49.2322006, 9.2121054 49.2322574)",Friedrich-Ebert-Straße,,,
356067407,,False,,secondary,50,True,135.928,"LINESTRING (9.2144704 49.2322006, 9.2145351 49.2334223)",Kocherwaldstraße,L 1096,,
"[36544859, 69933431]",,False,,secondary,30,False,89.52900000000001,"LINESTRING (9.2144704 49.2322006, 9.2144648 49.2321451, 9.2144078 49.2315811, 9.2144049 49.2314945, 9.2144134 49.2314241, 9.2144244 49.231398)",Kocherwaldstraße,L 1096,,
"[822166077, 672457185, 672457187, 36544869]",,False,,tertiary,30,False,74.713,"LINESTRING (9.2086825 49.2283807, 9.2092346 49.2283759, 9.2095835 49.2283698, 9.2096652 49.2283693, 9.2097112 49.228369)","['Rathausplatz', 'Jagstfelder Straße']",,,
37527802,,False,,residential,30,True,12.354,"LINESTRING (9.2086825 49.2283807, 9.2086823 49.2283365, 9.2086816 49.2282696)",Bergmannstraße,,,
47765308,,False,,residential,30,True,84.25299999999999,"LINESTRING (9.2144655 49.2293174, 9.2142819 49.2292903, 9.2140638 49.2299089)",Waldauweg,,,
"[27745761, 26982931, 336117852, 743186789]",yes,False,"['2', '3']",secondary,30,True,263.71200000000005,"LINESTRING (9.2177513 49.2260107, 9.2175975 49.2263342, 9.2169208 49.2277571, 9.216842 49.2279106, 9.2167513 49.228035, 9.2166266 49.2281372, 9.21651 49.2282201)",Hauptstraße,L 1088,,
959732024,,False,2,tertiary,50,False,76.251,"LINESTRING (9.2177513 49.2260107, 9.2181141 49.2261069, 9.2181937 49.226128, 9.2187243 49.2262685)",Oedheimer Straße,K 2139,,
127945871,,False,2,tertiary,50,True,52.638,"LINESTRING (9.2193942 49.2264493, 9.2187243 49.2262685)",Oedheimer Straße,K 2139,,
23857788,,False,,residential,,False,106.604,"LINESTRING (9.2120562 49.2313054, 9.2120629 49.2322033, 9.2121054 49.2322574)",Friedrich-Ebert-Straße,,,
108445152,,False,1,residential,30,False,34.178,"LINESTRING (9.2105877 49.2309551, 9.2101176 49.2309397)",Lerchenstraße,,,
34954679,,False,,residential,30,False,115.827,"LINESTRING (9.2109728 49.2313088, 9.2108888 49.2315743, 9.2108132 49.2315958, 9.2106099 49.2323001)",Am Königsweg,,,
262459075,,False,,residential,30,True,11.208,"LINESTRING (9.2107044 49.2296502, 9.2108519 49.2296205)",Industriestraße,,,
262459075,,False,,residential,30,False,95.22800000000001,"LINESTRING (9.2107044 49.2296502, 9.210585 49.229634, 9.2100003 49.2295716, 9.2094044 49.2295476)",Industriestraße,,,
262459078,,False,,residential,30,False,149.859,"LINESTRING (9.2107044 49.2296502, 9.2106641 49.2297177, 9.2106058 49.2298031, 9.2104962 49.2299825, 9.2103738 49.2302844, 9.2102514 49.2306009, 9.2101176 49.2309397)",Lerchenstraße,,,
