osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,access,width
216813305,Wilhelmstraße,primary,50,True,False,213.589,"LINESTRING (9.6151007 47.7833492, 9.6151194 47.7833229, 9.6151566 47.7832703, 9.6152398 47.7832152, 9.6157461 47.7829038, 9.6163658 47.7825251, 9.6164124 47.7824968, 9.6164465 47.782476, 9.6170249 47.7821349, 9.6171822 47.7820421)",2,B 32,,,
"[115552923, 1169689109, 329518647]",Marienplatz,living_street,,False,True,95.366,"LINESTRING (9.6151007 47.7833492, 9.6150433 47.7833278, 9.6150218 47.7833146, 9.6149998 47.7833067, 9.6149093 47.7832759, 9.6148072 47.7832521, 9.6147363 47.7832581, 9.6146487 47.7832647, 9.6144908 47.7832849, 9.6141961 47.7833757, 9.6140355 47.7833405, 9.6139172 47.7832987)",,,,,
208857690,Schützenstraße,living_street,,True,False,5.42,"LINESTRING (9.6131659 47.78488, 9.6131437 47.7848336)",,,,,
907394934,Eisenbahnstraße,living_street,,False,False,7.503,"LINESTRING (9.6133569 47.7828242, 9.6134567 47.7828167)",,,,,
625466669,Eisenbahnstraße,living_street,,False,False,23.363,"LINESTRING (9.6133569 47.7828242, 9.6133781 47.7828861, 9.6133395 47.782916, 9.6132907 47.7828995, 9.6132672 47.782831)",,,,,
907394934,Eisenbahnstraße,living_street,,False,True,22.831,"LINESTRING (9.6133569 47.7828242, 9.613333 47.7827546, 9.6132825 47.7827448, 9.6132456 47.7827681, 9.6132672 47.782831)",,,,,
907394935,Eisenbahnstraße,living_street,,True,False,29.8,"LINESTRING (9.6132672 47.782831, 9.6128708 47.7828606)",,,,,
625466669,Eisenbahnstraße,living_street,,False,True,23.363,"LINESTRING (9.6132672 47.782831, 9.6132907 47.7828995, 9.6133395 47.782916, 9.6133781 47.7828861, 9.6133569 47.7828242)",,,,,
907394934,Eisenbahnstraße,living_street,,False,False,22.831,"LINESTRING (9.6132672 47.782831, 9.6132456 47.7827681, 9.6132825 47.7827448, 9.613333 47.7827546, 9.6133569 47.7828242)",,,,,
846359841,Fabrikgasse,living_street,,False,False,28.756,"LINESTRING (9.6152835 47.7813796, 9.6155201 47.7812932, 9.615634 47.78128)",,,,,
991049027,Roßbachstraße,living_street,,False,True,3.507,"LINESTRING (9.6157922 47.7815376, 9.6158344 47.7815238)",,,,,
991049028,,living_street,,False,False,3.271,"LINESTRING (9.6141846 47.7819964, 9.614141 47.7819938)",,,,,
26193068,Weinbergstraße,residential,30,False,False,145.751,"LINESTRING (9.6108732 47.7799729, 9.6107004 47.7794372, 9.6104599 47.7786919)",,,,,
1243553739,Allmandstraße,residential,50,False,True,8.357,"LINESTRING (9.6118435 47.7851197, 9.6118905 47.7851879)",,,,,
24500104,Schussenstraße,primary,50,True,False,75.29599999999999,"LINESTRING (9.6118435 47.7851197, 9.6119093 47.7851048, 9.6124388 47.7849543, 9.6124832 47.7849417, 9.612767 47.7848495)",2,B 32,,,
