osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,width,geometry,tunnel,junction,access
23359655,False,,,Eisenmarkt,residential,30,True,114.963,,"LINESTRING (7.4615527 51.5128713, 7.4616222 51.5128124, 7.461649 51.5127873, 7.4616608 51.5127519, 7.4616438 51.5126802, 7.4616179 51.5125541, 7.461606 51.5124978, 7.4615515 51.5122388, 7.4614712 51.5118652)",,,
130659486,True,,,,residential,30,False,11.056000000000001,,"LINESTRING (7.4615527 51.5128713, 7.4615804 51.5128996, 7.4615917 51.512932, 7.4615854 51.5129649)",,roundabout,
"[130659485, 130661239]",False,,,"['Potgasse', 'Silberstraße']",living_street,,True,224.361,,"LINESTRING (7.461305 51.5130002, 7.4611967 51.513058, 7.4609236 51.5131155, 7.4607344 51.5131554, 7.4605073 51.5131872, 7.4602933 51.5132171, 7.4600808 51.5132377, 7.4598295 51.5132621, 7.4596481 51.5132783, 7.4595986 51.5133055, 7.4596871 51.5135457, 7.459787 51.5138802, 7.4598294 51.5140223, 7.4597929 51.5141861)",,,
130659486,True,,,,residential,30,False,17.818,,"LINESTRING (7.461305 51.5130002, 7.4612794 51.5129724, 7.4612691 51.512941, 7.4612752 51.5129092, 7.461297 51.5128802, 7.4613325 51.5128569)",,roundabout,
33804566,False,,,Silberstraße,residential,30,True,132.95399999999998,,"LINESTRING (7.4615854 51.5129649, 7.4617313 51.5129586, 7.4619202 51.5129487, 7.4623172 51.5129276, 7.4627411 51.512893, 7.4628066 51.5128882, 7.4629573 51.5128783, 7.4633588 51.5128796, 7.4634992 51.5128771)",,,
130659486,True,,,,residential,30,False,10.943999999999999,,"LINESTRING (7.4615854 51.5129649, 7.4615627 51.5129945, 7.4615258 51.5130179, 7.4614787 51.5130327)",,roundabout,
"[24874189, 8455846]",False,,,"['Betenstraße', 'Olpe']",residential,30,False,215.28599999999994,6.7,"LINESTRING (7.4671205 51.512905, 7.4670966 51.5128847, 7.467089 51.5128672, 7.4670924 51.5128217, 7.467111 51.5126005, 7.4670487 51.5123172, 7.4670229 51.5122124, 7.4669694 51.5119662, 7.4669565 51.5118997, 7.466963 51.5118665, 7.4669743 51.5118451, 7.4669908 51.5118275, 7.4670141 51.511807, 7.4670409 51.5117904, 7.4670804 51.5117764, 7.4671411 51.5117636, 7.4671734 51.511762, 7.4672426 51.5117673, 7.4675874 51.5118397, 7.467763 51.5118766, 7.467924 51.5119067, 7.4679399 51.5119094, 7.468059 51.5119299, 7.4682514 51.5119753)",,,
17427184,False,,,Viktoriastraße,unclassified,30,True,75.3,5.4,"LINESTRING (7.4671205 51.512905, 7.4671678 51.5129174, 7.4672495 51.5129274, 7.4679888 51.5130078, 7.4681888 51.5130296)",,,
"[671575656, 591405937, 53864581, 53832621]",False,,,"['Brauhausstraße', 'Balkenstraße']",living_street,,False,213.59599999999998,"['5.4', '3.7']","LINESTRING (7.4671205 51.512905, 7.467054 51.5129278, 7.465977 51.5129253, 7.4659691 51.5128651, 7.465961 51.5128237, 7.4659531 51.5127837, 7.4658473 51.5122759, 7.4658396 51.512239, 7.4657861 51.5120024, 7.4657811 51.5119805, 7.4657712 51.5119363, 7.4657639 51.5119042, 7.4657294 51.5117319)",,,
"[1169137605, 880930205, 30644479]",True,,,Kleppingstraße,residential,30,False,76.214,"['4', '3.5', '3']","LINESTRING (7.4683555 51.5100227, 7.4683596 51.5100512, 7.4683595 51.5100707, 7.4683587 51.5102427, 7.4683182 51.5104755, 7.4683138 51.510501, 7.4683052 51.510555, 7.468294 51.510589, 7.4682804 51.5106263, 7.4682485 51.510702)",,,
41311467,True,3,B 54,Südwall,primary,50,False,100.01599999999999,,"LINESTRING (7.4679587 51.5099076, 7.4679139 51.5099066, 7.4678862 51.5099064, 7.4675586 51.5099097, 7.4667162 51.5099323, 7.4665145 51.5099371)",,,
1169137602,True,3,B 54,Südwall,primary,50,False,9.222,,"LINESTRING (7.4679427 51.5097428, 7.4680759 51.5097405)",,,
1169137598,True,1,B 54,Südwall,residential,50,False,14.62,,"LINESTRING (7.4679427 51.5097428, 7.4679911 51.5097634, 7.4680367 51.5097838, 7.4680725 51.5098063, 7.4681013 51.5098283)",,,
1149340567,False,,,Junggesellenstraße,residential,30,False,13.99,5.5,"LINESTRING (7.4712113 51.5113987, 7.4710558 51.5114791)",,,
1169008502,True,1,,Ruhrallee,residential,50,False,7.666,9,"LINESTRING (7.4683295 51.5098727, 7.4683434 51.5099411)",,,
1169008501,True,3,B 54,Ostwall,primary,50,False,15.586,,"LINESTRING (7.4683295 51.5098727, 7.4682994 51.5098643, 7.4682249 51.5098353, 7.4681758 51.5098046, 7.4681526 51.5097885)",,,
1169137591,True,3,,Kleppingstraße,residential,50,False,9.92,,"LINESTRING (7.4681013 51.5098283, 7.4680759 51.5097405)",,,
1169137592,True,3,B 54,Ruhrallee,primary,50,False,13.276,9,"LINESTRING (7.4681013 51.5098283, 7.4680462 51.5098645, 7.4680145 51.5098821, 7.4679587 51.5099076)",,,
1169137599,True,1,B 54,Südwall,residential,50,False,15.219000000000001,,"LINESTRING (7.4681013 51.5098283, 7.4681607 51.5098708, 7.4682463 51.5099312)",,,
1169137593,True,3,B 54,Ruhrallee,primary,50,False,6.212,9,"LINESTRING (7.4682101 51.5097456, 7.4681526 51.5097885)",,,
1169137594,True,3,B 54,Südwall,primary,50,False,6.538,,"LINESTRING (7.4682101 51.5097456, 7.4683045 51.509748)",,,
1169137596,True,3,B 54,Ruhrallee,primary,50,False,5.674,9,"LINESTRING (7.4681526 51.5097885, 7.4681013 51.5098283)",,,
1169137606,True,3,B 54,Ostwall,primary,50,False,6.445,,"LINESTRING (7.4681526 51.5097885, 7.4681305 51.5097722, 7.4680994 51.5097411)",,,
1169137603,True,3,B 54,Südwall,primary,50,False,7.677,,"LINESTRING (7.4680994 51.5097411, 7.4682101 51.5097456)",,,
1169137600,True,2,B 54,Südwall,primary,50,False,8.327,,"LINESTRING (7.4682463 51.5099312, 7.4681275 51.5099193)",,,
1169137601,True,1,B 54,Südwall,residential,50,False,12.777999999999999,,"LINESTRING (7.4682463 51.5099312, 7.4682833 51.5099544, 7.4683121 51.5099761, 7.468334 51.5099951, 7.4683461 51.5100092, 7.4683555 51.5100227)",,,
