osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,lanes,ref
25383258,Petersbergweg,residential,30,False,False,80.793,"LINESTRING (12.112114 47.7879674, 12.1122817 47.7886852)",,,
25383258,Petersbergweg,residential,30,False,True,46.319,"LINESTRING (12.112114 47.7879674, 12.1119734 47.7875617)",,,
25968887,Feichteckweg,residential,30,False,True,187.244,"LINESTRING (12.112114 47.7879674, 12.1145432 47.7883819)",,,
25383256,Wendelsteinstraße,residential,30,False,False,6.42,"LINESTRING (12.1145432 47.7883819, 12.1145609 47.7883254)",,,
25383256,Wendelsteinstraße,residential,30,False,True,60.471,"LINESTRING (12.1145432 47.7883819, 12.1143971 47.7889168)",,,
25968887,Feichteckweg,residential,30,False,False,187.244,"LINESTRING (12.1145432 47.7883819, 12.112114 47.7879674)",,,
25383257,Hochriesstraße,residential,30,False,False,18.576,"LINESTRING (12.1118892 47.7887811, 12.1116633 47.7888509)",,,
25383257,Hochriesstraße,residential,30,False,True,31.202,"LINESTRING (12.1118892 47.7887811, 12.1122411 47.7886951, 12.1122817 47.7886852)",,,
25968888,Brünnsteinstraße,residential,30,False,False,236.23399999999998,"LINESTRING (12.1118892 47.7887811, 12.1106875 47.7872122, 12.1106253 47.7868546)",,,
25383253,Innstraße,residential,30,False,True,111.632,"LINESTRING (12.1106253 47.7868546, 12.1120736 47.7871015)",,,
25968888,Brünnsteinstraße,residential,30,False,True,236.23399999999998,"LINESTRING (12.1106253 47.7868546, 12.1106875 47.7872122, 12.1118892 47.7887811)",,,
200041433,Innstraße,residential,50,False,False,96.696,"LINESTRING (12.1106253 47.7868546, 12.1096305 47.7866925, 12.1093614 47.7867118)",,,
25383253,Innstraße,residential,30,False,False,71.988,"LINESTRING (12.1130067 47.787263, 12.1120736 47.7871015)",,,
25383253,Innstraße,residential,30,False,True,90.399,"LINESTRING (12.1130067 47.787263, 12.1141784 47.7874659)",,,
26331418,Breitensteinweg,residential,30,False,False,97.78,"LINESTRING (12.1130067 47.787263, 12.113094 47.7863856)",,,
26331418,Breitensteinweg,residential,30,False,True,97.78,"LINESTRING (12.113094 47.7863856, 12.1130067 47.787263)",,,
25383253,Innstraße,residential,30,False,False,90.399,"LINESTRING (12.1141784 47.7874659, 12.1130067 47.787263)",,,
25383253,Innstraße,residential,30,False,True,38.892,"LINESTRING (12.1141784 47.7874659, 12.1146794 47.7875609)",,,
26331421,Spitzsteinweg,residential,30,False,False,127.822,"LINESTRING (12.1141784 47.7874659, 12.1142483 47.7865574, 12.1138928 47.786536)",,,
26331421,Spitzsteinweg,residential,30,False,True,127.822,"LINESTRING (12.1138928 47.786536, 12.1142483 47.7865574, 12.1141784 47.7874659)",,,
