osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,width,access
27311752,Arndtstraße,residential,False,True,57.731,,"LINESTRING (13.4268871 54.4203787, 13.4268836 54.42038, 13.4269904 54.4204514, 13.4268271 54.4206695, 13.4267007 54.4208384)",,,
27311752,Arndtstraße,residential,False,True,24.738,,"LINESTRING (13.4265076 54.4203515, 13.4268871 54.4203787)",,,
27311752,Arndtstraße,residential,False,False,251.688,,"LINESTRING (13.4265076 54.4203515, 13.4261957 54.420527, 13.4255313 54.4209008, 13.4254695 54.4208847, 13.4253757 54.4208602, 13.425291 54.4206691, 13.4251408 54.4203302, 13.4249058 54.4198001, 13.4246717 54.4195563)",,,
289346806,Arndtstraße,residential,False,False,36.926,,"LINESTRING (13.4265076 54.4203515, 13.4266533 54.4202514, 13.4268192 54.4200752)",,,
75917332,Mühlenstraße,living_street,False,True,317.199,,"LINESTRING (13.4375074 54.4168177, 13.4372337 54.4169031, 13.4367663 54.4169945, 13.4366896 54.417093, 13.4365816 54.4172473, 13.4363636 54.4176342, 13.4360786 54.4181402, 13.4356976 54.4182069, 13.4355561 54.4182317, 13.4353988 54.4182593, 13.4345992 54.418386, 13.4343014 54.4184362, 13.434216 54.4184506, 13.4341447 54.4184626)",,4,
75917333,Clementstraße,residential,False,True,146.23499999999999,,"LINESTRING (13.4375074 54.4168177, 13.4366119 54.4168743, 13.436502 54.416889, 13.4357889 54.417004, 13.4352848 54.4170332)",,,
75917332,Mühlenstraße,living_street,False,False,317.199,,"LINESTRING (13.4341447 54.4184626, 13.434216 54.4184506, 13.4343014 54.4184362, 13.4345992 54.418386, 13.4353988 54.4182593, 13.4355561 54.4182317, 13.4356976 54.4182069, 13.4360786 54.4181402, 13.4363636 54.4176342, 13.4365816 54.4172473, 13.4366896 54.417093, 13.4367663 54.4169945, 13.4372337 54.4169031, 13.4375074 54.4168177)",,4,
"[288094185, 213850327]",Vieschstraße,residential,False,False,265.71599999999995,30,"LINESTRING (13.4341447 54.4184626, 13.4342678 54.4185886, 13.4343489 54.4186585, 13.4345983 54.4187886, 13.4355168 54.4192329, 13.4357153 54.4193289, 13.4361121 54.4195268, 13.437177 54.4200581)",2,,
"[27565930, 213850327]","['Markt', 'Vieschstraße']",residential,False,True,91.303,"['20', '30']","LINESTRING (13.4341447 54.4184626, 13.4340621 54.4183881, 13.4339646 54.4182287, 13.4336336 54.4176994)",2,,
75917333,Clementstraße,residential,False,False,146.235,,"LINESTRING (13.4352848 54.4170332, 13.4357889 54.417004, 13.436502 54.416889, 13.4366119 54.4168743, 13.4375074 54.4168177)",,,
273645412,Königsstraße,residential,False,False,91.283,30,"LINESTRING (13.4352848 54.4170332, 13.435938 54.416902, 13.436207 54.4168191, 13.4365387 54.4166736)",,,
273645412,Königsstraße,residential,False,True,100.24799999999999,30,"LINESTRING (13.4352848 54.4170332, 13.4349748 54.4170837, 13.433827 54.4173368)",,,
288094185,Vieschstraße,residential,False,True,25.103,30,"LINESTRING (13.4374703 54.4202059, 13.437177 54.4200581)",2,,
369686177,Joachimberg,living_street,False,True,107.51,,"LINESTRING (13.4331217 54.4161318, 13.433275 54.4156419, 13.4334842 54.4155795, 13.4340533 54.4156046)",,,
1103003211,Joachimberg,living_street,False,False,67.53699999999999,,"LINESTRING (13.4331217 54.4161318, 13.4329748 54.4161251, 13.4326974 54.4161108, 13.4322414 54.4160553, 13.4320973 54.416027)",,,
79917541,Wasserstraße,residential,False,False,33.843,,"LINESTRING (13.4367499 54.4132582, 13.4363894 54.4131681, 13.436266 54.4131431)",,,
79917541,Wasserstraße,residential,False,False,14.948,,"LINESTRING (13.436266 54.4131431, 13.4360515 54.4130932)",,,
79917541,Wasserstraße,residential,False,True,33.843,,"LINESTRING (13.436266 54.4131431, 13.4363894 54.4131681, 13.4367499 54.4132582)",,,
547009998,Gadmundstraße,residential,False,True,127.45000000000002,,"LINESTRING (13.436266 54.4131431, 13.4363733 54.4134335, 13.4363572 54.4142826)",,,no
79913893,Wasserstraße,residential,False,False,125.694,,"LINESTRING (13.4360515 54.4130932, 13.4354131 54.4141608)",,,
79917541,Wasserstraße,residential,False,True,14.948,,"LINESTRING (13.4360515 54.4130932, 13.436266 54.4131431)",,,
79917541,Wasserstraße,residential,False,False,42.321,,"LINESTRING (13.4360515 54.4130932, 13.4359229 54.4130616, 13.4356421 54.4129906, 13.4354455 54.4129506)",,,
79917541,Wasserstraße,residential,False,True,42.321,,"LINESTRING (13.4354455 54.4129506, 13.4356421 54.4129906, 13.4359229 54.4130616, 13.4360515 54.4130932)",,,
288953981,Weidenstraße,residential,False,False,34.543,,"LINESTRING (13.4368904 54.4142978, 13.4363572 54.4142826)",,,
289068236,Weidenstraße,residential,False,True,15.19,,"LINESTRING (13.4368904 54.4142978, 13.4368874 54.4141612)",,,
130774775,Weidenstraße,residential,False,False,211.89399999999998,,"LINESTRING (13.4368904 54.4142978, 13.4374007 54.415183, 13.4374841 54.415421, 13.4375769 54.4159488, 13.437819 54.4160886)",,,
288953981,Weidenstraße,residential,False,False,62.573,,"LINESTRING (13.4363572 54.4142826, 13.4354131 54.4141608)",,,
288953981,Weidenstraße,residential,False,True,34.543,,"LINESTRING (13.4363572 54.4142826, 13.4368904 54.4142978)",,,
79917546,Gadmundstraße,residential,False,True,188.63500000000002,,"LINESTRING (13.4363572 54.4142826, 13.4364002 54.4146134, 13.4363626 54.4155062, 13.4363325 54.4159775)",,,
547009998,Gadmundstraße,residential,False,False,127.45000000000002,,"LINESTRING (13.4363572 54.4142826, 13.4363733 54.4134335, 13.436266 54.4131431)",,,no
79913893,Wasserstraße,residential,False,False,136.551,,"LINESTRING (13.4354131 54.4141608, 13.4347426 54.4153252)",,,
79913893,Wasserstraße,residential,False,True,125.694,,"LINESTRING (13.4354131 54.4141608, 13.4360515 54.4130932)",,,
288953981,Weidenstraße,residential,False,False,74.564,,"LINESTRING (13.4354131 54.4141608, 13.4342809 54.414036)",,,
288953981,Weidenstraße,residential,False,True,62.573,,"LINESTRING (13.4354131 54.4141608, 13.4363572 54.4142826)",,,
288953981,Weidenstraße,residential,False,True,74.564,,"LINESTRING (13.4342809 54.414036, 13.4354131 54.4141608)",,,
5190634,Billrothstraße,residential,True,False,108.131,30,"LINESTRING (13.4342809 54.414036, 13.4346154 54.4137138, 13.4350787 54.4132679, 13.4351465 54.4132042)",,,
79913893,Wasserstraße,residential,False,True,136.551,,"LINESTRING (13.4347426 54.4153252, 13.4354131 54.4141608)",,,
79913893,Wasserstraße,residential,False,False,45.733,,"LINESTRING (13.4347426 54.4153252, 13.434469 54.4156217, 13.4343724 54.4156623, 13.4343637 54.4156604)",,,
273645418,Wasserstraße,residential,False,True,72.551,,"LINESTRING (13.4347426 54.4153252, 13.4348457 54.4156443, 13.434898 54.415805, 13.4349362 54.4159677)",,,
79918152,Gartenstraße,residential,False,False,139.25,,"LINESTRING (13.4330291 54.4135691, 13.4320752 54.4134615, 13.4309124 54.4133436)",,,
273645412,Königsstraße,residential,False,False,27.463,30,"LINESTRING (13.437819 54.4160886, 13.4381109 54.4159093)",,,
130774775,Weidenstraße,residential,False,True,211.894,,"LINESTRING (13.437819 54.4160886, 13.4375769 54.4159488, 13.4374841 54.415421, 13.4374007 54.415183, 13.4368904 54.4142978)",,,
273645412,Königsstraße,residential,False,True,105.384,30,"LINESTRING (13.437819 54.4160886, 13.4376381 54.4161854, 13.4365387 54.4166736)",,,
27565696,Sundstraße,residential,False,False,99.217,30,"LINESTRING (13.4246234 54.4151374, 13.4257019 54.4153411, 13.4260742 54.4154254)",,,
27565696,Sundstraße,residential,False,True,96.05799999999999,30,"LINESTRING (13.4246234 54.4151374, 13.4232846 54.4148665, 13.4232212 54.4148537)",,,
142969844,Breitsprecherstraße,residential,False,False,155.70399999999998,30,"LINESTRING (13.4246234 54.4151374, 13.4244615 54.4154501, 13.4243452 54.4156571, 13.424298 54.4157476, 13.4240608 54.4162018, 13.4238296 54.4164102, 13.4237936 54.4164426)",,,
8571792,Breitsprecherstraße,residential,False,False,107.889,30,"LINESTRING (13.4237936 54.4164426, 13.4251885 54.4169742)",,,
142969844,Breitsprecherstraße,residential,False,True,155.704,30,"LINESTRING (13.4237936 54.4164426, 13.4238296 54.4164102, 13.4240608 54.4162018, 13.424298 54.4157476, 13.4243452 54.4156571, 13.4244615 54.4154501, 13.4246234 54.4151374)",,,
146890946,Krakow,residential,False,False,12.086,,"LINESTRING (13.4317066 54.4180744, 13.4317439 54.4179679)",,,
28032990,Am Burgwall,residential,False,True,102.457,30,"LINESTRING (13.4350833 54.4196304, 13.4347707 54.4201509, 13.4346171 54.42051)",,,
53399670,Raddasstraße,unclassified,True,False,145.174,30,"LINESTRING (13.4337478 54.4202491, 13.4337943 54.4200265, 13.4338121 54.4197877, 13.4337576 54.4196475, 13.4334658 54.4191027, 13.4334423 54.4189755)",,,
149314137,Raddasblick,residential,False,False,55.715,30,"LINESTRING (13.4337478 54.4202491, 13.4332414 54.4201926, 13.4328959 54.4201956)",,,
207159913,Arndtstraße,residential,False,False,29.746,,"LINESTRING (13.4273368 54.4204344, 13.4268871 54.4203787)",,,
288816061,Raddasblick,residential,False,True,34.362,,"LINESTRING (13.432868 54.419887, 13.4328959 54.4201956)",,,
149314137,Raddasblick,residential,False,False,43.955,30,"LINESTRING (13.4328959 54.4201956, 13.4328963 54.4205909)",,,
288816061,Raddasblick,residential,False,False,34.362,,"LINESTRING (13.4328959 54.4201956, 13.432868 54.419887)",,,
149314137,Raddasblick,residential,False,True,55.715,30,"LINESTRING (13.4328959 54.4201956, 13.4332414 54.4201926, 13.4337478 54.4202491)",,,
149314137,Raddasblick,residential,False,True,43.955,30,"LINESTRING (13.4328963 54.4205909, 13.4328959 54.4201956)",,,
289068236,Weidenstraße,residential,False,False,15.19,,"LINESTRING (13.4368874 54.4141612, 13.4368904 54.4142978)",,,
289346806,Arndtstraße,residential,False,True,36.926,,"LINESTRING (13.4268192 54.4200752, 13.4266533 54.4202514, 13.4265076 54.4203515)",,,
79913893,Wasserstraße,residential,False,True,45.733,,"LINESTRING (13.4343637 54.4156604, 13.4343724 54.4156623, 13.434469 54.4156217, 13.4347426 54.4153252)",,,
369686177,Joachimberg,living_street,False,False,107.50999999999999,,"LINESTRING (13.4340533 54.4156046, 13.4334842 54.4155795, 13.433275 54.4156419, 13.4331217 54.4161318)",,,
24892212,Schützenstraße,residential,False,True,186.81199999999998,,"LINESTRING (13.4310559 54.4200821, 13.4309168 54.4199939, 13.4304561 54.4197255, 13.4302377 54.4195983, 13.4299618 54.4194376, 13.4297993 54.4193148, 13.4296349 54.419132, 13.4294159 54.4187394)",,,
27568512,Parkstraße,living_street,False,True,155.755,,"LINESTRING (13.4310559 54.4200821, 13.4311199 54.4194421, 13.4311199 54.4190691, 13.4310624 54.4186839)",,,
