osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,width
"[644311017, 149673765]",Eltinger Straße,"['living_street', 'residential']",,False,False,104.89899999999999,,"LINESTRING (9.0605153 48.7995541, 9.060905 48.7997151, 9.0612192 48.7998449, 9.0612715 48.7998619, 9.0614343 48.7999147, 9.0616816 48.7999605, 9.0617847 48.7999722)",,
110989222,Meterstraße,residential,30,False,False,113.883,,"LINESTRING (9.0597124 48.799191, 9.0605558 48.7983306)",2,
149673765,Eltinger Straße,living_street,,False,False,71.333,,"LINESTRING (9.0597124 48.799191, 9.0605153 48.7995541)",,
644311016,Eltinger Straße,residential,,False,True,103.063,,"LINESTRING (9.0597124 48.799191, 9.058518 48.798701)",,
110989222,Meterstraße,residential,30,False,True,91.81,,"LINESTRING (9.0597124 48.799191, 9.059116 48.799808, 9.059061 48.7998508, 9.0590102 48.7998691)",2,
23141704,Vesouler Straße,residential,30,False,False,75.84299999999999,,"LINESTRING (9.057433 48.7979819, 9.057296 48.7978003, 9.0571674 48.7976819, 9.0568845 48.7974738, 9.0568194 48.7974404)",,
23141704,Vesouler Straße,residential,30,False,True,106.959,,"LINESTRING (9.057433 48.7979819, 9.0575463 48.7981442, 9.0577635 48.798474, 9.0578481 48.7986431, 9.0578617 48.7987648, 9.0578472 48.7987958, 9.0577619 48.7988677)",,
23167677,Hasenbergstraße,residential,30,False,True,46.519999999999996,,"LINESTRING (9.0609302 48.7979989, 9.0608721 48.7980182, 9.0605558 48.7983306)",2,
23248467,Reiflestraße,residential,,False,True,61.372,,"LINESTRING (9.0683816 48.7942173, 9.0685137 48.7942773, 9.0686818 48.7944534, 9.0688339 48.7946695)",,
23248467,Reiflestraße,residential,,False,False,61.37199999999999,,"LINESTRING (9.0688339 48.7946695, 9.0686818 48.7944534, 9.0685137 48.7942773, 9.0683816 48.7942173)",,
"[24538131, 23248468]","['Reiflestraße', 'Gündlensbachweg']",residential,30,False,"[False, True]",213.78799999999998,,"LINESTRING (9.0688339 48.7946695, 9.0690111 48.7945859, 9.0692399 48.7944482, 9.0694131 48.7942994, 9.0696486 48.7941306, 9.0698148 48.7942566, 9.0699058 48.7943297, 9.0699397 48.7943636, 9.069913 48.7943996, 9.0697052 48.7945769, 9.0694378 48.7947997, 9.0691482 48.7950415)",,5
1124392358,Reiflestraße,residential,,False,True,47.732,,"LINESTRING (9.0688339 48.7946695, 9.0690183 48.7948314, 9.0691482 48.7950415)",,
23621679,Leimengrubenstraße,residential,30,False,True,59.435,,"LINESTRING (9.0576416 48.7967003, 9.0571763 48.7971382)",,
23621678,Lontelstraße,residential,30,False,False,199.249,,"LINESTRING (9.0576416 48.7967003, 9.057899 48.7970044, 9.0581687 48.7973325, 9.0584666 48.7976875, 9.0587213 48.7979666, 9.0589062 48.7981287, 9.0589886 48.7981823, 9.0590619 48.7982184)",,
23621678,Lontelstraße,residential,30,False,True,101.462,,"LINESTRING (9.0576416 48.7967003, 9.0575543 48.7966447, 9.0572416 48.796448, 9.0569692 48.7962917, 9.056713 48.7961727, 9.0565982 48.7961025)",,
23621679,Leimengrubenstraße,residential,30,False,False,62.693999999999996,,"LINESTRING (9.0576416 48.7967003, 9.0579326 48.7964537, 9.0581144 48.7962983, 9.0581593 48.7962516)",,
23621849,Amthausstraße,residential,,False,True,73.526,,"LINESTRING (9.0590619 48.7982184, 9.0596777 48.7976962)",,
23621678,Lontelstraße,residential,30,False,True,199.249,,"LINESTRING (9.0590619 48.7982184, 9.0589886 48.7981823, 9.0589062 48.7981287, 9.0587213 48.7979666, 9.0584666 48.7976875, 9.0581687 48.7973325, 9.057899 48.7970044, 9.0576416 48.7967003)",,
23621849,Amthausstraße,residential,,False,False,66.855,,"LINESTRING (9.0590619 48.7982184, 9.0587511 48.7984817, 9.058518 48.798701)",,
23141704,Vesouler Straße,residential,30,False,False,100.14,,"LINESTRING (9.0568194 48.7974404, 9.0565326 48.7973252, 9.0561685 48.7971882, 9.0559725 48.7971141, 9.0557774 48.7970473, 9.0556532 48.7969747)",,
23141704,Vesouler Straße,residential,30,False,True,75.84299999999999,,"LINESTRING (9.0568194 48.7974404, 9.0568845 48.7974738, 9.0571674 48.7976819, 9.057296 48.7978003, 9.057433 48.7979819)",,
23621679,Leimengrubenstraße,residential,30,False,False,42.628,,"LINESTRING (9.0568194 48.7974404, 9.0568998 48.7973738, 9.057053 48.797257, 9.0571763 48.7971382)",,
23621679,Leimengrubenstraße,residential,30,False,True,10.565,,"LINESTRING (9.058244 48.7961747, 9.0581593 48.7962516)",,
23621679,Leimengrubenstraße,residential,30,False,False,10.565,,"LINESTRING (9.0581593 48.7962516, 9.058244 48.7961747)",,
23621679,Leimengrubenstraße,residential,30,False,True,62.694,,"LINESTRING (9.0581593 48.7962516, 9.0581144 48.7962983, 9.0579326 48.7964537, 9.0576416 48.7967003)",,
23621680,Römerweg,residential,30,False,False,118.65299999999999,,"LINESTRING (9.0581593 48.7962516, 9.0579654 48.7960989, 9.0576297 48.7958396, 9.057368 48.7956433, 9.0571372 48.7954997, 9.0570541 48.7954845)",,
23621849,Amthausstraße,residential,,False,True,19.619,,"LINESTRING (9.0583497 48.7988382, 9.0584332 48.7987669, 9.058518 48.798701)",,
644311016,Eltinger Straße,residential,,False,False,103.063,,"LINESTRING (9.058518 48.798701, 9.0597124 48.799191)",,
23621849,Amthausstraße,residential,,False,False,19.619,,"LINESTRING (9.058518 48.798701, 9.0584332 48.7987669, 9.0583497 48.7988382)",,
23621849,Amthausstraße,residential,,False,True,66.855,,"LINESTRING (9.058518 48.798701, 9.0587511 48.7984817, 9.0590619 48.7982184)",,
149673857,Richthofenstraße,residential,30,False,True,8.835,,"LINESTRING (9.0593255 48.7952624, 9.0592383 48.7952075)",,
23622153,Beim Brückentor,residential,30,False,False,300.037,,"LINESTRING (9.0593255 48.7952624, 9.0592975 48.7952943, 9.0592548 48.7953326, 9.0591982 48.7953864, 9.0591645 48.7954328, 9.0591583 48.795485, 9.0591405 48.795561, 9.0591115 48.7956297, 9.0589916 48.7957168, 9.0589131 48.7957684, 9.0588802 48.7957874, 9.0587885 48.7958403, 9.0587446 48.7959058, 9.0587404 48.7959471, 9.0587692 48.7960697, 9.059141 48.7964388, 9.0592138 48.7965111, 9.0593722 48.7967944, 9.0594236 48.7968864, 9.059528 48.7973007, 9.059651 48.7976724, 9.0596777 48.7976962)",,5.3
149673857,Richthofenstraße,residential,30,False,False,168.099,,"LINESTRING (9.0593255 48.7952624, 9.0595888 48.7953741, 9.0600619 48.7956454, 9.0609138 48.7961174, 9.0609529 48.796139, 9.0611198 48.7961992)",,
111402827,Obere Ringstraße,living_street,,False,False,7.308,,"LINESTRING (9.0576324 48.7940753, 9.0577321 48.7940729)",,
413274800,Schillerstraße,residential,30,False,False,170.207,,"LINESTRING (9.0627775 48.7999716, 9.0628134 48.8000077, 9.0629591 48.8001393, 9.0631315 48.8002538, 9.0633157 48.8003605, 9.0635125 48.8004683, 9.0637916 48.8006049, 9.064034 48.8007217, 9.0640514 48.8007301, 9.064532 48.8009616)",,7.5
415203071,Schulstraße,secondary,30,True,False,63.996,,"LINESTRING (9.0627775 48.7999716, 9.0626278 48.8000624, 9.0621263 48.8003553)",1,
21402240,Christophstraße,residential,30,False,False,77.551,,"LINESTRING (9.064532 48.8009616, 9.0641348 48.801302, 9.0638868 48.8015146)",,7.5
413274799,Christophstraße,residential,30,False,True,107.961,,"LINESTRING (9.064532 48.8009616, 9.0647743 48.8007333, 9.0653911 48.8002077, 9.0654175 48.8001857)",,7.5
413274800,Schillerstraße,residential,30,False,True,170.207,,"LINESTRING (9.064532 48.8009616, 9.0640514 48.8007301, 9.064034 48.8007217, 9.0637916 48.8006049, 9.0635125 48.8004683, 9.0633157 48.8003605, 9.0631315 48.8002538, 9.0629591 48.8001393, 9.0628134 48.8000077, 9.0627775 48.7999716)",,7.5
413297214,Schillerstraße,residential,30,False,False,185.07999999999998,,"LINESTRING (9.064532 48.8009616, 9.0654402 48.8013918, 9.0659945 48.8016767, 9.0664226 48.8018818, 9.066564 48.8019507)",,
149673784,Hofwiesenstraße,residential,30,False,False,71.763,,"LINESTRING (9.066564 48.8019507, 9.0664988 48.8020387, 9.0662559 48.8024013, 9.0661299 48.8025276)",,7.5
413297212,Hofwiesenstraße,residential,30,False,True,120.8,,"LINESTRING (9.066564 48.8019507, 9.0666428 48.8018557, 9.0669945 48.801344, 9.0671986 48.8010357, 9.0672223 48.8010005, 9.0672514 48.8009636)",,7.5
413297214,Schillerstraße,residential,30,False,True,185.07999999999998,,"LINESTRING (9.066564 48.8019507, 9.0664226 48.8018818, 9.0659945 48.8016767, 9.0654402 48.8013918, 9.064532 48.8009616)",,
413322012,Schillerstraße,residential,30,False,False,165.37800000000001,,"LINESTRING (9.066564 48.8019507, 9.0666714 48.801996, 9.0671385 48.8021556, 9.0684615 48.8026188, 9.0685564 48.8026499)",,
413322012,Schillerstraße,residential,30,False,True,165.37800000000001,,"LINESTRING (9.0685564 48.8026499, 9.0684615 48.8026188, 9.0671385 48.8021556, 9.0666714 48.801996, 9.066564 48.8019507)",,
413353311,Kupferwiesenstraße,residential,30,False,False,86.79799999999999,,"LINESTRING (9.0685564 48.8026499, 9.0686037 48.8025587, 9.0689482 48.8019132)",,
24471555,Kirchstraße,secondary,30,True,False,21.36,,"LINESTRING (9.0641541 48.7994197, 9.0641829 48.7994786, 9.0641826 48.7995377, 9.064177 48.7995637, 9.0641494 48.7996047)",,
951722912,Kirchstraße,secondary,30,True,False,27.592,L 2255,"LINESTRING (9.0641541 48.7994197, 9.0642296 48.7994617, 9.0642871 48.799498, 9.0643268 48.799531, 9.0643861 48.7996104)",,
"[5209130, 415203071]",Schulstraße,secondary,30,True,False,115.12800000000001,,"LINESTRING (9.0641494 48.7996047, 9.0640781 48.7996362, 9.0639646 48.7996691, 9.0638333 48.7996773, 9.0637118 48.7996582, 9.063594 48.7996306, 9.0635423 48.7996391, 9.0634974 48.7996464, 9.063428 48.7996649, 9.063331 48.7996911, 9.0632721 48.7997143, 9.0631309 48.79977, 9.062917 48.7998863, 9.0628759 48.7999114, 9.0627775 48.7999716)",1,
5209134,Hauptstraße,secondary,30,False,False,37.274,L 1141,"LINESTRING (9.063328 48.7979362, 9.0635861 48.7976473)",,
5209134,Hauptstraße,secondary,30,False,True,34.185,L 1141,"LINESTRING (9.063328 48.7979362, 9.0632705 48.7979993, 9.0632259 48.7980485, 9.0631965 48.798081, 9.06319 48.7980881, 9.0631606 48.7981206, 9.0630886 48.7982001)",,
24471816,Hirschstraße,residential,,False,False,159.433,,"LINESTRING (9.063328 48.7979362, 9.0634169 48.7979598, 9.0637368 48.7980448, 9.0640306 48.7981025, 9.0643096 48.7981674, 9.0645089 48.7982046, 9.0645231 48.7982073, 9.0647497 48.7982622, 9.0649225 48.7982888, 9.0653067 48.7983355, 9.0653905 48.7983737)",,
149673782,Hauptstraße,secondary,30,False,False,17.262,L 1141,"LINESTRING (9.064681 48.7963302, 9.0647344 48.796179)",,
5209134,Hauptstraße,secondary,30,False,True,55.077,L 1141,"LINESTRING (9.064681 48.7963302, 9.0646043 48.7964302, 9.0643578 48.7967119, 9.0643141 48.7967624)",,
"[136652392, 24471849]",Gartenstraße,residential,30,False,False,75.362,,"LINESTRING (9.064681 48.7963302, 9.0647073 48.7963384, 9.0649413 48.7964115, 9.0654158 48.7965596, 9.0656107 48.7966205)",,
24471871,Alte Steige,residential,,False,True,92.58199999999998,,"LINESTRING (9.0644027 48.7941183, 9.0644848 48.7942424, 9.0645811 48.7943796, 9.0646747 48.7945455, 9.0647256 48.7946719, 9.0647597 48.7947567, 9.0646897 48.7948236, 9.06463 48.7948807)",,
23621849,Amthausstraße,residential,,False,False,73.526,,"LINESTRING (9.0596777 48.7976962, 9.0590619 48.7982184)",,
23622153,Beim Brückentor,residential,30,False,False,96.24900000000001,,"LINESTRING (9.0596777 48.7976962, 9.0598612 48.7978967, 9.05997 48.7979823, 9.0600966 48.798059, 9.0605558 48.7983306)",,5.3
23622153,Beim Brückentor,residential,30,False,True,300.037,,"LINESTRING (9.0596777 48.7976962, 9.059651 48.7976724, 9.059528 48.7973007, 9.0594236 48.7968864, 9.0593722 48.7967944, 9.0592138 48.7965111, 9.059141 48.7964388, 9.0587692 48.7960697, 9.0587404 48.7959471, 9.0587446 48.7959058, 9.0587885 48.7958403, 9.0588802 48.7957874, 9.0589131 48.7957684, 9.0589916 48.7957168, 9.0591115 48.7956297, 9.0591405 48.795561, 9.0591583 48.795485, 9.0591645 48.7954328, 9.0591982 48.7953864, 9.0592548 48.7953326, 9.0592975 48.7952943, 9.0593255 48.7952624)",,5.3
5209134,Hauptstraße,secondary,30,False,True,111.917,L 1141,"LINESTRING (9.0643141 48.7967624, 9.0635861 48.7976473)",,
5209134,Hauptstraße,secondary,30,False,False,55.077,L 1141,"LINESTRING (9.0643141 48.7967624, 9.0643578 48.7967119, 9.0646043 48.7964302, 9.064681 48.7963302)",,
24471816,Hirschstraße,residential,,False,True,159.433,,"LINESTRING (9.0653905 48.7983737, 9.0653067 48.7983355, 9.0649225 48.7982888, 9.0647497 48.7982622, 9.0645231 48.7982073, 9.0645089 48.7982046, 9.0643096 48.7981674, 9.0640306 48.7981025, 9.0637368 48.7980448, 9.0634169 48.7979598, 9.063328 48.7979362)",,
18458386,Kirchstraße,secondary,30,True,False,78.11500000000001,L 2255,"LINESTRING (9.0632878 48.7990104, 9.063351 48.7990442, 9.0635309 48.7991213, 9.0638508 48.799273, 9.0641541 48.7994197)",,
113304661,Untere Bergstraße,residential,30,True,False,77.717,,"LINESTRING (9.0632878 48.7990104, 9.0633774 48.7989418, 9.0636506 48.7983606)",,
"[24538131, 23248468]","['Reiflestraße', 'Gündlensbachweg']",residential,30,False,"[False, True]",213.78799999999998,,"LINESTRING (9.0691482 48.7950415, 9.0694378 48.7947997, 9.0697052 48.7945769, 9.069913 48.7943996, 9.0699397 48.7943636, 9.0699058 48.7943297, 9.0698148 48.7942566, 9.0696486 48.7941306, 9.0694131 48.7942994, 9.0692399 48.7944482, 9.0690111 48.7945859, 9.0688339 48.7946695)",,5
1124392358,Reiflestraße,residential,,False,False,47.732,,"LINESTRING (9.0691482 48.7950415, 9.0690183 48.7948314, 9.0688339 48.7946695)",,
1124392632,Obertorstraße,residential,30,False,True,65.011,,"LINESTRING (9.0691482 48.7950415, 9.0688102 48.7953098, 9.0684971 48.7954245)",,
112409327,Hasenbergstraße,residential,30,False,False,46.378,,"LINESTRING (9.0638538 48.7950134, 9.0641188 48.7946346)",,
149673780,Hasenbergstraße,residential,30,False,False,80.394,,"LINESTRING (9.0638538 48.7950134, 9.0633875 48.7956679)",,
149673857,Richthofenstraße,residential,30,False,False,8.835,,"LINESTRING (9.0592383 48.7952075, 9.0593255 48.7952624)",,
24538269,Stahlerstraße,living_street,,False,True,77.594,,"LINESTRING (9.0592383 48.7952075, 9.0592729 48.7951732, 9.059671 48.7945712)",,
413080414,Richthofenstraße,residential,30,False,True,156.166,,"LINESTRING (9.0592383 48.7952075, 9.0589935 48.7950691, 9.0588822 48.7949992, 9.0586872 48.7948821, 9.0582856 48.7946084, 9.0580735 48.7944624, 9.0578581 48.7943314, 9.0576983 48.7942377)",,
24538271,Hegnachweg,residential,30,False,True,79.329,,"LINESTRING (9.0591026 48.794669, 9.0591371 48.7945657, 9.0591727 48.7944197, 9.0591681 48.7942225, 9.0591723 48.7941886, 9.0591824 48.7941531, 9.0592777 48.7939712)",,
24538271,Hegnachweg,residential,30,False,False,79.329,,"LINESTRING (9.0592777 48.7939712, 9.0591824 48.7941531, 9.0591723 48.7941886, 9.0591681 48.7942225, 9.0591727 48.7944197, 9.0591371 48.7945657, 9.0591026 48.794669)",,
24538272,Hegnachweg,residential,30,False,True,57.266000000000005,,"LINESTRING (9.0592777 48.7939712, 9.0594483 48.7940504, 9.0597209 48.7942064, 9.0598867 48.7942934)",,
21400514,Stahlerstraße,residential,30,False,True,34.696,,"LINESTRING (9.0598867 48.7942934, 9.059671 48.7945712)",,
24538272,Hegnachweg,residential,30,False,False,57.266000000000005,,"LINESTRING (9.0598867 48.7942934, 9.0597209 48.7942064, 9.0594483 48.7940504, 9.0592777 48.7939712)",,
107340033,Ludwigstraße,residential,30,False,True,63.911,,"LINESTRING (9.0641155 48.7959801, 9.0639593 48.7958856, 9.0637565 48.7958083, 9.0634243 48.7956826, 9.0633875 48.7956679)",,
73189165,Zur Kirchstraße,living_street,,False,True,73.69800000000001,,"LINESTRING (9.0651958 48.7994922, 9.065059 48.7996677, 9.0650241 48.799715, 9.0646226 48.7996364, 9.0645212 48.7996159, 9.0644203 48.7996254)",,
24471856,Obertorstraße,residential,30,False,True,293.091,,"LINESTRING (9.0684971 48.7954245, 9.0683656 48.7954699, 9.0676366 48.7953987, 9.0670755 48.7953177, 9.06645 48.795293, 9.0660108 48.7953067, 9.0655562 48.7953994, 9.0653084 48.795467, 9.0651408 48.7955308, 9.0649767 48.7956711, 9.0648539 48.7957204, 9.0647307 48.7957334)",,
1124392632,Obertorstraße,residential,30,False,False,65.011,,"LINESTRING (9.0684971 48.7954245, 9.0688102 48.7953098, 9.0691482 48.7950415)",,
21402240,Christophstraße,residential,30,False,True,2.329,,"LINESTRING (9.0638674 48.8015312, 9.0638868 48.8015146)",,7.5
21402240,Christophstraße,residential,30,False,False,107.28699999999999,,"LINESTRING (9.0638674 48.8015312, 9.0631225 48.8021593, 9.0630133 48.8022487, 9.0629471 48.802279)",,7.5
53673818,Bachstraße,residential,30,False,False,135.65099999999998,,"LINESTRING (9.0638674 48.8015312, 9.0647788 48.8020198, 9.0650545 48.8021975, 9.0652429 48.8023438)",,
413095572,Leonberger Straße,secondary,50,False,True,61.446,K 1657,"LINESTRING (9.0589799 48.8004645, 9.0582569 48.8007448)",2,
"[29105156, 149673788]","['Lammstraße', 'Jakobstraße']",residential,30,False,"[False, True]",256.721,,"LINESTRING (9.0589799 48.8004645, 9.0590242 48.8005249, 9.0592012 48.8006468, 9.0596929 48.8008805, 9.0598627 48.8009661, 9.060098 48.801094, 9.0602876 48.8011798, 9.0603651 48.8012025, 9.0608527 48.8012969, 9.0609823 48.8013281, 9.0610536 48.8013453, 9.0611433 48.801381, 9.0611861 48.801648, 9.0611849 48.8018832, 9.0611898 48.8019592)",,
413095572,Leonberger Straße,secondary,50,False,False,42.132,K 1657,"LINESTRING (9.0589799 48.8004645, 9.0591848 48.8003786, 9.0593192 48.8003256, 9.0594314 48.8002849, 9.059479 48.8002838)",2,
101808083,Mitschelenstraße,living_street,,False,True,65.052,,"LINESTRING (9.0577868 48.8012585, 9.0569607 48.8014734)",,
21402237,Gerteisenstraße,residential,30,False,False,32.234,,"LINESTRING (9.0577868 48.8012585, 9.0576388 48.8010991, 9.0575979 48.801054, 9.0575597 48.8010102)",,
21402237,Gerteisenstraße,residential,30,False,True,91.04400000000001,,"LINESTRING (9.0577868 48.8012585, 9.0581766 48.8018289, 9.0582634 48.8020135)",,
149673784,Hofwiesenstraße,residential,30,False,True,18.827,,"LINESTRING (9.065521 48.8028613, 9.065728 48.8027609)",,7.5
413293685,Weilimdorfer Straße,secondary,30,False,False,42.77,L 2255,"LINESTRING (9.0658869 48.8004145, 9.0654175 48.8001857)",2,
149673767,Friedhofweg,residential,30,False,False,154.85500000000002,,"LINESTRING (9.0658869 48.8004145, 9.0659305 48.8003689, 9.0660122 48.8002752, 9.0660476 48.800155, 9.0660722 48.8000609, 9.0660844 48.7999276, 9.0660984 48.7997753, 9.0661218 48.7995195, 9.0661245 48.7994895, 9.0662485 48.7990568)",,
"[415203074, 413298491, 413293685]",Weilimdorfer Straße,secondary,"['50', '30']",False,True,117.655,L 2255,"LINESTRING (9.0658869 48.8004145, 9.0663003 48.8006299, 9.066393 48.800674, 9.0666106 48.800755, 9.0667058 48.8007905, 9.0668624 48.8008392, 9.0669104 48.8008545, 9.0672514 48.8009636)",2,
24471450,Feuerbacher Straße,secondary,50,False,False,11.019,L 2255,"LINESTRING (9.0690207 48.8011408, 9.0688704 48.8011451)",2,
38802338,Mesneramt,residential,30,False,False,90.744,,"LINESTRING (9.0690207 48.8011408, 9.0690362 48.8010637, 9.0691 48.8007891, 9.0692058 48.8003339)",,
38570505,Mathildenstraße,residential,30,False,True,10.685,,"LINESTRING (9.0692058 48.8003339, 9.0690627 48.8003152)",,
38802338,Mesneramt,residential,30,False,True,90.744,,"LINESTRING (9.0692058 48.8003339, 9.0691 48.8007891, 9.0690362 48.8010637, 9.0690207 48.8011408)",,
149673769,Gartenstraße,residential,30,False,True,208.632,,"LINESTRING (9.0689658 48.7965062, 9.0685996 48.7964693, 9.0685563 48.7964587, 9.0685232 48.7964506, 9.0681085 48.7963488, 9.0676795 48.7962435, 9.0675526 48.7962124, 9.0674408 48.796185, 9.0671943 48.7961233, 9.0668349 48.7960641, 9.0662459 48.7959672)",,
149673792,Karlsbader Straße,residential,30,False,False,47.117,,"LINESTRING (9.0667739 48.799122, 9.0673989 48.7992223)",,
149673792,Karlsbader Straße,residential,30,False,True,39.16,,"LINESTRING (9.0667739 48.799122, 9.0662485 48.7990568)",,
"[38570505, 39119718]","['Mathildenstraße', 'Christian-Wagner-Straße']",residential,30,False,"[False, True]",143.761,,"LINESTRING (9.0667739 48.799122, 9.0665516 48.7999462, 9.0665954 48.799953, 9.0672251 48.8000507)",,
53673818,Bachstraße,residential,30,False,False,58.455,,"LINESTRING (9.0652429 48.8023438, 9.0654925 48.8025442, 9.065728 48.8027609)",,
53673818,Bachstraße,residential,30,False,True,135.651,,"LINESTRING (9.0652429 48.8023438, 9.0650545 48.8021975, 9.0647788 48.8020198, 9.0638674 48.8015312)",,
149673784,Hofwiesenstraße,residential,30,False,False,18.827,,"LINESTRING (9.065728 48.8027609, 9.065521 48.8028613)",,7.5
53673818,Bachstraße,residential,30,False,True,58.455,,"LINESTRING (9.065728 48.8027609, 9.0654925 48.8025442, 9.0652429 48.8023438)",,
149673784,Hofwiesenstraße,residential,30,False,True,39.461999999999996,,"LINESTRING (9.065728 48.8027609, 9.0659394 48.8026579, 9.066022 48.8026122, 9.0660883 48.8025646, 9.0661299 48.8025276)",,7.5
53599446,Erbgrabenweg,residential,30,False,False,75.569,,"LINESTRING (9.0661299 48.8025276, 9.0656755 48.8022539, 9.0653526 48.8020811)",,
149673784,Hofwiesenstraße,residential,30,False,False,39.462,,"LINESTRING (9.0661299 48.8025276, 9.0660883 48.8025646, 9.066022 48.8026122, 9.0659394 48.8026579, 9.065728 48.8027609)",,7.5
149673784,Hofwiesenstraße,residential,30,False,True,71.763,,"LINESTRING (9.0661299 48.8025276, 9.0662559 48.8024013, 9.0664988 48.8020387, 9.066564 48.8019507)",,7.5
53599446,Erbgrabenweg,residential,30,False,True,75.569,,"LINESTRING (9.0653526 48.8020811, 9.0656755 48.8022539, 9.0661299 48.8025276)",,
413353311,Kupferwiesenstraße,residential,30,False,False,50.419,,"LINESTRING (9.0689482 48.8019132, 9.0690898 48.8015725, 9.0691388 48.801528, 9.069187 48.8014958)",,
413353311,Kupferwiesenstraße,residential,30,False,True,86.79799999999999,,"LINESTRING (9.0689482 48.8019132, 9.0686037 48.8025587, 9.0685564 48.8026499)",,
24471514,Weilimdorfer Straße,secondary,30,False,False,3.009,L 2255,"LINESTRING (9.0644203 48.7996254, 9.0643861 48.7996104)",2,
24471514,Weilimdorfer Straße,secondary,30,False,True,96.134,L 2255,"LINESTRING (9.0644203 48.7996254, 9.0646135 48.7997566, 9.0646869 48.7998016, 9.0654175 48.8001857)",2,
73189165,Zur Kirchstraße,living_street,,False,False,73.698,,"LINESTRING (9.0644203 48.7996254, 9.0645212 48.7996159, 9.0646226 48.7996364, 9.0650241 48.799715, 9.065059 48.7996677, 9.0651958 48.7994922)",,
149673792,Karlsbader Straße,residential,30,False,True,69.123,,"LINESTRING (9.0692275 48.7994784, 9.0683022 48.7993561)",,
196000054,Hauptstraße,secondary,30,True,False,37.703,L 2255,"LINESTRING (9.0618908 48.8003007, 9.0618534 48.800236, 9.0618088 48.8001325, 9.0617799 48.8000366, 9.0617847 48.7999722)",1,
100845657,Beim Unteren Tor,residential,30,False,False,85.062,,"LINESTRING (9.0611898 48.8019592, 9.0613626 48.8019408, 9.0614098 48.801933, 9.0615266 48.8019138, 9.0617123 48.8018637, 9.0618729 48.8018125, 9.0621127 48.8017206, 9.0622366 48.8016531)",,
149673788,Jakobstraße,residential,30,False,False,92.59799999999998,,"LINESTRING (9.0611898 48.8019592, 9.0612277 48.8025472, 9.0612435 48.8027912)",,
"[149673788, 29105156]","['Lammstraße', 'Jakobstraße']",residential,30,False,"[False, True]",256.721,,"LINESTRING (9.0611898 48.8019592, 9.0611849 48.8018832, 9.0611861 48.801648, 9.0611433 48.801381, 9.0610536 48.8013453, 9.0609823 48.8013281, 9.0608527 48.8012969, 9.0603651 48.8012025, 9.0602876 48.8011798, 9.060098 48.801094, 9.0598627 48.8009661, 9.0596929 48.8008805, 9.0592012 48.8006468, 9.0590242 48.8005249, 9.0589799 48.8004645)",,
551433231,Silcherstraße,residential,30,False,True,125.803,,"LINESTRING (9.0611898 48.8019592, 9.0610143 48.8019664, 9.0610038 48.8019682, 9.0608964 48.8019837, 9.0596404 48.8024215)",,
21877610,Ditzinger Straße,secondary,40,False,False,93.80799999999999,L 1141,"LINESTRING (9.0622366 48.8016531, 9.0620433 48.8015281, 9.0618272 48.8014205, 9.0617589 48.8013865, 9.0614183 48.8012181, 9.061235 48.8011293)",,7
"[21877610, 617399412]",Ditzinger Straße,secondary,"['50', '40']",False,True,87.102,L 1141,"LINESTRING (9.0622366 48.8016531, 9.0623679 48.801738, 9.0624981 48.8018529, 9.0626841 48.8020244, 9.0628668 48.8021967, 9.0629471 48.802279)",,7
100845657,Beim Unteren Tor,residential,30,False,True,85.06199999999998,,"LINESTRING (9.0622366 48.8016531, 9.0621127 48.8017206, 9.0618729 48.8018125, 9.0617123 48.8018637, 9.0615266 48.8019138, 9.0614098 48.801933, 9.0613626 48.8019408, 9.0611898 48.8019592)",,
101073059,Gartenstraße,residential,,False,True,38.26,,"LINESTRING (9.0657773 48.7958152, 9.0662459 48.7959672)",,
101808083,Mitschelenstraße,living_street,,False,False,65.052,,"LINESTRING (9.0569607 48.8014734, 9.0577868 48.8012585)",,
"[102083513, 368937245]",Lorscher Weg,living_street,,False,False,150.449,,"LINESTRING (9.0569607 48.8014734, 9.0571643 48.8018196, 9.0573271 48.8020764, 9.0574108 48.8021643, 9.0574787 48.8021874, 9.0575487 48.8021887, 9.0576255 48.8021799, 9.0582634 48.8020135)",,
"[627561737, 101808091]",Mitschelenstraße,residential,30,False,True,99.285,,"LINESTRING (9.0569607 48.8014734, 9.0566532 48.8015508, 9.0563174 48.8016437, 9.056151 48.8016915, 9.0560607 48.8016855, 9.0560007 48.801663, 9.055932 48.8015512, 9.0558811 48.8014669)",,
21402237,Gerteisenstraße,residential,30,False,True,37.265,,"LINESTRING (9.0582634 48.8020135, 9.0584034 48.8023357)",,
21402237,Gerteisenstraße,residential,30,False,False,91.04400000000001,,"LINESTRING (9.0582634 48.8020135, 9.0581766 48.8018289, 9.0577868 48.8012585)",,
"[102083513, 368937245]",Lorscher Weg,living_street,,False,True,150.449,,"LINESTRING (9.0582634 48.8020135, 9.0576255 48.8021799, 9.0575487 48.8021887, 9.0574787 48.8021874, 9.0574108 48.8021643, 9.0573271 48.8020764, 9.0571643 48.8018196, 9.0569607 48.8014734)",,
1042426107,Obere Bergstraße,residential,30,False,False,29.279,,"LINESTRING (9.0636506 48.7983606, 9.0640282 48.798447)",,
