osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry
233965535,,Bahnhofstraße,residential,,False,True,266.903,,,"LINESTRING (13.3034054 53.4998478, 13.3037432 53.4995101, 13.3039424 53.4994343, 13.3042558 53.4991254, 13.304443 53.4989376, 13.304507 53.4987843, 13.3045775 53.4986782, 13.3046792 53.498564, 13.3049433 53.4983178, 13.3050175 53.4982486, 13.3050648 53.4982038, 13.3054005 53.4978856, 13.3054757 53.497815)"
53165084,,Neue Straße,residential,,True,False,25.175,,,"LINESTRING (13.3131937 53.4947498, 13.3131714 53.4947261, 13.3130144 53.4945501)"
222874228,L 33,Mühlenstraße,secondary,30,False,False,6.442,,,"LINESTRING (13.3131937 53.4947498, 13.313156 53.4947627, 13.3131101 53.4947795)"
222874228,L 33,Mühlenstraße,secondary,30,False,True,132.306,,,"LINESTRING (13.3131937 53.4947498, 13.314159 53.4944281, 13.3142829 53.4943888, 13.3144174 53.49435, 13.3148661 53.4942317, 13.3149733 53.4942105)"
626877778,K 85,Carl-Stolte-Straße,tertiary,,False,False,8.86,,,"LINESTRING (13.3109458 53.4962297, 13.3109995 53.4963027)"
26514641,,Grabenstraße,residential,,False,True,94.38,,,"LINESTRING (13.3109458 53.4962297, 13.3117398 53.4957875, 13.3119296 53.4956203)"
"[626877778, 10700679]",K 85,Carl-Stolte-Straße,tertiary,,False,True,103.099,,2,"LINESTRING (13.3109458 53.4962297, 13.3108327 53.4960791, 13.3106658 53.4958692, 13.3105402 53.4957111, 13.3104889 53.4956467, 13.3103996 53.4955251, 13.3102891 53.4953889)"
62148167,,Hermann-Löns-Weg,residential,,False,False,224.31400000000002,,,"LINESTRING (13.3047372 53.4975062, 13.3047926 53.4974305, 13.304873 53.4973697, 13.3049665 53.497299, 13.3050435 53.4972214, 13.3054341 53.4970735, 13.3054814 53.4970504, 13.3056624 53.4969373, 13.3059034 53.4966557, 13.3061503 53.4964593, 13.306657 53.4958856)"
"[626872073, 23584057]",K 82,Weinbergsweg,tertiary,30,False,False,116.18400000000001,,,"LINESTRING (13.3047372 53.4975062, 13.3046734 53.4975013, 13.3045709 53.4974999, 13.3044656 53.4975058, 13.304207 53.4975265, 13.3040602 53.4975322, 13.3039425 53.4975246, 13.3037347 53.4974918, 13.3035768 53.4974524, 13.3034421 53.4973913, 13.3033256 53.4973198, 13.3031894 53.4972063)"
"[626872073, 626862926]",K 82,Weinbergsweg,tertiary,30,False,True,9.576,,,"LINESTRING (13.3047372 53.4975062, 13.3047799 53.4975126, 13.304866 53.4975437)"
