osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,area,bridge,width
30107002,,,Hungersdorfer Straße,residential,,False,True,103.728,"LINESTRING (12.4087392 48.9977922, 12.4084013 48.9978235, 12.4081699 48.9978408, 12.4080461 48.9978501, 12.4074822 48.9978739, 12.4073243 48.9978704)",,,
144193950,,,Am Königsberg,residential,,False,True,207.327,"LINESTRING (12.4087392 48.9977922, 12.4087554 48.9978393, 12.4088219 48.9978678, 12.4092384 48.9979334, 12.4096546 48.9979694, 12.4100309 48.9979919, 12.4108544 48.9979919, 12.4108785 48.9984111)",,,
144193950,,,Am Königsberg,residential,,False,False,207.32699999999997,"LINESTRING (12.4108785 48.9984111, 12.4108544 48.9979919, 12.4100309 48.9979919, 12.4096546 48.9979694, 12.4092384 48.9979334, 12.4088219 48.9978678, 12.4087554 48.9978393, 12.4087392 48.9977922)",,,
"[24188744, 117334351]",,,Lerchenhaube,residential,,False,False,124.268,"LINESTRING (12.3993253 49.0029087, 12.3992349 49.0028217, 12.3991807 49.0027427, 12.3991777 49.0026103, 12.3992016 49.0024879, 12.3992644 49.0021834, 12.3994568 49.0019154, 12.3994902 49.0018528)",,,
229624238,,,Donaustraße,residential,50,False,True,40.057,"LINESTRING (12.397851 48.999415, 12.3978532 48.9993767, 12.3978461 48.9993295, 12.3978179 48.9992761, 12.3977699 48.9992212, 12.3975859 48.9991245)",,,
"[971601208, 971601209, 1215513980, 919792336]","['2', '3']",St 2125,Regensburger Straße,secondary,50,False,True,185.887,"LINESTRING (12.397851 48.999415, 12.3979609 48.9994259, 12.3980927 48.9994611, 12.3981878 48.9994894, 12.3983073 48.9995459, 12.3984173 48.9996121, 12.3985858 48.9997267, 12.3987751 48.9998791, 12.3988986 48.9999877, 12.3990115 49.0000964, 12.3990723 49.0001605, 12.3992403 49.0003765, 12.3992654 49.0004088, 12.399418 49.000547, 12.3995033 49.0006233)",,,
226994551,,,Arberstraße,residential,,False,True,45.494,"LINESTRING (12.405522 49.0032658, 12.4056305 49.0030582, 12.4056863 49.0030018, 12.4057563 49.0028883)",,,
227035926,,,Arberstraße,residential,,False,False,150.52499999999998,"LINESTRING (12.405522 49.0032658, 12.4055706 49.00329, 12.405605 49.0033441, 12.4056111 49.0034035, 12.4055974 49.0034721, 12.4055542 49.0035548, 12.4054777 49.0036755, 12.4054062 49.0037667, 12.4053186 49.0038598, 12.4052219 49.0039476, 12.404936 49.0042364, 12.4048347 49.0043456, 12.404747 49.004446)",,,
227035926,,,Arberstraße,residential,,False,True,131.607,"LINESTRING (12.405522 49.0032658, 12.4054436 49.0032611, 12.4053769 49.0032793, 12.4053328 49.0033037, 12.4052179 49.0033989, 12.4051027 49.0034904, 12.4050495 49.0035244, 12.4050035 49.003526, 12.4049451 49.0035153, 12.4048923 49.003492, 12.4048678 49.0034484, 12.4048678 49.003378, 12.4048786 49.0033287, 12.4049161 49.0032759, 12.4052381 49.0029115)",,,
226994551,,,Arberstraße,residential,,False,False,45.494,"LINESTRING (12.4057563 49.0028883, 12.4056863 49.0030018, 12.4056305 49.0030582, 12.405522 49.0032658)",,,
24188737,,St 2125,Straubinger Straße,secondary,50,False,False,66.357,"LINESTRING (12.4009155 48.9995488, 12.4009072 48.9995603, 12.4007821 48.9997271, 12.4007218 48.9998367, 12.4006794 48.9999555, 12.4006309 49.0001119)",,,
24188737,,St 2125,Straubinger Straße,secondary,50,False,True,108.422,"LINESTRING (12.4009155 48.9995488, 12.4009526 48.9995164, 12.4010071 48.9994729, 12.4010848 48.9994342, 12.4018701 48.9991957, 12.4022178 48.9991023)",,,
"[1079847601, 176386124]",1,,Leoheimweg,residential,,False,False,88.607,"LINESTRING (12.4009155 48.9995488, 12.4007506 48.9994952, 12.4005804 48.9995911, 12.4004968 48.9996443, 12.4004473 48.9997123, 12.4003683 48.9999239, 12.4004018 49.0000817)",,,3
24917050,,,Osterbachstraße,residential,50,False,True,646.3159999999999,"LINESTRING (12.3984517 48.9985828, 12.3984857 48.9985391, 12.3985007 48.9984888, 12.3984968 48.9984473, 12.3984821 48.9984139, 12.3982298 48.9980774, 12.3988073 48.9979032, 12.3993817 48.997729, 12.4007761 48.9973062, 12.4008853 48.9972633, 12.4011231 48.997137, 12.4012103 48.997092, 12.4013538 48.9970557, 12.4029947 48.9967579, 12.4032456 48.9967156, 12.4035356 48.9966854, 12.4043773 48.996659, 12.4045963 48.9966661, 12.4049869 48.9967072, 12.405509 48.9968359, 12.405668 48.9968568, 12.405722 48.9968983)",,,
"[246910723, 1079847597]",,,Hoher Rain,residential,50,False,True,582.127,"LINESTRING (12.3984517 48.9985828, 12.3985607 48.998668, 12.3986137 48.9986831, 12.3986907 48.9986826, 12.3988082 48.9986552, 12.3988857 48.9986296, 12.3989807 48.9985942, 12.3991634 48.9985003, 12.3996281 48.9982332, 12.3999006 48.9980911, 12.400267 48.997937, 12.4005512 48.9978337, 12.4008728 48.9977274, 12.4014468 48.9975737, 12.4020377 48.9974319, 12.4033328 48.9971748, 12.4033779 48.9971659, 12.4035755 48.9971356, 12.4043945 48.9970538, 12.4045917 48.9970425, 12.4050327 48.9970195, 12.4053085 48.9969861, 12.405722 48.9968983)",,,
"[1217190732, 1217597533]",,,Hoher Rain,residential,"['50', '30']",False,False,87.89800000000001,"LINESTRING (12.3984517 48.9985828, 12.3982462 48.9986602, 12.3980978 48.9987661, 12.397952 48.9988673, 12.3977313 48.9990223, 12.3975859 48.9991245)",,,
227035926,,,Arberstraße,residential,,False,False,131.607,"LINESTRING (12.4052381 49.0029115, 12.4049161 49.0032759, 12.4048786 49.0033287, 12.4048678 49.003378, 12.4048678 49.0034484, 12.4048923 49.003492, 12.4049451 49.0035153, 12.4050035 49.003526, 12.4050495 49.0035244, 12.4051027 49.0034904, 12.4052179 49.0033989, 12.4053328 49.0033037, 12.4053769 49.0032793, 12.4054436 49.0032611, 12.405522 49.0032658)",,,
24188750,,,Kirchplatz,residential,,True,False,52.519,"LINESTRING (12.4000574 49.0002205, 12.4001889 49.0004637, 12.4003012 49.0006649)",,,
222325963,,,Kirchplatz,residential,,False,False,32.357,"LINESTRING (12.4000574 49.0002205, 12.4000465 49.0002036, 12.4000417 49.0001923, 12.4001799 49.000147, 12.4004018 49.0000817)",,,
"[943150672, 30106931]",,,Schußhütte,residential,,False,True,169.04100000000003,"LINESTRING (12.4108072 49.0019249, 12.4109291 49.0019007, 12.4109971 49.0018077, 12.4109546 49.0016441, 12.4108185 49.0015362, 12.4106881 49.0014953, 12.4104386 49.0014432, 12.4101972 49.0013772, 12.4099522 49.001276, 12.4095504 49.0010823, 12.4094841 49.0010662, 12.409445 49.0010699)",,,
