osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,width,bridge
1143860069,,,,residential,,True,False,13.651,"LINESTRING (8.0657589 51.3958492, 8.0658079 51.3958465, 8.0658556 51.3958541, 8.0658965 51.3958711, 8.0659261 51.3958956)",roundabout,,,
374848253,1,,,secondary_link,,True,False,53.14799999999999,"LINESTRING (8.0541009 51.4040495, 8.0542432 51.4039091, 8.0542749 51.4038067, 8.0542593 51.4037002, 8.0542502 51.4036875, 8.0541933 51.4036084)",,,,
1189943398,3,,Unterm Römberge,residential,,False,False,56.022999999999996,"LINESTRING (8.0541009 51.4040495, 8.0543286 51.4039269, 8.0544662 51.4038514, 8.0546962 51.4037094)",,,,
1189952060,2,L 735,Im Seufzertal,secondary,50,False,False,36.647,"LINESTRING (8.0541933 51.4036084, 8.0544177 51.4036541, 8.0545995 51.4036902, 8.0546962 51.4037094)",,,,
253461053,4,B 229,,primary,50,False,False,24.302,"LINESTRING (8.0603653 51.3995613, 8.0602301 51.3995518, 8.0601861 51.399546, 8.0600204 51.3995244)",,,,
"[32560107, 712522454, 712522457, 712522458, 712522462]","['4', '2']",B 229,,primary,50,False,True,357.63699999999994,"LINESTRING (8.0603653 51.3995613, 8.0605556 51.399569, 8.0608213 51.3995621, 8.0610932 51.3995319, 8.0613538 51.3994688, 8.0637441 51.3989855, 8.0643614 51.3988518, 8.0645917 51.3988243, 8.0648438 51.3988074, 8.0652802 51.398794, 8.065332 51.3987945)",,yes,,
38772897,2,L 735,,secondary,50,False,True,8.952,"LINESTRING (8.0596998 51.3995387, 8.0598248 51.3995187)",,,,
"[38772896, 35800037, 712522453]",2,L 735,"['Jägerbrücke', 'Unterm Römberge']",secondary,50,False,"[False, True]",109.973,"LINESTRING (8.0596998 51.3995387, 8.0596129 51.3995503, 8.0582504 51.3997401, 8.0581516 51.399751)",,,,yes
253459855,,,Jägerstraße,residential,30,False,False,85.97399999999999,"LINESTRING (8.060178 51.3993419, 8.060275 51.3992332, 8.0603694 51.3991237, 8.06049 51.3989563, 8.0607225 51.3986478)",,,,
"[155568842, 712522452]",3,,Jägerstraße,residential,30,False,True,23.054000000000002,"LINESTRING (8.060178 51.3993419, 8.0600799 51.399452, 8.0600204 51.3995244)",,,,
712522456,1,,,primary_link,,True,False,29.179000000000002,"LINESTRING (8.060178 51.3993419, 8.060189 51.3994203, 8.0602198 51.3994705, 8.0602775 51.3995207, 8.0603653 51.3995613)",,,,
155568740,4,B 229,,primary,50,False,True,21.489,"LINESTRING (8.065332 51.3987945, 8.0654166 51.3987933, 8.0654653 51.3987937, 8.0656417 51.3987951)",,,,
"[32560107, 712522454, 712522457, 712522458, 712522462]","['4', '2']",B 229,,primary,50,False,False,357.63699999999994,"LINESTRING (8.065332 51.3987945, 8.0652802 51.398794, 8.0648438 51.3988074, 8.0645917 51.3988243, 8.0643614 51.3988518, 8.0637441 51.3989855, 8.0613538 51.3994688, 8.0610932 51.3995319, 8.0608213 51.3995621, 8.0605556 51.399569, 8.0603653 51.3995613)",,yes,,
"[712522466, 11655255, 712522463]","['4', '3']",B 229,Ruhrstraße,primary,50,False,True,263.40700000000004,"LINESTRING (8.0655016 51.3990265, 8.065368 51.3992461, 8.0652402 51.3994508, 8.0650976 51.3996882, 8.0649672 51.3999112, 8.0648976 51.4000302, 8.0647241 51.4003328, 8.0646492 51.4004633, 8.0643085 51.4010327, 8.0642217 51.4011777, 8.0641801 51.4012472)",,,,
712522464,1,,,primary_link,,True,False,29.019000000000002,"LINESTRING (8.0655016 51.3990265, 8.0654836 51.3989392, 8.0654582 51.3989153, 8.0654427 51.3989017, 8.0654044 51.3988681, 8.065332 51.3987945)",,,,
712522465,3,B 229,Ruhrstraße,primary,50,False,False,27.505000000000003,"LINESTRING (8.0655016 51.3990265, 8.0655649 51.3989224, 8.0655728 51.3989094, 8.0656417 51.3987951)",,,,
"[244276858, 244276860, 33435482]",1,,Mühlenstraße,residential,30,False,True,96.17599999999999,"LINESTRING (8.0597618 51.3975452, 8.0598637 51.3976096, 8.059887 51.3976176, 8.0599234 51.3976238, 8.0601266 51.3976318, 8.0604686 51.3976527, 8.0605812 51.3976653, 8.0606446 51.3976714, 8.0606738 51.3976795, 8.0607069 51.3976997, 8.0607989 51.3977833, 8.0608961 51.3978997)",,,,yes
"[34971416, 1189943380]",3,L 735,Unterm Römberge,secondary,50,False,False,466.51000000000005,"LINESTRING (8.0549 51.403497, 8.0549881 51.4033825, 8.0550874 51.4032211, 8.0555776 51.4024244, 8.0560483 51.4016513, 8.0565538 51.4008383, 8.0568374 51.4003722, 8.0569327 51.4002155, 8.0570166 51.4000928, 8.0571216 51.3999883, 8.0571851 51.3999522, 8.0572486 51.3999244, 8.057351 51.3998881, 8.057533 51.3998479, 8.0577255 51.3998157)",,,,
1189943381,3,L 735,Unterm Römberge,secondary,50,False,True,27.601,"LINESTRING (8.0549 51.403497, 8.0548319 51.4035854, 8.0546962 51.4037094)",,,,
1189944043,,,Tiergartenstraße,residential,,True,False,26.791,"LINESTRING (8.0549 51.403497, 8.0549599 51.4035739, 8.0550158 51.4036139, 8.055093 51.4036342, 8.0551733 51.4036354)",,,,
35569309,,,Tiergartenstraße,residential,,False,True,93.76499999999999,"LINESTRING (8.0551733 51.4036354, 8.0556543 51.4034934, 8.0564171 51.4033064)",,,,
1189952139,,,Tiergartenstraße,residential,,False,False,34.708,"LINESTRING (8.0551733 51.4036354, 8.0549603 51.4036983, 8.0548231 51.4037041, 8.0546962 51.4037094)",,,,
