osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,junction,bridge
"[32651401, 32651378, 32651338]",,,"['Dechantsfeld', 'Kneppers Gäßchen']",residential,,,False,False,528.922,"LINESTRING (8.228768 51.9605454, 8.2287857 51.9606092, 8.2283457 51.9618681, 8.2282496 51.9621418, 8.2282578 51.9622049, 8.228321 51.9622616, 8.2293317 51.9624093, 8.2296388 51.9624539, 8.2297847 51.9621048, 8.2300406 51.9613739, 8.2301941 51.9609583, 8.2304239 51.9603514)",,
129464204,2,,Gütersloher Straße,residential,30,,False,False,89.545,"LINESTRING (8.228768 51.9605454, 8.2282218 51.9606765, 8.2278377 51.960759, 8.2275391 51.9608187)",,
129464204,2,,Gütersloher Straße,residential,30,,False,True,64.152,"LINESTRING (8.228768 51.9605454, 8.2290548 51.9604491, 8.229552 51.9602317)",,
32651437,,,Jahnstraße,residential,,,False,False,61.207,"LINESTRING (8.2304239 51.9603514, 8.229552 51.9602317)",,
"[32651401, 32651338, 32651378]",,,"['Dechantsfeld', 'Kneppers Gäßchen']",residential,,,False,True,528.922,"LINESTRING (8.2304239 51.9603514, 8.2301941 51.9609583, 8.2300406 51.9613739, 8.2297847 51.9621048, 8.2296388 51.9624539, 8.2293317 51.9624093, 8.228321 51.9622616, 8.2282578 51.9622049, 8.2282496 51.9621418, 8.2283457 51.9618681, 8.2287857 51.9606092, 8.228768 51.9605454)",,
32651437,,,Jahnstraße,residential,,,False,True,61.207,"LINESTRING (8.229552 51.9602317, 8.2304239 51.9603514)",,
32651618,,,Feldstraße,residential,,,False,False,88.739,"LINESTRING (8.229552 51.9602317, 8.2290057 51.9601085, 8.2283147 51.9599993)",,
129464204,2,,Gütersloher Straße,residential,30,,False,False,64.152,"LINESTRING (8.229552 51.9602317, 8.2290548 51.9604491, 8.228768 51.9605454)",,
129464204,2,,Gütersloher Straße,residential,30,,False,True,144.22,"LINESTRING (8.229552 51.9602317, 8.230193 51.9599729, 8.230703 51.9597587, 8.2309902 51.9596395, 8.2313057 51.9595146)",,
178777120,,,Brockhäger Straße,tertiary,50,,False,True,12.318,"LINESTRING (8.2297925 51.9633206, 8.2296273 51.9632769)",,
636544027,,,Happenort,residential,30,,True,False,14.755,"LINESTRING (8.2297925 51.9633206, 8.2296274 51.9634058)",,
178777118,,,Brockhäger Straße,tertiary,50,,False,False,179.64499999999998,"LINESTRING (8.2297925 51.9633206, 8.2305393 51.9635432, 8.2310289 51.9637002, 8.2310924 51.9637209, 8.2321527 51.9640237)",,
134687866,,,Theo-Claas-Damm,residential,50,,True,False,38.235,"LINESTRING (8.2301224 51.9630483, 8.2300004 51.9631164, 8.2299262 51.9631725, 8.2298548 51.9632372, 8.2297925 51.9633206)",,
32651618,,,Feldstraße,residential,,,False,False,18.614,"LINESTRING (8.2283147 51.9599993, 8.2282661 51.9598346)",,
32651618,,,Feldstraße,residential,,,False,True,88.739,"LINESTRING (8.2283147 51.9599993, 8.2290057 51.9601085, 8.229552 51.9602317)",,
32705043,,,Feldstraße,residential,,,False,True,54.58,"LINESTRING (8.2283147 51.9599993, 8.2282109 51.9599835, 8.2280272 51.9599857, 8.2275368 51.9600623)",,
32651618,,,Feldstraße,residential,,,False,True,18.614,"LINESTRING (8.2282661 51.9598346, 8.2283147 51.9599993)",,
1056782090,,,August-Claas-Straße,residential,30,,False,False,65.922,"LINESTRING (8.2282661 51.9598346, 8.2278862 51.959803, 8.2276039 51.959812, 8.2273083 51.9598221)",,
1056782090,,,August-Claas-Straße,residential,30,,False,True,48.382000000000005,"LINESTRING (8.2282661 51.9598346, 8.228406 51.9598144, 8.2289438 51.959713)",,
32705043,,,Feldstraße,residential,,,False,False,54.58,"LINESTRING (8.2275368 51.9600623, 8.2280272 51.9599857, 8.2282109 51.9599835, 8.2283147 51.9599993)",,
32652120,,,Happenort,residential,30,,False,False,64.295,"LINESTRING (8.2300788 51.9641099, 8.2296498 51.9639617, 8.2292637 51.9638234)",,
32652120,,,Happenort,residential,30,,False,False,117.297,"LINESTRING (8.2292637 51.9638234, 8.2289387 51.9637118, 8.2287542 51.9636412, 8.227972 51.9631449)",,
32652120,,,Happenort,residential,30,,False,True,64.295,"LINESTRING (8.2292637 51.9638234, 8.2296498 51.9639617, 8.2300788 51.9641099)",,
134687856,,,Happenort,residential,30,,False,False,79.375,"LINESTRING (8.2292637 51.9638234, 8.2291724 51.9639255, 8.2290308 51.964084, 8.2288554 51.9642803, 8.2287034 51.9644482)",,
134687856,,,Happenort,residential,30,,False,True,52.699,"LINESTRING (8.2292637 51.9638234, 8.2293944 51.9636734, 8.2296274 51.9634058)",,
32652161,,,Grüner Grund,residential,30,,False,False,124.77700000000002,"LINESTRING (8.2283064 51.9648809, 8.2281409 51.9650311, 8.2279225 51.9652279, 8.2277328 51.9654085, 8.2276898 51.9654573, 8.2275514 51.9656141, 8.2274011 51.9658496)",,
120163217,,,Hesselteicher Straße,residential,50,,False,False,102.38600000000001,"LINESTRING (8.227185 51.9639622, 8.2272713 51.9638131, 8.2273108 51.9637311, 8.2274422 51.963228, 8.2274904 51.9631334, 8.2275274 51.9630691)",,
120163217,,,Hesselteicher Straße,residential,50,,False,True,54.923,"LINESTRING (8.227185 51.9639622, 8.2269282 51.9643529, 8.2268844 51.9644201)",,
"[631617954, 32678563]",,,Am Abrocksbach,residential,30,,False,True,118.091,"LINESTRING (8.227185 51.9639622, 8.2273737 51.9640108, 8.2275762 51.964063, 8.2277843 51.9641166, 8.2279133 51.9641582, 8.2286189 51.9643856, 8.2287034 51.9644482)",,
32596008,,,Kreuzstraße,residential,,,False,False,119.405,"LINESTRING (8.2323406 51.9590072, 8.2322708 51.9589028, 8.2322424 51.9588704, 8.2321569 51.9587727, 8.2321308 51.9587495, 8.2319007 51.9585445, 8.2315604 51.9583444, 8.2312634 51.9581804)",,
476722313,1,,,residential,,,True,False,12.695,"LINESTRING (8.2323406 51.9590072, 8.2323866 51.9589978, 8.2324348 51.959001, 8.2324732 51.9590145, 8.2325004 51.9590359)",roundabout,
476722313,1,,,residential,,,True,False,13.357999999999999,"LINESTRING (8.2325004 51.9590359, 8.2325124 51.9590625, 8.2325069 51.9590898, 8.2324908 51.9591091, 8.232466 51.9591244, 8.2324347 51.9591343)",roundabout,
32678563,,,Am Abrocksbach,residential,30,,False,False,129.949,"LINESTRING (8.2303285 51.9650226, 8.2301212 51.9649646, 8.2300351 51.9649402, 8.2294284 51.9647629, 8.22917 51.9646815, 8.2290092 51.9646308, 8.2288607 51.9645694, 8.2287803 51.9645198, 8.2287034 51.9644482)",,
178777118,,,Brockhäger Straße,tertiary,50,,False,True,179.64499999999998,"LINESTRING (8.2321527 51.9640237, 8.2310924 51.9637209, 8.2310289 51.9637002, 8.2305393 51.9635432, 8.2297925 51.9633206)",,
"[32803185, 32917814]",,,Brückenweg,residential,,,False,False,148.753,"LINESTRING (8.2203471 51.9616825, 8.2206407 51.9616283, 8.2206237 51.9614346, 8.2205303 51.9611833, 8.2203306 51.9608954, 8.2199554 51.9606739, 8.2198944 51.9606223)",,
32652120,,,Happenort,residential,30,,False,True,117.297,"LINESTRING (8.227972 51.9631449, 8.2287542 51.9636412, 8.2289387 51.9637118, 8.2292637 51.9638234)",,
23017226,1,,Mühlenwinkel,tertiary,50,,True,False,45.208,"LINESTRING (8.2204624 51.9599054, 8.220807 51.9600894, 8.2209521 51.9601776)",,
41278155,,,Münsterstraße,residential,30,,False,False,101.367,"LINESTRING (8.2213976 51.9603976, 8.221507 51.9604162, 8.221715 51.9604499, 8.2225235 51.9605651, 8.2228311 51.9606217)",,
"[41278538, 842701202]",,,Münsterstraße,residential,30,,True,False,44.092,"LINESTRING (8.2213976 51.9603976, 8.2212007 51.9603832, 8.2210734 51.9603573, 8.2209714 51.9603148, 8.2208312 51.9602376)",,
23054594,2,B 513,Münsterstraße,primary,50,7,False,True,10.637,"LINESTRING (8.2208312 51.9602376, 8.2209521 51.9601776)",,
41278131,1,,Mühlenwinkel,tertiary,50,,True,False,45.039,"LINESTRING (8.2208312 51.9602376, 8.2206901 51.9601476, 8.2204624 51.9599054)",,
"[129464208, 842701199, 82084343]",2,B 513,Münsterstraße,primary,50,7,False,False,77.146,"LINESTRING (8.2208312 51.9602376, 8.2206411 51.9603172, 8.2201707 51.9605145, 8.2199414 51.9606031, 8.2198944 51.9606223)",,yes
178777119,2,B 513,Südring,primary,50,7,False,False,11.69,"LINESTRING (8.2278998 51.9576976, 8.2277315 51.9577148)",,
41922821,1,,Clarholzer Straße,tertiary,30,,True,False,41.392,"LINESTRING (8.2278998 51.9576976, 8.2278439 51.9578023, 8.2277675 51.9579369, 8.2276776 51.9580427)",,
476722312,2,B 513,Südring,primary,50,7,False,True,45.897999999999996,"LINESTRING (8.2278998 51.9576976, 8.2280787 51.9576738, 8.2285545 51.9576104)",,
26751634,2,,Clarholzer Straße,tertiary,30,,False,True,80.523,"LINESTRING (8.2276776 51.9580427, 8.2275521 51.9583364, 8.2275217 51.9584063, 8.2273942 51.9587454)",,
41922822,1,,Clarholzer Straße,tertiary,30,,True,False,36.674,"LINESTRING (8.2276776 51.9580427, 8.2276874 51.9579386, 8.2277054 51.9578201, 8.2277315 51.9577148)",,
178777120,,,Brockhäger Straße,tertiary,50,,False,False,12.318,"LINESTRING (8.2296273 51.9632769, 8.2297925 51.9633206)",,
26838418,,,Brockhäger Straße,tertiary,50,,False,True,139.448,"LINESTRING (8.2296273 51.9632769, 8.2285644 51.9630411, 8.2282511 51.9629952, 8.2281656 51.9629883, 8.2280713 51.9629855, 8.227793 51.9629876, 8.2276685 51.9629909)",,
134687868,,,Theo-Claas-Damm,residential,50,,True,False,44.089,"LINESTRING (8.2296273 51.9632769, 8.2297097 51.963191, 8.2298092 51.9631282, 8.2299459 51.9630901, 8.2301224 51.9630483)",,
636544026,,,Happenort,residential,30,,True,False,14.333,"LINESTRING (8.2296274 51.9634058, 8.2296273 51.9632769)",,
134687856,,,Happenort,residential,30,,False,False,52.699,"LINESTRING (8.2296274 51.9634058, 8.2293944 51.9636734, 8.2292637 51.9638234)",,
135912010,,,Dr.-Zurbrüggen-Straße,living_street,,,False,False,35.499,"LINESTRING (8.2269574 51.9604975, 8.2268954 51.960585, 8.2268046 51.9606214, 8.2266094 51.9605753, 8.2265674 51.9605641)",,
135912010,,,Dr.-Zurbrüggen-Straße,living_street,,,False,True,21.818,"LINESTRING (8.2269574 51.9604975, 8.2267123 51.9604272, 8.2266671 51.9604171)",,
137648043,,,Dr.-Zurbrüggen-Straße,living_street,,,False,False,34.58,"LINESTRING (8.2269574 51.9604975, 8.2270718 51.9604746, 8.2274463 51.9604212)",,
31743724,,,Marienstraße,living_street,,,False,False,17.716,"LINESTRING (8.2265674 51.9605641, 8.2266013 51.9605142, 8.2266671 51.9604171)",,
31743724,,,Marienstraße,living_street,,,False,True,45.623999999999995,"LINESTRING (8.2265674 51.9605641, 8.2265131 51.9606507, 8.2263941 51.9608408, 8.2263202 51.960945)",,
135912010,,,Dr.-Zurbrüggen-Straße,living_street,,,False,True,35.499,"LINESTRING (8.2265674 51.9605641, 8.2266094 51.9605753, 8.2268046 51.9606214, 8.2268954 51.960585, 8.2269574 51.9604975)",,
137648043,,,Dr.-Zurbrüggen-Straße,living_street,,,False,True,34.58,"LINESTRING (8.2274463 51.9604212, 8.2270718 51.9604746, 8.2269574 51.9604975)",,
"[1056782089, 476722314]",2,,Clarholzer Straße,tertiary,30,,False,False,68.721,"LINESTRING (8.2274463 51.9604212, 8.2273765 51.960263, 8.2273041 51.9601206, 8.2272964 51.9601034, 8.2272138 51.9599298, 8.2271745 51.9598265)",,
476722314,,,Clarholzer Straße,tertiary,30,,False,True,44.778999999999996,"LINESTRING (8.2274463 51.9604212, 8.2274893 51.9605273, 8.227525 51.9606686, 8.2275391 51.9608187)",,
28740206,,,Lütgenbrede,residential,30,,False,True,34.786,"LINESTRING (8.2278694 51.9659705, 8.2274011 51.9658496)",,
28740206,,,Lütgenbrede,residential,30,,False,False,64.32900000000001,"LINESTRING (8.2278694 51.9659705, 8.2281831 51.9660504, 8.2285338 51.9661467, 8.2287306 51.9662009)",,
"[631617954, 32678563]",,,Am Abrocksbach,residential,30,,False,False,118.09100000000001,"LINESTRING (8.2287034 51.9644482, 8.2286189 51.9643856, 8.2279133 51.9641582, 8.2277843 51.9641166, 8.2275762 51.964063, 8.2273737 51.9640108, 8.227185 51.9639622)",,
32678563,,,Am Abrocksbach,residential,30,,False,True,129.949,"LINESTRING (8.2287034 51.9644482, 8.2287803 51.9645198, 8.2288607 51.9645694, 8.2290092 51.9646308, 8.22917 51.9646815, 8.2294284 51.9647629, 8.2300351 51.9649402, 8.2301212 51.9649646, 8.2303285 51.9650226)",,
134687856,,,Happenort,residential,30,,False,True,79.375,"LINESTRING (8.2287034 51.9644482, 8.2288554 51.9642803, 8.2290308 51.964084, 8.2291724 51.9639255, 8.2292637 51.9638234)",,
25054995,,,August-Claas-Straße,residential,30,,False,True,10.321,"LINESTRING (8.2270284 51.9598491, 8.2271745 51.9598265)",,
25054995,,,August-Claas-Straße,residential,30,,False,False,138.25,"LINESTRING (8.2270284 51.9598491, 8.2268601 51.959859, 8.2266262 51.9598598, 8.2265161 51.9598635, 8.2263988 51.9598685, 8.2261606 51.9598892, 8.2260434 51.9598975, 8.2257931 51.9599111, 8.2256276 51.9599201, 8.225527 51.9599296, 8.2254114 51.9599468, 8.2252645 51.9599759, 8.2251475 51.9600122, 8.2250434 51.9600202)",,
32572090,,,Marienstraße,living_street,,,False,True,68.083,"LINESTRING (8.2270284 51.9598491, 8.2270181 51.9599039, 8.22698 51.9599653, 8.2268854 51.9601171, 8.2266671 51.9604171)",,
