osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,ref,access
32840310,Waldstraße,residential,30,False,False,194.14600000000002,"LINESTRING (10.0338783 49.4676814, 10.0339961 49.4676423, 10.0342747 49.4674809, 10.0344801 49.4673769, 10.0348211 49.4671527, 10.0350136 49.4670482, 10.0353051 49.466929, 10.0357452 49.4667054, 10.0359615 49.466588)",,,
32866512,Kieselallee,residential,30,False,False,47.99799999999999,"LINESTRING (10.0277573 49.472121, 10.0277252 49.4722005, 10.027701 49.4722736, 10.0276835 49.4723037, 10.0276677 49.4723205, 10.0276494 49.4723328, 10.0276304 49.4723416, 10.0276039 49.4723461, 10.0275764 49.4723461, 10.0275464 49.4723417, 10.0275158 49.4723313, 10.0274928 49.472318, 10.0274723 49.4722988, 10.0274603 49.4722779, 10.0274607 49.4722596, 10.0274659 49.4722313)",,,
237498640,Kieselallee,residential,30,False,True,24.55,"LINESTRING (10.0277573 49.472121, 10.0276774 49.4721475, 10.0275942 49.4721727, 10.0275365 49.4721917, 10.0274986 49.4722097, 10.0274659 49.4722313)",,,
"[237498641, 237498638]",Kieselallee,residential,30,False,False,304.91300000000007,"LINESTRING (10.0277573 49.472121, 10.027956 49.4720525, 10.0283251 49.4719051, 10.0285008 49.4718373, 10.0286679 49.4717514, 10.0287752 49.4716913, 10.0289817 49.4715748, 10.0295344 49.4712713, 10.0297048 49.4711743, 10.0298293 49.4710954, 10.0301167 49.4709417, 10.030403 49.4707554, 10.0308429 49.4703672, 10.0308907 49.4703209)",,,
32866512,Kieselallee,residential,30,False,True,47.99799999999999,"LINESTRING (10.0274659 49.4722313, 10.0274607 49.4722596, 10.0274603 49.4722779, 10.0274723 49.4722988, 10.0274928 49.472318, 10.0275158 49.4723313, 10.0275464 49.4723417, 10.0275764 49.4723461, 10.0276039 49.4723461, 10.0276304 49.4723416, 10.0276494 49.4723328, 10.0276677 49.4723205, 10.0276835 49.4723037, 10.027701 49.4722736, 10.0277252 49.4722005, 10.0277573 49.472121)",,,
237498640,Kieselallee,residential,30,False,False,24.55,"LINESTRING (10.0274659 49.4722313, 10.0274986 49.4722097, 10.0275365 49.4721917, 10.0275942 49.4721727, 10.0276774 49.4721475, 10.0277573 49.472121)",,,
237498639,Kieselallee,residential,30,False,True,10.388,"LINESTRING (10.0274659 49.4722313, 10.0273936 49.4722478, 10.0273312 49.4722639)",,,
32866528,Schulstraße,residential,30,False,False,104.97000000000003,"LINESTRING (10.0273312 49.4722639, 10.0272732 49.4721606, 10.0272073 49.4720013, 10.0271902 49.4718103, 10.0272007 49.4717421, 10.027212 49.4716799, 10.0272477 49.4715759, 10.0273146 49.4714283, 10.0273227 49.4713686, 10.0273255 49.4713424)",,,
237498639,Kieselallee,residential,30,False,False,10.388,"LINESTRING (10.0273312 49.4722639, 10.0273936 49.4722478, 10.0274659 49.4722313)",,,
32866528,Schulstraße,residential,30,False,True,104.97000000000001,"LINESTRING (10.0273255 49.4713424, 10.0273227 49.4713686, 10.0273146 49.4714283, 10.0272477 49.4715759, 10.027212 49.4716799, 10.0272007 49.4717421, 10.0271902 49.4718103, 10.0272073 49.4720013, 10.0272732 49.4721606, 10.0273312 49.4722639)",,,
32866534,Schulstraße,residential,30,False,False,149.03500000000003,"LINESTRING (10.0273255 49.4713424, 10.0274701 49.4712956, 10.0276437 49.4712284, 10.027791 49.4711699, 10.027912 49.4711063, 10.0279856 49.4709791, 10.0279867 49.4709086, 10.0280261 49.4708002, 10.0280944 49.4707306, 10.0282552 49.4706457, 10.0283199 49.4705804, 10.0283975 49.470506, 10.0284552 49.4704459, 10.0285101 49.4703341)",,,
"[32866534, 32866535]","['Uhlandstraße', 'Schulstraße']",residential,30,False,"[False, True]",19.672,"LINESTRING (10.0273255 49.4713424, 10.0271454 49.4714036, 10.0270868 49.4714273)",,,
32866535,Uhlandstraße,residential,30,False,False,86.734,"LINESTRING (10.0270868 49.4714273, 10.0269092 49.4715047, 10.0267967 49.471556, 10.0266868 49.4716128, 10.0265182 49.4716967, 10.0261222 49.4718911)",,,
"[32866534, 32866535]","['Uhlandstraße', 'Schulstraße']",residential,30,False,"[False, True]",19.672,"LINESTRING (10.0270868 49.4714273, 10.0271454 49.4714036, 10.0273255 49.4713424)",,,
32866536,Goethestraße,residential,30,False,False,142.26999999999998,"LINESTRING (10.0270868 49.4714273, 10.0270225 49.4713445, 10.0269924 49.4713017, 10.0268762 49.4711331, 10.0268181 49.4710886, 10.0267265 49.4710674, 10.0266143 49.4710684, 10.0264192 49.4711305, 10.0262576 49.4711977, 10.0260681 49.4712785, 10.0258555 49.4713628, 10.0256218 49.4714693)",,,
32866536,Goethestraße,residential,30,False,True,142.26999999999998,"LINESTRING (10.0256218 49.4714693, 10.0258555 49.4713628, 10.0260681 49.4712785, 10.0262576 49.4711977, 10.0264192 49.4711305, 10.0266143 49.4710684, 10.0267265 49.4710674, 10.0268181 49.4710886, 10.0268762 49.4711331, 10.0269924 49.4713017, 10.0270225 49.4713445, 10.0270868 49.4714273)",,,
32866938,Schillerstraße,residential,30,False,False,59.244,"LINESTRING (10.0256218 49.4714693, 10.0257937 49.4716031, 10.025988 49.4717711, 10.0261222 49.4718911)",,,
32866534,Schulstraße,residential,30,False,True,149.03500000000003,"LINESTRING (10.0285101 49.4703341, 10.0284552 49.4704459, 10.0283975 49.470506, 10.0283199 49.4705804, 10.0282552 49.4706457, 10.0280944 49.4707306, 10.0280261 49.4708002, 10.0279867 49.4709086, 10.0279856 49.4709791, 10.027912 49.4711063, 10.027791 49.4711699, 10.0276437 49.4712284, 10.0274701 49.4712956, 10.0273255 49.4713424)",,,
32866542,Torstraße,residential,30,False,False,76.81099999999999,"LINESTRING (10.0285101 49.4703341, 10.0286386 49.4702883, 10.0287764 49.4702333, 10.0289109 49.470148, 10.0290351 49.4700056, 10.0291091 49.4698965, 10.0291381 49.4698132)",,,
32866542,Torstraße,residential,30,False,True,78.271,"LINESTRING (10.0285101 49.4703341, 10.0281257 49.4703371, 10.0280035 49.4703176, 10.0279172 49.4702687, 10.027882 49.4701831, 10.0278592 49.4700551, 10.027793 49.4699871)",,,
32866542,Torstraße,residential,30,False,False,39.903999999999996,"LINESTRING (10.0273301 49.469792, 10.0274178 49.4698315, 10.0276229 49.469909, 10.027793 49.4699871)",,,
"[38230088, 32866543]",Streichentaler Straße,residential,30,False,True,179.37300000000002,"LINESTRING (10.0273301 49.469792, 10.0270984 49.4696698, 10.0268263 49.4695014, 10.0264245 49.4692407, 10.0259614 49.4689045, 10.0257713 49.4687336, 10.0256693 49.4686058)",,,
32866893,Alte Niederrimbacher Straße,residential,30,False,False,102.411,"LINESTRING (10.0273301 49.469792, 10.0272696 49.4698284, 10.0271894 49.4698441, 10.0269183 49.4698183, 10.0265 49.4697814, 10.0259557 49.4698516)",,,
32866893,Alte Niederrimbacher Straße,residential,30,False,True,102.411,"LINESTRING (10.0259557 49.4698516, 10.0265 49.4697814, 10.0269183 49.4698183, 10.0271894 49.4698441, 10.0272696 49.4698284, 10.0273301 49.469792)",,,
32866898,Am Kirchberg,residential,,False,True,104.097,"LINESTRING (10.0284141 49.4691889, 10.0282671 49.4695984, 10.028143 49.469794, 10.0279325 49.4699462, 10.027793 49.4699871)",,,
32866535,Uhlandstraße,residential,30,False,True,86.734,"LINESTRING (10.0261222 49.4718911, 10.0265182 49.4716967, 10.0266868 49.4716128, 10.0267967 49.471556, 10.0269092 49.4715047, 10.0270868 49.4714273)",,,
32866938,Schillerstraße,residential,30,False,True,59.244,"LINESTRING (10.0261222 49.4718911, 10.025988 49.4717711, 10.0257937 49.4716031, 10.0256218 49.4714693)",,,
223585298,Am Zwinger,residential,,False,False,103.124,"LINESTRING (10.0287188 49.4670555, 10.0290776 49.4670696, 10.0296387 49.4670857, 10.0301388 49.4671355)",,,
28900235,Kreuzstraße,residential,,False,True,41.889,"LINESTRING (10.0310941 49.4686477, 10.0305159 49.4686746)",,,
238822101,Kreuzstraße,residential,,False,False,4.505,"LINESTRING (10.0310941 49.4686477, 10.0311564 49.4686493)",,,
38229000,Stadtgraben,residential,,False,True,100.853,"LINESTRING (10.0310941 49.4686477, 10.0310543 49.4684976, 10.0309919 49.4683794, 10.0308294 49.4681602, 10.0306473 49.4678694, 10.0306084 49.4678015)",,,
"[32824073, 32824074]",Schlosserbuck,residential,,False,"[False, True]",162.07200000000003,"LINESTRING (10.0291381 49.4698132, 10.0291815 49.4698306, 10.0291585 49.4699524, 10.0292597 49.4700088, 10.0295696 49.4701432, 10.0297739 49.4702416, 10.0299278 49.4702469, 10.0300665 49.470254, 10.0301643 49.470274, 10.0302393 49.4702481, 10.030342 49.4702012, 10.0304627 49.4701576, 10.0306222 49.4702015, 10.0307254 49.4702474, 10.0308907 49.4703209)",,,
32866542,Torstraße,residential,30,False,False,96.80099999999999,"LINESTRING (10.0291381 49.4698132, 10.0291785 49.4696975, 10.0292648 49.4694654, 10.0292804 49.4693821, 10.0293126 49.4693309, 10.0294876 49.4691183, 10.0295898 49.4690033)",,,
32866542,Torstraße,residential,30,False,True,76.811,"LINESTRING (10.0291381 49.4698132, 10.0291091 49.4698965, 10.0290351 49.4700056, 10.0289109 49.470148, 10.0287764 49.4702333, 10.0286386 49.4702883, 10.0285101 49.4703341)",,,
