osmid,oneway,ref,name,highway,reversed,length,maxspeed,bridge,geometry,width,lanes,access
"[27391305, 38776953]",False,,"['Haldenweg', 'Haalstraße']",residential,False,968.2360000000002,,,"LINESTRING (9.612601 49.2969114, 9.6125053 49.2972526, 9.6124853 49.2974195, 9.6124649 49.2978641, 9.6124397 49.2980238, 9.6122667 49.2987438, 9.6122652 49.2987688, 9.6122633 49.2988003, 9.612261 49.2988622, 9.6122658 49.2989387, 9.6122618 49.2992257, 9.6122618 49.2992823, 9.6122618 49.2994074, 9.6122618 49.2996811, 9.6122929 49.2998238, 9.6123417 49.3000474, 9.6123929 49.3002824, 9.6124745 49.3006566, 9.6125243 49.3007797, 9.6126531 49.3010983, 9.6127638 49.30115, 9.6128671 49.3012755, 9.6129342 49.3013845, 9.6129852 49.3014674, 9.6131698 49.301711, 9.6133322 49.301866, 9.6135315 49.3020284, 9.6136071 49.3020867, 9.6136613 49.3021021, 9.613702 49.3021002, 9.6137349 49.3020654, 9.6137194 49.3020112, 9.6136555 49.3019203, 9.6135607 49.3018119, 9.6135046 49.3016165, 9.613428 49.3013192, 9.613351 49.3010208, 9.6133236 49.3009143, 9.6132548 49.3006829, 9.6132353 49.3006174, 9.6132434 49.3002001, 9.6133116 49.2998831, 9.6133861 49.2996519, 9.6134066 49.2995265, 9.6134005 49.2994177, 9.6133511 49.2993067, 9.6133101 49.2992061, 9.6132916 49.2991239, 9.6132772 49.2990417, 9.6132813 49.2989862, 9.6133368 49.2989534)",,,
644574621,False,,Haalstraße,residential,True,420.24999999999994,,,"LINESTRING (9.612601 49.2969114, 9.6126022 49.2967658, 9.6125858 49.2965663, 9.6125023 49.2958812, 9.6124819 49.2957289, 9.6124825 49.2956006, 9.6124907 49.2952874, 9.612499 49.2948929, 9.6124896 49.2947913, 9.612408 49.2943282, 9.6123155 49.2939466, 9.6121968 49.2936202, 9.612073 49.293372, 9.6119702 49.2931761)",,,
27268698,False,,Burgstallstraße,residential,True,224.48399999999998,,,"LINESTRING (9.6133368 49.2989534, 9.6133199 49.2986201, 9.6134208 49.2981322, 9.6134849 49.2977589, 9.6135615 49.2973803, 9.6136151 49.2970856, 9.6137316 49.2969695)",,,
"[27391305, 38776953]",False,,"['Haldenweg', 'Haalstraße']",residential,True,968.2360000000001,,,"LINESTRING (9.6133368 49.2989534, 9.6132813 49.2989862, 9.6132772 49.2990417, 9.6132916 49.2991239, 9.6133101 49.2992061, 9.6133511 49.2993067, 9.6134005 49.2994177, 9.6134066 49.2995265, 9.6133861 49.2996519, 9.6133116 49.2998831, 9.6132434 49.3002001, 9.6132353 49.3006174, 9.6132548 49.3006829, 9.6133236 49.3009143, 9.613351 49.3010208, 9.613428 49.3013192, 9.6135046 49.3016165, 9.6135607 49.3018119, 9.6136555 49.3019203, 9.6137194 49.3020112, 9.6137349 49.3020654, 9.613702 49.3021002, 9.6136613 49.3021021, 9.6136071 49.3020867, 9.6135315 49.3020284, 9.6133322 49.301866, 9.6131698 49.301711, 9.6129852 49.3014674, 9.6129342 49.3013845, 9.6128671 49.3012755, 9.6127638 49.30115, 9.6126531 49.3010983, 9.6125243 49.3007797, 9.6124745 49.3006566, 9.6123929 49.3002824, 9.6123417 49.3000474, 9.6122929 49.2998238, 9.6122618 49.2996811, 9.6122618 49.2994074, 9.6122618 49.2992823, 9.6122618 49.2992257, 9.6122658 49.2989387, 9.612261 49.2988622, 9.6122633 49.2988003, 9.6122652 49.2987688, 9.6122667 49.2987438, 9.6124397 49.2980238, 9.6124649 49.2978641, 9.6124853 49.2974195, 9.6125053 49.2972526, 9.612601 49.2969114)",,,
"[27389453, 804725941, 804725942]",False,,Haalstraße,residential,True,198.083,,,"LINESTRING (9.6130924 49.2952033, 9.6130543 49.29526, 9.6130505 49.2953546, 9.6129945 49.295459, 9.6129366 49.2955143, 9.6128489 49.2955879, 9.6127952 49.2956892, 9.6127595 49.2958127, 9.6127571 49.2959344, 9.6127651 49.2961256, 9.6127724 49.2962912, 9.6127714 49.2965217, 9.6127564 49.2966869, 9.6126801 49.2968107, 9.612601 49.2969114)",,,
38777025,False,L 1044,Neufelser Straße,secondary,True,47.397,,,"LINESTRING (9.6185778 49.2927078, 9.6185604 49.2922817)",,,
27391308,False,,Siedlungsstraße,residential,False,250.48800000000003,,,"LINESTRING (9.6185778 49.2927078, 9.6184463 49.292591, 9.6180099 49.2920874, 9.6177832 49.2917534, 9.6174485 49.2912787, 9.6168406 49.2907743)",,,
38777025,False,L 1044,Neufelser Straße,secondary,False,102.327,,,"LINESTRING (9.6185778 49.2927078, 9.6186159 49.2928505, 9.6186786 49.2930393, 9.6188664 49.2936085)",,,
27391308,False,,Siedlungsstraße,residential,True,250.488,,,"LINESTRING (9.6168406 49.2907743, 9.6174485 49.2912787, 9.6177832 49.2917534, 9.6180099 49.2920874, 9.6184463 49.292591, 9.6185778 49.2927078)",,,
38777025,False,L 1044,Neufelser Straße,secondary,False,40.883,,,"LINESTRING (9.6188664 49.2936085, 9.6190114 49.2939638)",,,
38777025,False,L 1044,Neufelser Straße,secondary,True,102.327,,,"LINESTRING (9.6188664 49.2936085, 9.6186786 49.2930393, 9.6186159 49.2928505, 9.6185778 49.2927078)",,,
26459282,False,,Pfarrgasse,residential,False,101.825,,,"LINESTRING (9.6166859 49.2957872, 9.6165341 49.2957905, 9.6163039 49.2957919, 9.6161227 49.2957795, 9.6160178 49.2957681, 9.6159704 49.295763, 9.6158118 49.2957249, 9.6156573 49.2956914, 9.615588 49.2956495, 9.6155019 49.2954901)",,,
26459282,False,,Pfarrgasse,residential,True,84.657,,,"LINESTRING (9.6166859 49.2957872, 9.6169164 49.2957985, 9.6173797 49.2957961, 9.6175803 49.2957688, 9.6178269 49.2957003)",,,
26976114,False,,Amtsgasse,residential,False,49.418000000000006,,,"LINESTRING (9.6166859 49.2957872, 9.6166387 49.2956626, 9.6164933 49.2955261, 9.6163856 49.2953937)",,,
26756643,False,,Am Forellenbach,residential,False,96.03,30,,"LINESTRING (9.6193294 49.2963488, 9.6186533 49.2964947, 9.6180768 49.2966289)",,,
27388520,False,,Hörnlesweg,residential,True,183.16499999999996,,,"LINESTRING (9.6193294 49.2963488, 9.6194484 49.2963058, 9.6195012 49.2962766, 9.6195211 49.2962315, 9.619531 49.296161, 9.6195369 49.2960933, 9.6195146 49.2958974, 9.6194992 49.295873, 9.6194824 49.2958462, 9.6194182 49.2957581, 9.6194079 49.2956896, 9.6194126 49.2956161, 9.6194241 49.2955321, 9.6194602 49.295329, 9.6194961 49.2951838, 9.6195433 49.2950036, 9.6195689 49.29489, 9.6195659 49.2948361, 9.6195311 49.294793)",,,
47324961,False,,Gerberstraße,residential,False,53.207,,,"LINESTRING (9.6193294 49.2963488, 9.6193731 49.2965414, 9.6194947 49.2968139)",,,
"[737531040, 26756642, 47324964]",False,,Gerberstraße,residential,True,104.301,,yes,"LINESTRING (9.6193294 49.2963488, 9.6193168 49.2963141, 9.6192854 49.2962394, 9.6191524 49.2959664, 9.6190183 49.2956129, 9.6189734 49.2954411)",,,
27391307,False,,Haalstraße,residential,True,68.74000000000001,,,"LINESTRING (9.6115918 49.2926094, 9.6116396 49.2926726, 9.6119702 49.2931761)",,,
644574622,False,,Haalstraße,residential,True,17.252000000000002,,,"LINESTRING (9.6115918 49.2926094, 9.6116947 49.2925725, 9.6117997 49.292534)",,,
"[644570496, 40447553, 644574626, 936492099, 644574625, 804725940]",False,L 1045,Weißbacher Straße,secondary,False,396.01599999999996,50,,"LINESTRING (9.6143056 49.2956925, 9.6142441 49.295618, 9.6141617 49.2955194, 9.6140622 49.2954072, 9.6139105 49.2952595, 9.6137669 49.2951197, 9.6135965 49.2949404, 9.613257 49.2945405, 9.6129835 49.2941758, 9.6125295 49.2935442, 9.6121439 49.2929678, 9.6117997 49.292534)",,"['2', '3']",
"[319067920, 319067921, 9238054]",False,L 1044,Hauptstraße,secondary,True,71.746,50,yes,"LINESTRING (9.6143056 49.2956925, 9.6144928 49.2956294, 9.6150387 49.29543, 9.6151721 49.2953812)",,,
"[644570477, 644570481, 644570484, 644570488, 644570491]",False,,Criesbacher Straße,residential,True,151.751,,,"LINESTRING (9.6143056 49.2956925, 9.6141731 49.2957718, 9.6140506 49.2958832, 9.6140031 49.2959731, 9.6139911 49.2960109, 9.6139383 49.2961798, 9.6138272 49.296414, 9.6138021 49.2965167, 9.6137872 49.2965922, 9.6137598 49.2967788, 9.6137316 49.2969695)",,2,
26976113,False,,Schulstraße,residential,False,111.35400000000001,,,"LINESTRING (9.6187063 49.2975416, 9.6187031 49.2975371, 9.6186667 49.2974889, 9.6184779 49.2972389, 9.6184538 49.2972058, 9.6183218 49.2970277, 9.6182884 49.2969733, 9.6180768 49.2966289)",,,
161809691,False,,Seehof,residential,True,37.571,,,"LINESTRING (9.6181722 49.2958934, 9.6183685 49.2958606, 9.6183738 49.2956549)",,,
25838019,False,,Warrwiesenweg,residential,True,371.70899999999995,,,"LINESTRING (9.6147299 49.2904207, 9.6145329 49.2906542, 9.6146532 49.2911821, 9.6147078 49.2917022, 9.6147235 49.2918522, 9.6148355 49.2929201, 9.6148615 49.2931684, 9.6149374 49.2936863, 9.614942 49.2937176)",,,destination
24598350,False,L 1044,Turmgasse,secondary,True,186.45100000000002,50,,"LINESTRING (9.614942 49.2937176, 9.6149217 49.2937589, 9.6149163 49.2939031, 9.6149295 49.2942208, 9.6149874 49.294572, 9.6150481 49.2948363, 9.6150729 49.2949374, 9.6151721 49.2953812)",,,
25838019,False,,Warrwiesenweg,residential,False,371.70899999999995,,,"LINESTRING (9.614942 49.2937176, 9.6149374 49.2936863, 9.6148615 49.2931684, 9.6148355 49.2929201, 9.6147235 49.2918522, 9.6147078 49.2917022, 9.6146532 49.2911821, 9.6145329 49.2906542, 9.6147299 49.2904207)",,,destination
"[27288531, 479815894]",False,L 1044,Warrweg,secondary,False,128.103,"['50', '30']",,"LINESTRING (9.614942 49.2937176, 9.6150183 49.2936871, 9.6151125 49.2936695, 9.6154689 49.2936854, 9.6154998 49.293689, 9.6158281 49.2937268, 9.6158551 49.2937299, 9.616288 49.2937788, 9.6166722 49.2938234)",,,
26756642,False,,Gerberstraße,residential,False,9.366,,,"LINESTRING (9.6189663 49.295357, 9.6189734 49.2954411)",,,
26756642,False,,Gerberstraße,residential,True,48.588,,,"LINESTRING (9.6189663 49.295357, 9.6189729 49.2951718, 9.6189945 49.295062, 9.6189805 49.2949764, 9.6189508 49.294925)",,,
26976115,False,,Mittelgasse,residential,True,84.72500000000001,,,"LINESTRING (9.6189663 49.295357, 9.6188356 49.2953533, 9.6184605 49.2953754, 9.6182611 49.2954081, 9.617917 49.2953978, 9.6178174 49.2953661)",,,
27268698,False,,Burgstallstraße,residential,False,224.484,,,"LINESTRING (9.6137316 49.2969695, 9.6136151 49.2970856, 9.6135615 49.2973803, 9.6134849 49.2977589, 9.6134208 49.2981322, 9.6133199 49.2986201, 9.6133368 49.2989534)",,,
"[644570477, 644570481, 644570484, 644570488, 644570491]",False,,Criesbacher Straße,residential,False,151.751,,,"LINESTRING (9.6137316 49.2969695, 9.6137598 49.2967788, 9.6137872 49.2965922, 9.6138021 49.2965167, 9.6138272 49.296414, 9.6139383 49.2961798, 9.6139911 49.2960109, 9.6140031 49.2959731, 9.6140506 49.2958832, 9.6141731 49.2957718, 9.6143056 49.2956925)",,2,
47324961,False,,Gerberstraße,residential,True,53.207,,,"LINESTRING (9.6194947 49.2968139, 9.6193731 49.2965414, 9.6193294 49.2963488)",,,
27388519,False,,Bachwiesenstraße,residential,False,2.634,,,"LINESTRING (9.6209063 49.2944739, 9.6209402 49.2944654)",,,
27388519,False,,Bachwiesenstraße,residential,True,74.883,,,"LINESTRING (9.6209063 49.2944739, 9.6204627 49.2945854, 9.6199374 49.2947066)",,,
654868533,False,,Bachwiesenstraße,residential,True,138.015,,,"LINESTRING (9.6209063 49.2944739, 9.6207625 49.2942094, 9.6197889 49.2944377, 9.6199374 49.2947066)",,,
27388516,False,,Steige,residential,True,117.14999999999999,,,"LINESTRING (9.6197661 49.2930216, 9.6200569 49.2931145, 9.6199572 49.2932254, 9.619885 49.2932845, 9.6197569 49.2933567, 9.6195148 49.2934849, 9.6193988 49.2937246, 9.6193824 49.2937969)",,,
328059289,False,,Bachmühle,residential,True,117.78,,,"LINESTRING (9.6201101 49.2938189, 9.6198352 49.293923, 9.6197627 49.2939903, 9.6196916 49.2940883, 9.6196613 49.2942609, 9.6196501 49.2943577, 9.6196572 49.2945295, 9.6197743 49.2947343)",,,
