osmid,ref,name,highway,oneway,reversed,length,lanes,bridge,maxspeed,geometry,junction,tunnel,width
1015420701,,,residential,True,False,28.505,,,,"LINESTRING (13.1854586 48.6340569, 13.1852061 48.6342515)",,building_passage,3.5
"[42944833, 701200202, 701200203, 701200204]",,Stadtplatz,residential,True,False,244.58899999999997,,,30,"LINESTRING (13.1857144 48.634317, 13.185813 48.6342879, 13.1861636 48.6341384, 13.1866897 48.6339046, 13.1867032 48.6338992, 13.1869706 48.6337718, 13.1870216 48.6337187, 13.1871756 48.6336446, 13.1873234 48.6335795, 13.1874105 48.6335733, 13.1878903 48.6333604, 13.1882144 48.6332178, 13.1884786 48.6331163)",,,
130063243,,Stadtplatz,residential,False,True,22.391,,,,"LINESTRING (13.18534 48.6345104, 13.1851004 48.6346348)",,,
24697579,,Graben,residential,False,False,30.479,,,,"LINESTRING (13.18534 48.6345104, 13.185246 48.6343534, 13.1852061 48.6342515)",,,
"[596070866, 130063242, 42944834]",,Stadtplatz,residential,True,False,34.949,,,30,"LINESTRING (13.18534 48.6345104, 13.1855422 48.6344003, 13.1856457 48.6343533, 13.1856878 48.6343295, 13.1857144 48.634317)",,building_passage,
152056152,,Untere Donaulände,residential,False,False,60.733000000000004,,,,"LINESTRING (13.1883937 48.6341441, 13.1885381 48.6340801, 13.1890797 48.6338395)",,,
"[40096882, 24697726]",,"['Bahnhofstraße', 'Passauer Straße']",residential,False,"[False, True]",188.46399999999997,,,,"LINESTRING (13.1925969 48.630274, 13.1926239 48.6302067, 13.1927637 48.6301654, 13.1928256 48.6300803, 13.192827 48.6299353, 13.1918282 48.6299249, 13.1915971 48.6299225, 13.1911878 48.6299215, 13.1908835 48.6299177)",,,
"[1111157507, 1111157508]",St 2119,Passauer Straße,secondary,False,False,92.0,"['2', '3']",,50,"LINESTRING (13.1925969 48.630274, 13.1924673 48.6302878, 13.1923526 48.6303085, 13.1922498 48.630337, 13.1921276 48.6303754, 13.1919699 48.6304403, 13.1919517 48.6304476, 13.1917987 48.6305089, 13.1914774 48.6306287)",,,
"[1111157508, 1111157509]",St 2119,Passauer Straße,secondary,False,True,36.405,"['2', '3']",,50,"LINESTRING (13.1925969 48.630274, 13.1926937 48.6302721, 13.1928945 48.6302738, 13.1930922 48.6302753)",,,
130063245,,Vilsvorstadt,residential,False,True,95.387,,,30,"LINESTRING (13.1894125 48.6309287, 13.1893717 48.6309824, 13.1893363 48.6310461, 13.1892435 48.6313128, 13.1891478 48.6316476, 13.1891064 48.6317598)",,,
"[1111157500, 406136142, 1111157503]",St 2119,Vilsvorstadt,secondary,False,False,44.03,3,,50,"LINESTRING (13.1894125 48.6309287, 13.1893647 48.6308995, 13.1893413 48.630884, 13.1893124 48.6308516, 13.1891919 48.6306608, 13.1891414 48.6305808)",,,
"[1111157504, 1111157505]",St 2119,Passauer Straße,secondary,False,True,33.910000000000004,3,,50,"LINESTRING (13.1894125 48.6309287, 13.1894835 48.6309528, 13.1895737 48.6309677, 13.1896542 48.6309752, 13.189748 48.6309826, 13.1898607 48.6309867)",,,
"[42946469, 24766318]",,Mühlberg,residential,False,"[False, True]",341.13199999999995,,,,"LINESTRING (13.1805086 48.6319232, 13.1805055 48.6318612, 13.1804639 48.6318291, 13.1799484 48.6316222, 13.1795962 48.6314527, 13.1793619 48.6313278, 13.179152 48.6311883, 13.1790367 48.6310651, 13.1788538 48.6309527, 13.1793571 48.6306648, 13.1796426 48.6305742, 13.1797129 48.6305765, 13.1798474 48.6306212, 13.1799871 48.6307118, 13.1801337 48.6307829, 13.1803923 48.6309034, 13.1807368 48.6311247)",,,
1163101043,PA 83,Schweiklbergstraße,tertiary,False,True,15.299999999999999,2,,50,"LINESTRING (13.1805086 48.6319232, 13.1805816 48.6319283, 13.1807107 48.6319539)",,,
364976489,,Breslauer Straße,residential,False,True,50.595000000000006,,,,"LINESTRING (13.1805969 48.6322399, 13.180675 48.6322824, 13.1811036 48.6324441, 13.1811765 48.6324831)",,,
77040726,,Breslauer Straße,residential,False,False,35.467999999999996,,,,"LINESTRING (13.1811765 48.6324831, 13.1813918 48.6323043, 13.1814593 48.6322256)",,,
364976489,,Breslauer Straße,residential,False,False,50.595000000000006,,,,"LINESTRING (13.1811765 48.6324831, 13.1811036 48.6324441, 13.180675 48.6322824, 13.1805969 48.6322399)",,,
364976490,,Königsberger Straße,residential,False,False,31.753,,,,"LINESTRING (13.1819084 48.6335642, 13.1816669 48.6333274)",,,
24766311,,Bergreichensteinstraße,residential,False,True,133.292,,,,"LINESTRING (13.1803891 48.6341895, 13.1805937 48.6341824, 13.1808048 48.6342092, 13.1809838 48.6342205, 13.1810552 48.6342078, 13.1810989 48.6341775, 13.1811129 48.6341453, 13.1810196 48.6334699)",,,
701200200,,Donaupromenade,residential,False,False,62.022,,,30,"LINESTRING (13.1900196 48.633781, 13.1893207 48.6340937)",,,
24697580,,Alte Feuerwehrgasse,residential,True,False,56.768,,,,"LINESTRING (13.1853676 48.6350373, 13.1847464 48.6353408)",,,
42945208,,Obere Donaulände,residential,True,False,77.55199999999999,,,,"LINESTRING (13.1853676 48.6350373, 13.185402 48.6350726, 13.1855014 48.6352158, 13.1854971 48.6352548, 13.1854769 48.635281, 13.1854416 48.6353015, 13.1849335 48.6355158)",,,
24697579,,Graben,residential,False,False,269.072,,,,"LINESTRING (13.1852061 48.6342515, 13.1851416 48.6341388, 13.1849624 48.6339519, 13.1849219 48.6338836, 13.1849135 48.6338319, 13.1849303 48.6337654, 13.1849736 48.6336971, 13.1851245 48.6335393, 13.1852354 48.6334334, 13.1855467 48.6330939, 13.1855902 48.6330336, 13.1856653 48.6329528, 13.1857744 48.6328893, 13.1859004 48.6328353, 13.1862222 48.6327538, 13.1863482 48.6327254, 13.186509 48.6327042, 13.1869892 48.6326883)",,,
24697579,,Graben,residential,False,True,30.479,,,,"LINESTRING (13.1852061 48.6342515, 13.185246 48.6343534, 13.18534 48.6345104)",,,
7826886,,,tertiary,True,False,14.013000000000002,,,,"LINESTRING (13.181278 48.6353486, 13.1812611 48.6353162, 13.181263 48.6352857, 13.1812801 48.6352572, 13.1813104 48.6352341)",roundabout,,
7826886,,,tertiary,True,False,20.423000000000002,,,,"LINESTRING (13.1813104 48.6352341, 13.1813506 48.6352189, 13.1813961 48.6352133, 13.1814419 48.635218, 13.1814827 48.6352324, 13.1815141 48.635255, 13.1815324 48.6352831)",roundabout,,
