osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,bridge,ref,tunnel
"[568682864, 523885710]",True,3,East 7th Street,primary,25 mph,yes,False,141.23600000000002,"LINESTRING (-84.5120073 39.1039329, -84.5119166 39.103946, -84.5113162 39.1040371, -84.5112064 39.1040536, -84.5107776 39.1041182, -84.510519 39.1041571, -84.5104188 39.1041723, -84.5104005 39.104175)",,US 22;SR 3,
23047705,True,2,Plum Street,tertiary,25 mph,yes,False,71.361,"LINESTRING (-84.5178149 39.1004767, -84.5177976 39.1004052, -84.517662 39.099846)",,,
"[566674969, 566674950]",True,4,West 5th Street,tertiary,25 mph,yes,False,141.678,"LINESTRING (-84.5178149 39.1004767, -84.5176355 39.1005034, -84.5174504 39.1005313, -84.5171089 39.1005824, -84.5170014 39.1005985, -84.5169128 39.1006116, -84.5168708 39.1006181, -84.5165763 39.1006622, -84.5165121 39.1006718, -84.5163339 39.1006985, -84.5162028 39.1007181)",,,
233380674,True,5,Main Street,tertiary,25 mph,,False,58.902,"LINESTRING (-84.5091369 39.0991594, -84.5091602 39.0992556, -84.5092526 39.0996372, -84.5092577 39.0996581, -84.509263 39.09968)",,,
"[567780610, 567780623]",True,5,East 3rd Street,primary,25 mph,yes,False,141.188,"LINESTRING (-84.5091369 39.0991594, -84.5092506 39.0991428, -84.50973 39.0990731, -84.5099311 39.0990438, -84.5100471 39.099027, -84.510618 39.0989437, -84.510745 39.0989254)",,,
19068605,False,,Hammond Street,residential,,,True,127.57799999999999,"LINESTRING (-84.509263 39.09968, -84.5092006 39.099689, -84.508676 39.099764, -84.508509 39.09978, -84.5084404 39.0997685, -84.5083164 39.0992788)",,,
"[568682952, 233380674]",True,5,Main Street,tertiary,25 mph,,False,85.306,"LINESTRING (-84.509263 39.09968, -84.509282 39.099737, -84.5093917 39.1001706, -84.5094383 39.100355, -84.509458 39.100432)",,,
"[568682876, 109160861, 568644700]",True,"['4', '3']",East 7th Street,primary,25 mph,yes,False,142.147,"LINESTRING (-84.5104005 39.104175, -84.5103106 39.10419, -84.5101633 39.1042107, -84.5095932 39.104295, -84.509433 39.1043217, -84.5091988 39.104356, -84.5088937 39.104402, -84.5087834 39.1044186)",,US 22;SR 3,
"[568682840, 568682900, 207548470]",True,"['4', '3']",Main Street,tertiary,25 mph,yes,False,85.547,"LINESTRING (-84.5104005 39.104175, -84.5104196 39.1042516, -84.5104719 39.1044533, -84.5104986 39.1045602, -84.5105101 39.1046061, -84.5105731 39.1048599, -84.510591 39.10493)",,,
19068605,False,,Hammond Street,residential,,,False,127.578,"LINESTRING (-84.5083164 39.0992788, -84.5084404 39.0997685, -84.508509 39.09978, -84.508676 39.099764, -84.5092006 39.099689, -84.509263 39.09968)",,,
"[568475196, 567780622]",True,"['4', '5']",East 3rd Street,primary,25 mph,yes,False,72.037,"LINESTRING (-84.5083164 39.0992788, -84.5084755 39.0992557, -84.5090096 39.099178, -84.5090679 39.0991695, -84.5091369 39.0991594)",,,
"[567780841, 567780837]",True,2,Plum Street,tertiary,25 mph,yes,False,143.97500000000002,"LINESTRING (-84.5175065 39.0992363, -84.5174824 39.0991442, -84.5173397 39.0985983, -84.5173204 39.0985233, -84.5172791 39.098363, -84.5172038 39.0980709, -84.517177 39.097967)",,,
30735418,True,2,,motorway_link,,,False,91.96,"LINESTRING (-84.5145364 39.0983584, -84.5146939 39.098286, -84.515435 39.0981495, -84.5155515 39.0981244)",,,
"[218196898, 567780813]",True,3,West 3rd Street,primary,25 mph,yes,False,90.876,"LINESTRING (-84.5145364 39.0983584, -84.514933 39.098304, -84.5154539 39.0982258, -84.5155715 39.0982081)",,,
567780823,True,3,Elm Street,secondary,25 mph,yes,False,9.466,"LINESTRING (-84.5155515 39.0981244, -84.5155715 39.0982081)",,,
"[30735598, 41575251, 729369987, 567780830]",True,4,Elm Street,secondary,25 mph,yes,False,75.42099999999999,"LINESTRING (-84.5153917 39.0974578, -84.5154202 39.0976131, -84.5154998 39.0979088, -84.5155273 39.0980307, -84.5155399 39.0980758, -84.5155515 39.0981244)",yes,,
"[291377133, 567780662]",True,5,West 2nd Street,primary,25 mph,,False,141.334,"LINESTRING (-84.5153917 39.0974578, -84.5152512 39.0974798, -84.514441 39.0976077, -84.5143753 39.0976181, -84.5139018 39.0976927, -84.5137867 39.0977109)",,,
"[567780666, 567780628, 567780629, 567780630]",True,"['4', '5']",West 2nd Street,primary,25 mph,,False,142.60700000000003,"LINESTRING (-84.5137867 39.0977109, -84.5136376 39.0977365, -84.5132167 39.0977967, -84.5129643 39.0978344, -84.5126815 39.0978767, -84.5122927 39.0979351, -84.5121642 39.0979541)",,,
"[567780800, 567780804, 77782181, 567780793, 567780797]",True,"['5', '6']",West 2nd Street,primary,35 mph,yes,False,176.239,"LINESTRING (-84.5173855 39.0971164, -84.5169532 39.0972009, -84.5166652 39.0972572, -84.5160602 39.0973522, -84.5157113 39.0974076, -84.5154917 39.0974423, -84.5153917 39.0974578)",yes,,
567780598,True,2,,motorway_link,,,False,19.67,"LINESTRING (-84.5082839 39.0985331, -84.508073 39.0986002)",,,
"[19053818, 822147202]",True,"['1', '2']",West Garfield Place,residential,25 mph,,False,140.518,"LINESTRING (-84.5170152 39.1039271, -84.5169499 39.1039373, -84.5169008 39.103945, -84.5166033 39.1039915, -84.515936 39.1040958, -84.5157424 39.1041261, -84.5155487 39.1041564, -84.5154188 39.1041767)",,,
1063099564,True,4,Elm Street,primary,25 mph,yes,False,26.835,"LINESTRING (-84.5170152 39.1039271, -84.5170542 39.1040777, -84.5170765 39.1041637)",,US 42,
"[567780606, 99780665, 567780605, 567780782]",False,"['4', '3']",Marian Spencer Way,secondary,,,True,114.60799999999999,"LINESTRING (-84.5102974 39.0971859, -84.5103202 39.0972865, -84.5103728 39.0975166, -84.5104028 39.0976421, -84.5104742 39.0979323, -84.5105111 39.098076, -84.5105388 39.0981877, -84.5105421 39.0981989)",,,
"[207549674, 568804495]",True,"['3', '5']",Vine Street,secondary,25 mph,yes,False,147.49699999999999,"LINESTRING (-84.5129742 39.101136, -84.5130134 39.1012939, -84.5130916 39.1016131, -84.5131105 39.1016922, -84.5131223 39.1017414, -84.5131428 39.1018197, -84.5132222 39.1021228, -84.5132761 39.1023394, -84.5133015 39.1024379)",,,
"[568792431, 495559383]",True,"['4', '5']",East 5th Street,tertiary,25 mph,yes,False,144.99899999999997,"LINESTRING (-84.5129742 39.101136, -84.5129172 39.1011176, -84.5128663 39.1010892, -84.5128332 39.1010766, -84.5128001 39.101075, -84.5121699 39.1011669, -84.5117532 39.1012322, -84.51149 39.1012772, -84.5113833 39.1012843, -84.5113407 39.1012886)",,,
568475188,True,4,East 3rd Street,primary,25 mph,yes,False,33.372,"LINESTRING (-84.5071223 39.0994525, -84.5073807 39.0994149, -84.5075024 39.0993972)",,,
"[99780665, 567780782, 567780605, 567780606]",False,"['4', '3']",Marian Spencer Way,secondary,,,False,114.608,"LINESTRING (-84.5105421 39.0981989, -84.5105388 39.0981877, -84.5105111 39.098076, -84.5104742 39.0979323, -84.5104028 39.0976421, -84.5103728 39.0975166, -84.5103202 39.0972865, -84.5102974 39.0971859)",,,
"[567780608, 567780604]",True,4,East 2nd Street,primary,25 mph,yes,False,140.276,"LINESTRING (-84.5105421 39.0981989, -84.5097714 39.0983176, -84.5093896 39.0983758, -84.5090771 39.0984234, -84.508948 39.0984457)",,,
"[366167072, 729369993, 41575058, 567780620]",True,3,Main Street,tertiary,25 mph,,False,81.01899999999999,"LINESTRING (-84.508948 39.0984457, -84.5089739 39.0985486, -84.5089811 39.098577, -84.5090633 39.0988795, -84.5090951 39.0989947, -84.5091104 39.0990502, -84.5091369 39.0991594)",yes,,
207607205,True,3,East 2nd Street,primary,30 mph,yes,False,58.141999999999996,"LINESTRING (-84.508948 39.0984457, -84.5089235 39.0984491, -84.508808 39.0984688, -84.5085742 39.0984985, -84.5082839 39.0985331)",,,
