osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,junction,name
827658960,residential,False,False,127.289,"LINESTRING (71.9317949 30.3044289, 71.9323403 30.3041872, 71.9323313 30.3035718)",,,,,
180317211,residential,False,False,69.067,"LINESTRING (71.9324258 30.3025838, 71.9317064 30.3025889)",2,60,7.5,,
180317211,residential,False,True,17.8,"LINESTRING (71.9324258 30.3025838, 71.9326112 30.3025825)",2,60,7.5,,
790841823,residential,False,True,120.72,"LINESTRING (71.9290309 30.2990572, 71.9290631 30.2979719)",,,,,
180317212,tertiary,False,False,104.17099999999999,"LINESTRING (71.9290309 30.2990572, 71.9289919 30.2990561, 71.927946 30.2990421)",,,6.5,,
180317212,tertiary,False,True,107.453,"LINESTRING (71.9290309 30.2990572, 71.9296172 30.2990745, 71.9301496 30.2990867)",,,6.5,,
790841823,residential,False,False,213.492,"LINESTRING (71.9290309 30.2990572, 71.9290244 30.2992782, 71.9289814 30.3009767)",,,,,
540536144,residential,False,True,105.184,"LINESTRING (71.9290631 30.2979719, 71.9301574 30.2980177)",,,,,
790841823,residential,False,False,120.72,"LINESTRING (71.9290631 30.2979719, 71.9290309 30.2990572)",,,,,
540536144,residential,False,False,106.757,"LINESTRING (71.9290631 30.2979719, 71.9290231 30.2979702, 71.9279512 30.2979649)",,,,,
993123576,residential,False,True,161.42599999999996,"LINESTRING (71.9276319 30.3044304, 71.9276202 30.3039581, 71.9276127 30.3038928, 71.9275978 30.3038708, 71.9275755 30.3038579, 71.9275478 30.3038533, 71.9274254 30.3038524, 71.9272998 30.3038542, 71.9272551 30.303846, 71.9272274 30.3038313, 71.9272061 30.303811, 71.9271921 30.3037704, 71.9271787 30.303503, 71.927177 30.3034808, 71.9271703 30.3034592, 71.9271623 30.3034443, 71.9271483 30.3034344, 71.9271259 30.3034253, 71.927101 30.3034202, 71.9269835 30.3034241)",,,,,
993123574,residential,False,True,87.357,"LINESTRING (71.9278918 30.3017262, 71.9279131 30.3009408)",,,,,
884860863,tertiary,False,True,187.955,"LINESTRING (71.9297487 30.302571, 71.9317064 30.3025889)",2,60,7.5,,
993123575,residential,False,True,174.37,"LINESTRING (71.9297487 30.302571, 71.9297622 30.3010029)",,,,,
884860863,tertiary,False,False,260.366,"LINESTRING (71.9297487 30.302571, 71.9293018 30.3025669, 71.9284127 30.3025587, 71.9282945 30.3025576, 71.9270368 30.3025448)",2,60,7.5,,
576480119,residential,False,False,75.017,"LINESTRING (71.9297622 30.3010029, 71.9289814 30.3009767)",,,,,
576480119,residential,False,True,33.185,"LINESTRING (71.9297622 30.3010029, 71.9301076 30.3010145)",,,,,
993123575,residential,False,False,174.37,"LINESTRING (71.9297622 30.3010029, 71.9297487 30.302571)",,,,,
993123576,residential,False,False,104.741,"LINESTRING (71.9269118 30.304212, 71.9269134 30.3040617, 71.9269118 30.3038692, 71.9269033 30.30384, 71.9268813 30.3038137, 71.9268425 30.3037787, 71.9268188 30.3037495, 71.9268104 30.303716, 71.9268121 30.3036766, 71.9268036 30.3035074, 71.9268087 30.3034665, 71.9268188 30.3034461, 71.9268459 30.303433, 71.9268779 30.3034283, 71.9269835 30.3034241)",,,,,
993123576,residential,False,False,161.426,"LINESTRING (71.9269835 30.3034241, 71.927101 30.3034202, 71.9271259 30.3034253, 71.9271483 30.3034344, 71.9271623 30.3034443, 71.9271703 30.3034592, 71.927177 30.3034808, 71.9271787 30.303503, 71.9271921 30.3037704, 71.9272061 30.303811, 71.9272274 30.3038313, 71.9272551 30.303846, 71.9272998 30.3038542, 71.9274254 30.3038524, 71.9275478 30.3038533, 71.9275755 30.3038579, 71.9275978 30.3038708, 71.9276127 30.3038928, 71.9276202 30.3039581, 71.9276319 30.3044304)",,,,,
993123576,residential,False,True,104.74099999999999,"LINESTRING (71.9269835 30.3034241, 71.9268779 30.3034283, 71.9268459 30.303433, 71.9268188 30.3034461, 71.9268087 30.3034665, 71.9268036 30.3035074, 71.9268121 30.3036766, 71.9268104 30.303716, 71.9268188 30.3037495, 71.9268425 30.3037787, 71.9268813 30.3038137, 71.9269033 30.30384, 71.9269118 30.3038692, 71.9269134 30.3040617, 71.9269118 30.304212)",,,,,
993123577,residential,False,True,97.965,"LINESTRING (71.9269835 30.3034241, 71.9269895 30.3031821, 71.9270131 30.3029457, 71.9270326 30.3027606, 71.9270368 30.3025448)",,,,,
884860863,tertiary,False,False,191.487,"LINESTRING (71.9270368 30.3025448, 71.9266745 30.302539, 71.9259342 30.3025205, 71.9255479 30.302539, 71.9252797 30.3026409, 71.9250932 30.3027274)",2,60,7.5,,
884860863,tertiary,False,True,260.36600000000004,"LINESTRING (71.9270368 30.3025448, 71.9282945 30.3025576, 71.9284127 30.3025587, 71.9293018 30.3025669, 71.9297487 30.302571)",2,60,7.5,,
993123577,residential,False,False,97.965,"LINESTRING (71.9270368 30.3025448, 71.9270326 30.3027606, 71.9270131 30.3029457, 71.9269895 30.3031821, 71.9269835 30.3034241)",,,,,
540089528,secondary,True,False,13.021,"LINESTRING (71.9227746 30.3055489, 71.9228297 30.3056559)",,,,,
1222610975,secondary_link,False,True,7.522,"LINESTRING (71.9227746 30.3055489, 71.9228424 30.305515)",,,,,
1222610975,secondary_link,False,False,7.522,"LINESTRING (71.9228424 30.305515, 71.9227746 30.3055489)",,,,,
