osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,tunnel,junction,bridge
"[25094765, 110377077, 110377023]",False,2,,Avenue de Marcelin,secondary,50,"[False, True]",89.158,"LINESTRING (6.4927372 46.5116437, 6.492728 46.5116848, 6.492679 46.5118894, 6.4926596 46.5119703, 6.492618 46.5121783, 6.4925605 46.5124362)",,,,,
1171542837,True,,,Giratoire de la Gare,secondary,50,False,5.526,"LINESTRING (6.4926724 46.5113085, 6.492662 46.5112847, 6.49266 46.5112599)",5,,,roundabout,
1112588659,True,,,Giratoire de la Gare,secondary,50,False,15.075,"LINESTRING (6.4926793 46.5112143, 6.4927098 46.5111877, 6.4927509 46.5111691, 6.4927985 46.5111603, 6.4928477 46.5111622)",5,,,roundabout,
"[483103857, 25094765]",False,2,,Avenue de Marcelin,secondary,50,True,69.83699999999999,"LINESTRING (6.4924487 46.5130595, 6.4924554 46.5130152, 6.4924591 46.5129897, 6.4925294 46.5126015, 6.4925605 46.5124362)",,,,,
509763886,True,,,Avenue de Marcelin,secondary,50,False,24.405,"LINESTRING (6.4924487 46.5130595, 6.4924676 46.5131778, 6.4924759 46.5132449, 6.49248 46.5132779)",4,,,,
551198544,True,,1,Rond-Point de la Tour,secondary,50,False,7.1659999999999995,"LINESTRING (6.49248 46.5132779, 6.4925009 46.5132817, 6.4925203 46.513288, 6.4925406 46.5132984, 6.4925572 46.5133115)",5,,,roundabout,
110927991,True,2,,Avenue Henry-Warnery,secondary,50,False,9.379,"LINESTRING (6.492564 46.5111857, 6.4926793 46.5112143)",,,,,
86642206,False,,,Place de la Gare,unclassified,50,True,9.676,"LINESTRING (6.4942381 46.5104845, 6.49432 46.5105508)",8,,,,
93610632,False,,,Place de la Gare,unclassified,50,False,7.26,"LINESTRING (6.4942381 46.5104845, 6.4941785 46.5104337)",8,,,,
"[1026872171, 88954925, 86636014, 927629711, 86636018]",True,2,,Rue de la Gare,"['secondary', 'tertiary']",50,False,128.576,"LINESTRING (6.4942381 46.5104845, 6.4941533 46.5105648, 6.4941068 46.5105908, 6.4938059 46.510767, 6.4936778 46.5108409, 6.4935687 46.5108759, 6.493271 46.5110251, 6.4931386 46.5111071, 6.4930768 46.5111453, 6.4930282 46.5111709, 6.4929536 46.5112195)",4,,yes,,
86642206,False,,,Place de la Gare,unclassified,50,False,9.676,"LINESTRING (6.49432 46.5105508, 6.4942381 46.5104845)",8,,,,
"[150933472, 110013836]",False,,,Rue Henry-Dunant,residential,30,False,116.448,"LINESTRING (6.4987181 46.513664, 6.498807 46.5135822, 6.4989534 46.5134476, 6.4989846 46.5134129, 6.4991615 46.5132477, 6.4993209 46.5130989, 6.4994923 46.5129396, 6.4996536 46.5128419)",,,,,
"[87182265, 597278417, 110966317]",False,,,Place de la Navigation,residential,50,False,80.753,"LINESTRING (6.4970669 46.5061555, 6.4971152 46.5062659, 6.4972907 46.5065384, 6.4974023 46.506741, 6.4974616 46.5068281)",,,,,
"[953691984, 110018306]",True,,,Grand-Rue,"['living_street', 'residential']","['20', '50']",False,27.594,"LINESTRING (6.4967682 46.5077829, 6.4966188 46.5077597, 6.4964605 46.5077497, 6.4964123 46.5077464)",4,,,,
"[953691985, 86759717]",True,,,Grand-Rue,"['living_street', 'residential']","['20', '50']",False,30.121000000000002,"LINESTRING (6.4967682 46.5077829, 6.4966302 46.507698, 6.4965781 46.5076408, 6.4965519 46.507567)",,,,,
86759682,True,1,,Place Charles Dufour,residential,50,False,44.138,"LINESTRING (6.4964123 46.5077464, 6.4963045 46.5077428, 6.496196 46.5077314, 6.4961172 46.5077228, 6.4958416 46.5076918)",,,,,
110018308,True,1,,Place Charles Dufour,residential,50,False,22.667,"LINESTRING (6.4964123 46.5077464, 6.4964701 46.5076596, 6.4965519 46.507567)",,,,,
"[673495097, 87372404, 521367561]",True,,,Promenade du Petit-Bois,residential,30,False,194.351,"LINESTRING (6.4948312 46.5073488, 6.49477 46.5073406, 6.4947064 46.5073321, 6.4944922 46.5073013, 6.494274 46.5072699, 6.4940515 46.5072378, 6.4938361 46.5072068, 6.4936124 46.5071746, 6.4933877 46.5071422, 6.4931441 46.5071072, 6.4929421 46.5070503, 6.4927417 46.5069939, 6.4925703 46.5068892, 6.4924316 46.5068459)",5,,,,
110840665,True,,,Place Charles Dufour,residential,30,False,4.875,"LINESTRING (6.4949917 46.5074917, 6.494985 46.5075353)",5,,,,
"[110377062, 110840657, 28902997, 87372442, 791403197]",True,"['1', '2']",1,"['Place Charles Dufour', 'Avenue Ignace Paderewski']",primary,50,False,124.66199999999999,"LINESTRING (6.4949917 46.5074917, 6.4952467 46.507519, 6.4960462 46.5076585, 6.4962043 46.5076647, 6.4962856 46.5076628, 6.4963142 46.5076621, 6.4964168 46.5076363, 6.4965519 46.507567)","['4', '5']",,,,
87372502,True,,,Promenade du Petit-Bois,residential,30,False,17.139,"LINESTRING (6.4924316 46.5068459, 6.4924006 46.5068089, 6.492405 46.5067769, 6.4924392 46.5067511, 6.4925013 46.5067392)",,,,,
"[124780848, 521367561]",True,,,Promenade du Petit-Bois,residential,30,False,41.652,"LINESTRING (6.4924316 46.5068459, 6.4922108 46.5067768, 6.4919362 46.5066908)",,,,,
"[521367556, 87372492, 124780845, 124780846, 124780847, 124780849, 87372415]",True,,,"['Promenade du Général-Guisan', 'Promenade du Petit-Bois']",residential,30,False,262.90000000000003,"LINESTRING (6.4925013 46.5067392, 6.4926449 46.5067655, 6.4928602 46.5068115, 6.4930574 46.5068694, 6.4932493 46.5069258, 6.4933568 46.506945, 6.4934331 46.5069256, 6.4934791 46.506881, 6.493528 46.5068012, 6.4936199 46.5067678, 6.4937437 46.5067509, 6.4938925 46.5067173, 6.4939939 46.5066771, 6.4940916 46.5066148, 6.49425 46.5065533, 6.4943333 46.5065265, 6.4944087 46.5065296, 6.4944321 46.5065402, 6.4944778 46.506561, 6.4946754 46.5066831, 6.4948527 46.5068059, 6.494936 46.5070844, 6.4949818 46.5072473)",5,,,,
110377068,True,,77,Avenue des Pâquis,secondary,50,False,7.449,"LINESTRING (6.497944 46.5110632, 6.4979127 46.5110433, 6.4978877 46.5110098)",,,,,
102576485,True,,,Rue Saint-Louis,residential,50,False,28.814999999999998,"LINESTRING (6.4983036 46.5111714, 6.498175 46.5111759, 6.4980637 46.5111853, 6.49795 46.5112362)",,,,,
110377075,True,,77,Avenue des Pâquis,secondary,50,False,30.076999999999998,"LINESTRING (6.4983036 46.5111714, 6.498076 46.5111063, 6.4980087 46.5110887, 6.497944 46.5110632)",,,,,
993447937,False,,,,residential,,False,63.287,"LINESTRING (6.4923815 46.5097671, 6.4930089 46.5101379)",,,,,
"[86759675, 86759735]",True,,,Rue du Bluard,residential,50,False,61.357,"LINESTRING (6.5013445 46.5101008, 6.5013188 46.5101278, 6.5007184 46.5103225, 6.5006876 46.5103301, 6.5006654 46.5103673)",4,,,,
"[110018332, 320207613]",True,,,Quai Jean-Louis Lochmann,unclassified,50,False,197.08799999999997,"LINESTRING (6.5013445 46.5101008, 6.5013654 46.5101307, 6.5015712 46.5104322, 6.5015993 46.5104765, 6.5016014 46.510542, 6.5015805 46.5106241, 6.5015162 46.5107082, 6.5014116 46.5107755, 6.5005717 46.5109283, 6.5001176 46.5110068, 6.5000137 46.5110249, 6.4999831 46.5110293)",6,,,,
"[527948842, 298643179]",True,1,1,Rue Louis de Savoie,primary,50,False,58.971999999999994,"LINESTRING (6.4969157 46.5073101, 6.4970015 46.5072968, 6.4970883 46.5072991, 6.4971792 46.5073304, 6.4972747 46.5073928, 6.497339 46.5074476, 6.4974829 46.5075967)",,,,,
314139578,True,1,1,Rue du Château,unclassified,50,False,51.114999999999995,"LINESTRING (6.4969157 46.5073101, 6.4969575 46.5072846, 6.4969986 46.507257, 6.4971069 46.5071843, 6.4973211 46.5070598, 6.4974203 46.5070098)",,,,,
509763885,False,2,,Avenue de Marcelin,tertiary,50,False,5.022,"LINESTRING (6.4920868 46.513524, 6.4920294 46.5135459)",,,,,
488559398,True,,,Avenue de Marcelin,tertiary,50,False,29.536,"LINESTRING (6.4920868 46.513524, 6.4922147 46.5134376, 6.4922855 46.5133811, 6.4923498 46.5133299)",4,,,,
"[23374163, 444651404]",False,,,Rue des Vignerons,residential,30,True,19.186999999999998,"LINESTRING (6.492839 46.5101231, 6.4929551 46.510193, 6.4930089 46.5101379)",,,,,
551198546,True,,1,Rond-Point de la Tour,secondary,50,False,3.931,"LINESTRING (6.4923498 46.5133299, 6.4923576 46.5133183, 6.4923774 46.5133003)",5,,,roundabout,
488559397,True,,,Avenue de Marcelin,secondary,50,False,27.506999999999998,"LINESTRING (6.4923774 46.5133003, 6.4923939 46.5131737, 6.4924487 46.5130595)",4,,,,
551198545,True,,1,Rond-Point de la Tour,secondary,50,False,8.531,"LINESTRING (6.4923774 46.5133003, 6.4923948 46.5132905, 6.4924146 46.5132832, 6.4924468 46.5132773, 6.49248 46.5132779)",5,,,roundabout,
488559396,True,,1,Avenue Jean-Jacques Cart,secondary,50,False,34.097,"LINESTRING (6.4925572 46.5133115, 6.4926479 46.5133289, 6.4927213 46.5133336, 6.4928369 46.5133405, 6.4929976 46.5133283)",4,,,,
551198548,True,,1,Rond-Point de la Tour,secondary,50,False,11.690999999999999,"LINESTRING (6.4925572 46.5133115, 6.4925709 46.5133293, 6.4925777 46.513349, 6.4925781 46.5133637, 6.4925747 46.5133783, 6.4925656 46.5133948, 6.4925515 46.5134095)",5,,,roundabout,
110004590,False,2,,Avenue Jean-Jacques Cart,secondary,50,True,24.591,"LINESTRING (6.4929976 46.5133283, 6.4932997 46.5132529)",,,,,
"[1026353999, 488559399]",True,,1,Avenue Jean-Jacques Cart,secondary,50,False,35.717999999999996,"LINESTRING (6.4929976 46.5133283, 6.4928672 46.5133749, 6.4927224 46.5133931, 6.4926326 46.5134034, 6.4926168 46.5134046, 6.4925515 46.5134095)",4,,,,
673495100,True,,,Place Charles Dufour,residential,30,False,4.94,"LINESTRING (6.494985 46.5075353, 6.4949734 46.507579)",5,,,,
673495099,True,,,Promenade du Petit-Bois,residential,30,False,11.329,"LINESTRING (6.494985 46.5075353, 6.4949149 46.507517, 6.494872 46.5074763)",4,,,,
686184483,False,,,Place de l'Eglise,residential,50,False,8.452,"LINESTRING (6.5000996 46.510633, 6.5000738 46.5106397, 6.5000194 46.5106493, 6.4999935 46.5106538)",,,,,
86759703,True,2,1,Rue Louis de Savoie,primary,50,False,16.315,"LINESTRING (6.4999935 46.5106538, 6.4999946 46.5107198, 6.4999917 46.5108005)",,,,,
686184483,False,,,Place de l'Eglise,residential,50,True,8.452,"LINESTRING (6.4999935 46.5106538, 6.5000194 46.5106493, 6.5000738 46.5106397, 6.5000996 46.510633)",,,,,
975933375,False,,,Rue Saint-Louis,residential,30,False,14.063,"LINESTRING (6.4966219 46.5118523, 6.4967294 46.5118419, 6.4967907 46.5118119)",5,,,,
1171542839,True,2,,Avenue de Marcelin,secondary,50,False,15.955,"LINESTRING (6.4927729 46.5114918, 6.4927235 46.5113524)",,,,,
1171542842,False,2,,Avenue de Marcelin,secondary,50,True,17.11,"LINESTRING (6.4927729 46.5114918, 6.4927372 46.5116437)",,,,,
"[23365169, 198693563]",False,,,Rue Docteur Yersin,residential,30,True,132.651,"LINESTRING (6.4989917 46.5119978, 6.498947 46.5120204, 6.4989158 46.5120362, 6.4982794 46.5124929, 6.4982106 46.5125377, 6.4981845 46.5125548, 6.4981259 46.5125931, 6.4978042 46.5128035, 6.4977491 46.5128265)",5,,,,
849917470,True,,77,Avenue des Pâquis,secondary,50,False,9.927,"LINESTRING (6.4989917 46.5119978, 6.4989809 46.5119816, 6.4989774 46.5119639, 6.4989817 46.5119462, 6.4989933 46.5119303, 6.4990111 46.5119173)",,,,roundabout,
849917471,True,,77,Avenue des Pâquis,secondary,50,False,7.018000000000001,"LINESTRING (6.4990111 46.5119173, 6.4990309 46.5119093, 6.499053 46.5119052, 6.4990575 46.5119051, 6.4990759 46.5119051, 6.4990981 46.5119091)",,,,roundabout,
"[849917473, 527858934]",False,2,77,Avenue des Pâquis,secondary,50,False,56.915,"LINESTRING (6.4990111 46.5119173, 6.4989996 46.5119019, 6.4989855 46.5118832, 6.4989599 46.511849, 6.498898 46.5117643, 6.4986902 46.5114757, 6.4986782 46.5114596)",,,,,
849917471,True,,77,Avenue des Pâquis,secondary,50,False,16.592999999999996,"LINESTRING (6.4990981 46.5119091, 6.4991213 46.5119188, 6.4991391 46.5119328, 6.4991497 46.51195, 6.4991523 46.5119686, 6.4991464 46.5119868, 6.4991327 46.5120029, 6.4991126 46.5120153, 6.4990878 46.5120229)",,,,roundabout,
849917472,True,2,,Rue Docteur Yersin,unclassified,50,False,76.7,"LINESTRING (6.4990981 46.5119091, 6.4991302 46.5118903, 6.4992152 46.511842, 6.4992704 46.5118218, 6.4993218 46.5118036, 6.4993696 46.5117851, 6.4996701 46.5116757, 6.4997858 46.5116409, 6.4998269 46.5116286, 6.4999792 46.5115873)",,,,,
"[527858937, 110013866]",False,"['2', '3']",77,Avenue des Pâquis,secondary,50,True,100.83800000000001,"LINESTRING (6.4990878 46.5120229, 6.4991316 46.5120867, 6.4991565 46.512123, 6.4996536 46.5128419)",,,,,
849917470,True,,77,Avenue des Pâquis,secondary,50,False,8.331,"LINESTRING (6.4990878 46.5120229, 6.4990601 46.512025, 6.4990329 46.5120209, 6.4989917 46.5119978)",,,,roundabout,
"[86759722, 86759661]",True,2,,Rue de la Gare,secondary,50,False,51.38099999999999,"LINESTRING (6.4958231 46.5090115, 6.4959497 46.5088934, 6.4959956 46.5088541, 6.4960728 46.5087584, 6.4961495 46.5086122)",,,,,
110377050,False,2,,Rue de la Gare,secondary,50,True,64.93,"LINESTRING (6.4958231 46.5090115, 6.4957103 46.5091135, 6.4955604 46.5092448, 6.495406 46.5093791, 6.4953561 46.5094226, 6.4953009 46.5094717)",,,,,
953693405,True,,,Grand-Rue,living_street,20,False,4.961,"LINESTRING (6.4970173 46.507927, 6.496979 46.507891)",5,,,,
993447937,False,,,,residential,,True,63.287,"LINESTRING (6.4930089 46.5101379, 6.4923815 46.5097671)",,,,,
"[23374163, 444651404]",False,,,Rue des Vignerons,residential,30,False,19.186999999999998,"LINESTRING (6.4930089 46.5101379, 6.4929551 46.510193, 6.492839 46.5101231)",,,,,
23374163,False,,,Rue des Vignerons,residential,30,True,124.614,"LINESTRING (6.4930089 46.5101379, 6.4934182 46.5097255, 6.4937794 46.5093616, 6.4939239 46.5092109)",,,,,
93610632,False,,,Place de la Gare,unclassified,50,True,7.26,"LINESTRING (6.4941785 46.5104337, 6.4942381 46.5104845)",8,,,,
88954846,True,,,Rue de la Gare,secondary,50,False,17.369,"LINESTRING (6.4941785 46.5104337, 6.4942837 46.5103798, 6.4942985 46.5103699, 6.4943654 46.5103463)",5,,,,
26014731,False,,,Rue du Sablon,unclassified,20,True,77.72099999999999,"LINESTRING (6.4955338 46.5104716, 6.4954153 46.5103923, 6.495346 46.5103571, 6.4948616 46.5100596, 6.4948151 46.5100311, 6.4947768 46.5100062)",8,destination,,,
1171542834,True,2,,Avenue Henry-Warnery,secondary,50,False,11.047,"LINESTRING (6.49266 46.5112599, 6.492564 46.5111857)",,,,,
1171542836,True,,,Giratoire de la Gare,secondary,50,False,5.3149999999999995,"LINESTRING (6.49266 46.5112599, 6.4926659 46.5112364, 6.4926793 46.5112143)",5,,,roundabout,
1171542838,True,2,,Avenue de Marcelin,secondary,50,False,17.574,"LINESTRING (6.4928942 46.5113576, 6.4927729 46.5114918)",,,,,
1171542840,True,,,Giratoire de la Gare,secondary,50,False,13.767,"LINESTRING (6.4928942 46.5113576, 6.4928378 46.5113716, 6.4927779 46.5113698, 6.4927235 46.5113524)",5,,,roundabout,
