osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge,tunnel
26563423,False,,,unclassified,,False,34.135,"LINESTRING (-6.9906575 52.9912415, -6.9903395 52.9910015)",,,
337432601,False,2,R428,secondary,50,True,18.632,"LINESTRING (-6.9902971 52.9942014, -6.990187 52.9940475)",Woodstock Street,,
32014881,False,,,unclassified,,False,134.71200000000002,"LINESTRING (-6.9902971 52.9942014, -6.9900616 52.9943009, -6.9892521 52.9946664, -6.9891304 52.9947242, -6.9887401 52.9949149, -6.9886847 52.9949151)",Barrack Lane,,
1098378682,False,,,unclassified,,True,14.43,"LINESTRING (-6.9880578 52.9951606, -6.9882549 52.995108)",Barrack Lane,,
32014881,False,,,unclassified,,True,134.71200000000002,"LINESTRING (-6.9886847 52.9949151, -6.9887401 52.9949149, -6.9891304 52.9947242, -6.9892521 52.9946664, -6.9900616 52.9943009, -6.9902971 52.9942014)",Barrack Lane,,
32056692,False,,,residential,,True,299.72400000000005,"LINESTRING (-6.9886847 52.9949151, -6.9884066 52.9946974, -6.9881797 52.9945013, -6.9878219 52.9942065, -6.9877485 52.9941249, -6.9877437 52.9940695, -6.9877989 52.9939975, -6.9878595 52.9939681, -6.9880365 52.9938713, -6.9885809 52.9936309, -6.9888456 52.993508, -6.988911 52.9934507, -6.9888877 52.9933839, -6.9886752 52.9931751, -6.9886145 52.9930688, -6.988586 52.9929577, -6.9886381 52.9929025, -6.9888293 52.9928688)",Greenhills,,
1098378682,False,,,unclassified,,False,36.317,"LINESTRING (-6.9886847 52.9949151, -6.9886165 52.9949713, -6.9882549 52.995108)",Barrack Lane,,
32056692,False,,,residential,,False,299.72400000000005,"LINESTRING (-6.9888293 52.9928688, -6.9886381 52.9929025, -6.988586 52.9929577, -6.9886145 52.9930688, -6.9886752 52.9931751, -6.9888877 52.9933839, -6.988911 52.9934507, -6.9888456 52.993508, -6.9885809 52.9936309, -6.9880365 52.9938713, -6.9878595 52.9939681, -6.9877989 52.9939975, -6.9877437 52.9940695, -6.9877485 52.9941249, -6.9878219 52.9942065, -6.9881797 52.9945013, -6.9884066 52.9946974, -6.9886847 52.9949151)",Greenhills,,
337432601,False,2,R428,secondary,50,False,18.632,"LINESTRING (-6.990187 52.9940475, -6.9902971 52.9942014)",Woodstock Street,,
337432601,False,2,R428,secondary,50,True,33.357,"LINESTRING (-6.990187 52.9940475, -6.9901658 52.9939947, -6.99007 52.9937559)",Woodstock Street,,
"[32387788, 394973086]",False,,,residential,,False,195.69299999999998,"LINESTRING (-6.9901919 52.9964159, -6.9901506 52.9963866, -6.9894821 52.9959122, -6.9890425 52.9955838, -6.9887038 52.995441, -6.9882549 52.995108)","['Castle Park', 'Towns Park']",,
1098378682,False,,,unclassified,,False,14.43,"LINESTRING (-6.9882549 52.995108, -6.9880578 52.9951606)",Barrack Lane,,
"[32387788, 394973086]",False,,,residential,,True,195.69299999999998,"LINESTRING (-6.9882549 52.995108, -6.9887038 52.995441, -6.9890425 52.9955838, -6.9894821 52.9959122, -6.9901506 52.9963866, -6.9901919 52.9964159)","['Towns Park', 'Castle Park']",,
1098378682,False,,,unclassified,,True,36.317,"LINESTRING (-6.9882549 52.995108, -6.9886165 52.9949713, -6.9886847 52.9949151)",Barrack Lane,,
32531853,False,,,residential,,False,46.239999999999995,"LINESTRING (-6.9893806 52.9937647, -6.9897339 52.9937731, -6.9899763 52.9937607, -6.99007 52.9937559)",Malone Place,,
32531853,False,,,residential,,True,46.24,"LINESTRING (-6.99007 52.9937559, -6.9899763 52.9937607, -6.9897339 52.9937731, -6.9893806 52.9937647)",Malone Place,,
337432601,False,2,R428,secondary,50,False,33.357,"LINESTRING (-6.99007 52.9937559, -6.9901658 52.9939947, -6.990187 52.9940475)",Woodstock Street,,
"[337432601, 23589660]",False,2,R428,secondary,50,True,179.69000000000003,"LINESTRING (-6.99007 52.9937559, -6.9900425 52.9935957, -6.9900353 52.9935624, -6.9900113 52.9934248, -6.989916 52.9928542, -6.989835 52.9926326, -6.9897346 52.9924523, -6.9896736 52.9923427, -6.9895802 52.992175)",Woodstock Street,,
38919504,False,,,residential,,True,39.558,"LINESTRING (-6.9823363 52.9891748, -6.9821407 52.9888391)",Marina Court,,
"[38919505, 394465482, 394465481]",False,,,residential,,False,77.667,"LINESTRING (-6.9832408 52.9886179, -6.9826034 52.988742, -6.9824936 52.9887626, -6.9823848 52.9887843, -6.9822856 52.9888103, -6.9821407 52.9888391)",Marina Court,,building_passage
38919504,False,,,residential,,False,39.558,"LINESTRING (-6.9821407 52.9888391, -6.9823363 52.9891748)",Marina Court,,
38919504,False,,,residential,,True,67.017,"LINESTRING (-6.9821407 52.9888391, -6.9819617 52.9885405, -6.9818008 52.9882722)",Marina Court,,
"[38919505, 394465481, 394465482]",False,,,residential,,True,77.667,"LINESTRING (-6.9821407 52.9888391, -6.9822856 52.9888103, -6.9823848 52.9887843, -6.9824936 52.9887626, -6.9826034 52.988742, -6.9832408 52.9886179)",Marina Court,,building_passage
23391707,False,2,L4015,tertiary,50,True,59.94,"LINESTRING (-6.9780894 52.9929057, -6.9789828 52.9928683)",Leinster Street,,
1153884893,False,2,L4015,tertiary,50,False,14.236,"LINESTRING (-6.9780894 52.9929057, -6.9778775 52.9929168)",Leinster Street,,
39164812,False,,,residential,,False,90.674,"LINESTRING (-6.9780894 52.9929057, -6.9781146 52.9930312, -6.9781431 52.9931096, -6.978181 52.9931503, -6.9782724 52.9934014, -6.978305 52.9934525, -6.9784124 52.9935322, -6.9785003 52.9936701)",The Grove,,
39164812,False,,,residential,,True,90.67399999999999,"LINESTRING (-6.9785003 52.9936701, -6.9784124 52.9935322, -6.978305 52.9934525, -6.9782724 52.9934014, -6.978181 52.9931503, -6.9781431 52.9931096, -6.9781146 52.9930312, -6.9780894 52.9929057)",The Grove,,
23880870,False,2,,unclassified,50,False,39.489,"LINESTRING (-6.9880355 52.9904159, -6.988622 52.9903774)",Dominican Church Lane,,
24686812,False,,,residential,,False,59.175,"LINESTRING (-6.9880355 52.9904159, -6.9881708 52.9909418)",Friary Walk,,
"[976928662, 23880870]",False,2,,unclassified,50,True,66.915,"LINESTRING (-6.9880355 52.9904159, -6.9877164 52.9904352, -6.9876444 52.9904441, -6.9873855 52.9904708, -6.9870504 52.9905144)",Dominican Church Lane,,
24686812,False,,,residential,,True,59.175,"LINESTRING (-6.9881708 52.9909418, -6.9880355 52.9904159)",Friary Walk,,
106310757,False,,,residential,,False,18.614,"LINESTRING (-6.9801075 52.9960387, -6.9799373 52.9959063)",Clonmullion,,
106310757,False,,,residential,,True,60.032,"LINESTRING (-6.9801075 52.9960387, -6.9809806 52.9961625)",Clonmullion,,
106310757,False,,,residential,,False,60.032,"LINESTRING (-6.9809806 52.9961625, -6.9801075 52.9960387)",Clonmullion,,
106310753,False,,,residential,,True,42.116,"LINESTRING (-6.9809806 52.9961625, -6.9810251 52.9960298, -6.9810359 52.9957865)",Clonmullion,,
"[40273008, 106310753]",False,,,residential,,False,246.787,"LINESTRING (-6.9794734 52.9937888, -6.9808994 52.9954242, -6.9809526 52.9955205, -6.980992 52.9956138, -6.9810359 52.9957865)","['Convent View', 'Clonmullion']",,
40273008,False,,,residential,,True,20.451999999999998,"LINESTRING (-6.9794734 52.9937888, -6.9794339 52.9937143, -6.9794646 52.9936102)",Convent View,,
106310754,False,,,residential,,False,200.935,"LINESTRING (-6.9794734 52.9937888, -6.9787408 52.9939347, -6.9786761 52.9939626, -6.9786224 52.9939974, -6.9786215 52.9940417, -6.9786356 52.994079, -6.978718 52.9941756, -6.9787961 52.9942689, -6.9788856 52.9943972, -6.9789241 52.994502, -6.978913 52.9945991, -6.9788904 52.9947265, -6.9786665 52.9948149, -6.9785275 52.9948208, -6.9783868 52.9948369, -6.9782641 52.9947082)",Clonmullion,,
106310753,False,,,residential,,False,42.116,"LINESTRING (-6.9810359 52.9957865, -6.9810251 52.9960298, -6.9809806 52.9961625)",Clonmullion,,
"[40273008, 106310753]",False,,,residential,,True,246.787,"LINESTRING (-6.9810359 52.9957865, -6.980992 52.9956138, -6.9809526 52.9955205, -6.9808994 52.9954242, -6.9794734 52.9937888)","['Convent View', 'Clonmullion']",,
106310763,False,,,residential,,False,132.41,"LINESTRING (-6.9810359 52.9957865, -6.9813252 52.9957593, -6.9814937 52.9957452, -6.9816144 52.9957422, -6.9817336 52.9957498, -6.9818024 52.9957655, -6.9818453 52.9957939, -6.9817628 52.9960796, -6.9817108 52.9961104, -6.9814659 52.9960841, -6.9811361 52.9960523)",Convent View Crescent,,
106310763,False,,,residential,,True,132.41,"LINESTRING (-6.9811361 52.9960523, -6.9814659 52.9960841, -6.9817108 52.9961104, -6.9817628 52.9960796, -6.9818453 52.9957939, -6.9818024 52.9957655, -6.9817336 52.9957498, -6.9816144 52.9957422, -6.9814937 52.9957452, -6.9813252 52.9957593, -6.9810359 52.9957865)",Convent View Crescent,,
108375834,False,,,residential,,True,63.577,"LINESTRING (-6.985871 52.9911672, -6.9860196 52.9914697, -6.9862036 52.9914408, -6.9864306 52.9914027)",Priory Court,,
106310757,False,,,residential,,True,18.614,"LINESTRING (-6.9799373 52.9959063, -6.9801075 52.9960387)",Clonmullion,,
106310757,False,,,residential,,False,97.88799999999999,"LINESTRING (-6.9799373 52.9959063, -6.9794 52.9952766, -6.9791429 52.9953527)",Clonmullion,,
114723976,False,,,residential,,False,86.626,"LINESTRING (-6.9799373 52.9959063, -6.9793811 52.9960697, -6.9791364 52.9961416, -6.9792238 52.9962493, -6.9794071 52.9961954)",Clonmullion,,
106310757,False,,,residential,,True,55.513999999999996,"LINESTRING (-6.978845 52.995623, -6.9786951 52.9954466, -6.9789689 52.9953599, -6.9790371 52.9953799, -6.9791429 52.9953527)",Clonmullion,,
106310754,False,,,residential,,True,200.935,"LINESTRING (-6.9782641 52.9947082, -6.9783868 52.9948369, -6.9785275 52.9948208, -6.9786665 52.9948149, -6.9788904 52.9947265, -6.978913 52.9945991, -6.9789241 52.994502, -6.9788856 52.9943972, -6.9787961 52.9942689, -6.978718 52.9941756, -6.9786356 52.994079, -6.9786215 52.9940417, -6.9786224 52.9939974, -6.9786761 52.9939626, -6.9787408 52.9939347, -6.9794734 52.9937888)",Clonmullion,,
106310757,False,,,residential,,False,55.514,"LINESTRING (-6.9791429 52.9953527, -6.9790371 52.9953799, -6.9789689 52.9953599, -6.9786951 52.9954466, -6.978845 52.995623)",Clonmullion,,
106310757,False,,,residential,,True,97.88799999999999,"LINESTRING (-6.9791429 52.9953527, -6.9794 52.9952766, -6.9799373 52.9959063)",Clonmullion,,
114723986,False,,,residential,,False,32.221999999999994,"LINESTRING (-6.9791429 52.9953527, -6.9792669 52.9955073, -6.9790885 52.9955565)",Clonmullion,,
206331459,False,,,residential,,False,13.894,"LINESTRING (-6.9788748 52.9905725, -6.978807 52.9904544)",Athmore,,
"[1217379515, 1217379516]",False,2,,tertiary,50,False,64.17699999999999,"LINESTRING (-6.9788748 52.9905725, -6.9793659 52.9904743, -6.9797847 52.9903905)",Church Road,,
"[1217379515, 24854203, 1217379517]",False,2,,tertiary,50,True,116.03100000000002,"LINESTRING (-6.9788748 52.9905725, -6.9786402 52.9906194, -6.9781054 52.9907263, -6.977715 52.9908044, -6.9775611 52.9908352, -6.9773902 52.9908694, -6.9772294 52.990901)",Church Road,,
206331460,False,,,residential,,False,172.73100000000002,"LINESTRING (-6.9772294 52.990901, -6.9771073 52.9905834, -6.9770224 52.9905228, -6.9767666 52.9904475, -6.976699 52.9904, -6.9766494 52.9903301, -6.9766082 52.9901874, -6.9766421 52.9900489, -6.9767007 52.9898517, -6.9768069 52.989675, -6.9769493 52.9895339)",Church Crescent,,
"[1217379515, 24854203, 1217379517]",False,2,,tertiary,50,False,116.031,"LINESTRING (-6.9772294 52.990901, -6.9773902 52.9908694, -6.9775611 52.9908352, -6.977715 52.9908044, -6.9781054 52.9907263, -6.9786402 52.9906194, -6.9788748 52.9905725)",Church Road,,
"[1209844657, 1217379517, 1175967739, 1209844893, 1217379518]",False,2,,tertiary,50,True,311.795,"LINESTRING (-6.9772294 52.990901, -6.977041 52.9909381, -6.9768102 52.9909879, -6.9767327 52.9910257, -6.9766577 52.9910683, -6.9766094 52.9911079, -6.9765772 52.9911636, -6.9765651 52.9912144, -6.9765772 52.9912945, -6.9766258 52.9914036, -6.9770072 52.992234, -6.9770733 52.9923779, -6.9770955 52.9924278, -6.9771048 52.9924473, -6.9771387 52.9925188, -6.9771623 52.9925686, -6.9772731 52.9926378, -6.977446 52.9926802, -6.9776677 52.9927002, -6.9782236 52.9926983, -6.9782966 52.9927046, -6.9785105 52.992728)",Church Road,,
114723976,False,,,residential,,True,86.626,"LINESTRING (-6.9794071 52.9961954, -6.9792238 52.9962493, -6.9791364 52.9961416, -6.9793811 52.9960697, -6.9799373 52.9959063)",Clonmullion,,
114723986,False,,,residential,,True,32.221999999999994,"LINESTRING (-6.9790885 52.9955565, -6.9792669 52.9955073, -6.9791429 52.9953527)",Clonmullion,,
23576941,False,,,unclassified,,True,25.519,"LINESTRING (-6.9905119 52.9907216, -6.9907382 52.9909063)",Canalside,,
24854205,False,,,residential,,False,160.77499999999998,"LINESTRING (-6.9785105 52.992728, -6.978174 52.992042, -6.9782606 52.9919783, -6.978432 52.9919544, -6.9784999 52.9919188, -6.9785365 52.9918592, -6.9785052 52.9918069, -6.9784567 52.9917657, -6.9783716 52.9917458, -6.9782796 52.9917451, -6.9781877 52.9917723, -6.978138 52.991812, -6.9781356 52.9918632, -6.9781527 52.9919077)",Park Avenue,,
"[1209844657, 1217379517, 1175967739, 1209844893, 1217379518]",False,2,,tertiary,50,False,311.79499999999996,"LINESTRING (-6.9785105 52.992728, -6.9782966 52.9927046, -6.9782236 52.9926983, -6.9776677 52.9927002, -6.977446 52.9926802, -6.9772731 52.9926378, -6.9771623 52.9925686, -6.9771387 52.9925188, -6.9771048 52.9924473, -6.9770955 52.9924278, -6.9770733 52.9923779, -6.9770072 52.992234, -6.9766258 52.9914036, -6.9765772 52.9912945, -6.9765651 52.9912144, -6.9765772 52.9911636, -6.9766094 52.9911079, -6.9766577 52.9910683, -6.9767327 52.9910257, -6.9768102 52.9909879, -6.977041 52.9909381, -6.9772294 52.990901)",Church Road,,
1175967739,False,2,,tertiary,50,True,3.314,"LINESTRING (-6.9785105 52.992728, -6.9785318 52.9927356, -6.9785531 52.9927432)",Church Road,,
