osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,access,junction,bridge
750593630,1,Н-22,,primary,50,,True,False,18.701,"LINESTRING (25.3179238 50.7486415, 25.3178266 50.7486988, 25.3177037 50.7487309)",,roundabout,
"[85226477, 1028119487]",,,вулиця Градний Узвіз,residential,,,False,False,188.46400000000003,"LINESTRING (25.3246769 50.7460988, 25.3248629 50.7459291, 25.3251267 50.7455245, 25.3253331 50.7452115, 25.3254391 50.7450521, 25.3254676 50.7450106, 25.3254871 50.744982, 25.3257941 50.7445626)",destination,,
51894427,,Н-22,Набережна вулиця,primary,50,,True,False,33.641,"LINESTRING (25.317173 50.7480613, 25.3175102 50.7482758)",,,
"[51894416, 1098822099, 1098822101, 1098822102]",,Н-22,Набережна вулиця,primary,50,,False,False,227.096,"LINESTRING (25.317173 50.7480613, 25.3171105 50.7480001, 25.3169656 50.7478581, 25.3161779 50.7470864, 25.3160398 50.7469511, 25.3154403 50.7463383)",,,
78242259,,,вулиця Богдана Хмельницького,secondary,50,,True,False,56.334,"LINESTRING (25.3198937 50.7456759, 25.3197027 50.7452492, 25.3196788 50.7451879)",,,
85226079,,,вулиця Кривий Вал,residential,,4,False,True,301.74,"LINESTRING (25.3198937 50.7456759, 25.3198193 50.7456896, 25.3191865 50.7458098, 25.3190212 50.7458366, 25.3190005 50.74584, 25.3188166 50.7458624, 25.3182671 50.7459168, 25.3177118 50.7459717, 25.3164875 50.7461335, 25.316155 50.7461751, 25.3157175 50.7462713)",,,
766661291,2,,вулиця Данила Галицького,secondary,,,False,True,22.447000000000003,"LINESTRING (25.3174695 50.7407353, 25.317504 50.740847, 25.3175145 50.7409348)",,,
84116806,,,вулиця Крилова,residential,,5,False,False,107.031,"LINESTRING (25.3239137 50.7458101, 25.3227673 50.7464428)",,,
766661291,2,,вулиця Данила Галицького,secondary,,,False,False,22.447000000000003,"LINESTRING (25.3175145 50.7409348, 25.317504 50.740847, 25.3174695 50.7407353)",,,
766661291,2,,вулиця Данила Галицького,secondary,,,False,True,39.631,"LINESTRING (25.3175145 50.7409348, 25.3175379 50.7411297, 25.3176724 50.7412663)",,,
1222787952,,,,secondary_link,,,True,False,42.524,"LINESTRING (25.3175145 50.7409348, 25.3176656 50.7410188, 25.3178347 50.7410796, 25.3180434 50.7410801)",,,
58945075,4,Н-22,проспект Волі,primary,50,,False,True,165.61300000000003,"LINESTRING (25.3256578 50.7471641, 25.3252418 50.7473647, 25.3249569 50.7474992, 25.3245713 50.7476839, 25.3243849 50.7477467, 25.3241515 50.7477848, 25.3240907 50.7477858, 25.3239202 50.7477902, 25.3236122 50.7477861)",,,
"[160407966, 148803343]",4,Н-22,проспект Волі,primary,50,,False,False,118.025,"LINESTRING (25.3256578 50.7471641, 25.3259024 50.7470461, 25.3259813 50.74701, 25.3260639 50.7469722, 25.3262552 50.7469144, 25.3265535 50.7468297, 25.327162 50.7467225)",,,
"[754401789, 1022358989]",,,вулиця Винниченка,tertiary,50,,True,False,155.75,"LINESTRING (25.3256578 50.7471641, 25.325849 50.7473732, 25.3260237 50.7475665, 25.3261658 50.7477237, 25.3263488 50.7479262, 25.326544 50.7481422, 25.326704 50.7483182, 25.3267856 50.7483658)",,,
160420163,,,Ковельська вулиця,secondary,,,False,True,46.459,"LINESTRING (25.3171404 50.7415135, 25.3174101 50.7413951, 25.3176724 50.7412663)",yes,,
"[1091873743, 1064384951]",,,,secondary_link,,,True,False,70.973,"LINESTRING (25.3171404 50.7415135, 25.3171149 50.7414848, 25.3175145 50.7409348)",,,
"[699829733, 1091873742]",,,Ковельська вулиця,secondary,,,False,False,79.071,"LINESTRING (25.3171404 50.7415135, 25.3170007 50.7415748, 25.3169141 50.7415981, 25.3167473 50.7416381, 25.3164747 50.7417035, 25.3161103 50.7417909)",yes,,
699829738,,,Ковельська вулиця,secondary,,,False,False,33.32,"LINESTRING (25.3180434 50.7410801, 25.3176724 50.7412663)",yes,,
