osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,bridge,geometry,width
728919302,residential,False,False,76.84,,,,,,"LINESTRING (140.2295417 42.7917671, 140.2295978 42.7917635, 140.2303835 42.792063)",
728919300,residential,False,True,94.437,,,,,,"LINESTRING (140.2294906 42.7916687, 140.228385 42.7919198)",
728919301,residential,False,True,11.709,,,,,,"LINESTRING (140.2294906 42.7916687, 140.2295417 42.7917671)",
728919300,residential,False,False,45.006,,,,,,"LINESTRING (140.2294906 42.7916687, 140.2298279 42.7915845, 140.229959 42.7914783)",
114897171,unclassified,False,False,40.075,,,,,,"LINESTRING (140.2303835 42.792063, 140.2301049 42.7923598)",
114897171,unclassified,False,True,32.319,,,,,,"LINESTRING (140.2303835 42.792063, 140.2306083 42.7918237)",
728919302,residential,False,True,76.84,,,,,,"LINESTRING (140.2303835 42.792063, 140.2295978 42.7917635, 140.2295417 42.7917671)",
114897386,unclassified,False,False,33.102,,,,,,"LINESTRING (140.2290763 42.794866, 140.2287783 42.794664)",
114897386,unclassified,False,True,31.46,,,,,,"LINESTRING (140.2290763 42.794866, 140.2293595 42.795058)",
728942729,residential,False,False,72.234,,,,,,"LINESTRING (140.2290763 42.794866, 140.2296821 42.7943923)",
