osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,width,bridge
"[974485960, 87973130]",False,,,Gill Street,residential,True,253.23100000000002,"LINESTRING (174.0812834 -39.0546245, 174.0803169 -39.0549167, 174.0800735 -39.0549895, 174.0799627 -39.0550245, 174.079766 -39.0550857, 174.0788279 -39.0553688, 174.0786099 -39.0554326, 174.0785502 -39.05545)","['50', '30']",,
463195800,False,,,Davidson Street,unclassified,True,99.31700000000001,"LINESTRING (174.0812834 -39.0546245, 174.081255 -39.0545667, 174.0809009 -39.0538482, 174.0808724 -39.0537903)",,,
"[1026375940, 87973118]",False,"['2', '3']",SH 44,Molesworth Street,trunk,True,201.359,"LINESTRING (174.0808724 -39.0537903, 174.0793688 -39.0542437, 174.0789313 -39.0543662, 174.078811 -39.0544028, 174.0786944 -39.0544371)",50,,
463195800,False,,,Davidson Street,unclassified,False,99.31700000000001,"LINESTRING (174.0808724 -39.0537903, 174.0809009 -39.0538482, 174.081255 -39.0545667, 174.0812834 -39.0546245)",,,
87973130,False,,,Gill Street,residential,True,103.811,"LINESTRING (174.0834303 -39.0539732, 174.0825485 -39.0542427, 174.0823775 -39.054295, 174.0823116 -39.0543151)",50,,
"[1225619114, 1225619115, 885282029, 831254862]",False,,,,unclassified,True,47.659,"LINESTRING (174.0753635 -39.0592732, 174.0754406 -39.0592364, 174.0754796 -39.059224, 174.0755487 -39.059202, 174.0757037 -39.059155, 174.0757613 -39.0591388, 174.075811 -39.059125, 174.0758747 -39.0591187)",,,yes
886893846,False,,,,residential,False,9.262,"LINESTRING (174.0768341 -39.0559161, 174.0768707 -39.0559944)",30,,
886893845,True,,,Gill Street,residential,False,86.42599999999999,"LINESTRING (174.0768341 -39.0559161, 174.0776571 -39.0556705, 174.0777761 -39.0556764)",30,,
886893846,False,,,,residential,True,9.262,"LINESTRING (174.0768707 -39.0559944, 174.0768341 -39.0559161)",30,,
886893843,True,,,Gill Street,residential,False,95.645,"LINESTRING (174.0768707 -39.0559944, 174.0765802 -39.0560832, 174.0762099 -39.0561963, 174.0758399 -39.0563093)",30,,
1026375936,True,2,SH 44,Molesworth Street,trunk,False,40.959,"LINESTRING (174.0756147 -39.0553824, 174.0755963 -39.0554396, 174.0755451 -39.055455, 174.0753513 -39.0555135, 174.0752249 -39.0555516)",50,,
"[1026375937, 1026375938, 1225410307]",False,"['2', '3']",SH 44,Molesworth Street,trunk,False,234.423,"LINESTRING (174.0756147 -39.0553824, 174.0757512 -39.0553394, 174.0767289 -39.0550382, 174.0775099 -39.0548067, 174.0778734 -39.0546989, 174.0781029 -39.0546312, 174.0781454 -39.0546193)",50,,
886893845,True,,,Gill Street,residential,False,95.91499999999999,"LINESTRING (174.0757972 -39.0562255, 174.0761692 -39.0561145, 174.0768341 -39.0559161)",30,,
1225403218,True,,,,residential,False,10.021,"LINESTRING (174.0758399 -39.0563093, 174.0757972 -39.0562255)",,,
886893843,True,,,Gill Street,residential,False,19.189,"LINESTRING (174.0758399 -39.0563093, 174.0757005 -39.0563519, 174.0756331 -39.0563725)",30,,
1026374108,False,3,,Liardet Street,tertiary,True,9.08,"LINESTRING (174.0752249 -39.0555516, 174.0751871 -39.0554754)",50,8,
"[1162927329, 1162927330, 45810317, 1026374107, 1026374108]",False,3,,Liardet Street,tertiary,False,87.66799999999999,"LINESTRING (174.0752249 -39.0555516, 174.0752684 -39.055639, 174.0753544 -39.0558119, 174.0754041 -39.055912, 174.0754253 -39.0559546, 174.0755378 -39.0561808, 174.0755906 -39.0562871)","['50', '30']",8,
1229797225,True,,,Gill Street,residential,False,10.883,"LINESTRING (174.0755128 -39.0563641, 174.0755906 -39.0562871)",30,,
1162927328,False,2,,Liardet Street,tertiary,True,10.18,"LINESTRING (174.0756331 -39.0563725, 174.0755906 -39.0562871)",30,8,
1229797224,True,,,Gill Street,residential,False,10.429,"LINESTRING (174.0756331 -39.0563725, 174.0755128 -39.0563641)",30,,
"[1162927328, 321770105, 1162927326, 1162927327]",False,2,,Liardet Street,tertiary,False,98.023,"LINESTRING (174.0756331 -39.0563725, 174.0756702 -39.0564472, 174.0758629 -39.0568348, 174.0759468 -39.0570035, 174.0759958 -39.0571021, 174.0760419 -39.0571949)",30,8,
