osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,tunnel,access
255398583,Via Adigetto,residential,30,False,True,88.57300000000001,"LINESTRING (10.9951274 45.4366439, 10.9952558 45.4365466, 10.9958779 45.4361237, 10.9959371 45.4360859)",,,,
151855115,Vicolo Sorte,residential,30,False,False,71.671,"LINESTRING (10.9888388 45.4342849, 10.9890078 45.4343847, 10.9891417 45.4345202, 10.9893376 45.4344167, 10.9894056 45.4343941, 10.9894407 45.4343825, 10.9895342 45.4343515)",,,,
24245059,Corso Porta Nuova,tertiary,30,True,False,32.307,"LINESTRING (10.9895342 45.4343515, 10.9893898 45.4340792)",2,,,
151855115,Vicolo Sorte,residential,30,False,True,71.67099999999999,"LINESTRING (10.9895342 45.4343515, 10.9894407 45.4343825, 10.9894056 45.4343941, 10.9893376 45.4344167, 10.9891417 45.4345202, 10.9890078 45.4343847, 10.9888388 45.4342849)",,,,
198452748,Vicolo Cieco Porta Palio,residential,30,False,False,68.45100000000001,"LINESTRING (10.987172 45.4382574, 10.9869663 45.4384575, 10.9866905 45.4387061, 10.9866434 45.4387486)",,,,
690758070,Stradone Porta Palio,tertiary,30,False,True,31.745,"LINESTRING (10.9866434 45.4387486, 10.9863592 45.4385443)",4,,,
198452746,Stradone Porta Palio,tertiary,30,False,False,30.61,"LINESTRING (10.9866434 45.4387486, 10.9868418 45.4388852, 10.9868884 45.4389179, 10.9869283 45.4389372)",4,,,
198452748,Vicolo Cieco Porta Palio,residential,30,False,True,68.451,"LINESTRING (10.9866434 45.4387486, 10.9866905 45.4387061, 10.9869663 45.4384575, 10.987172 45.4382574)",,,,
9887756,Via Guglielmo Marconi,residential,30,True,False,35.887,"LINESTRING (10.9867534 45.4364531, 10.9864634 45.4362026)",,6,,
199357722,Vicolo Ghiacciaia,residential,30,False,False,78.434,"LINESTRING (10.9867534 45.4364531, 10.9864429 45.4366341, 10.9865889 45.4367412, 10.9866815 45.4366656, 10.9868549 45.4365409)",,4,,
9887756,Via Guglielmo Marconi,residential,30,True,False,12.571,"LINESTRING (10.9868549 45.4365409, 10.9867534 45.4364531)",,6,,
199357722,Vicolo Ghiacciaia,residential,30,False,True,78.434,"LINESTRING (10.9868549 45.4365409, 10.9866815 45.4366656, 10.9865889 45.4367412, 10.9864429 45.4366341, 10.9867534 45.4364531)",,4,,
24245037,Via Adigetto,residential,30,True,False,31.542,"LINESTRING (10.9963852 45.4353603, 10.9964939 45.4351538, 10.9965327 45.4350964)",,,,
209448359,Via Tezone,residential,30,True,False,32.23,"LINESTRING (10.9945681 45.4354667, 10.9946754 45.4357466)",,,,
209448360,Vicolo Croce Verde,residential,30,True,False,143.18,"LINESTRING (10.9945681 45.4354667, 10.9954236 45.4353539, 10.9959573 45.4353314, 10.9963852 45.4353603)",,,,
24415185,Corso Cavour,tertiary,30,False,False,17.418,"LINESTRING (10.9887657 45.4397028, 10.9889402 45.4398005)",2,,,
109487513,Via Sant'Antonio,residential,30,True,False,58.347,"LINESTRING (10.988656 45.4371096, 10.9880296 45.4373962)",,4.5,,
253671199,Vicolo Sant'Antonio,residential,30,False,False,57.07000000000001,"LINESTRING (10.988656 45.4371096, 10.9885519 45.4369792, 10.9884629 45.4368682, 10.988263 45.4366779)",,3,,
59986176,Via Amatore Sciesa,residential,30,True,False,126.531,"LINESTRING (10.988263 45.4366779, 10.9889166 45.4363146, 10.9894691 45.4359205)",,5,,
253671199,Vicolo Sant'Antonio,residential,30,False,True,57.07000000000001,"LINESTRING (10.988263 45.4366779, 10.9884629 45.4368682, 10.9885519 45.4369792, 10.988656 45.4371096)",,3,,
255036325,Corso Porta Nuova,tertiary,30,False,True,14.575,"LINESTRING (10.9895656 45.4340349, 10.9893898 45.4340792)",,,,
1166081496,Corso Porta Nuova,tertiary,30,True,False,112.824,"LINESTRING (10.9895656 45.4340349, 10.9899853 45.4348458, 10.9900592 45.4349886)",3,,,
255036325,Corso Porta Nuova,tertiary,30,False,False,14.575,"LINESTRING (10.9893898 45.4340792, 10.9895656 45.4340349)",,,,
255036326,Corso Porta Nuova,tertiary,30,False,False,12.539,"LINESTRING (10.9906768 45.4361817, 10.9905286 45.4362253)",,,,
1166081496,Corso Porta Nuova,tertiary,30,True,False,10.388,"LINESTRING (10.9906768 45.4361817, 10.9907223 45.4362695)",3,,,
255036326,Corso Porta Nuova,tertiary,30,False,True,12.539,"LINESTRING (10.9905286 45.4362253, 10.9906768 45.4361817)",,,,
924973920,Corso Porta Nuova,tertiary,30,True,False,110.764,"LINESTRING (10.9905286 45.4362253, 10.9900332 45.4352918)",2,,,
255915584,Vicolo San Francesco al Corso,residential,30,False,True,45.078,"LINESTRING (10.997354 45.4352424, 10.9971948 45.4348527)",,,,
"[23926944, 584926278]",Via Pallone,tertiary,30,False,True,190.70600000000002,"LINESTRING (10.9970359 45.4358749, 10.9969886 45.4359115, 10.9969114 45.4359741, 10.9968745 45.4360065, 10.9968605 45.4360188, 10.9964502 45.4363798, 10.9962822 45.4365233, 10.9961748 45.4366006, 10.9959563 45.4367662, 10.9957042 45.4369144, 10.9955621 45.4370012, 10.9954975 45.4370406, 10.9953587 45.4371133)",,,,
24895782,Via Pallone,tertiary,30,False,False,19.298000000000002,"LINESTRING (10.9970359 45.4358749, 10.9969825 45.435735, 10.9969712 45.4357074)",1,,,
187801511,Via Pallone,tertiary,30,False,True,27.485999999999997,"LINESTRING (10.9970359 45.4358749, 10.9970923 45.4358396, 10.9971223 45.4358214, 10.9971817 45.4357856, 10.9972506 45.4357469, 10.9973084 45.4357186)",4,,,
187801511,Via Pallone,tertiary,30,False,False,27.486000000000004,"LINESTRING (10.9973084 45.4357186, 10.9972506 45.4357469, 10.9971817 45.4357856, 10.9971223 45.4358214, 10.9970923 45.4358396, 10.9970359 45.4358749)",4,,,
"[255905244, 255905245, 24895782]","['Via Pallone', 'Via del Pontiere']",tertiary,30,False,False,29.020999999999997,"LINESTRING (10.9969712 45.4357074, 10.9969634 45.4356958, 10.9969414 45.435653, 10.996938 45.4356493, 10.9969259 45.4356364, 10.9969124 45.4356177, 10.9968323 45.4355026, 10.9968252 45.4354692)",1,,building_passage,
24895782,Via Pallone,tertiary,30,False,True,19.298000000000002,"LINESTRING (10.9969712 45.4357074, 10.9969825 45.435735, 10.9970359 45.4358749)",1,,,
552651960,Via Pallone,tertiary_link,,True,False,27.250999999999998,"LINESTRING (10.9969712 45.4357074, 10.9969912 45.4357195, 10.99701 45.4357269, 10.9970348 45.4357308, 10.9970858 45.4357336, 10.9971475 45.4357346, 10.9972119 45.4357313, 10.9972578 45.4357277, 10.9973084 45.4357186)",,,,
24415185,Corso Cavour,tertiary,30,False,True,17.418,"LINESTRING (10.9889402 45.4398005, 10.9887657 45.4397028)",2,,,
1020969486,Piazza delle Pasque Veronesi,residential,30,False,True,45.112,"LINESTRING (10.9889402 45.4398005, 10.9891387 45.4395626, 10.9891568 45.4395702, 10.9892977 45.4396294)",,,,
1020969486,Piazza delle Pasque Veronesi,residential,30,False,False,45.111999999999995,"LINESTRING (10.9892977 45.4396294, 10.9891568 45.4395702, 10.9891387 45.4395626, 10.9889402 45.4398005)",,,,
91936338,Via Luigi da Porto,residential,30,True,False,104.607,"LINESTRING (10.9974468 45.4341996, 10.9977301 45.4346942, 10.9971948 45.4348527)",,,,
