osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,tunnel,access,width,service,est_width
82535592,,,Lewackerstraße,residential,30,,False,True,240.13699999999997,"LINESTRING (7.1545655 51.4178222, 7.1546825 51.4177808, 7.1548232 51.417731, 7.1550057 51.4176647, 7.1550988 51.417634, 7.155131 51.4176264, 7.1553033 51.4175857, 7.1555401 51.417543, 7.1557431 51.4175297, 7.1559513 51.4175221, 7.1559646 51.4175215, 7.1561305 51.4175248, 7.1562965 51.4175349, 7.1563955 51.4175467, 7.1565937 51.417574, 7.157086 51.4176567, 7.1572301 51.4176809, 7.1575914 51.4177416, 7.157665 51.417754, 7.1577689 51.4177745, 7.1578681 51.4177937)",,,,,,
4850627,,,Am Acker,residential,30,,False,False,87.859,"LINESTRING (7.1593046 51.4187329, 7.159476 51.4189825, 7.1594801 51.4189884, 7.1594941 51.4190089, 7.1594994 51.4190165, 7.1596039 51.4191687, 7.1596241 51.4191981, 7.1596679 51.4192619, 7.1597422 51.4193672, 7.1597536 51.4193833, 7.1597644 51.4193986, 7.1597564 51.4194637)",,,,,,
686191549,,,Am Acker,residential,30,,False,False,81.23399999999998,"LINESTRING (7.1593046 51.4187329, 7.1599432 51.4185915, 7.160064 51.4185663, 7.1600729 51.4185636, 7.1600985 51.4185556, 7.1601307 51.4185436, 7.1601672 51.4185268, 7.1601928 51.4185123, 7.1603285 51.418412)",,,,,,
686191549,,,Am Acker,residential,30,,False,True,81.351,"LINESTRING (7.1593046 51.4187329, 7.1590271 51.4188058, 7.1585586 51.4189156, 7.1582108 51.4189971)",,,,,,
4850627,,,Am Acker,residential,30,,False,True,87.85900000000001,"LINESTRING (7.1597564 51.4194637, 7.1597644 51.4193986, 7.1597536 51.4193833, 7.1597422 51.4193672, 7.1596679 51.4192619, 7.1596241 51.4191981, 7.1596039 51.4191687, 7.1594994 51.4190165, 7.1594941 51.4190089, 7.1594801 51.4189884, 7.159476 51.4189825, 7.1593046 51.4187329)",,,,,,
"[4850628, 4850709]",,,"['Lewackerhof', 'Bredenscheider Straße']",residential,30,,False,"[False, True]",185.935,"LINESTRING (7.1603285 51.418412, 7.1603755 51.4183276, 7.1604291 51.4182312, 7.160479 51.4181416, 7.1605376 51.4180577, 7.1606265 51.4179295, 7.1608301 51.4176373, 7.1609489 51.4174701, 7.160986 51.4173277, 7.161125 51.4173162, 7.1611715 51.4173213, 7.1612977 51.4173524, 7.1617323 51.4174976)",,,,,,
686191549,,,Am Acker,residential,30,,False,True,81.23400000000001,"LINESTRING (7.1603285 51.418412, 7.1601928 51.4185123, 7.1601672 51.4185268, 7.1601307 51.4185436, 7.1600985 51.4185556, 7.1600729 51.4185636, 7.160064 51.4185663, 7.1599432 51.4185915, 7.1593046 51.4187329)",,,,,,
1149490585,2,,Lewackerstraße,residential,30,,False,False,183.995,"LINESTRING (7.1603285 51.418412, 7.1596931 51.4182453, 7.1594808 51.4181896, 7.1593132 51.4181457, 7.1585539 51.4179482, 7.1581593 51.4178585, 7.1578681 51.4177937)",,,,,,
"[1149490805, 208528079]",2,,Lewackerstraße,residential,30,,False,True,112.21,"LINESTRING (7.1603285 51.418412, 7.1604753 51.4184428, 7.1606134 51.4184718, 7.1606449 51.4184784, 7.1606881 51.4184875, 7.1607749 51.4185057, 7.161029 51.418559, 7.1611727 51.4185891, 7.1613298 51.4186221, 7.1614189 51.4186408, 7.1614566 51.4186487, 7.1618622 51.4187338)",,,,,,
208528079,2,,Lewackerstraße,residential,30,,False,False,131.30700000000002,"LINESTRING (7.163871 51.4203336, 7.1638305 51.4201711, 7.1638096 51.4200779, 7.1637915 51.4199968, 7.1637706 51.4199164, 7.1637044 51.4196625, 7.1636291 51.4193901, 7.1635189 51.4191755)",,,,,,
"[82535586, 208528079]",2,,Lewackerstraße,residential,"['30', '50']",,False,True,168.501,"LINESTRING (7.163871 51.4203336, 7.1638817 51.4203858, 7.1638847 51.4204005, 7.1639021 51.4204744, 7.1639392 51.4206317, 7.1639474 51.4206664, 7.1639639 51.4207387, 7.1639928 51.420866, 7.1640238 51.4210023, 7.1640645 51.4211812, 7.1640605 51.4213051, 7.1640599 51.421322, 7.164055 51.4213998, 7.1640544 51.4214105, 7.1640438 51.4215789, 7.164057 51.4216442, 7.164095 51.4216904, 7.1641267 51.4217187, 7.1641532 51.4217438, 7.1642227 51.4218098)",,,,,,
"[4850629, 737092366]",,,Im Steinnocken,residential,30,,False,True,266.202,"LINESTRING (7.163871 51.4203336, 7.1636566 51.4203511, 7.1630475 51.4201889, 7.1630165 51.4201824, 7.1629848 51.4201787, 7.1629281 51.4201782, 7.162817 51.4201994, 7.162781 51.420212, 7.162749 51.4202271, 7.1627167 51.4202493, 7.1626915 51.4202754, 7.1626729 51.4203032, 7.1626077 51.4204139, 7.1625976 51.4204251, 7.1625889 51.4204321, 7.1625775 51.4204383, 7.1625405 51.4204531, 7.1624941 51.4204664, 7.1623512 51.4205035, 7.1621022 51.4205576, 7.1620003 51.4205098, 7.1619329 51.4204781, 7.1618471 51.4204378, 7.1618379 51.4204335, 7.1618108 51.4204178, 7.1617698 51.420394, 7.1617128 51.4203609, 7.1616488 51.4203237, 7.161631 51.4203134, 7.1615597 51.4202725, 7.1615217 51.4202507, 7.1615123 51.4202452, 7.1614782 51.4202212, 7.1613882 51.4201551, 7.1613502 51.420127, 7.1613395 51.4201191, 7.1613247 51.4201059, 7.1612679 51.4200548, 7.1612513 51.4200399, 7.1612249 51.4200162, 7.1611922 51.4199867, 7.161145 51.4199443, 7.1611076 51.4199107, 7.1610808 51.4198866, 7.1610575 51.4198595, 7.1609986 51.4198021, 7.1609838 51.4197859, 7.160951 51.4197544)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,30.788,"LINESTRING (7.1635189 51.4191755, 7.1635976 51.4191278, 7.1636113 51.4191174, 7.1636383 51.4190762, 7.1636618 51.4190249, 7.1636854 51.4189289)",,,,,,
208528079,2,,Lewackerstraße,residential,30,,False,False,125.78599999999999,"LINESTRING (7.1635189 51.4191755, 7.1634101 51.4191102, 7.1632365 51.4190526, 7.1631915 51.4190427, 7.1629994 51.4189976, 7.1626474 51.4189159, 7.1624277 51.4188649, 7.1623053 51.4188366, 7.1622727 51.418829, 7.1619268 51.4187488, 7.1618622 51.4187338)",,,,,,
208528079,2,,Lewackerstraße,residential,30,,False,True,131.30700000000002,"LINESTRING (7.1635189 51.4191755, 7.1636291 51.4193901, 7.1637044 51.4196625, 7.1637706 51.4199164, 7.1637915 51.4199968, 7.1638096 51.4200779, 7.1638305 51.4201711, 7.163871 51.4203336)",,,,,,
"[1149490805, 208528079]",2,,Lewackerstraße,residential,30,,False,False,112.21,"LINESTRING (7.1618622 51.4187338, 7.1614566 51.4186487, 7.1614189 51.4186408, 7.1613298 51.4186221, 7.1611727 51.4185891, 7.161029 51.418559, 7.1607749 51.4185057, 7.1606881 51.4184875, 7.1606449 51.4184784, 7.1606134 51.4184718, 7.1604753 51.4184428, 7.1603285 51.418412)",,,,,,
208528079,2,,Lewackerstraße,residential,30,,False,True,125.78599999999999,"LINESTRING (7.1618622 51.4187338, 7.1619268 51.4187488, 7.1622727 51.418829, 7.1623053 51.4188366, 7.1624277 51.4188649, 7.1626474 51.4189159, 7.1629994 51.4189976, 7.1631915 51.4190427, 7.1632365 51.4190526, 7.1634101 51.4191102, 7.1635189 51.4191755)",,,,,,
317770328,,,Jugendheimstraße,residential,30,,False,True,139.71000000000004,"LINESTRING (7.1618622 51.4187338, 7.1618167 51.4188575, 7.1618004 51.4189018, 7.1617833 51.4189486, 7.1617737 51.4189744, 7.1617687 51.4189882, 7.1617535 51.4190296, 7.1617436 51.4190564, 7.1617301 51.4190932, 7.1617275 51.4191002, 7.1617112 51.4191447, 7.161689 51.4192051, 7.1616837 51.4192194, 7.1616775 51.4192363, 7.1616756 51.4192413, 7.1616499 51.4193113, 7.1616369 51.4193496, 7.1616303 51.419369, 7.1616249 51.419387, 7.1616218 51.4193936, 7.1616095 51.4194212, 7.1616041 51.4194312, 7.1615937 51.4194508, 7.1615839 51.4194671, 7.1615702 51.4194834, 7.1615537 51.4195006, 7.1615379 51.4195173, 7.1615251 51.4195288, 7.1615042 51.4195475, 7.1614819 51.4195671, 7.1614764 51.4195719, 7.1614433 51.4195947, 7.1614075 51.4196129, 7.1613488 51.4196361, 7.1612016 51.4196845, 7.1611559 51.4196973, 7.1610591 51.4197213, 7.1610114 51.4197354, 7.160951 51.4197544)",,,,,,
4850792,,,Winzer Straße,residential,30,,False,False,30.468000000000004,"LINESTRING (7.1578681 51.4177937, 7.1579073 51.417703, 7.1579144 51.4176872, 7.1579473 51.4176401, 7.1579802 51.4175942, 7.1580372 51.4175434)",,,,,,
82535592,,,Lewackerstraße,residential,30,,False,False,240.13699999999997,"LINESTRING (7.1578681 51.4177937, 7.1577689 51.4177745, 7.157665 51.417754, 7.1575914 51.4177416, 7.1572301 51.4176809, 7.157086 51.4176567, 7.1565937 51.417574, 7.1563955 51.4175467, 7.1562965 51.4175349, 7.1561305 51.4175248, 7.1559646 51.4175215, 7.1559513 51.4175221, 7.1557431 51.4175297, 7.1555401 51.417543, 7.1553033 51.4175857, 7.155131 51.4176264, 7.1550988 51.417634, 7.1550057 51.4176647, 7.1548232 51.417731, 7.1546825 51.4177808, 7.1545655 51.4178222)",,,,,,
1149490585,2,,Lewackerstraße,residential,30,,False,True,183.99499999999998,"LINESTRING (7.1578681 51.4177937, 7.1581593 51.4178585, 7.1585539 51.4179482, 7.1593132 51.4181457, 7.1594808 51.4181896, 7.1596931 51.4182453, 7.1603285 51.418412)",,,,,,
"[4850629, 737092366]",,,Im Steinnocken,residential,30,,False,False,266.202,"LINESTRING (7.160951 51.4197544, 7.1609838 51.4197859, 7.1609986 51.4198021, 7.1610575 51.4198595, 7.1610808 51.4198866, 7.1611076 51.4199107, 7.161145 51.4199443, 7.1611922 51.4199867, 7.1612249 51.4200162, 7.1612513 51.4200399, 7.1612679 51.4200548, 7.1613247 51.4201059, 7.1613395 51.4201191, 7.1613502 51.420127, 7.1613882 51.4201551, 7.1614782 51.4202212, 7.1615123 51.4202452, 7.1615217 51.4202507, 7.1615597 51.4202725, 7.161631 51.4203134, 7.1616488 51.4203237, 7.1617128 51.4203609, 7.1617698 51.420394, 7.1618108 51.4204178, 7.1618379 51.4204335, 7.1618471 51.4204378, 7.1619329 51.4204781, 7.1620003 51.4205098, 7.1621022 51.4205576, 7.1623512 51.4205035, 7.1624941 51.4204664, 7.1625405 51.4204531, 7.1625775 51.4204383, 7.1625889 51.4204321, 7.1625976 51.4204251, 7.1626077 51.4204139, 7.1626729 51.4203032, 7.1626915 51.4202754, 7.1627167 51.4202493, 7.162749 51.4202271, 7.162781 51.420212, 7.162817 51.4201994, 7.1629281 51.4201782, 7.1629848 51.4201787, 7.1630165 51.4201824, 7.1630475 51.4201889, 7.1636566 51.4203511, 7.163871 51.4203336)",,,,,,
317770328,,,Jugendheimstraße,residential,30,,False,False,139.70999999999998,"LINESTRING (7.160951 51.4197544, 7.1610114 51.4197354, 7.1610591 51.4197213, 7.1611559 51.4196973, 7.1612016 51.4196845, 7.1613488 51.4196361, 7.1614075 51.4196129, 7.1614433 51.4195947, 7.1614764 51.4195719, 7.1614819 51.4195671, 7.1615042 51.4195475, 7.1615251 51.4195288, 7.1615379 51.4195173, 7.1615537 51.4195006, 7.1615702 51.4194834, 7.1615839 51.4194671, 7.1615937 51.4194508, 7.1616041 51.4194312, 7.1616095 51.4194212, 7.1616218 51.4193936, 7.1616249 51.419387, 7.1616303 51.419369, 7.1616369 51.4193496, 7.1616499 51.4193113, 7.1616756 51.4192413, 7.1616775 51.4192363, 7.1616837 51.4192194, 7.161689 51.4192051, 7.1617112 51.4191447, 7.1617275 51.4191002, 7.1617301 51.4190932, 7.1617436 51.4190564, 7.1617535 51.4190296, 7.1617687 51.4189882, 7.1617737 51.4189744, 7.1617833 51.4189486, 7.1618004 51.4189018, 7.1618167 51.4188575, 7.1618622 51.4187338)",,,,,,
317770328,,,Jugendheimstraße,residential,30,,False,True,120.533,"LINESTRING (7.160951 51.4197544, 7.160896 51.4197692, 7.1608359 51.4197863, 7.1607074 51.4198241, 7.1606792 51.4198324, 7.1606148 51.4198507, 7.1604808 51.4198941, 7.1603577 51.4199416, 7.1601141 51.420047, 7.1598678 51.4201716, 7.1596501 51.4202906, 7.1595197 51.420358)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,43.09,"LINESTRING (7.1636854 51.4189289, 7.1636997 51.4185852, 7.1637063 51.4185417)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,30.787999999999997,"LINESTRING (7.1636854 51.4189289, 7.1636618 51.4190249, 7.1636383 51.4190762, 7.1636113 51.4191174, 7.1635976 51.4191278, 7.1635189 51.4191755)",,,,,,
"[686191555, 4850631]",,,Isenbergweg,residential,30,,False,False,112.558,"LINESTRING (7.1636854 51.4189289, 7.1637395 51.4189308, 7.1642704 51.419018, 7.1647005 51.4191055, 7.1647457 51.4191221, 7.1649772 51.4192289, 7.1650747 51.4192503, 7.1651984 51.4192467)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,44.219,"LINESTRING (7.1637063 51.4185417, 7.1637404 51.4181446)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,43.09,"LINESTRING (7.1637063 51.4185417, 7.1636997 51.4185852, 7.1636854 51.4189289)",,,,,,
4850635,,,Dattenbergweg,residential,30,,False,False,105.86399999999999,"LINESTRING (7.1637063 51.4185417, 7.1637958 51.4185402, 7.1638196 51.4185457, 7.1648608 51.4187855, 7.1651592 51.4188137)",,,,,,
903390826,,,Gisela-Piedboeuf-Weg,living_street,,,False,False,156.76999999999998,"LINESTRING (7.1637063 51.4185417, 7.1635495 51.4185454, 7.1621317 51.418253, 7.1615513 51.4181349)",,,,,proposed,
4850630,,,Langenberger Straße,residential,30,,False,False,23.932,"LINESTRING (7.1637404 51.4181446, 7.1637453 51.4179294)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,44.219,"LINESTRING (7.1637404 51.4181446, 7.1637063 51.4185417)",,,,,,
4850636,,,Hombergweg,residential,30,,False,False,73.011,"LINESTRING (7.1637404 51.4181446, 7.1637941 51.4181507, 7.1647758 51.4182637)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,13.521,"LINESTRING (7.1637453 51.4179294, 7.163753 51.4178079)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,23.932,"LINESTRING (7.1637453 51.4179294, 7.1637404 51.4181446)",,,,,,
4850709,,,Bredenscheider Straße,residential,30,,False,False,99.793,"LINESTRING (7.1637453 51.4179294, 7.1631389 51.4178258, 7.1623746 51.4176579)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,35.84,"LINESTRING (7.163753 51.4178079, 7.1637758 51.4174859)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,13.521,"LINESTRING (7.163753 51.4178079, 7.1637453 51.4179294)",,,,,,
4850637,,,Nonnenbergweg,residential,30,,False,False,79.553,"LINESTRING (7.163753 51.4178079, 7.1638136 51.4178082, 7.1648963 51.4178656)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,35.84,"LINESTRING (7.1637758 51.4174859, 7.163753 51.4178079)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,119.045,"LINESTRING (7.1637758 51.4174859, 7.1637842 51.4172648, 7.1637684 51.4172022, 7.1637374 51.4171488, 7.1636849 51.4171028, 7.1636282 51.4170693, 7.1635795 51.4170472, 7.1635208 51.4170301, 7.1633938 51.4170184, 7.1626528 51.4169579)",,,,,,
4850640,,,Nierenhofer Straße,residential,30,,False,False,94.086,"LINESTRING (7.1637758 51.4174859, 7.1638287 51.4174865, 7.1643257 51.4174915, 7.1651299 51.4175318)",,,,,,
"[686191555, 4850631]",,,Isenbergweg,residential,30,,False,True,112.55799999999999,"LINESTRING (7.1651984 51.4192467, 7.1650747 51.4192503, 7.1649772 51.4192289, 7.1647457 51.4191221, 7.1647005 51.4191055, 7.1642704 51.419018, 7.1637395 51.4189308, 7.1636854 51.4189289)",,,,,,
4850635,,,Dattenbergweg,residential,30,,False,True,105.864,"LINESTRING (7.1651592 51.4188137, 7.1648608 51.4187855, 7.1638196 51.4185457, 7.1637958 51.4185402, 7.1637063 51.4185417)",,,,,,
4850636,,,Hombergweg,residential,30,,False,True,73.011,"LINESTRING (7.1647758 51.4182637, 7.1637941 51.4181507, 7.1637404 51.4181446)",,,,,,
4850637,,,Nonnenbergweg,residential,30,,False,True,79.553,"LINESTRING (7.1648963 51.4178656, 7.1638136 51.4178082, 7.163753 51.4178079)",,,,,,
4850640,,,Nierenhofer Straße,residential,30,,False,True,94.086,"LINESTRING (7.1651299 51.4175318, 7.1643257 51.4174915, 7.1638287 51.4174865, 7.1637758 51.4174859)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,39.099,"LINESTRING (7.1626528 51.4169579, 7.1621903 51.4167568)",,,,,,
4850705,,,Bredenscheider Straße,residential,30,,False,False,80.192,"LINESTRING (7.1626528 51.4169579, 7.1623746 51.4176579)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,119.04499999999999,"LINESTRING (7.1626528 51.4169579, 7.1633938 51.4170184, 7.1635208 51.4170301, 7.1635795 51.4170472, 7.1636282 51.4170693, 7.1636849 51.4171028, 7.1637374 51.4171488, 7.1637684 51.4172022, 7.1637842 51.4172648, 7.1637758 51.4174859)",,,,,,
4850705,,,Bredenscheider Straße,residential,30,,False,True,80.192,"LINESTRING (7.1623746 51.4176579, 7.1626528 51.4169579)",,,,,,
4850709,,,Bredenscheider Straße,residential,30,,False,False,47.975,"LINESTRING (7.1623746 51.4176579, 7.1617323 51.4174976)",,,,,,
4850709,,,Bredenscheider Straße,residential,30,,False,True,99.793,"LINESTRING (7.1623746 51.4176579, 7.1631389 51.4178258, 7.1637453 51.4179294)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,False,49.436,"LINESTRING (7.1621903 51.4167568, 7.161606 51.4165021)",,,,,,
4850630,,,Langenberger Straße,residential,30,,False,True,39.099,"LINESTRING (7.1621903 51.4167568, 7.1626528 51.4169579)",,,,,,
4850710,,,Langenberger Straße,residential,30,,False,False,88.50800000000001,"LINESTRING (7.1621903 51.4167568, 7.1619547 51.4170602, 7.1617323 51.4174976)",,,,,,
4850706,,,Langenberger Straße,unclassified,30,,False,True,41.726,"LINESTRING (7.1613169 51.4168312, 7.161606 51.4165021)",,,yes,,,
4850709,,,Bredenscheider Straße,residential,30,,False,True,47.975,"LINESTRING (7.1617323 51.4174976, 7.1623746 51.4176579)",,,,,,
"[4850628, 4850709]",,,"['Lewackerhof', 'Bredenscheider Straße']",residential,30,,False,"[False, True]",185.935,"LINESTRING (7.1617323 51.4174976, 7.1612977 51.4173524, 7.1611715 51.4173213, 7.161125 51.4173162, 7.160986 51.4173277, 7.1609489 51.4174701, 7.1608301 51.4176373, 7.1606265 51.4179295, 7.1605376 51.4180577, 7.160479 51.4181416, 7.1604291 51.4182312, 7.1603755 51.4183276, 7.1603285 51.418412)",,,,,,
4850710,,,Langenberger Straße,residential,30,,False,True,88.50800000000001,"LINESTRING (7.1617323 51.4174976, 7.1619547 51.4170602, 7.1621903 51.4167568)",,,,,,
4850791,,,Winzer Straße,residential,30,,False,False,125.50600000000001,"LINESTRING (7.1580372 51.4175434, 7.1574803 51.4171631, 7.1574491 51.4171409, 7.1574372 51.4171303, 7.1574307 51.4171194, 7.1574218 51.4170865, 7.1574241 51.4170561, 7.1574301 51.4170178, 7.1574427 51.4169794, 7.157464 51.4169231, 7.1575051 51.4168324, 7.157579 51.4166952, 7.1576544 51.4165834)",,,,,,
"[4850792, 317892432]",,,Winzer Straße,residential,30,,False,False,223.24499999999995,"LINESTRING (7.1580372 51.4175434, 7.1584734 51.417302, 7.1585491 51.4172628, 7.1590906 51.416944, 7.1593416 51.4167933, 7.1594587 51.4167113, 7.1595139 51.4166828, 7.1595775 51.4166657, 7.159738 51.416628, 7.1597995 51.4166085, 7.1598399 51.4165848, 7.1598583 51.4165645, 7.1598769 51.4165374, 7.1598865 51.4165116, 7.1598898 51.4164837, 7.1598887 51.4164514, 7.1598792 51.4163744, 7.1598519 51.416073)",,,,,,
4850792,,,Winzer Straße,residential,30,,False,True,30.468,"LINESTRING (7.1580372 51.4175434, 7.1579802 51.4175942, 7.1579473 51.4176401, 7.1579144 51.4176872, 7.1579073 51.417703, 7.1578681 51.4177937)",,,,,,
4850791,,,Winzer Straße,residential,30,,False,True,125.50600000000001,"LINESTRING (7.1576544 51.4165834, 7.157579 51.4166952, 7.1575051 51.4168324, 7.157464 51.4169231, 7.1574427 51.4169794, 7.1574301 51.4170178, 7.1574241 51.4170561, 7.1574218 51.4170865, 7.1574307 51.4171194, 7.1574372 51.4171303, 7.1574491 51.4171409, 7.1574803 51.4171631, 7.1580372 51.4175434)",,,,,,
4878446,,,In der Aar,residential,30,,False,True,421.64799999999997,"LINESTRING (7.1549302 51.4138524, 7.1578029 51.4152091, 7.1585044 51.4155401, 7.1588493 51.4156973, 7.1589993 51.4157571, 7.1592434 51.4158511, 7.1598519 51.416073)",,,,,,
4878446,,,In der Aar,residential,30,,False,False,421.648,"LINESTRING (7.1598519 51.416073, 7.1592434 51.4158511, 7.1589993 51.4157571, 7.1588493 51.4156973, 7.1585044 51.4155401, 7.1578029 51.4152091, 7.1549302 51.4138524)",,,,,,
"[317892432, 4850792]",,,Winzer Straße,residential,30,,False,True,223.245,"LINESTRING (7.1598519 51.416073, 7.1598792 51.4163744, 7.1598887 51.4164514, 7.1598898 51.4164837, 7.1598865 51.4165116, 7.1598769 51.4165374, 7.1598583 51.4165645, 7.1598399 51.4165848, 7.1597995 51.4166085, 7.159738 51.416628, 7.1595775 51.4166657, 7.1595139 51.4166828, 7.1594587 51.4167113, 7.1593416 51.4167933, 7.1590906 51.416944, 7.1585491 51.4172628, 7.1584734 51.417302, 7.1580372 51.4175434)",,,,,,
"[4269066, 34606733, 1119384150]",,,Am Hosiepen,"['residential', 'unclassified']",30,,False,False,547.6590000000001,"LINESTRING (7.1315537 51.4480655, 7.1320479 51.448097, 7.1323762 51.4480981, 7.1326566 51.4480653, 7.1329088 51.4480211, 7.1330439 51.4479887, 7.1335035 51.4478784, 7.1336252 51.4478293, 7.1339773 51.4475776, 7.1341219 51.4474992, 7.1343124 51.4474519, 7.1344693 51.4474347, 7.1346157 51.4474094, 7.1347894 51.4473687, 7.13491 51.4473206, 7.1351381 51.4472032, 7.1352844 51.4471477, 7.1356355 51.4470187, 7.1358405 51.4469314, 7.1359296 51.446893, 7.136476 51.4466315, 7.1370793 51.4463342, 7.1373716 51.4461764, 7.1377317 51.4459147, 7.1379328 51.4457598, 7.1379836 51.4457344, 7.138076 51.4456518)",,,destination,,,
"[181230662, 899313406, 181230663]",,,Stalleickenweg,unclassified,30,,False,False,178.905,"LINESTRING (7.1315537 51.4480655, 7.1315442 51.448162, 7.1315635 51.4482553, 7.1316224 51.4485404, 7.1316204 51.4485794, 7.1316117 51.4486185, 7.1315874 51.4486485, 7.1315383 51.4486757, 7.1314866 51.4487003, 7.1314002 51.4487447, 7.1313058 51.4487935, 7.1310564 51.448945, 7.1309348 51.4490885, 7.1308638 51.4491995, 7.1307845 51.4493733, 7.1307475 51.4494823)",,,,,,
"[4906641, 1004078810, 1004078811]",,,Stalleickenweg,residential,30,,False,True,899.995,"LINESTRING (7.1315537 51.4480655, 7.1315357 51.4480047, 7.1315142 51.4479322, 7.131438 51.4476747, 7.1310328 51.4471716, 7.1310235 51.4470599, 7.1310374 51.4469594, 7.1311202 51.4467972, 7.1325188 51.4445759, 7.1326214 51.4444134, 7.132837 51.4440586, 7.1329688 51.4438487, 7.1330981 51.4436353, 7.1331642 51.4435301, 7.1332421 51.4434158, 7.1335564 51.4429781, 7.1336753 51.442825, 7.1337819 51.4426595, 7.133842 51.4425266, 7.1339319 51.4422239, 7.1339905 51.4419528, 7.134118 51.4413877, 7.1343121 51.4404764, 7.1342921 51.4403951)",yes,,,,,
4906639,,,Am Hosiepen,residential,30,,False,False,75.744,"LINESTRING (7.138076 51.4456518, 7.1387243 51.4451034)",,,,,,
4906638,,,August-Macke-Weg,residential,30,,False,False,90.81200000000001,"LINESTRING (7.138076 51.4456518, 7.1379802 51.445605, 7.1371489 51.4450755)",,,,,,
"[4269066, 34606733, 1119384150]",,,Am Hosiepen,"['residential', 'unclassified']",30,,False,True,547.6590000000001,"LINESTRING (7.138076 51.4456518, 7.1379836 51.4457344, 7.1379328 51.4457598, 7.1377317 51.4459147, 7.1373716 51.4461764, 7.1370793 51.4463342, 7.136476 51.4466315, 7.1359296 51.446893, 7.1358405 51.4469314, 7.1356355 51.4470187, 7.1352844 51.4471477, 7.1351381 51.4472032, 7.13491 51.4473206, 7.1347894 51.4473687, 7.1346157 51.4474094, 7.1344693 51.4474347, 7.1343124 51.4474519, 7.1341219 51.4474992, 7.1339773 51.4475776, 7.1336252 51.4478293, 7.1335035 51.4478784, 7.1330439 51.4479887, 7.1329088 51.4480211, 7.1326566 51.4480653, 7.1323762 51.4480981, 7.1320479 51.448097, 7.1315537 51.4480655)",,,destination,,,
598518257,,,August-Macke-Weg,residential,30,,False,False,12.711,"LINESTRING (7.1371489 51.4450755, 7.1370338 51.4451645)",,,,,,
598518257,,,August-Macke-Weg,residential,30,,False,True,13.548,"LINESTRING (7.1371489 51.4450755, 7.1372715 51.4449806)",,,,,,
4906638,,,August-Macke-Weg,residential,30,,False,True,90.81200000000001,"LINESTRING (7.1371489 51.4450755, 7.1379802 51.445605, 7.138076 51.4456518)",,,,,,
4906632,,,Stalleickenweg,residential,30,,False,False,699.308,"LINESTRING (7.1307475 51.4494823, 7.1307761 51.4495525, 7.1308837 51.4497596, 7.1310539 51.4500099, 7.1313641 51.4504072, 7.1313766 51.4505063, 7.1312911 51.4506198, 7.1311913 51.450718, 7.1311392 51.4508098, 7.1311309 51.4508966, 7.1311384 51.4510361, 7.1311526 51.4512564, 7.1313351 51.4517195, 7.1314157 51.4519924, 7.1314097 51.4520929, 7.1310683 51.4524412, 7.1308305 51.4526714, 7.1305398 51.4530086, 7.1292673 51.4544489, 7.1288238 51.4549221, 7.1285981 51.4551735)",,,,,,
"[899313406, 181230662, 181230663]",,,Stalleickenweg,unclassified,30,,False,True,178.905,"LINESTRING (7.1307475 51.4494823, 7.1307845 51.4493733, 7.1308638 51.4491995, 7.1309348 51.4490885, 7.1310564 51.448945, 7.1313058 51.4487935, 7.1314002 51.4487447, 7.1314866 51.4487003, 7.1315383 51.4486757, 7.1315874 51.4486485, 7.1316117 51.4486185, 7.1316204 51.4485794, 7.1316224 51.4485404, 7.1315635 51.4482553, 7.1315442 51.448162, 7.1315537 51.4480655)",,,,,,
4906632,,,Stalleickenweg,residential,30,,False,True,699.3079999999999,"LINESTRING (7.1285981 51.4551735, 7.1288238 51.4549221, 7.1292673 51.4544489, 7.1305398 51.4530086, 7.1308305 51.4526714, 7.1310683 51.4524412, 7.1314097 51.4520929, 7.1314157 51.4519924, 7.1313351 51.4517195, 7.1311526 51.4512564, 7.1311384 51.4510361, 7.1311309 51.4508966, 7.1311392 51.4508098, 7.1311913 51.450718, 7.1312911 51.4506198, 7.1313766 51.4505063, 7.1313641 51.4504072, 7.1310539 51.4500099, 7.1308837 51.4497596, 7.1307761 51.4495525, 7.1307475 51.4494823)",,,,,,
4906648,,,Freisenbruch,residential,30,,False,False,88.327,"LINESTRING (7.1285981 51.4551735, 7.1282175 51.4548192, 7.1280345 51.4546832, 7.1278448 51.4545338)",,,,,,
