osmid,lanes,ref,highway,maxspeed,width,oneway,reversed,length,geometry,name,bridge
"[225659217, 225656532, 22776062, 22776063]","['2', '3']",L 876,secondary,,"['11', '10.5', '8', '11.4']",False,"[False, True]",383.348,"LINESTRING (8.4847736 52.2503754, 8.4841873 52.2505786, 8.4838731 52.2506767, 8.4834879 52.250777, 8.4830928 52.2508628, 8.4827986 52.2509083, 8.4820511 52.2509851, 8.4814544 52.2510037, 8.4809189 52.2509802, 8.4802869 52.2509416, 8.4795204 52.2508624, 8.4793648 52.2508428)",Bünder Straße,yes
230130750,2,K 24,tertiary,100,7.5,False,True,264.19,"LINESTRING (8.4847736 52.2503754, 8.4848799 52.2505248, 8.4849576 52.2506339, 8.4850458 52.2507308, 8.4853453 52.2511127, 8.4856799 52.2515251, 8.4859757 52.2518268, 8.4864806 52.2522666, 8.4866771 52.2524381)",Wehmerhorststraße,
22766587,2,,residential,30,3.2,False,False,34.658,"LINESTRING (8.4807174 52.2558301, 8.4809304 52.255547)",Alte Dorfstraße,
227671810,2,,unclassified,30,3.7,False,False,26.026,"LINESTRING (8.4807174 52.2558301, 8.4810711 52.255919)",Alte Dorfstraße,
"[230584079, 22766679]",2,,residential,30,3.5,False,False,189.79399999999998,"LINESTRING (8.4807174 52.2558301, 8.4806826 52.2558988, 8.480483 52.256108, 8.4804207 52.2561746, 8.4802117 52.2563686, 8.4800839 52.2565019, 8.4799896 52.2565927, 8.479935 52.2566531, 8.4798339 52.2567518, 8.4793623 52.2571997, 8.479207 52.2572393)",Zum Nonnenstein,
"[249768817, 230387998]",2,,unclassified,30,3.7,False,True,54.754999999999995,"LINESTRING (8.4807174 52.2558301, 8.4806064 52.2557859, 8.4801713 52.2556394, 8.4800219 52.2555831)",Alte Dorfstraße,
222608426,2,,residential,30,3.7,False,False,50.628,"LINESTRING (8.4829125 52.2519774, 8.4824578 52.2523377)",Westerbergstraße,
232633349,2,,residential,30,4,False,False,80.961,"LINESTRING (8.4829125 52.2519774, 8.4821377 52.251425)",Hambachweg,
232633349,2,,residential,30,4,False,True,71.25,"LINESTRING (8.4829125 52.2519774, 8.4832397 52.2521908, 8.4834033 52.2523066, 8.4835146 52.2523912, 8.4835902 52.2524641)",Hambachweg,
22767254,2,,residential,30,3.2,False,True,51.648,"LINESTRING (8.487379 52.2557378, 8.4874454 52.2562005)",Am Kurpark,
"[22766531, 232633350]",2,,residential,30,4.5,False,"[False, True]",84.757,"LINESTRING (8.4800219 52.2555831, 8.480369 52.2552016, 8.4804167 52.2551478, 8.4805868 52.2549457, 8.4806354 52.2549237)",Friedebergstraße,
"[249768817, 230387998]",2,,unclassified,30,3.7,False,False,54.754999999999995,"LINESTRING (8.4800219 52.2555831, 8.4801713 52.2556394, 8.4806064 52.2557859, 8.4807174 52.2558301)",Alte Dorfstraße,
"[227634008, 230387998]",2,,unclassified,30,3.7,False,True,102.97699999999999,"LINESTRING (8.4800219 52.2555831, 8.4799194 52.2555478, 8.4795451 52.2554074, 8.4793383 52.2553288, 8.4791636 52.2552546, 8.4790876 52.2552146, 8.4790554 52.2551899, 8.4790237 52.2551666, 8.4789131 52.2550836, 8.4788524 52.2550175)",Alte Dorfstraße,
"[905773401, 22766713]",2,,unclassified,100,3.3,False,False,181.191,"LINESTRING (8.4758901 52.2555847, 8.4758682 52.2556735, 8.4754324 52.2569737, 8.4754157 52.257037, 8.4754238 52.2570879, 8.4754568 52.2571829)",Lange Hegge,
29053647,2,,unclassified,100,3.5,False,False,65.572,"LINESTRING (8.4758901 52.2555847, 8.4767125 52.2555327, 8.476847 52.2555182)",,
"[230444153, 22766868, 230444158]",2,,residential,30,"['5', '3.4']",False,True,102.82600000000001,"LINESTRING (8.4799694 52.2532273, 8.4797278 52.2536846, 8.4796084 52.2536529, 8.4793703 52.2535895, 8.4792484 52.253561, 8.4790549 52.2535192)",Auf dem Brink,
22767197,2,,residential,100,3.5,False,True,46.842,"LINESTRING (8.4884263 52.2498495, 8.488282 52.249516, 8.4883078 52.2494414)",Bünder Straße,
"[22766679, 230584079]",2,,residential,30,3.5,False,True,189.79399999999998,"LINESTRING (8.479207 52.2572393, 8.4793623 52.2571997, 8.4798339 52.2567518, 8.479935 52.2566531, 8.4799896 52.2565927, 8.4800839 52.2565019, 8.4802117 52.2563686, 8.4804207 52.2561746, 8.480483 52.256108, 8.4806826 52.2558988, 8.4807174 52.2558301)",Zum Nonnenstein,
222608426,2,,residential,30,3.7,False,True,50.628,"LINESTRING (8.4824578 52.2523377, 8.4829125 52.2519774)",Westerbergstraße,
232633349,2,,residential,30,4,False,True,80.961,"LINESTRING (8.4821377 52.251425, 8.4829125 52.2519774)",Hambachweg,
"[1167757418, 22766613]",2,,residential,30,4.4,False,True,119.00800000000001,"LINESTRING (8.4821377 52.251425, 8.4819747 52.2514659, 8.4818558 52.2514857, 8.4816476 52.2515204, 8.481289 52.2515209, 8.4809152 52.2515297, 8.4807123 52.2515441, 8.480511 52.2515779, 8.480484 52.2515767, 8.4804237 52.2515774)",Zur Kirchbreite,
232633351,2,,residential,30,4.7,False,False,192.838,"LINESTRING (8.4821377 52.251425, 8.4827038 52.2511974, 8.4832411 52.2509814, 8.4843683 52.250776, 8.4846352 52.2506504)",Zur Kirchbreite,
22766904,2,,living_street,,2.2,False,True,67.441,"LINESTRING (8.4851461 52.2512439, 8.484423 52.2516585)",Weidenbrink,
22766748,2,,residential,30,3,False,False,61.323,"LINESTRING (8.4808483 52.2544033, 8.4805928 52.2548445, 8.4806354 52.2549237)",Friedebergstraße,
222629021,2,,living_street,,8,False,True,6.47,"LINESTRING (8.4809939 52.2541155, 8.4810862 52.2541294)",Parkstraße,
22766537,2,,residential,30,3,False,True,61.084999999999994,"LINESTRING (8.4865197 52.2567729, 8.4865549 52.2569485, 8.4863614 52.2573016)",Wiesenweg,
227721961,2,,unclassified,30,3.7,False,False,9.227,"LINESTRING (8.4786874 52.2546967, 8.4787111 52.2547784)",Alte Dorfstraße,
22766915,2,,residential,30,5.1,False,False,70.934,"LINESTRING (8.4786874 52.2546967, 8.4786183 52.2547043, 8.4785662 52.2547054, 8.478384 52.2546947, 8.4783037 52.2546809, 8.4782103 52.2546672, 8.478123 52.2546574, 8.4779518 52.2546183, 8.4778555 52.2545914, 8.4778064 52.2545752, 8.4777586 52.2545584, 8.477709 52.254529)",Kapellenstraße,
"[230444149, 227124471]",2,,unclassified,30,3.7,False,True,134.939,"LINESTRING (8.4786874 52.2546967, 8.4786695 52.2545994, 8.4786644 52.2545234, 8.4786652 52.2545046, 8.4786698 52.254436, 8.4786857 52.254276, 8.47871 52.2541818, 8.4787491 52.2540673, 8.478839 52.2538803, 8.4790549 52.2535192)",Alte Dorfstraße,
22776064,2,,unclassified,30,3.7,False,False,15.509,"LINESTRING (8.4804237 52.2515774, 8.4804532 52.2515269, 8.4804813 52.2514428)",Heerstraße,
223958085,2,,unclassified,30,3.7,False,False,86.784,"LINESTRING (8.4804237 52.2515774, 8.4801968 52.2518111, 8.4799817 52.2520843, 8.479862 52.2522761)",Alte Dorfstraße,
"[1167757418, 22766613]",2,,residential,30,4.4,False,False,119.00800000000002,"LINESTRING (8.4804237 52.2515774, 8.480484 52.2515767, 8.480511 52.2515779, 8.4807123 52.2515441, 8.4809152 52.2515297, 8.481289 52.2515209, 8.4816476 52.2515204, 8.4818558 52.2514857, 8.4819747 52.2514659, 8.4821377 52.251425)",Zur Kirchbreite,
227124471,2,,unclassified,30,3.7,False,False,19.412,"LINESTRING (8.479157 52.2533562, 8.4790549 52.2535192)",Alte Dorfstraße,
233365762,2,,residential,30,6.3,False,False,86.48400000000001,"LINESTRING (8.479157 52.2533562, 8.4785807 52.2532508, 8.4780237 52.253156, 8.4779459 52.2531272)",Buersche Straße,
"[227226197, 249768815]",2,,unclassified,30,3.7,False,True,129.341,"LINESTRING (8.479157 52.2533562, 8.4793413 52.2530709, 8.4793673 52.2530364, 8.4794375 52.2529272, 8.479862 52.2522761)",Alte Dorfstraße,
22766752,2,,residential,30,6,False,False,38.071,"LINESTRING (8.479862 52.2522761, 8.4799898 52.252304, 8.480391 52.2523872)",Westerbergstraße,
223958085,2,,unclassified,30,3.7,False,True,86.784,"LINESTRING (8.479862 52.2522761, 8.4799817 52.2520843, 8.4801968 52.2518111, 8.4804237 52.2515774)",Alte Dorfstraße,
"[227226197, 249768815]",2,,unclassified,30,3.7,False,False,129.341,"LINESTRING (8.479862 52.2522761, 8.4794375 52.2529272, 8.4793673 52.2530364, 8.4793413 52.2530709, 8.479157 52.2533562)",Alte Dorfstraße,
230130750,2,K 24,tertiary,100,7.5,False,False,264.19,"LINESTRING (8.4866771 52.2524381, 8.4864806 52.2522666, 8.4859757 52.2518268, 8.4856799 52.2515251, 8.4853453 52.2511127, 8.4850458 52.2507308, 8.4849576 52.2506339, 8.4848799 52.2505248, 8.4847736 52.2503754)",Wehmerhorststraße,
"[360209757, 249768814]",2,,unclassified,30,5.6,False,True,61.399,"LINESTRING (8.4866771 52.2524381, 8.4865132 52.2525116, 8.4863652 52.2525781, 8.4861357 52.2526708, 8.4859378 52.2527542)",Westerbergstraße,
230134574,2,,residential,30,3.8,False,True,57.346000000000004,"LINESTRING (8.4801394 52.2528793, 8.4803219 52.2525092, 8.480391 52.2523872)",Auf dem Brink,
"[22776064, 223958083, 233811323, 22791284]",2,,unclassified,"['50', '30']","['8', '3.7']",False,False,168.58400000000003,"LINESTRING (8.4804813 52.2514428, 8.4805606 52.2511879, 8.4805743 52.2511379, 8.4805921 52.2510649, 8.4806167 52.2509559, 8.4806474 52.2507152, 8.4806396 52.2504014, 8.4805826 52.2500933, 8.4805502 52.2499378)",Heerstraße,
22776064,2,,unclassified,30,3.7,False,True,15.509,"LINESTRING (8.4804813 52.2514428, 8.4804532 52.2515269, 8.4804237 52.2515774)",Heerstraße,
"[224482716, 22766566]",,,residential,30,"['4.5', '3.5']",False,"[False, True]",126.46399999999998,"LINESTRING (8.4804813 52.2514428, 8.480089 52.2514005, 8.4799287 52.2513635, 8.4795534 52.2513004, 8.4794473 52.2513037, 8.479376 52.2513477, 8.4793353 52.251406, 8.4791343 52.2517442)",Amtshausstraße,
60101729,2,L 876,secondary,50,7,False,True,52.031,"LINESTRING (8.4889913 52.249232, 8.4883078 52.2494414)",Bünder Straße,
913186808,2,,residential,30,4,False,True,48.537,"LINESTRING (8.4843032 52.2524601, 8.4835902 52.2524641)",Hambachweg,
913186808,2,,residential,30,4,False,False,48.537,"LINESTRING (8.4835902 52.2524641, 8.4843032 52.2524601)",Hambachweg,
232633349,2,,residential,30,4,False,False,71.25,"LINESTRING (8.4835902 52.2524641, 8.4835146 52.2523912, 8.4834033 52.2523066, 8.4832397 52.2521908, 8.4829125 52.2519774)",Hambachweg,
"[22766964, 232633349]",2,,residential,30,"['5.5', '4']",False,"[False, True]",74.091,"LINESTRING (8.4835902 52.2524641, 8.4837933 52.2527408, 8.4838472 52.2528304, 8.4838897 52.2529311, 8.4838969 52.2529634, 8.4839042 52.2530942)",Hambachweg,
