osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,width,bridge,access,junction,tunnel
"[424285528, 424285529, 1059818438]",False,Dammstraße,primary,False,243.23,3,L 398,50,"LINESTRING (8.6907091 48.4427276, 8.690507 48.4427389, 8.6904343 48.4427405, 8.6902687 48.4427437, 8.6900957 48.4427468, 8.6897048 48.4427543, 8.6889175 48.4427776, 8.6885086 48.4427766, 8.6882988 48.4427753, 8.6878473 48.4427642, 8.6874154 48.4427397)",,,,,
246901286,False,Isenburger Straße,tertiary,True,14.487,,K 4764,,"LINESTRING (8.6928226 48.4417859, 8.692676 48.4416992)",,,,,
"[186651868, 24614972, 24614973]",False,Hornaustraße,primary,"[False, True]",174.611,3,B 32,50,"LINESTRING (8.6928226 48.4417859, 8.6927687 48.4418284, 8.6926449 48.4419558, 8.692448 48.4421396, 8.6922119 48.4423593, 8.6921729 48.4423926, 8.6921315 48.442422, 8.692043 48.4424702, 8.6919082 48.4425205, 8.6918074 48.442542, 8.6916809 48.4425638, 8.6913603 48.4426191, 8.6910241 48.4426763)",,yes,,,
23449825,True,,primary,False,11.818,1,L 398,50,"LINESTRING (8.68562 48.4417664, 8.6856545 48.4418143, 8.6856629 48.4418672)",,,,roundabout,
34831993,True,Bahnhofplatz,residential,False,22.744,,,30,"LINESTRING (8.68562 48.4417664, 8.685775 48.4417698, 8.6859205 48.4418017)",,,,,
178608186,False,Dammstraße,primary,True,144.13299999999998,2,L 398,50,"LINESTRING (8.6857271 48.4421277, 8.685808 48.4421707, 8.6858909 48.4422211, 8.6862406 48.4423992, 8.686491 48.4425146, 8.6866716 48.4425812, 8.6868134 48.442625, 8.687015 48.4426814, 8.6872688 48.4427235, 8.6874154 48.4427397)",,,,,
178608187,True,Dammstraße,primary,False,22.581,1,L 398,50,"LINESTRING (8.6857271 48.4421277, 8.6856366 48.4420897, 8.6854784 48.4420096)",,,,,
"[202459254, 178608190, 178608191]",False,Christophorusbrücken,primary,True,71.484,3,B 32,30,"LINESTRING (8.6911024 48.4435527, 8.6911249 48.4435955, 8.6911576 48.4436575, 8.6912389 48.4438288, 8.6912894 48.4439283, 8.6913771 48.4440619, 8.6914107 48.4441159, 8.6914481 48.4441512)",,yes,,,
953318123,False,Schillerstraße,residential,False,162.265,,,20,"LINESTRING (8.6911024 48.4435527, 8.6911919 48.4435477, 8.6912343 48.4435443, 8.6912692 48.4435417, 8.6914824 48.443531, 8.6921831 48.4434637, 8.692463 48.4433762, 8.6928799 48.4432711, 8.6932184 48.4432002)",4,,,,
"[184944851, 953318125, 184944854]",False,Christophorusbrücken,primary,False,96.271,3,B 32,"['50', '30']","LINESTRING (8.6911024 48.4435527, 8.691047 48.4434422, 8.6909961 48.4433409, 8.6909406 48.4432307, 8.6908889 48.4431266, 8.690781 48.4429113, 8.69077 48.4428879, 8.6907565 48.442859, 8.6907091 48.4427276)",,yes,,,
24842853,False,Mühlgäßle,living_street,False,84.387,,,,"LINESTRING (8.6914481 48.4441512, 8.6915346 48.4441147, 8.6916394 48.4440759, 8.6918331 48.4440315, 8.6919558 48.4439881, 8.6921152 48.4438947, 8.6922888 48.4438479, 8.6923893 48.4438215, 8.6924586 48.4438231)",,,,,
178608189,True,Neckarstraße,living_street,False,78.888,,,,"LINESTRING (8.6914481 48.4441512, 8.6913605 48.4442077, 8.6912702 48.4442385, 8.6909369 48.4442206, 8.6908947 48.4442194, 8.690827 48.4442168, 8.6904273 48.4441928)",,,,,
188632713,False,Neckarstraße,primary,True,84.93,2,B 32,30,"LINESTRING (8.6914481 48.4441512, 8.6915749 48.4442514, 8.6916404 48.4442761, 8.691789 48.4443097, 8.6919358 48.4443325, 8.6920677 48.4443656, 8.6922025 48.4444085, 8.6924531 48.4444922)",,,,,
"[178608190, 202459254, 178608191]",False,Christophorusbrücken,primary,False,71.48400000000001,3,B 32,30,"LINESTRING (8.6914481 48.4441512, 8.6914107 48.4441159, 8.6913771 48.4440619, 8.6912894 48.4439283, 8.6912389 48.4438288, 8.6911576 48.4436575, 8.6911249 48.4435955, 8.6911024 48.4435527)",,yes,,,
178608188,False,Mühlener Straße,secondary,False,30.853,2,L 370,50,"LINESTRING (8.6931646 48.4447816, 8.6933139 48.4447153, 8.69337 48.4447066, 8.69355 48.444694)",,,,,
218679809,False,Gutermannstraße,primary,True,30.27,3,B 32,30,"LINESTRING (8.6931646 48.4447816, 8.6932087 48.4448576, 8.6932389 48.4449829, 8.6932189 48.4450454)",,,,,
"[188632713, 275089139]",False,Neckarstraße,primary,False,61.980999999999995,2,B 32,30,"LINESTRING (8.6931646 48.4447816, 8.6930824 48.444724, 8.6929317 48.4446566, 8.6927027 48.4445765, 8.6924531 48.4444922)",,,,,
"[1093150704, 164473466, 158854631]",False,Gutermannstraße,tertiary,True,178.064,3,,30,"LINESTRING (8.6928947 48.4453936, 8.6927323 48.4454217, 8.6922606 48.4454668, 8.6921114 48.4454729, 8.6920436 48.4454756, 8.6919489 48.4454743, 8.6918046 48.44547, 8.6916744 48.44545, 8.6914771 48.4454187, 8.6912642 48.4453779, 8.6907204 48.4453103, 8.6906388 48.4453046, 8.6905193 48.4453001)",,,,,
"[1093150705, 218679809]",False,Gutermannstraße,primary,False,45.981,3,B 32,30,"LINESTRING (8.6928947 48.4453936, 8.6929225 48.4453267, 8.6930112 48.4452389, 8.6931657 48.4451115, 8.6932189 48.4450454)",,,,,
24690613,False,Altheimer Straße,tertiary,False,47.522000000000006,,,30,"LINESTRING (8.6856043 48.4462676, 8.685517 48.4462815, 8.6854277 48.4463033, 8.6852511 48.4463673, 8.6851273 48.4464138, 8.6850296 48.4464551)",,,,,
24690613,False,Altheimer Straße,tertiary,True,41.489000000000004,,,30,"LINESTRING (8.6856043 48.4462676, 8.6857267 48.446251, 8.6858761 48.4462339, 8.6859966 48.4462271, 8.6861163 48.4462308, 8.6861615 48.4462309)",,,,,
23449825,True,,primary,False,12.51,1,L 398,50,"LINESTRING (8.6856181 48.4419491, 8.6855566 48.4419878, 8.6854784 48.4420096)",,,,roundabout,
120190430,True,Dammstraße,primary,False,21.438000000000002,1,L 424,50,"LINESTRING (8.6856181 48.4419491, 8.685648 48.4420061, 8.6857271 48.4421277)",,,,,
23449825,True,,primary,False,9.786,1,L 398,50,"LINESTRING (8.6856629 48.4418672, 8.6856493 48.4419103, 8.6856181 48.4419491)",,,,roundabout,
24873896,False,Marktstraße,residential,True,9.12,,,20,"LINESTRING (8.6905168 48.4452181, 8.6905193 48.4453001)",,,,,
24873896,False,Marktstraße,residential,False,31.573,,,20,"LINESTRING (8.6905168 48.4452181, 8.6904915 48.4451809, 8.6904731 48.4451561, 8.6903828 48.4450559, 8.6903017 48.4449731)",,,,,
490757365,False,Grabenbachgasse,residential,False,22.733,,,,"LINESTRING (8.6905168 48.4452181, 8.6903003 48.4452312, 8.6902097 48.4452353)",,,,,
"[222902843, 24556164]",False,"['Reibegäßle', 'Florianstraße']",residential,False,399.8140000000001,,,30,"LINESTRING (8.6946719 48.4437973, 8.694772 48.4439041, 8.6948998 48.4440511, 8.6951064 48.444293, 8.6951495 48.4443413, 8.6954112 48.4446571, 8.6954868 48.4447271, 8.6955303 48.4447496, 8.6956633 48.4448031, 8.6957907 48.4448377, 8.6959086 48.4448664, 8.6960049 48.4449203, 8.6961169 48.4450436, 8.6963627 48.44531, 8.6963875 48.4453825, 8.6964202 48.4455137, 8.6964552 48.445622, 8.6965505 48.4457513, 8.6967039 48.4459027, 8.6968522 48.4460263, 8.6969096 48.4460753, 8.6970077 48.4461481, 8.6971721 48.4462732, 8.697274 48.4463377, 8.6973646 48.4464048, 8.6973974 48.446477, 8.6973705 48.4465367, 8.6973559 48.4465559, 8.6972448 48.4466259, 8.6971674 48.4466631, 8.6971294 48.4466783)",,,,,
24873896,False,Marktstraße,residential,True,31.572999999999997,,,20,"LINESTRING (8.6903017 48.4449731, 8.6903828 48.4450559, 8.6904731 48.4451561, 8.6904915 48.4451809, 8.6905168 48.4452181)",,,,,
"[55784601, 232858658]",False,"['Wintergasse', 'Marktplatz']",residential,False,231.24499999999998,,,,"LINESTRING (8.6903017 48.4449731, 8.6900876 48.4450322, 8.6893234 48.445117, 8.6892194 48.4451325, 8.6888996 48.4451794, 8.6886908 48.445212, 8.688457 48.4452576, 8.6882725 48.4452916, 8.6880389 48.4453393, 8.6879712 48.4453306, 8.6879439 48.4453021, 8.6879378 48.4452879, 8.6879503 48.4452366, 8.6879833 48.445215, 8.6881356 48.4451551, 8.6882099 48.4451012, 8.6882772 48.4450585, 8.6883172 48.4449605)",,,,,
290651868,False,Marktstraße,living_street,False,27.47,,,20,"LINESTRING (8.6903017 48.4449731, 8.6902477 48.4449019, 8.6902008 48.4448437, 8.6901816 48.4447886, 8.6901632 48.4447455)",,,,,
"[424275490, 199495307, 24873172, 24567565]",False,"['Neckarstraße', 'Ihlinger Straße']","['residential', 'living_street']",True,135.718,,,30,"LINESTRING (8.6858903 48.4440595, 8.6860024 48.4440744, 8.6863599 48.4441352, 8.6864626 48.4441525, 8.6865875 48.4441753, 8.6867698 48.4442146, 8.6870407 48.4442755, 8.6873887 48.4442987, 8.6876822 48.4442936)",3.8,,,,building_passage
"[1243454129, 254311443, 122753195]",False,Fürstabt-Gerbert-Straße,residential,False,190.386,,,30,"LINESTRING (8.6858903 48.4440595, 8.6858508 48.4438946, 8.6858358 48.4438483, 8.6858166 48.4437722, 8.6857898 48.4435083, 8.6857772 48.4434365, 8.6857103 48.4433958, 8.6856057 48.4433649, 8.685509 48.4433545, 8.6853477 48.4433169, 8.6853239 48.4433113, 8.6851472 48.4432314, 8.6850725 48.4431768, 8.6850425 48.4431549, 8.6849493 48.4430581, 8.6849155 48.4430199, 8.6848698 48.4429574, 8.6848152 48.4428582, 8.6847981 48.4427869, 8.6848112 48.4426863)",,,,,
24563043,False,Starzelbachweg,unclassified,True,155.80400000000003,,,,"LINESTRING (8.6957969 48.4479315, 8.6956948 48.4478384, 8.695663 48.4476423, 8.6956975 48.4473465, 8.6957098 48.4472369, 8.6957378 48.4469865, 8.6957399 48.4469676, 8.6960445 48.4468283, 8.6962618 48.4467444)",,,,,
192247530,True,Bahnhofplatz,residential,False,82.014,,,30,"LINESTRING (8.6864593 48.4419019, 8.6865804 48.4419186, 8.6875601 48.4420041)",,,,,
"[389282033, 528430951]",False,Bahnhofplatz,residential,True,41.298,2,,30,"LINESTRING (8.6864593 48.4419019, 8.6862786 48.4418735, 8.6861962 48.4418556, 8.6860774 48.4418337, 8.6860404 48.4418268, 8.6859205 48.4418017)",,,,,
689493482,False,Untere Au,unclassified,True,7.212,,,,"LINESTRING (8.691064 48.4427346, 8.6910522 48.4427265, 8.6910355 48.4426998, 8.6910241 48.4426763)",,,,,
"[186651868, 24614973, 24614972]",False,Hornaustraße,primary,"[False, True]",174.61099999999996,3,B 32,50,"LINESTRING (8.6910241 48.4426763, 8.6913603 48.4426191, 8.6916809 48.4425638, 8.6918074 48.442542, 8.6919082 48.4425205, 8.692043 48.4424702, 8.6921315 48.442422, 8.6921729 48.4423926, 8.6922119 48.4423593, 8.692448 48.4421396, 8.6926449 48.4419558, 8.6927687 48.4418284, 8.6928226 48.4417859)",,yes,,,
"[180145896, 462678210]",False,Hornaustraße,primary,True,23.927,3,B 32,50,"LINESTRING (8.6910241 48.4426763, 8.6909607 48.4426876, 8.6908989 48.4426966, 8.6907091 48.4427276)",,,,,
689493482,False,Untere Au,unclassified,False,7.212,,,,"LINESTRING (8.6910241 48.4426763, 8.6910355 48.4426998, 8.6910522 48.4427265, 8.691064 48.4427346)",,,,,
24690613,False,Altheimer Straße,tertiary,False,144.83800000000002,,,30,"LINESTRING (8.6904231 48.4453919, 8.6903273 48.445393, 8.6902364 48.4454037, 8.6898608 48.4454415, 8.6895782 48.4454719, 8.6885355 48.4457231)",,,,,
84407016,False,Bildechinger Steige,tertiary,False,132.81199999999998,,,30,"LINESTRING (8.6904231 48.4453919, 8.6904416 48.445471, 8.6904425 48.4455214, 8.6904268 48.4455957, 8.6903332 48.4457949, 8.6901827 48.4460279, 8.6901206 48.4461702, 8.6900513 48.4464042, 8.6900095 48.4465416)",,,,,
1059818444,False,Bildechinger Steige,tertiary,True,13.664,,,30,"LINESTRING (8.6904231 48.4453919, 8.6904397 48.4453421, 8.6904692 48.4453107, 8.6905193 48.4453001)",,,,,
1052028284,False,Lindenstraße,residential,False,4.181,,,,"LINESTRING (8.6890348 48.4426418, 8.6890206 48.4426782)",,,,,
"[254311443, 1243454129, 122753195]",False,Fürstabt-Gerbert-Straße,residential,True,190.386,,,30,"LINESTRING (8.6848112 48.4426863, 8.6847981 48.4427869, 8.6848152 48.4428582, 8.6848698 48.4429574, 8.6849155 48.4430199, 8.6849493 48.4430581, 8.6850425 48.4431549, 8.6850725 48.4431768, 8.6851472 48.4432314, 8.6853239 48.4433113, 8.6853477 48.4433169, 8.685509 48.4433545, 8.6856057 48.4433649, 8.6857103 48.4433958, 8.6857772 48.4434365, 8.6857898 48.4435083, 8.6858166 48.4437722, 8.6858358 48.4438483, 8.6858508 48.4438946, 8.6858903 48.4440595)",,,,,
