osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge,junction
522212131,True,2,,Körnerstraße,residential,50,False,13.433,"LINESTRING (7.4702827 51.3603256, 7.4704176 51.3604122)",,,
"[31252627, 241497124]",True,"['2', '3']",,Körnerstraße,tertiary,30,False,96.949,"LINESTRING (7.4702827 51.3603256, 7.4704704 51.3602327, 7.4708815 51.3600378, 7.4709671 51.3599875, 7.4712227 51.3598529, 7.4713643 51.359775)",,,
522212117,True,3,,Körnerstraße,tertiary,50,False,10.916,"LINESTRING (7.4701653 51.3603909, 7.4702827 51.3603256)",,,
522212118,True,2,,Karl-Marx-Straße,residential,50,False,24.813,"LINESTRING (7.4701653 51.3603909, 7.4700514 51.3603316, 7.4700044 51.360295, 7.4699249 51.3602277)",,,
241497680,True,,,,tertiary_link,50,False,38.012,"LINESTRING (7.4698203 51.3605588, 7.4698653 51.3604903, 7.4698971 51.360437, 7.4699127 51.3603949, 7.4699199 51.3603674, 7.4699246 51.3603398, 7.4699246 51.3602964, 7.4699249 51.3602277)",,,
522212153,True,3,,Körnerstraße,tertiary,50,False,30.475,"LINESTRING (7.4698203 51.3605588, 7.4700498 51.360461, 7.4701653 51.3603909)",,,
522212194,True,2,,Karl-Marx-Straße,residential,50,False,73.37700000000001,"LINESTRING (7.4699249 51.3602277, 7.4698602 51.3601727, 7.4697811 51.3600924, 7.4696839 51.3599852, 7.4696034 51.3598813, 7.4695203 51.3597586, 7.4695035 51.3597256, 7.4695136 51.3596349)",,,
241497995,True,2,,Körnerstraße,tertiary,50,False,34.077,"LINESTRING (7.468096 51.3612963, 7.4680444 51.3613652, 7.4679646 51.3614036, 7.4678989 51.3614385, 7.4678553 51.3614577, 7.4677269 51.3614625)",,,
"[241497678, 522212222]",False,"['4', '5']",,Körnerstraße,tertiary,50,False,132.257,"LINESTRING (7.468096 51.3612963, 7.4681289 51.3612811, 7.4682909 51.361213, 7.4683689 51.3611793, 7.4684191 51.3611591, 7.4686767 51.3610566, 7.4689318 51.3609569, 7.4691433 51.3608725, 7.4692261 51.3608415, 7.4696514 51.3606792, 7.4697036 51.3606587)",,,
43322139,False,2,,Potthofstraße,residential,30,True,6.678,"LINESTRING (7.476069 51.3585112, 7.4761111 51.3585652)",destination,,
23950892,False,,,Rathausstraße,living_street,7,False,97.54400000000001,"LINESTRING (7.476069 51.3585112, 7.4759756 51.3585085, 7.4759432 51.3585077, 7.4758964 51.3585043, 7.4758398 51.3584965, 7.4757786 51.3584816, 7.4756576 51.358447, 7.4755824 51.3584238, 7.4752342 51.3583049, 7.4751472 51.3582752, 7.4747999 51.3581575)",,,
43322139,False,2,,Potthofstraße,residential,30,False,142.394,"LINESTRING (7.476069 51.3585112, 7.4760645 51.3584726, 7.4760701 51.3584201, 7.4760803 51.358394, 7.4761027 51.3583422, 7.4761341 51.3582874, 7.476173 51.3582322, 7.4762098 51.3581928, 7.476241 51.3581593, 7.4762966 51.3581063, 7.4763599 51.3580583, 7.4764194 51.3580184, 7.4765248 51.3579409, 7.4766561 51.3578486, 7.4766915 51.3578223, 7.4769866 51.3576024, 7.4770177 51.3575763, 7.4770804 51.3575214, 7.4771415 51.3574517)",destination,,
34918123,False,,,Hochstraße,residential,30,False,203.73900000000003,"LINESTRING (7.4719716 51.3567439, 7.4720262 51.356728, 7.4728942 51.356476, 7.4730783 51.3564319, 7.4735492 51.3562951, 7.4736886 51.3562562, 7.4739647 51.356173, 7.474185 51.3560841, 7.4742718 51.3560419, 7.4744487 51.3559322, 7.4745303 51.3558779)",,,
34918123,False,,,Hochstraße,residential,30,True,62.183,"LINESTRING (7.4719716 51.3567439, 7.4712594 51.356951, 7.4711598 51.35698)",,,
41973908,True,,,Viktoriastraße,residential,30,False,107.91199999999999,"LINESTRING (7.4696393 51.3574193, 7.469602 51.3573806, 7.4695638 51.3573522, 7.4695264 51.3573091, 7.4693398 51.3570509, 7.4689697 51.3565453)",,,
336886162,False,,,Hochstraße,residential,30,False,116.331,"LINESTRING (7.4696393 51.3574193, 7.4697186 51.3573966, 7.4702878 51.3572321, 7.4708406 51.3570723, 7.4710638 51.3570077, 7.4711598 51.35698)",,,
"[336886162, 132152134]",False,,,Hochstraße,residential,30,True,221.195,"LINESTRING (7.4696393 51.3574193, 7.4695402 51.3574477, 7.4694103 51.3574849, 7.4692291 51.3575368, 7.4685146 51.3577414, 7.4684246 51.3577671, 7.4682929 51.3578041, 7.4671073 51.3581449, 7.4667442 51.3582492)",,,
