osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,bridge,junction
1031318049,False,,Neustadt,residential,30,True,38.87,"LINESTRING (12.9790708 50.9835753, 12.9791287 50.9835519, 12.9791822 50.9835338, 12.9792251 50.9835138, 12.979267 50.9834915, 12.9793256 50.983422, 12.9793628 50.9833583, 12.9793733 50.9833054)",,,,
26148366,False,,Schumannstraße,residential,,True,217.276,"LINESTRING (12.9756885 50.9853647, 12.9775334 50.9853105, 12.9776863 50.9853065, 12.9779258 50.9853007, 12.9783254 50.98529, 12.9783985 50.985288, 12.9786233 50.9852594, 12.9787733 50.9852211)",,,,
1217851035,True,,Poststraße,residential,50,False,74.419,"LINESTRING (12.9756885 50.9853647, 12.9756551 50.9852355, 12.9755103 50.9847049)",,,,
27797790,False,2,Weberstraße,unclassified,20,False,46.265,"LINESTRING (12.9798091 50.9832707, 12.9798088 50.9833468, 12.9798087 50.9833711, 12.9797897 50.9834887, 12.9797719 50.9835755, 12.9797768 50.9836854)",,5,,
916376535,True,1,Weberstraße,tertiary,,False,14.591,"LINESTRING (12.9798091 50.9832707, 12.9797674 50.9832717, 12.9797263 50.9832674, 12.9796876 50.9832578, 12.9796528 50.9832434, 12.9796234 50.9832247)",,,,roundabout
25485173,False,,Frongasse,residential,,False,151.653,"LINESTRING (12.9805237 50.9846186, 12.9802981 50.9847583, 12.9801842 50.9848195, 12.9801242 50.9848601, 12.9801032 50.9849004, 12.9800954 50.9849811, 12.9800523 50.9851228, 12.9800385 50.9851553, 12.9799979 50.9852256, 12.9799363 50.9853479, 12.9799022 50.9854322, 12.97988 50.9855174, 12.9798777 50.985582, 12.9798992 50.9856624, 12.9799338 50.9857546, 12.9799623 50.9858192, 12.9799748 50.9858475)",,,,
447294006,False,2,Weberstraße,unclassified,20,False,59.855999999999995,"LINESTRING (12.9805237 50.9846186, 12.9807129 50.9847778, 12.9808736 50.9849351, 12.980942 50.9850001, 12.9810136 50.9850594)",,5,,
447294008,False,2,Weberstraße,unclassified,20,True,61.797,"LINESTRING (12.9805237 50.9846186, 12.9803705 50.9844864, 12.9803088 50.98443, 12.9801581 50.9842892, 12.9800274 50.9841592)",,5,,
25902654,False,2,Zimmerstraße,secondary,50,False,36.599,"LINESTRING (12.9771513 50.9868928, 12.9772921 50.986872, 12.9774272 50.9868468, 12.9776485 50.9867928)",S 247,,,
"[655044002, 526186918, 25902654]",False,2,"['Zimmerstraße', 'Tzschirnerstraße']",secondary,50,True,62.00299999999999,"LINESTRING (12.9771513 50.9868928, 12.9770204 50.9869028, 12.9768659 50.9869132, 12.9766134 50.9869194, 12.976357 50.9869064, 12.9762689 50.9869003)",S 247,,,
28190680,True,,Theaterstraße,residential,30,False,63.227999999999994,"LINESTRING (12.9771513 50.9868928, 12.9771517 50.9868431, 12.9771418 50.9866519, 12.9771199 50.9863799, 12.9771155 50.9863247)",,,,
32852886,False,,Gabelsbergerstraße,residential,,False,90.943,"LINESTRING (12.9861471 50.9810291, 12.9870275 50.9816305)",,4,,
32852886,False,,Gabelsbergerstraße,residential,,True,90.943,"LINESTRING (12.9870275 50.9816305, 12.9861471 50.9810291)",,4,,
376899049,True,,Gartenstraße,residential,,False,89.203,"LINESTRING (12.9870275 50.9816305, 12.986079 50.9821662)",,4,,
"[376899050, 32852903]",False,,"['Gabelsbergerstraße', 'Mühlfeld']",residential,,False,237.024,"LINESTRING (12.9870275 50.9816305, 12.9877713 50.982147, 12.9881286 50.9824019, 12.9883091 50.9825275, 12.9883785 50.982572, 12.9884227 50.982606, 12.9883907 50.9826459, 12.9883249 50.982722, 12.9882022 50.9828446, 12.9880469 50.9829761, 12.9878473 50.9831185, 12.9876314 50.9832495)",,4,,
376899051,False,,Gartenstraße,residential,,False,77.884,"LINESTRING (12.9870275 50.9816305, 12.9875903 50.9813091, 12.9878604 50.9811663)",,4,,
32852903,False,,Mühlfeld,residential,,False,96.018,"LINESTRING (12.9876314 50.9832495, 12.9873361 50.9833824, 12.986763 50.9836524, 12.9866415 50.9836875, 12.9865745 50.9837011, 12.9864863 50.9837073)",,4,,
"[376899050, 32852903]",False,,"['Gabelsbergerstraße', 'Mühlfeld']",residential,,True,237.024,"LINESTRING (12.9876314 50.9832495, 12.9878473 50.9831185, 12.9880469 50.9829761, 12.9882022 50.9828446, 12.9883249 50.982722, 12.9883907 50.9826459, 12.9884227 50.982606, 12.9883785 50.982572, 12.9883091 50.9825275, 12.9881286 50.9824019, 12.9877713 50.982147, 12.9870275 50.9816305)",,4,,
32853164,False,,Damaschkestraße,residential,,False,162.23399999999998,"LINESTRING (12.9876314 50.9832495, 12.9870552 50.9828484, 12.986079 50.9821662)",,4,,
32853164,False,,Damaschkestraße,residential,,True,41.068,"LINESTRING (12.9876314 50.9832495, 12.9878977 50.9834289, 12.9880347 50.9835177)",,4,,
32852903,False,,Mühlfeld,residential,,False,24.979,"LINESTRING (12.9864863 50.9837073, 12.9863513 50.9837178, 12.9862548 50.9837325, 12.9861526 50.9837739)",,4,,
32852903,False,,Mühlfeld,residential,,True,96.018,"LINESTRING (12.9864863 50.9837073, 12.9865745 50.9837011, 12.9866415 50.9836875, 12.986763 50.9836524, 12.9873361 50.9833824, 12.9876314 50.9832495)",,4,,
32852905,False,,August-Bebel-Straße,residential,,False,156.52900000000002,"LINESTRING (12.9864863 50.9837073, 12.9864583 50.9836241, 12.9864173 50.9835238, 12.9864179 50.9834762, 12.9864214 50.9833927, 12.9864211 50.9833401, 12.9864103 50.983288, 12.9863801 50.9832391, 12.9863442 50.9831919, 12.9863123 50.9831586, 12.9862846 50.983132, 12.9861836 50.9830629, 12.9858247 50.9828487, 12.9853923 50.9825528)",,4,,
32852905,False,,August-Bebel-Straße,residential,,True,156.52900000000002,"LINESTRING (12.9853923 50.9825528, 12.9858247 50.9828487, 12.9861836 50.9830629, 12.9862846 50.983132, 12.9863123 50.9831586, 12.9863442 50.9831919, 12.9863801 50.9832391, 12.9864103 50.983288, 12.9864211 50.9833401, 12.9864214 50.9833927, 12.9864179 50.9834762, 12.9864173 50.9835238, 12.9864583 50.9836241, 12.9864863 50.9837073)",,4,,
376899049,True,,Gartenstraße,residential,,False,65.641,"LINESTRING (12.9853923 50.9825528, 12.9850405 50.9827586, 12.984781 50.9829011, 12.9846824 50.982936)",,4,,
32852892,False,,Robert-Koch-Straße,residential,,False,197.046,"LINESTRING (12.984006 50.9822368, 12.9840926 50.9821886, 12.9846154 50.9818972, 12.9847811 50.9818048, 12.9848003 50.9817941, 12.9853474 50.9814833, 12.9861025 50.9810544)",,4,,
"[25903299, 574110460, 574110461]",False,"['2', '3']",Hainichener Straße,secondary,50,True,91.03399999999999,"LINESTRING (12.984006 50.9822368, 12.9840584 50.9822909, 12.9842048 50.9824403, 12.9843049 50.9825469, 12.9843319 50.9825737, 12.9844633 50.9827095, 12.9845534 50.9828031, 12.9846824 50.982936)",S 201,,,
376899049,True,,Gartenstraße,residential,,False,64.489,"LINESTRING (12.986079 50.9821662, 12.9853923 50.9825528)",,4,,
32853164,False,,Damaschkestraße,residential,,True,162.23399999999998,"LINESTRING (12.986079 50.9821662, 12.9870552 50.9828484, 12.9876314 50.9832495)",,4,,
376899051,False,,Gartenstraße,residential,,True,77.884,"LINESTRING (12.9878604 50.9811663, 12.9875903 50.9813091, 12.9870275 50.9816305)",,4,,
32853164,False,,Damaschkestraße,residential,,False,41.068,"LINESTRING (12.9880347 50.9835177, 12.9878977 50.9834289, 12.9876314 50.9832495)",,4,,
249685695,False,2,Hainichener Straße,secondary,50,False,95.04,"LINESTRING (12.9880347 50.9835177, 12.9878355 50.9836204, 12.9873705 50.983827, 12.9871293 50.9839303, 12.9870422 50.9839566, 12.9869702 50.98397, 12.9869036 50.9839775)",S 201,,,
25903542,False,,Kirchstraße,residential,,True,27.337,"LINESTRING (12.9821066 50.9834249, 12.9823784 50.9835667, 12.9824057 50.9835829)",,,,
45480367,False,,Dr.-Wilhelm-Külz-Straße,residential,,False,9.176,"LINESTRING (12.9870736 50.9869797, 12.9869619 50.9870229)",,,,
45478059,True,,Dr.-Wilhelm-Külz-Straße,residential,,False,128.799,"LINESTRING (12.9869619 50.9870229, 12.9859937 50.9860379)",,,,
45480367,False,,Dr.-Wilhelm-Külz-Straße,residential,,True,9.176,"LINESTRING (12.9869619 50.9870229, 12.9870736 50.9869797)",,,,
"[45480307, 45480350, 45480982]",False,,"['Hintergasse', 'Dr.-Wilhelm-Külz-Straße']",residential,,True,213.42799999999997,"LINESTRING (12.9869619 50.9870229, 12.9870183 50.9870916, 12.9870327 50.9871377, 12.9870644 50.9871828, 12.9872453 50.9873067, 12.9873037 50.9873281, 12.9874953 50.9874694, 12.9878208 50.9877338, 12.9872407 50.9879696, 12.9870801 50.9880082, 12.9866521 50.9881042, 12.9865733 50.988116, 12.9864576 50.9881126, 12.9863679 50.9880873)",,,,
"[45480350, 45480307, 45480982]",False,,"['Hintergasse', 'Dr.-Wilhelm-Külz-Straße']",residential,,False,213.42799999999997,"LINESTRING (12.9863679 50.9880873, 12.9864576 50.9881126, 12.9865733 50.988116, 12.9866521 50.9881042, 12.9870801 50.9880082, 12.9872407 50.9879696, 12.9878208 50.9877338, 12.9874953 50.9874694, 12.9873037 50.9873281, 12.9872453 50.9873067, 12.9870644 50.9871828, 12.9870327 50.9871377, 12.9870183 50.9870916, 12.9869619 50.9870229)",,,,
"[45480946, 45480307, 45480310]",False,,"['Oststraße', 'Hintergasse', 'Obergasse']",residential,,True,455.874,"LINESTRING (12.9863679 50.9880873, 12.9851382 50.988536, 12.9850785 50.9885602, 12.985041 50.988526, 12.9844383 50.9880449, 12.9840834 50.9876976, 12.9838236 50.9874263, 12.9837487 50.9873503, 12.9831568 50.9867288, 12.9831408 50.9866801, 12.9831779 50.9866506, 12.9834661 50.9865388, 12.9836015 50.9864794, 12.9842587 50.9862219, 12.9843493 50.9861802)",,,,
45480339,False,,Bernhard-Schmidt-Straße,residential,,True,255.074,"LINESTRING (12.9863679 50.9880873, 12.9856477 50.9874499, 12.9854284 50.9872506, 12.9852653 50.9871027, 12.9852223 50.9870734, 12.9849722 50.9868458, 12.9847916 50.9866412, 12.9843493 50.9861802)",,,,
"[45480946, 45480307, 45480310]",False,,"['Oststraße', 'Hintergasse', 'Obergasse']",residential,,False,455.87399999999997,"LINESTRING (12.9843493 50.9861802, 12.9842587 50.9862219, 12.9836015 50.9864794, 12.9834661 50.9865388, 12.9831779 50.9866506, 12.9831408 50.9866801, 12.9831568 50.9867288, 12.9837487 50.9873503, 12.9838236 50.9874263, 12.9840834 50.9876976, 12.9844383 50.9880449, 12.985041 50.988526, 12.9850785 50.9885602, 12.9851382 50.988536, 12.9863679 50.9880873)",,,,
45480339,False,,Bernhard-Schmidt-Straße,residential,,False,255.074,"LINESTRING (12.9843493 50.9861802, 12.9847916 50.9866412, 12.9849722 50.9868458, 12.9852223 50.9870734, 12.9852653 50.9871027, 12.9854284 50.9872506, 12.9856477 50.9874499, 12.9863679 50.9880873)",,,,
45480310,False,,Oststraße,residential,,True,106.008,"LINESTRING (12.9843493 50.9861802, 12.9844832 50.9861237, 12.9845975 50.9860808, 12.984966 50.9859425, 12.9854938 50.9857358, 12.9856274 50.9856701)",,,,
45480501,False,,Dr.-Wilhelm-Külz-Straße,residential,,True,10.594,"LINESTRING (12.9861233 50.9859887, 12.9859937 50.9860379)",,,,
45480567,True,,Dr.-Wilhelm-Külz-Straße,residential,,False,128.715,"LINESTRING (12.9861233 50.9859887, 12.9870736 50.9869797)",,,,
45480501,False,,Dr.-Wilhelm-Külz-Straße,residential,,False,10.594,"LINESTRING (12.9859937 50.9860379, 12.9861233 50.9859887)",,,,
"[45478059, 45480599]",True,,Dr.-Wilhelm-Külz-Straße,residential,,False,48.272,"LINESTRING (12.9859937 50.9860379, 12.9857181 50.9857586, 12.9856274 50.9856701)",,,,
25030114,False,,Markt,residential,20,True,53.773,"LINESTRING (12.9807008 50.985774, 12.9814656 50.9857286)",,,,
86536972,False,,Rochlitzer Straße,residential,20,False,51.491,"LINESTRING (12.9807008 50.985774, 12.9805609 50.9857877, 12.9804203 50.9857983, 12.9801975 50.9858199, 12.9800734 50.9858354, 12.9799748 50.9858475)",,,,
172544456,True,1,Markt,living_street,,False,82.768,"LINESTRING (12.9807008 50.985774, 12.9807338 50.9856757, 12.9809137 50.9851911, 12.9809595 50.9851203, 12.9810136 50.9850594)",,,,
"[1217849328, 281796531]",False,2,Waldheimer Straße,unclassified,50,True,56.644999999999996,"LINESTRING (12.9813073 50.986303, 12.981169 50.9864396, 12.9810958 50.9865202, 12.9810323 50.9866181, 12.9810144 50.9866592, 12.9810068 50.9866767, 12.9809859 50.9867638)",,,,
"[1217849313, 183150865]",True,2,Waldheimer Straße,unclassified,20,False,39.26500000000001,"LINESTRING (12.9813073 50.986303, 12.9813369 50.9862724, 12.9814916 50.9861122, 12.9815296 50.9860152, 12.9815293 50.9859853)",,,,
943955451,True,,Gottesaubachweg,residential,,False,41.772999999999996,"LINESTRING (12.9851058 50.9898082, 12.9853797 50.9898172, 12.9856454 50.9897795, 12.9856892 50.9897641)",,,,
943955452,False,,Gottesaubachweg,residential,,True,247.21399999999997,"LINESTRING (12.9851058 50.9898082, 12.9848945 50.9897722, 12.9845272 50.989645, 12.9842322 50.989533, 12.9838558 50.9893451, 12.9827986 50.9890762, 12.9824946 50.9890223, 12.982378 50.9890269, 12.9822797 50.9890509, 12.9821757 50.9890825, 12.9821125 50.9891017, 12.9819354 50.9891666)",,,,
282802304,False,2,Markt,unclassified,20,False,76.80799999999999,"LINESTRING (12.9810136 50.9850594, 12.9810696 50.9851039, 12.981127 50.9851462, 12.9812393 50.9852379, 12.981326 50.9853322, 12.9814003 50.9854533, 12.9814421 50.9856041, 12.9814568 50.9856742)",,5,,
447294006,False,2,Weberstraße,unclassified,20,True,59.855999999999995,"LINESTRING (12.9810136 50.9850594, 12.980942 50.9850001, 12.9808736 50.9849351, 12.9807129 50.9847778, 12.9805237 50.9846186)",,5,,
27797790,False,2,Weberstraße,unclassified,20,False,56.071,"LINESTRING (12.9797768 50.9836854, 12.9798335 50.9838941, 12.9799136 50.9840274, 12.9800274 50.9841592)",,5,,
27797790,False,2,Weberstraße,unclassified,20,True,46.265,"LINESTRING (12.9797768 50.9836854, 12.9797719 50.9835755, 12.9797897 50.9834887, 12.9798087 50.9833711, 12.9798088 50.9833468, 12.9798091 50.9832707)",,5,,
447293975,False,,Kirchberg,residential,,True,75.323,"LINESTRING (12.9797768 50.9836854, 12.9800907 50.9836955, 12.9803152 50.9837104, 12.9805532 50.9837424, 12.9806307 50.9837547, 12.98072 50.9837849, 12.9808165 50.9838198)",,,,
916376535,True,1,Weberstraße,tertiary,,False,31.042,"LINESTRING (12.9796234 50.9832247, 12.9795975 50.9831983, 12.9795826 50.9831688, 12.9795795 50.9831378, 12.9795886 50.9831073, 12.9796091 50.9830791, 12.9796399 50.9830549, 12.9796792 50.9830362, 12.9797245 50.983024, 12.9797732 50.9830192)",,,,roundabout
1031320648,False,,Johann-Sebastian-Bach-Straße,residential,30,True,19.680999999999997,"LINESTRING (12.9796234 50.9832247, 12.979538 50.983254, 12.9794887 50.9832709, 12.9793733 50.9833054)",,,,
422600294,False,,Kuxberg,residential,,False,177.684,"LINESTRING (12.9810202 50.9897238, 12.9810109 50.9894774, 12.9809691 50.9892687, 12.9809407 50.989091, 12.9809328 50.988943, 12.9809532 50.9888626, 12.9810263 50.9887329, 12.981141 50.9885801, 12.981248 50.9884662, 12.9813523 50.9883922, 12.9814332 50.988362, 12.9815305 50.9883453, 12.9816453 50.9883508)",,,,
129954182,False,,Mühlstraße,residential,,False,52.354,"LINESTRING (12.9806458 50.9838944, 12.9800274 50.9841592)",,,,
129954182,False,,Mühlstraße,residential,,True,52.354,"LINESTRING (12.9800274 50.9841592, 12.9806458 50.9838944)",,,,
27797790,False,2,Weberstraße,unclassified,20,True,56.071,"LINESTRING (12.9800274 50.9841592, 12.9799136 50.9840274, 12.9798335 50.9838941, 12.9797768 50.9836854)",,5,,
447294008,False,2,Weberstraße,unclassified,20,False,61.79700000000001,"LINESTRING (12.9800274 50.9841592, 12.9801581 50.9842892, 12.9803088 50.98443, 12.9803705 50.9844864, 12.9805237 50.9846186)",,5,,
130142049,False,,Brühl,living_street,,True,54.89699999999999,"LINESTRING (12.9815293 50.9859853, 12.981878 50.9860332, 12.9821132 50.9860559, 12.9823013 50.9860699)",,,,
183150865,True,2,Waldheimer Straße,unclassified,20,False,28.933,"LINESTRING (12.9815293 50.9859853, 12.9815184 50.9859008, 12.9814942 50.9858115, 12.9814656 50.9857286)",,,,
129954183,False,,Freiberger Straße,residential,30,False,159.017,"LINESTRING (12.9825611 50.9857046, 12.9827795 50.9856185, 12.9829806 50.9855358, 12.9830765 50.9854927, 12.9832347 50.9854151, 12.9833126 50.9853837, 12.9834025 50.9853457, 12.9835662 50.9852886, 12.9837763 50.9852345, 12.9840106 50.985208, 12.9843241 50.985184, 12.9846104 50.9851758)",,,,
129954183,False,,Freiberger Straße,residential,30,True,14.437999999999999,"LINESTRING (12.9825611 50.9857046, 12.9824878 50.9857097, 12.9823553 50.9857084)",,,,
"[130142050, 282802300, 130146261, 282802302]",False,2,"['Am Bürgerkarree', 'Malzgasse']",living_street,,False,128.732,"LINESTRING (12.9825611 50.9857046, 12.9825534 50.985377, 12.9825602 50.9852186, 12.9825722 50.9851259, 12.9825794 50.9850703, 12.9825932 50.9850132, 12.9826099 50.9849595, 12.9826189 50.9849374, 12.9828035 50.9849609, 12.9831217 50.9849993, 12.9832162 50.9850255)",,,yes,
283689237,False,,Brühl,living_street,,True,46.08,"LINESTRING (12.9825611 50.9857046, 12.9825574 50.9857723, 12.9825502 50.9857879, 12.9824965 50.9859043, 12.9824483 50.9859627, 12.9824367 50.9859768, 12.9823683 50.9860371, 12.9823013 50.9860699)",,,,
130142049,False,,Brühl,living_street,,False,54.897,"LINESTRING (12.9823013 50.9860699, 12.9821132 50.9860559, 12.981878 50.9860332, 12.9815293 50.9859853)",,,,
283689237,False,,Brühl,living_street,,False,46.08,"LINESTRING (12.9823013 50.9860699, 12.9823683 50.9860371, 12.9824367 50.9859768, 12.9824483 50.9859627, 12.9824965 50.9859043, 12.9825502 50.9857879, 12.9825574 50.9857723, 12.9825611 50.9857046)",,,,
"[130142048, 283689237, 283689238]",False,,Brühl,"['living_street', 'residential']",,True,38.723000000000006,"LINESTRING (12.9823013 50.9860699, 12.9822205 50.986167, 12.9822084 50.9862078, 12.982213 50.9862603, 12.9822263 50.986314, 12.9822278 50.9863355, 12.98222 50.9863903, 12.9822181 50.9864039)",,,yes,
733987055,False,2,Markt,unclassified,20,False,6.08,"LINESTRING (12.9814568 50.9856742, 12.9814656 50.9857286)",,5,,
130148447,True,,Freiberger Straße,residential,,False,63.010999999999996,"LINESTRING (12.9814568 50.9856742, 12.9818912 50.9856931, 12.9823553 50.9857084)",,,,
282802304,False,2,Markt,unclassified,20,True,76.808,"LINESTRING (12.9814568 50.9856742, 12.9814421 50.9856041, 12.9814003 50.9854533, 12.981326 50.9853322, 12.9812393 50.9852379, 12.981127 50.9851462, 12.9810696 50.9851039, 12.9810136 50.9850594)",,5,,
196961065,False,,Bergstraße,residential,,True,56.896,"LINESTRING (12.9802598 50.9815911, 12.9799929 50.9820744)",,,,
25463786,False,,Burgstädter Straße,tertiary,50,False,3.939,"LINESTRING (12.9783151 50.9819361, 12.9783597 50.9819577)",,,,
196961066,True,,Burgstädter Straße,residential,50,False,127.418,"LINESTRING (12.9783151 50.9819361, 12.9784538 50.9818655, 12.9785336 50.9818258, 12.9786035 50.9818056, 12.9786829 50.9817981, 12.978767 50.9818063, 12.9799929 50.9820744)",,,,
196961065,False,,Bergstraße,residential,,False,56.896,"LINESTRING (12.9799929 50.9820744, 12.9802598 50.9815911)",,,,
196961066,True,,Burgstädter Straße,residential,50,False,60.013999999999996,"LINESTRING (12.9799929 50.9820744, 12.9806925 50.9822119, 12.9808095 50.9822385)",,,,
25485175,False,,Chemnitzer Straße,tertiary,50,True,120.175,"LINESTRING (12.9808095 50.9822385, 12.9807462 50.9824246, 12.9806814 50.9826205, 12.9806419 50.9827083, 12.9805712 50.9827936, 12.9804697 50.9828814, 12.9802801 50.9830084, 12.9802069 50.9830417, 12.9801446 50.9830663, 12.9800611 50.9830885, 12.9799736 50.9831117)",,,,
1252437890,False,,Tzschirnerplatz,residential,,True,15.71,"LINESTRING (12.9777203 50.9869264, 12.977688 50.9868535, 12.9776485 50.9867928)",,,,
25904104,False,,Albert-Schweitzer-Straße,unclassified,30,False,230.16699999999997,"LINESTRING (12.9755715 50.9882732, 12.975717 50.9882671, 12.9763504 50.9882576, 12.9772187 50.9882392, 12.9773465 50.9882364, 12.9775735 50.988234, 12.9777564 50.9882451, 12.9779462 50.9882745, 12.9786339 50.988406, 12.978714 50.9884337, 12.9787823 50.9884761)",,,,
25904104,False,,Albert-Schweitzer-Straße,unclassified,30,True,17.264,"LINESTRING (12.9755715 50.9882732, 12.9753994 50.9882771, 12.9753262 50.9882686)",,,,
280542857,False,,Nordstraße,residential,,False,29.217,"LINESTRING (12.9755715 50.9882732, 12.9755819 50.9883278, 12.9757598 50.9885028)",,,,
26148366,False,,Schumannstraße,residential,,False,217.276,"LINESTRING (12.9787733 50.9852211, 12.9786233 50.9852594, 12.9783985 50.985288, 12.9783254 50.98529, 12.9779258 50.9853007, 12.9776863 50.9853065, 12.9775334 50.9853105, 12.9756885 50.9853647)",,,,
733397717,True,,Neustadt,residential,20,False,92.97300000000001,"LINESTRING (12.9787733 50.9852211, 12.9788721 50.9853395, 12.9790901 50.9856005, 12.9792557 50.9858675, 12.9793243 50.9859804)",,,,
223272811,False,,Technikumplatz,residential,,False,30.067999999999998,"LINESTRING (12.9739904 50.9861827, 12.9739808 50.9862376, 12.9739122 50.9864484)",,,,
223272811,False,,Technikumplatz,residential,,True,30.067999999999998,"LINESTRING (12.9739122 50.9864484, 12.9739808 50.9862376, 12.9739904 50.9861827)",,,,
129954183,False,,Freiberger Straße,residential,30,False,27.048000000000002,"LINESTRING (12.9847698 50.9851808, 12.9849511 50.985203, 12.9850081 50.9852175, 12.9851412 50.9852453)",,,,
129954183,False,,Freiberger Straße,residential,30,True,11.181000000000001,"LINESTRING (12.9847698 50.9851808, 12.9846645 50.9851755, 12.9846104 50.9851758)",,,,
223396020,False,,Rahmenberg,residential,,False,152.12900000000002,"LINESTRING (12.9847698 50.9851808, 12.9847567 50.9852363, 12.9847449 50.9853033, 12.9846993 50.9854649, 12.9846434 50.9855973, 12.9846194 50.9856258, 12.9845542 50.9856635, 12.9843839 50.9857573, 12.9843014 50.9858092, 12.9841777 50.9859081, 12.9841404 50.9859359, 12.9841045 50.9859625, 12.9838271 50.9860892, 12.9836414 50.986192, 12.9835588 50.9862404)",,,,
223396020,False,,Rahmenberg,residential,,True,152.12900000000002,"LINESTRING (12.9835588 50.9862404, 12.9836414 50.986192, 12.9838271 50.9860892, 12.9841045 50.9859625, 12.9841404 50.9859359, 12.9841777 50.9859081, 12.9843014 50.9858092, 12.9843839 50.9857573, 12.9845542 50.9856635, 12.9846194 50.9856258, 12.9846434 50.9855973, 12.9846993 50.9854649, 12.9847449 50.9853033, 12.9847567 50.9852363, 12.9847698 50.9851808)",,,,
828145836,False,2,Hainichener Straße,secondary,50,False,18.058,"LINESTRING (12.9859253 50.9836971, 12.9861526 50.9837739)",S 201,,,
"[828145835, 140496902]",False,2,Hainichener Straße,secondary,50,True,123.286,"LINESTRING (12.9859253 50.9836971, 12.9857655 50.9836459, 12.9855976 50.983582, 12.9854733 50.9835273, 12.9853644 50.9834742, 12.9852735 50.9834226, 12.9851411 50.9833301, 12.9850043 50.983215, 12.9846824 50.982936)",S 201,,,
"[249685699, 25903572]",False,,Plan,residential,,"[False, True]",232.181,"LINESTRING (12.9859253 50.9836971, 12.9858604 50.9837429, 12.9857535 50.9838103, 12.9854665 50.9839682, 12.9854306 50.9840056, 12.985432 50.9840456, 12.9854706 50.9840873, 12.9856224 50.9842063, 12.9856569 50.9842523, 12.9856638 50.9842992, 12.9856321 50.984347, 12.9855672 50.9843748, 12.9854955 50.9843896, 12.9854099 50.9843913, 12.9853092 50.9843748, 12.9851657 50.9843479, 12.9850622 50.9843513, 12.9849545 50.9843713, 12.9848927 50.9844021, 12.984826 50.9844657, 12.9848956 50.9845078, 12.9850393 50.9846407, 12.9851469 50.9847277, 12.9852211 50.9847981, 12.9852797 50.9848621, 12.9853805 50.9849848, 12.9854363 50.985029)",,,,
"[249685698, 25902759]",False,"['2', '3']",Steinweg,secondary,50,False,131.526,"LINESTRING (12.9869954 50.9844292, 12.9869517 50.9844938, 12.9869106 50.9845428, 12.9868569 50.9845863, 12.9867543 50.9846444, 12.9865819 50.9846991, 12.9859283 50.9848745, 12.9856477 50.9849546, 12.9854363 50.985029)",S 247,,,
25902759,False,3,Steinweg,secondary,50,True,51.294,"LINESTRING (12.9869954 50.9844292, 12.9870142 50.9843718, 12.9870174 50.9843067, 12.9870086 50.9842446, 12.986976 50.9841508, 12.9869576 50.9841067, 12.9869036 50.9839775)",S 247,,,
25960622,False,,Steinweg,residential,,False,72.801,"LINESTRING (12.9869954 50.9844292, 12.9871747 50.9844497, 12.9872936 50.9844554, 12.9873957 50.9844408, 12.9879366 50.9842328)",,,,
258626064,True,,Robert-Koch-Straße,residential,,False,4.203,"LINESTRING (12.9861025 50.9810544, 12.9861471 50.9810291)",,4,,
32852892,False,,Robert-Koch-Straße,residential,,True,197.04600000000002,"LINESTRING (12.9861025 50.9810544, 12.9853474 50.9814833, 12.9848003 50.9817941, 12.9847811 50.9818048, 12.9846154 50.9818972, 12.9840926 50.9821886, 12.984006 50.9822368)",,4,,
280542857,False,,Nordstraße,residential,,True,29.217,"LINESTRING (12.9757598 50.9885028, 12.9755819 50.9883278, 12.9755715 50.9882732)",,,,
25903542,False,,Kirchstraße,residential,,True,51.14,"LINESTRING (12.9824057 50.9835829, 12.9829374 50.9838983)",,,,
25903542,False,,Kirchstraße,residential,,False,27.337,"LINESTRING (12.9824057 50.9835829, 12.9823784 50.9835667, 12.9821066 50.9834249)",,,,
"[68015800, 447293974, 447293975]",False,,Kirchberg,residential,,False,127.584,"LINESTRING (12.9824057 50.9835829, 12.9823364 50.9836258, 12.9820951 50.9837741, 12.9819744 50.9838203, 12.9819132 50.9838351, 12.9818438 50.9838519, 12.9815823 50.9838921, 12.9813671 50.9839147, 12.9811426 50.9839251, 12.9809773 50.9839219, 12.9808334 50.9838259, 12.9808165 50.9838198)",,,,
25904389,False,,Lauenhainer Straße,residential,,False,50.846000000000004,"LINESTRING (12.9794096 50.987949, 12.9794293 50.9880171, 12.9794547 50.9880772, 12.9795053 50.988145, 12.9795526 50.9882018, 12.9795813 50.9882565, 12.9796081 50.9883846)",,,,
"[130142050, 282802300, 130146261, 282802302]",False,2,"['Am Bürgerkarree', 'Malzgasse']",living_street,,True,128.732,"LINESTRING (12.9832162 50.9850255, 12.9831217 50.9849993, 12.9828035 50.9849609, 12.9826189 50.9849374, 12.9826099 50.9849595, 12.9825932 50.9850132, 12.9825794 50.9850703, 12.9825722 50.9851259, 12.9825602 50.9852186, 12.9825534 50.985377, 12.9825611 50.9857046)",,,yes,
"[130142048, 283689237, 283689238]",False,,Brühl,"['residential', 'living_street']",,False,38.723,"LINESTRING (12.9822181 50.9864039, 12.98222 50.9863903, 12.9822278 50.9863355, 12.9822263 50.986314, 12.982213 50.9862603, 12.9822084 50.9862078, 12.9822205 50.986167, 12.9823013 50.9860699)",,,yes,
337928493,False,,Auensteig,residential,,True,28.317,"LINESTRING (12.9778109 50.9893565, 12.9778198 50.9896111)",,,,
