osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,tunnel
"[26586394, 1187715815]",Deichstraße,residential,30,,True,False,231.787,"LINESTRING (11.8600925 52.6039444, 11.8599974 52.6039227, 11.8598814 52.6038958, 11.8597641 52.6038621, 11.8594974 52.6037716, 11.8592707 52.6036796, 11.8590908 52.6035908, 11.8589305 52.603504, 11.8582425 52.6031099, 11.8581238 52.6030541, 11.8579874 52.6029962, 11.8577798 52.6029197, 11.8573974 52.6027856, 11.8573062 52.6027536)",,,
109387531,Stavenstraße,residential,30,,False,False,145.368,"LINESTRING (11.8637354 52.6043876, 11.8640224 52.6044582, 11.8642192 52.6045066, 11.8654845 52.6048068, 11.8656071 52.6048346, 11.865636 52.6048412, 11.8656515 52.6048447, 11.8657377 52.6048674)",,,
26495334,Birkenhagen,residential,20,4,True,False,18.891000000000002,"LINESTRING (11.8585868 52.6052711, 11.8586471 52.6052767, 11.8587025 52.6052743, 11.8587521 52.6052678, 11.858791 52.6052576, 11.8588226 52.6052499, 11.8588586 52.6052489)",,,
26632392,Hohe Bude,residential,20,3,True,False,38.553,"LINESTRING (11.8585868 52.6052711, 11.8582879 52.605527, 11.8582565 52.6055539)",,,
26632392,Hohe Bude,residential,20,3,True,False,38.194,"LINESTRING (11.8582565 52.6055539, 11.8579719 52.6058063, 11.8579369 52.6058373)",,,
"[26495333, 26632391]",Wüste Worth,residential,30,4,False,False,38.545,"LINESTRING (11.8569024 52.6045255, 11.8568871 52.6045425, 11.8568364 52.6045987, 11.8567925 52.6046489, 11.856708 52.6047547, 11.856643 52.6048342)",,,
26495333,Wüste Worth,residential,30,4,False,True,76.97200000000001,"LINESTRING (11.8569024 52.6045255, 11.8570955 52.6043167, 11.8574607 52.603922)",,,
"[1187715817, 26495334]",Birkenhagen,residential,"['20', '30']",4,True,False,140.834,"LINESTRING (11.8569024 52.6045255, 11.8570249 52.6045678, 11.8572441 52.6046592, 11.8585868 52.6052711)",,,
142045521,An der Rolle,residential,30,,False,False,51.895,"LINESTRING (11.866557 52.6094998, 11.8667897 52.609055)",,,
563017363,Petrikirchstraße,residential,30,4,False,False,55.135,"LINESTRING (11.8556054 52.605487, 11.8555358 52.6055024, 11.8553505 52.6055338, 11.8551036 52.6055605, 11.8548054 52.6055756)",,,
"[563017363, 26781315]","['Uchtstraße', 'Petrikirchstraße']",residential,30,4,False,True,37.536,"LINESTRING (11.8556054 52.605487, 11.8558378 52.6054301, 11.8559231 52.605425, 11.8560012 52.605437, 11.8561349 52.6054601)",,,
"[237044396, 1184893756]",Mühlenstraße,residential,"['50', '30']",5,False,True,200.01,"LINESTRING (11.8556054 52.605487, 11.8555713 52.6054377, 11.8551891 52.6051056, 11.8551288 52.6050498, 11.8551308 52.6050241, 11.8551272 52.6049908, 11.8551142 52.6049715, 11.8549427 52.6048434, 11.8547594 52.6047095, 11.8545943 52.6045891, 11.8544106 52.6044634, 11.854078 52.6042426, 11.8539872 52.6041822, 11.8539155 52.6041367, 11.853882 52.6041217, 11.8537897 52.6041)",,,
28580839,Uppstall,living_street,,3,True,False,86.256,"LINESTRING (11.8590916 52.6081018, 11.8590192 52.6080785, 11.8581795 52.6077571, 11.8580946 52.6077264, 11.8579978 52.6077032)",,,
579633999,Uppstall,residential,30,3,False,False,143.607,"LINESTRING (11.8590916 52.6081018, 11.8593115 52.6081564, 11.8606274 52.6085507, 11.861006 52.6086636)",,,
"[1215933668, 35727638]",Westwall,residential,50,,False,False,75.981,"LINESTRING (11.8537897 52.6041, 11.8538793 52.6039456, 11.8538987 52.6039125, 11.8539275 52.6038759, 11.8540299 52.603766, 11.8541456 52.6036609, 11.8543248 52.6035037)",2,,
35727638,Westwall,residential,50,,False,True,60.199,"LINESTRING (11.8537897 52.6041, 11.853525 52.6044656, 11.8534309 52.6045956)",2,,
"[237044396, 1184893756]",Mühlenstraße,residential,"['50', '30']",5,False,False,200.00999999999996,"LINESTRING (11.8537897 52.6041, 11.853882 52.6041217, 11.8539155 52.6041367, 11.8539872 52.6041822, 11.854078 52.6042426, 11.8544106 52.6044634, 11.8545943 52.6045891, 11.8547594 52.6047095, 11.8549427 52.6048434, 11.8551142 52.6049715, 11.8551272 52.6049908, 11.8551308 52.6050241, 11.8551288 52.6050498, 11.8551891 52.6051056, 11.8555713 52.6054377, 11.8556054 52.605487)",,,
"[8612140, 363024478]",Parkstraße,secondary,50,,False,False,199.39799999999997,"LINESTRING (11.8638519 52.6076405, 11.8638349 52.6077366, 11.8638024 52.6079122, 11.863727 52.608387, 11.8636977 52.6084927, 11.8636579 52.6086033, 11.8635997 52.6087352, 11.8635359 52.6088623, 11.8634636 52.6089823, 11.8633548 52.6091449, 11.8632478 52.6092858, 11.8631771 52.6093701)","['2', '3']",L 32,
"[1187667738, 26635558]",Ostwall,secondary,50,,False,False,88.48100000000001,"LINESTRING (11.8638519 52.6076405, 11.8638819 52.6075193, 11.8639258 52.6073878, 11.8639666 52.6072824, 11.8640012 52.6071968, 11.8640408 52.6071166, 11.8640893 52.6070306, 11.864134 52.606959, 11.8641936 52.6068751)","['2', '3']",L 32,
"[26557760, 308942257, 27251179]","['An der Rolle', 'Bruchweg']",residential,"['50', '30']",,False,True,254.45499999999998,"LINESTRING (11.8638519 52.6076405, 11.8639853 52.6077049, 11.8640767 52.6077441, 11.864478 52.6079163, 11.8646226 52.6079555, 11.86471 52.6079758, 11.8652522 52.6082149, 11.8661905 52.6086734, 11.8664647 52.608848, 11.8667897 52.609055)",,,
1187667737,Bruchstraße,residential,50,,False,False,20.673,"LINESTRING (11.8638519 52.6076405, 11.8636919 52.607564, 11.8636107 52.607526)",3,,
"[363024482, 363024483]",Ostwall,secondary,50,,False,True,95.956,"LINESTRING (11.8663263 52.6040832, 11.8663019 52.6041349, 11.866265 52.604198, 11.8662061 52.6042808, 11.866037 52.6045034, 11.8659659 52.6045885, 11.8658472 52.6047317, 11.8657377 52.6048674)","['4', '2']",L 32,
"[26636184, 1187667739, 1187667741, 1187667742]","['Rathenower Straße', 'Schadewachten']",residential,"['50', '30']",,False,True,236.418,"LINESTRING (11.8663263 52.6040832, 11.8661418 52.6040494, 11.8661296 52.6040463, 11.8658601 52.6039792, 11.8644932 52.6036752, 11.8640749 52.6035878, 11.8639663 52.6035646, 11.8637034 52.6035025, 11.863534 52.6034565, 11.8634029 52.6033989, 11.8633474 52.6032935, 11.8633255 52.6031857)",2,,
26495336,Weberstraße,residential,30,,False,True,240.08999999999997,"LINESTRING (11.859112 52.6008973, 11.8590393 52.6009588, 11.8587783 52.6011664, 11.8586453 52.6012934, 11.8585735 52.6013805, 11.8584339 52.6015484, 11.8582224 52.6017712, 11.8578989 52.6021267, 11.8573062 52.6027536)",,,
26500667,Am Dom,residential,30,5,True,False,174.55400000000003,"LINESTRING (11.859112 52.6008973, 11.8597472 52.6012214, 11.8600482 52.6013893, 11.8608451 52.6018066, 11.8609006 52.6018343, 11.8609844 52.60186, 11.8610448 52.6018722, 11.8611077 52.6018817)",,,
38956522,Westwall,residential,50,,False,True,294.568,"LINESTRING (11.8571798 52.6008963, 11.8572789 52.6009444, 11.8572958 52.60097, 11.8572916 52.6010032, 11.8570843 52.6011559, 11.8566058 52.6015656, 11.8556366 52.6024136, 11.8552378 52.6027459, 11.8549442 52.6029755, 11.8548395 52.6030185)",,,
26646844,Karlstraße,residential,30,,True,False,203.022,"LINESTRING (11.8610639 52.6020176, 11.8611406 52.6020308, 11.86127 52.6020775, 11.8614225 52.6021448, 11.8615578 52.6022192, 11.862065 52.6025532, 11.8622819 52.6026827, 11.8628767 52.6030378, 11.8630618 52.6031258, 11.8631872 52.6031653, 11.8633255 52.6031857)",,,
38889463,Hallstraße,residential,30,5,True,False,224.294,"LINESTRING (11.8610639 52.6020176, 11.8610416 52.6020673, 11.8605755 52.6028602, 11.8604643 52.6030809, 11.8603454 52.6033455, 11.8601058 52.6038893, 11.8600925 52.6039444)",,,
142045521,An der Rolle,residential,30,,False,True,51.895,"LINESTRING (11.8667897 52.609055, 11.866557 52.6094998)",,,
"[26557760, 308942257, 27251179]","['An der Rolle', 'Bruchweg']",residential,"['50', '30']",,False,False,254.455,"LINESTRING (11.8667897 52.609055, 11.8664647 52.608848, 11.8661905 52.6086734, 11.8652522 52.6082149, 11.86471 52.6079758, 11.8646226 52.6079555, 11.864478 52.6079163, 11.8640767 52.6077441, 11.8639853 52.6077049, 11.8638519 52.6076405)",,,
"[562285929, 26478878]",Priesterstraße,residential,"['20', '30']",,True,False,74.999,"LINESTRING (11.8609293 52.605668, 11.8610854 52.60575, 11.8613653 52.6058904, 11.8616 52.6059787, 11.8617669 52.6060218, 11.8618454 52.6060395)",,,
579645286,Breite Straße,residential,20,8,True,False,35.462999999999994,"LINESTRING (11.8609293 52.605668, 11.8608951 52.6056942, 11.860798 52.6057547, 11.8605729 52.6058769, 11.8605701 52.6058785, 11.8605513 52.6058887)",,,
38889462,Markt,residential,20,4,True,False,60.167,"LINESTRING (11.8588586 52.6052489, 11.8588628 52.6052067, 11.8588824 52.6051682, 11.8592644 52.6047727)",,,
38889465,Markt,residential,20,4,True,False,14.488,"LINESTRING (11.8592644 52.6047727, 11.8594412 52.6048465)",,,
26495331,Brüderstraße,residential,20,,True,False,154.691,"LINESTRING (11.8592644 52.6047727, 11.8592068 52.6047172, 11.8588892 52.6045801, 11.8574607 52.603922)",,,
