osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel,bridge,access,junction
54151188,,Am Zollhaus,residential,False,False,118.685,"LINESTRING (7.7334847 50.7855417, 7.7334547 50.785513, 7.7334148 50.7854747, 7.7333029 50.7853663, 7.7332386 50.7853249, 7.7329211 50.785232, 7.7328539 50.7852358, 7.732777 50.7852466, 7.7323381 50.7853867, 7.7322467 50.7854137, 7.7321635 50.785412, 7.7320722 50.7854012)",,,,,,
"[483527240, 74497140]",L 278,Marktstraße,secondary,False,False,14.475000000000001,"LINESTRING (7.7336347 50.7842269, 7.7337252 50.7842162, 7.733839 50.7842148)",,,,,,
"[74497140, 24525029]",L 278,Marktstraße,secondary,False,True,10.918,"LINESTRING (7.7336347 50.7842269, 7.7335629 50.7842432, 7.7335056 50.7842776)",,,,,,
168585894,,Auf dem Statt,residential,False,True,130.347,"LINESTRING (7.7336347 50.7842269, 7.7335519 50.7841411, 7.7334074 50.7840764, 7.7332913 50.7840482, 7.7329098 50.7840221, 7.7325477 50.7840069, 7.7323641 50.7839728, 7.7319518 50.7838501)",,,,,,
62079010,L 278,Marktstraße,secondary,False,False,23.8,"LINESTRING (7.7338924 50.7839826, 7.733895 50.783886, 7.7339355 50.7837714)",,,,,,
62079010,L 278,Marktstraße,secondary,False,True,14.065,"LINESTRING (7.7338924 50.7839826, 7.7339106 50.7840273, 7.7339463 50.7841044)",,,,,,
168585891,,Am Acker,residential,False,False,34.968,"LINESTRING (7.7338924 50.7839826, 7.7337253 50.7839722, 7.733422 50.7838908)",,,,,,
62079011,,,secondary,True,False,15.686,"LINESTRING (7.733839 50.7842148, 7.7338398 50.7841717, 7.7338851 50.7841268, 7.7339463 50.7841044)",,,,,,roundabout
"[483527240, 74497140]",L 278,Marktstraße,secondary,False,True,14.475000000000001,"LINESTRING (7.733839 50.7842148, 7.7337252 50.7842162, 7.7336347 50.7842269)",,,,,,
62079011,,,secondary,True,False,70.86900000000001,"LINESTRING (7.7344938 50.7842444, 7.7345113 50.7842957, 7.7344908 50.7843597, 7.7344547 50.7843974, 7.734351 50.7844231, 7.7342735 50.7844166, 7.7339364 50.7843103, 7.7338658 50.7842686, 7.733839 50.7842148)",,,,,,roundabout
62079010,L 278,Marktstraße,secondary,False,False,14.065,"LINESTRING (7.7339463 50.7841044, 7.7339106 50.7840273, 7.7338924 50.7839826)",,,,,,
62079011,,,secondary,True,False,28.793999999999997,"LINESTRING (7.7339463 50.7841044, 7.7340215 50.7840976, 7.7340869 50.7841058, 7.7343321 50.7841725)",,,,,,roundabout
24525119,K 66,Güterbahnhof,tertiary,False,True,27.461,"LINESTRING (7.7277724 50.7824092, 7.7281002 50.7825435)",,,,,,
"[356718942, 151358086, 24525119]",K 66,Güterbahnhof,tertiary,False,False,66.47800000000001,"LINESTRING (7.7277724 50.7824092, 7.7276915 50.7823857, 7.727585 50.7823273, 7.7275166 50.7822654, 7.7274518 50.7821776, 7.7274187 50.7821136, 7.7274066 50.7820467, 7.7274046 50.7820018, 7.7274332 50.781903)",,,,,,
70831513,,,residential,True,False,31.654,"LINESTRING (7.7277724 50.7824092, 7.7280132 50.7824408, 7.7282175 50.7824396)",,,,,,
70831517,,,residential,False,True,12.437,"LINESTRING (7.7290598 50.7827236, 7.728894 50.7826846)",,,,,,
70831517,,,residential,False,False,12.437,"LINESTRING (7.728894 50.7826846, 7.7290598 50.7827236)",,,,,,
70831517,,,residential,False,True,37.375,"LINESTRING (7.728894 50.7826846, 7.7287945 50.7826111, 7.7287075 50.7825105, 7.7285559 50.7824307)",,,,,,
223613703,,,residential,False,False,120.918,"LINESTRING (7.728894 50.7826846, 7.7289109 50.7827711, 7.7293239 50.7829136, 7.7298818 50.7830391, 7.7301072 50.7830255, 7.7302037 50.7829882, 7.7303807 50.7830085)",,,,,,
70831515,,,residential,True,False,6.212,"LINESTRING (7.7285559 50.7824307, 7.7284712 50.7824466)",,,,,,
70831517,,,residential,False,False,37.375,"LINESTRING (7.7285559 50.7824307, 7.7287075 50.7825105, 7.7287945 50.7826111, 7.728894 50.7826846)",,,,,,
79232267,,Talstraße,residential,False,False,133.624,"LINESTRING (7.7290146 50.7817571, 7.7291892 50.7815044, 7.729254 50.7814402, 7.7293984 50.7813672, 7.7295745 50.7812851, 7.7300553 50.7810609, 7.7302483 50.7809854, 7.7303614 50.7809692)",,,,,destination,
229812852,,Bergstraße,residential,False,True,8.268,"LINESTRING (7.732224 50.7795107, 7.732317 50.7794652)",,,,,,
28028670,,Im Kreuztal,tertiary,False,True,78.32499999999999,"LINESTRING (7.732224 50.7795107, 7.7324425 50.7798304, 7.7327076 50.7801446)",,,,,,
960676167,,Im Kreuztal,tertiary,False,False,11.693,"LINESTRING (7.732224 50.7795107, 7.7321982 50.7794727, 7.732159 50.7794139)",,,,,,
"[229978176, 79227106, 79227109]",,"['Am Schützenplatz', 'Felsenweg']",residential,False,"[False, True]",277.1089999999999,"LINESTRING (7.7315714 50.7791894, 7.7316874 50.7789247, 7.7320344 50.778653, 7.7325369 50.7782169, 7.7325984 50.7782776, 7.7324248 50.7785512, 7.7323039 50.7787432, 7.7321619 50.7790518, 7.7321659 50.7792102, 7.7322062 50.7793332, 7.7322884 50.7794235, 7.732317 50.7794652)",,,,,destination,
229978188,,Im Kreuztal,tertiary,False,False,38.466,"LINESTRING (7.7315714 50.7791894, 7.7313986 50.7791944, 7.7312944 50.7792014, 7.7310266 50.7792195)",,,,,,
960676168,,Im Kreuztal,tertiary,False,True,51.089999999999996,"LINESTRING (7.7315714 50.7791894, 7.7317795 50.7792012, 7.7319619 50.7792656, 7.7320802 50.7793356, 7.732159 50.7794139)",,,,,,
79234237,,Hügelstraße,residential,False,True,37.398,"LINESTRING (7.7401649 50.7821615, 7.739854 50.7818886)",,,,,,
52903469,L 289,Nassauer Straße,secondary,False,False,30.406,"LINESTRING (7.7398949 50.7804447, 7.7398231 50.7803811, 7.7395855 50.7802563)",,,,,,
52903469,L 289,Nassauer Straße,secondary,False,True,57.78399999999999,"LINESTRING (7.7398949 50.7804447, 7.739917 50.7805173, 7.7399157 50.7806194, 7.7398806 50.780753, 7.7398069 50.7809025, 7.7398294 50.7809521)",,,,,,
52903469,L 289,Nassauer Straße,secondary,False,False,9.986,"LINESTRING (7.7395855 50.7802563, 7.7394835 50.7801938)",,,,,,
52901879,,Steinbuschstraße,residential,False,True,143.679,"LINESTRING (7.7395855 50.7802563, 7.7393723 50.7804201, 7.739089 50.7806049, 7.7388808 50.780669, 7.7386471 50.7807014, 7.7385752 50.7807114, 7.7381565 50.7807321, 7.7378207 50.7807468)",,,,,,
52903469,L 289,Nassauer Straße,secondary,False,True,30.406,"LINESTRING (7.7395855 50.7802563, 7.7398231 50.7803811, 7.7398949 50.7804447)",,,,,,
79234237,,Hügelstraße,residential,False,False,37.398,"LINESTRING (7.739854 50.7818886, 7.7401649 50.7821615)",,,,,,
79234238,,Grüner Weg,residential,True,False,98.041,"LINESTRING (7.739854 50.7818886, 7.7407353 50.7812053)",,,,,,
79234237,,Hügelstraße,residential,False,True,64.833,"LINESTRING (7.739854 50.7818886, 7.7396556 50.7817618, 7.7395431 50.78169, 7.7392053 50.7814742)",,,,,,
28028920,L 289,Oststraße,secondary,False,True,70.459,"LINESTRING (7.7407353 50.7812053, 7.7406589 50.7811751, 7.7405515 50.7811327, 7.7403766 50.7810701, 7.7402365 50.7810383, 7.7400807 50.7810143, 7.7399605 50.7809995, 7.7398903 50.7809826, 7.7398294 50.7809521)",,2,,,,
92144639,,Hockelbachstraße,residential,False,True,163.73399999999998,"LINESTRING (7.7395642 50.7787983, 7.7396924 50.7789963, 7.7397762 50.7791762, 7.7398498 50.7794272, 7.7398665 50.7795533, 7.7398231 50.7796883, 7.7397449 50.7798639, 7.7394835 50.7801938)",,,,,,
168585905,,Hüttenstraße,residential,False,True,66.692,"LINESTRING (7.7395642 50.7787983, 7.7390848 50.7789328, 7.7389299 50.7789998, 7.7388388 50.7790608, 7.7387913 50.7791191)",,,,,,
168585912,,Köttingsbachstraße,residential,False,False,62.149,"LINESTRING (7.7307687 50.7786849, 7.7310266 50.7792195)",,,,,,
168585911,,Köttingsbachstraße,residential,False,False,69.797,"LINESTRING (7.7307687 50.7786849, 7.730609 50.7788351, 7.7304659 50.7789036, 7.7299946 50.7790527)",,,,,,
168585911,,Köttingsbachstraße,residential,False,True,69.797,"LINESTRING (7.7299946 50.7790527, 7.7304659 50.7789036, 7.730609 50.7788351, 7.7307687 50.7786849)",,,,,,
168585912,,Köttingsbachstraße,residential,False,True,62.149,"LINESTRING (7.7310266 50.7792195, 7.7307687 50.7786849)",,,,,,
229978188,,Im Kreuztal,tertiary,False,False,79.151,"LINESTRING (7.7310266 50.7792195, 7.7307792 50.7792523, 7.7302116 50.7793322, 7.7299299 50.7793795)",,,,,,
229978188,,Im Kreuztal,tertiary,False,True,38.466,"LINESTRING (7.7310266 50.7792195, 7.7312944 50.7792014, 7.7313986 50.7791944, 7.7315714 50.7791894)",,,,,,
52903469,L 289,Nassauer Straße,secondary,False,True,6.641,"LINESTRING (7.7383141 50.7793336, 7.7383681 50.7793826)",,,,,,
168585905,,Hüttenstraße,residential,False,False,41.166,"LINESTRING (7.7383141 50.7793336, 7.7387913 50.7791191)",,,,,,
168585899,,Brunnenweg,residential,False,False,64.621,"LINESTRING (7.7313877 50.7796258, 7.7316009 50.7801911)",,,,,,
960676171,,Weststraße,residential,False,False,59.127,"LINESTRING (7.7313877 50.7796258, 7.732159 50.7794139)",,,,,,
960676171,,Weststraße,residential,False,True,110.56200000000001,"LINESTRING (7.7313877 50.7796258, 7.7303217 50.7799105, 7.7299632 50.7800431)",,,,,,
168585900,,Flachsweg,residential,False,True,86.403,"LINESTRING (7.7346435 50.780139, 7.7334562 50.7799385)",,,,,,
223612466,,Schulstraße,residential,False,False,48.242,"LINESTRING (7.7346435 50.780139, 7.734205 50.7804727)",,,,,,
960676169,,Schulstraße,residential,False,True,92.901,"LINESTRING (7.7346435 50.780139, 7.7355921 50.7795574)",,,,,,
168585899,,Brunnenweg,residential,False,True,64.621,"LINESTRING (7.7316009 50.7801911, 7.7313877 50.7796258)",,,,,,
168585896,,Bogenstraße,residential,False,False,30.159,"LINESTRING (7.7346741 50.7835087, 7.7350918 50.7835705)",,,,,,
168585896,,Bogenstraße,residential,False,True,45.025000000000006,"LINESTRING (7.7346741 50.7835087, 7.7346392 50.7834746, 7.7345549 50.7834482, 7.7340905 50.7833663)",,,,,,
168585897,,Bogenstraße,residential,False,False,99.726,"LINESTRING (7.7346741 50.7835087, 7.7346955 50.7835373, 7.734753 50.7835734, 7.7348308 50.7835999, 7.7348967 50.7836408, 7.7349112 50.7836847, 7.7348839 50.7838458, 7.7348416 50.7839217, 7.7347203 50.7840043, 7.7346103 50.7840578, 7.7344942 50.7840946, 7.7344339 50.7841137, 7.7343321 50.7841725)",,,,,,
168585896,,Bogenstraße,residential,False,True,30.159,"LINESTRING (7.7350918 50.7835705, 7.7346741 50.7835087)",,,,,,
168585891,,Am Acker,residential,False,True,34.968,"LINESTRING (7.733422 50.7838908, 7.7337253 50.7839722, 7.7338924 50.7839826)",,,,,,
168585894,,Auf dem Statt,residential,False,False,130.347,"LINESTRING (7.7319518 50.7838501, 7.7323641 50.7839728, 7.7325477 50.7840069, 7.7329098 50.7840221, 7.7332913 50.7840482, 7.7334074 50.7840764, 7.7335519 50.7841411, 7.7336347 50.7842269)",,,,,,
62079011,,,secondary,True,False,14.241,"LINESTRING (7.7343321 50.7841725, 7.7344532 50.7842103, 7.7344938 50.7842444)",,,,,,roundabout
168585897,,Bogenstraße,residential,False,True,99.726,"LINESTRING (7.7343321 50.7841725, 7.7344339 50.7841137, 7.7344942 50.7840946, 7.7346103 50.7840578, 7.7347203 50.7840043, 7.7348416 50.7839217, 7.7348839 50.7838458, 7.7349112 50.7836847, 7.7348967 50.7836408, 7.7348308 50.7835999, 7.734753 50.7835734, 7.7346955 50.7835373, 7.7346741 50.7835087)",,,,,,
"[74497140, 24525029]",L 278,Marktstraße,secondary,False,False,10.918,"LINESTRING (7.7335056 50.7842776, 7.7335629 50.7842432, 7.7336347 50.7842269)",,,,,,
"[24525029, 24525030, 25851567]",L 278,Marktstraße,secondary,False,True,139.589,"LINESTRING (7.7335056 50.7842776, 7.7333844 50.784365, 7.7332705 50.7844317, 7.7324741 50.7848737, 7.732265 50.7849762, 7.732122 50.7850316, 7.7319813 50.7850719)",,,,yes,,
168585923,,Siegstraße,residential,False,False,68.03199999999998,"LINESTRING (7.7335056 50.7842776, 7.7333538 50.7842306, 7.732766 50.7841816, 7.7326913 50.784194, 7.7326376 50.7842241, 7.7326302 50.7842597)",,,,,,
168585914,,Lenzstraße,residential,False,True,37.446,"LINESTRING (7.727608 50.7854231, 7.7275169 50.7857549)",,,,,,
95801222,K 71,Birkener Straße,tertiary,False,False,20.111,"LINESTRING (7.7319112 50.7855507, 7.7320722 50.7854012)",,,,,,
95801222,K 71,Birkener Straße,tertiary,False,True,161.99899999999997,"LINESTRING (7.7319112 50.7855507, 7.7317851 50.7856325, 7.7316715 50.7857707, 7.7315803 50.7858726, 7.7315479 50.7859793, 7.7315625 50.786082, 7.7316034 50.7861934, 7.7317329 50.7863524, 7.7319698 50.7865878, 7.7320632 50.7866938, 7.7321385 50.7868033, 7.7321484 50.786848)",,,,,,
"[230746432, 230746433, 168585893]",,Am Mühlengraben,residential,False,True,78.57,"LINESTRING (7.7319112 50.7855507, 7.731824 50.7855422, 7.7316619 50.7856374, 7.7314127 50.7857811, 7.7312521 50.7858688, 7.7310337 50.7859564)",,,,yes,,
168585914,,Lenzstraße,residential,False,False,37.446,"LINESTRING (7.7275169 50.7857549, 7.727608 50.7854231)",,,,,,
168585915,,Lenzstraße,residential,False,True,41.513,"LINESTRING (7.7275169 50.7857549, 7.7278383 50.7857825, 7.7281036 50.785796)",,,,,,
27437435,,Hermannstraße,residential,False,False,184.046,"LINESTRING (7.7281036 50.785796, 7.7281602 50.7856841, 7.728522 50.784955, 7.7289053 50.7842204)",,,,,,
168585915,,Lenzstraße,residential,False,False,41.513,"LINESTRING (7.7281036 50.785796, 7.7278383 50.7857825, 7.7275169 50.7857549)",,,,,,
168585892,,Am Mühlengraben,residential,False,True,106.678,"LINESTRING (7.7310337 50.7859564, 7.731112 50.7861159, 7.7312032 50.786256, 7.7314133 50.7864074, 7.7315128 50.7865932, 7.7312574 50.7867752)",,,,,,
"[230746432, 230746433, 168585893]",,Am Mühlengraben,residential,False,False,78.57000000000001,"LINESTRING (7.7310337 50.7859564, 7.7312521 50.7858688, 7.7314127 50.7857811, 7.7316619 50.7856374, 7.731824 50.7855422, 7.7319112 50.7855507)",,,,yes,,
168585893,,Am Mühlengraben,residential,False,True,183.81799999999998,"LINESTRING (7.7310337 50.7859564, 7.7307733 50.7860974, 7.7303431 50.7863716, 7.7300892 50.7866225, 7.7300316 50.7869044, 7.729544 50.7872566)",,,,,,
168585892,,Am Mühlengraben,residential,False,False,106.678,"LINESTRING (7.7312574 50.7867752, 7.7315128 50.7865932, 7.7314133 50.7864074, 7.7312032 50.786256, 7.731112 50.7861159, 7.7310337 50.7859564)",,,,,,
168585893,,Am Mühlengraben,residential,False,False,183.818,"LINESTRING (7.729544 50.7872566, 7.7300316 50.7869044, 7.7300892 50.7866225, 7.7303431 50.7863716, 7.7307733 50.7860974, 7.7310337 50.7859564)",,,,,,
"[229812856, 28029106]",,Rathausstraße,tertiary,False,False,53.150000000000006,"LINESTRING (7.7372809 50.7820677, 7.7371308 50.7820249, 7.7368378 50.7819348, 7.7365978 50.781863)",,,,,,
28029106,,Rathausstraße,tertiary,False,True,121.265,"LINESTRING (7.7372809 50.7820677, 7.7380751 50.7823154, 7.7386924 50.7825071, 7.7388388 50.7825318)",,,,,,
79241258,,Gerichtsstraße,tertiary,True,False,48.88,"LINESTRING (7.7385632 50.7817499, 7.7381529 50.7818743, 7.7379262 50.7819245)",,,,,,
70831513,,,residential,True,False,25.183999999999997,"LINESTRING (7.7282175 50.7824396, 7.728409 50.7823985, 7.7284825 50.7824104, 7.7285559 50.7824307)",,,,,,
24525119,K 66,Güterbahnhof,tertiary,False,False,27.461,"LINESTRING (7.7281002 50.7825435, 7.7277724 50.7824092)",,,,,,
24525119,K 66,Güterbahnhof,tertiary,False,True,4.648,"LINESTRING (7.7281002 50.7825435, 7.7281552 50.7825667)",,,,,,
223613707,,,residential,True,False,14.195,"LINESTRING (7.7281002 50.7825435, 7.7282175 50.7824396)",,,,,,
223613703,,,residential,False,True,120.918,"LINESTRING (7.7303807 50.7830085, 7.7302037 50.7829882, 7.7301072 50.7830255, 7.7298818 50.7830391, 7.7293239 50.7829136, 7.7289109 50.7827711, 7.728894 50.7826846)",,,,,,
70831515,,,residential,True,False,26.421999999999997,"LINESTRING (7.7284712 50.7824466, 7.728342 50.78247, 7.7281552 50.7825667)",,,,,,
223613708,,,residential,True,False,23.381,"LINESTRING (7.7284712 50.7824466, 7.7283932 50.7825388, 7.7283517 50.7826412)",,,,,,
24525119,K 66,Güterbahnhof,tertiary,False,False,16.108,"LINESTRING (7.7283517 50.7826412, 7.7281552 50.7825667)",,,,,,
"[25851569, 52387345, 24525119]",K 66,Güterbahnhof,tertiary,False,"[False, True]",165.27700000000002,"LINESTRING (7.7283517 50.7826412, 7.7285311 50.7827149, 7.7287088 50.7827838, 7.7289245 50.782873, 7.7290207 50.7829398, 7.7290599 50.7830287, 7.7290394 50.7831265, 7.7289755 50.7832049, 7.7286297 50.7834949, 7.7284274 50.7836934, 7.728335 50.7837586)",,,,yes,,
223613986,,,residential,False,False,11.093,"LINESTRING (7.7307992 50.7818794, 7.730936 50.7819291)",,,,,,
223613986,,,residential,False,True,21.755,"LINESTRING (7.7307992 50.7818794, 7.7305313 50.7817815)",,,,,,
223613985,,,residential,False,False,86.895,"LINESTRING (7.7307992 50.7818794, 7.7309648 50.7817423, 7.7310781 50.7816484, 7.7311429 50.7816278, 7.7312095 50.7816374, 7.7317789 50.7818158)",,,,,,
223613985,,,residential,False,False,65.254,"LINESTRING (7.7317789 50.7818158, 7.7319184 50.7816868, 7.7321027 50.7817638, 7.7319847 50.7818859, 7.7317789 50.7818158)",,,,,,
223613985,,,residential,False,True,65.25399999999999,"LINESTRING (7.7317789 50.7818158, 7.7319847 50.7818859, 7.7321027 50.7817638, 7.7319184 50.7816868, 7.7317789 50.7818158)",,,,,,
223613985,,,residential,False,True,86.895,"LINESTRING (7.7317789 50.7818158, 7.7312095 50.7816374, 7.7311429 50.7816278, 7.7310781 50.7816484, 7.7309648 50.7817423, 7.7307992 50.7818794)",,,,,,
223613986,,,residential,False,False,21.755,"LINESTRING (7.7305313 50.7817815, 7.7307992 50.7818794)",,,,,,
25851575,,Wiesenstraße,residential,False,False,91.11600000000001,"LINESTRING (7.7305313 50.7817815, 7.7304441 50.7813979, 7.7303614 50.7809692)",,,,,,
25851575,,Wiesenstraße,residential,False,True,57.504,"LINESTRING (7.7305313 50.7817815, 7.730577 50.7819992, 7.7305792 50.7821131, 7.7305461 50.7822103, 7.7304996 50.7822892)",,,,,,
223613986,,,residential,False,True,11.093,"LINESTRING (7.730936 50.7819291, 7.7307992 50.7818794)",,,,,,
229812852,,Bergstraße,residential,False,False,8.268,"LINESTRING (7.732317 50.7794652, 7.732224 50.7795107)",,,,,,
"[229978176, 79227106, 79227109]",,"['Am Schützenplatz', 'Felsenweg']",residential,False,"[False, True]",277.10900000000004,"LINESTRING (7.732317 50.7794652, 7.7322884 50.7794235, 7.7322062 50.7793332, 7.7321659 50.7792102, 7.7321619 50.7790518, 7.7323039 50.7787432, 7.7324248 50.7785512, 7.7325984 50.7782776, 7.7325369 50.7782169, 7.7320344 50.778653, 7.7316874 50.7789247, 7.7315714 50.7791894)",,,,,destination,
28028921,,Im Buschkamp,residential,False,True,50.558,"LINESTRING (7.7342495 50.7825877, 7.7343106 50.782647, 7.7343401 50.7827061, 7.7343365 50.7827748, 7.734308 50.7828767, 7.7342416 50.7830204)",,,,,,
95801222,K 71,Birkener Straße,tertiary,False,False,8.368,"LINESTRING (7.7321407 50.7869231, 7.7321484 50.786848)",,,,,,
168585906,,Im Schmittchen,residential,False,True,150.934,"LINESTRING (7.7321709 50.7830699, 7.7325317 50.7830971, 7.7327047 50.7831293, 7.7328609 50.7831899, 7.7334948 50.7834933, 7.7336776 50.7836024, 7.7338308 50.7837199, 7.7339355 50.7837714)",,,,,,
28029105,,Rathausstraße,residential,True,False,103.312,"LINESTRING (7.7388388 50.7825318, 7.739013 50.7825251, 7.7391588 50.7825055, 7.7394835 50.7824154, 7.7399397 50.7822538, 7.7401649 50.7821615)",30,,,,,
28029106,,Rathausstraße,tertiary,False,False,121.26499999999999,"LINESTRING (7.7388388 50.7825318, 7.7386924 50.7825071, 7.7380751 50.7823154, 7.7372809 50.7820677)",,,,,,
79234499,,Richtweg,residential,True,False,89.346,"LINESTRING (7.7388388 50.7825318, 7.7388249 50.7824265, 7.7387734 50.7822415, 7.7387317 50.7821287, 7.7386969 50.7820344, 7.7386427 50.7818877, 7.7385632 50.7817499)",,,,,,
168585923,,Siegstraße,residential,False,True,68.032,"LINESTRING (7.7326302 50.7842597, 7.7326376 50.7842241, 7.7326913 50.784194, 7.732766 50.7841816, 7.7333538 50.7842306, 7.7335056 50.7842776)",,,,,,
25930637,,Weststraße,residential,False,False,123.47899999999998,"LINESTRING (7.727466 50.7812632, 7.72755 50.7811339, 7.7278125 50.7808746, 7.728048 50.780642, 7.7282585 50.780279)",,,,,,
